municipality,group,variable,month,Vacunaciones fiebre amarilla dentro de servic,TOTAL
TINGUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,7,7
TIPUANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,27,27
TIQUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,35,35
TIRAQUE (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,54,54
TOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,5,5
TOLATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,4,4
TOLEDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,2,2
TOMAVE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,2,2
TOMINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,3,3
TOTORA(CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,17,17
TRIGAL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,3,3
TRINIDAD,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,197,197
TUPIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,35,35
TURCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,2,2
UNCIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,2,2
URIONDO (A. CONCEPCION),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,1,1
URUBICHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,14,14
UYUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,14,14
VACAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,8,8
VALLEGRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,16,16
VIACHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,20,20
VILA VILA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,7,7
VILLA MONTES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,44,44
VILLA RIVERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,2,2
VILLA SERRANO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,9,9
VILLA TUNARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,71,71
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,5,5
VILLAZON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,43,43
VINTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,24,24
VITICHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,6,6
WARNES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,112,112
YACO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,5,5
YACUIBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,91,91
YAMPARAEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,7,7
YANACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,3,3
YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,58,58
YOTALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,6,6
YUNCHARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,2,2
ZUDAÑEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-06-01,3,3
ACACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,5,5
ACHACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,32,32
ACHOCALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
AIQUILE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,10,10
ALALAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
ALCALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
ANCORAIMES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
ANDAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
ANZALDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
APOLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,16,16
ARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
ARBIETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
ARQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,9,9
ASCENCION DE GUARAYOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,30,30
ATOCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
AYATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
AYO AYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,15,15
AZURDUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,10,10
BATALLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,10,10
BAURES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,12,12
BELEN DE ANDAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
BERMEJO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,41,41
BETANZOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,7,7
BOYUIBE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,9,9
BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,13,13
CABEZAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,27,27
CAIROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,4,4
"CAIZA ""D""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
CAJUATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,5,5
CALAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
CAMARGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,16,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
CAMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,29,29
CAPINOTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,15,15
CAQUIAVIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
CARACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,5,5
CARANAVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,43,43
CARAPARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
CARIPUYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
CARMEN RIVERO TORREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,5,5
CHALLAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,15,15
CHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,4,4
CHARAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,18,18
CHAYANTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
CHIMORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,23,23
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
CHUMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
CLIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,25,25
COBIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,70,70
COCHABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,743,743
COLCAPIRHUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,71,71
"COLCHA ""K""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,8,8
COLLANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
COLOMI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,17,17
COLPA BELGICA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,15,15
COLQUECHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,20,20
COLQUENCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
COLQUIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
COMANCHE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
COMARAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,19,19
CONCEPCION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,21,21
COPACABANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
CORIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,7,7
CORO CORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
COROICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,11,11
CORQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
COTAGAITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,7,7
COTOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,56,56
CUATRO CAÑADAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,13,13
CUCHUMUELA (V. G. VILLARROEL),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,12,12
CURAHUARA DE CARANGAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,5,5
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,893,893
EL CHORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,5,5
EL PUENTE(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,15,15
EL PUENTE(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,7,7
EL TORNO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,68,68
EL VILLAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,45,45
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,19,19
EUCALIPTUS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,7,7
EXALTACION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
FERNANDEZ ALONSO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,23,23
FILADELFIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
GENERAL SAAVEDRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,40,40
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
GUANAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,11,11
GUAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
GUAYARAMERIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,63,63
HUACARETA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,11,11
HUANUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,25,25
HUARACAJE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
HUAYLLAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,7,7
ICLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,4,4
INCAHUASI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,19,19
INQUISIVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
IRUPANA (VILLA DE LANZA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
IXIAMAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
JESUS DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,10,10
LA ASUNTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,15,15
LA GUARDIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,105,105
LA PAZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,764,764
LAGUNILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
LAJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
LICOMA PAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
LLALLAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
LORETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,4,4
LURIBAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,7,7
MACHACAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,8,8
MACHARETI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,13,13
MAGDALENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,21,21
MAIRANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,13,13
MAPIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
MECAPACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,4,4
MINEROS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,44,44
MIZQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,21,21
MOCOMOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
MOJINETE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
MOJOCOYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,7,7
MONTEAGUDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,25,25
MONTERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,94,94
MORO MORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
MOROCHATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,5,5
OCURI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
OKINAWA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,9,9
OMEREQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
ORURO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,341,341
PADILLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,8,8
PAILON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,35,35
PALCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
PALOS BLANCOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,15,15
PAMPA AULLAGAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,4,4
PAMPA GRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,10,10
PASORAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
PATACAMAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,10,10
PAZÑA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
PELECHUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,5,5
POCOATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,4,4
POCONA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,5,5
POJO (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,23,23
POOPO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,9,9
PORCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,7,7
POROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,9,9
PORONGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,11,11
PORTACHUELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,37,37
PORVENIR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,13,13
POSTRER VALLE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
POTOSI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,207,207
PRESTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
PUCARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,8,8
PUERTO CARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,4,4
PUERTO GONZALO MORENO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
PUERTO QUIJARRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,21,21
PUERTO RICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,6,6
PUERTO SUAREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,8,8
PUERTO VILLARROEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,66,66
PUNA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,27,27
PUNATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,28,28
QUIABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
QUILLACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,123,123
QUIRUSILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,1,1
RAVELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,11,11
REYES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,14,14
RIBERALTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,143,143
ROBORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,28,28
RURRENABAQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,18,18
SABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
SACABA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,97,97
SACABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
SACACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,10,10
SAIPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
SALINAS DE GARCI MENDOZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,12,12
SAMAIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,5,5
SAN ANDRES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,19,19
SAN ANDRES DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,3,3
SAN ANTONIO DE LOMERIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones fiebre amarilla dentro de servic,2007-07-01,2,2
