municipality,group,variable,month,Total 7.2 Inyectables,TOTAL
SAN MATIAS,otras actividades de enfermeria, inyectables,2014-07-01,2173,2173
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, inyectables,2014-07-01,784,784
SAN PABLO DE LIPEZ,otras actividades de enfermeria, inyectables,2014-07-01,173,173
SAN PEDRO,otras actividades de enfermeria, inyectables,2014-07-01,1380,1380
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, inyectables,2014-07-01,599,599
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, inyectables,2014-07-01,118,118
SAN PEDRO DE QUEMES,otras actividades de enfermeria, inyectables,2014-07-01,82,82
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, inyectables,2014-07-01,306,306
SAN PEDRO(PND),otras actividades de enfermeria, inyectables,2014-07-01,227,227
SAN RAFAEL,otras actividades de enfermeria, inyectables,2014-07-01,1054,1054
SAN RAMON BENI,otras actividades de enfermeria, inyectables,2014-07-01,832,832
SAN RAMON SCZ,otras actividades de enfermeria, inyectables,2014-07-01,917,917
SANTA ANA,otras actividades de enfermeria, inyectables,2014-07-01,4095,4095
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, inyectables,2014-07-01,210040,210040
SANTA ROSA,otras actividades de enfermeria, inyectables,2014-07-01,956,956
SANTA ROSA DEL SARA,otras actividades de enfermeria, inyectables,2014-07-01,429,429
SANTIAGO DE CALLAPA,otras actividades de enfermeria, inyectables,2014-07-01,142,142
SANTIAGO DE HUARI,otras actividades de enfermeria, inyectables,2014-07-01,538,538
SANTIAGO DE HUATA,otras actividades de enfermeria, inyectables,2014-07-01,273,273
SANTIAGO DE MACHACA,otras actividades de enfermeria, inyectables,2014-07-01,174,174
SANTIVAÑES,otras actividades de enfermeria, inyectables,2014-07-01,335,335
SANTUARIO DE QUILLACAS,otras actividades de enfermeria, inyectables,2014-07-01,148,148
SAPAHAQUI,otras actividades de enfermeria, inyectables,2014-07-01,272,272
SENA,otras actividades de enfermeria, inyectables,2014-07-01,589,589
SHINAOTA,otras actividades de enfermeria, inyectables,2014-07-01,1518,1518
SICA SICA (VILLA AROMA),otras actividades de enfermeria, inyectables,2014-07-01,450,450
SICAYA,otras actividades de enfermeria, inyectables,2014-07-01,47,47
SIPE SIPE,otras actividades de enfermeria, inyectables,2014-07-01,777,777
SOPACHUY,otras actividades de enfermeria, inyectables,2014-07-01,526,526
SORACACHI,otras actividades de enfermeria, inyectables,2014-07-01,256,256
SORATA,otras actividades de enfermeria, inyectables,2014-07-01,457,457
SUCRE,otras actividades de enfermeria, inyectables,2014-07-01,74166,74166
TACACHI,otras actividades de enfermeria, inyectables,2014-07-01,29,29
TACACOMA,otras actividades de enfermeria, inyectables,2014-07-01,305,305
TACOBAMBA,otras actividades de enfermeria, inyectables,2014-07-01,210,210
TACOPAYA,otras actividades de enfermeria, inyectables,2014-07-01,239,239
TAHUA,otras actividades de enfermeria, inyectables,2014-07-01,80,80
TAPACARI,otras actividades de enfermeria, inyectables,2014-07-01,436,436
TARABUCO,otras actividades de enfermeria, inyectables,2014-07-01,1032,1032
TARACO,otras actividades de enfermeria, inyectables,2014-07-01,179,179
TARATA,otras actividades de enfermeria, inyectables,2014-07-01,374,374
TARIJA,otras actividades de enfermeria, inyectables,2014-07-01,67571,67571
TARVITA,otras actividades de enfermeria, inyectables,2014-07-01,1129,1129
TEOPONTE,otras actividades de enfermeria, inyectables,2014-07-01,483,483
TIAWANACU,otras actividades de enfermeria, inyectables,2014-07-01,289,289
TINGUIPAYA,otras actividades de enfermeria, inyectables,2014-07-01,178,178
TIPUANI,otras actividades de enfermeria, inyectables,2014-07-01,574,574
TIQUIPAYA,otras actividades de enfermeria, inyectables,2014-07-01,1051,1051
TIRAQUE (CBBA),otras actividades de enfermeria, inyectables,2014-07-01,518,518
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria, inyectables,2014-07-01,22,22
TOCO,otras actividades de enfermeria, inyectables,2014-07-01,211,211
TODOS SANTOS,otras actividades de enfermeria, inyectables,2014-07-01,21,21
TOLATA,otras actividades de enfermeria, inyectables,2014-07-01,276,276
TOLEDO,otras actividades de enfermeria, inyectables,2014-07-01,146,146
TOMAVE,otras actividades de enfermeria, inyectables,2014-07-01,755,755
TOMINA,otras actividades de enfermeria, inyectables,2014-07-01,923,923
TORO TORO,otras actividades de enfermeria, inyectables,2014-07-01,402,402
TOTORA(CBBA),otras actividades de enfermeria, inyectables,2014-07-01,650,650
TOTORA(ORR),otras actividades de enfermeria, inyectables,2014-07-01,174,174
TRIGAL,otras actividades de enfermeria, inyectables,2014-07-01,174,174
TRINIDAD,otras actividades de enfermeria, inyectables,2014-07-01,66519,66519
TUPIZA,otras actividades de enfermeria, inyectables,2014-07-01,9027,9027
TURCO,otras actividades de enfermeria, inyectables,2014-07-01,149,149
UMALA,otras actividades de enfermeria, inyectables,2014-07-01,116,116
UNCIA,otras actividades de enfermeria, inyectables,2014-07-01,2991,2991
URIONDO (A. CONCEPCION),otras actividades de enfermeria, inyectables,2014-07-01,1589,1589
URUBICHA,otras actividades de enfermeria, inyectables,2014-07-01,368,368
UYUNI,otras actividades de enfermeria, inyectables,2014-07-01,8138,8138
VACAS,otras actividades de enfermeria, inyectables,2014-07-01,330,330
VALLEGRANDE,otras actividades de enfermeria, inyectables,2014-07-01,5272,5272
VIACHA,otras actividades de enfermeria, inyectables,2014-07-01,5927,5927
VILA VILA,otras actividades de enfermeria, inyectables,2014-07-01,58,58
VILLA CHARCAS,otras actividades de enfermeria, inyectables,2014-07-01,744,744
VILLA MONTES,otras actividades de enfermeria, inyectables,2014-07-01,9944,9944
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria, inyectables,2014-07-01,108,108
VILLA RIVERO,otras actividades de enfermeria, inyectables,2014-07-01,404,404
VILLA SERRANO,otras actividades de enfermeria, inyectables,2014-07-01,773,773
VILLA TUNARI,otras actividades de enfermeria, inyectables,2014-07-01,2398,2398
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria, inyectables,2014-07-01,481,481
VILLAZON,otras actividades de enfermeria, inyectables,2014-07-01,6303,6303
VINTO,otras actividades de enfermeria, inyectables,2014-07-01,1232,1232
VITICHI,otras actividades de enfermeria, inyectables,2014-07-01,529,529
WALDO BALLIVIAN,otras actividades de enfermeria, inyectables,2014-07-01,28,28
WARNES,otras actividades de enfermeria, inyectables,2014-07-01,1911,1911
YACO,otras actividades de enfermeria, inyectables,2014-07-01,113,113
YACUIBA,otras actividades de enfermeria, inyectables,2014-07-01,14495,14495
YAMPARAEZ,otras actividades de enfermeria, inyectables,2014-07-01,481,481
YANACACHI,otras actividades de enfermeria, inyectables,2014-07-01,438,438
YAPACANI,otras actividades de enfermeria, inyectables,2014-07-01,6225,6225
YOCALLA,otras actividades de enfermeria, inyectables,2014-07-01,349,349
YOTALA,otras actividades de enfermeria, inyectables,2014-07-01,832,832
YUNCHARA,otras actividades de enfermeria, inyectables,2014-07-01,570,570
YUNGUYO DE LITORAL,otras actividades de enfermeria, inyectables,2014-07-01,6,6
ZUDAÑEZ,otras actividades de enfermeria, inyectables,2014-07-01,776,776
ACACIO,otras actividades de enfermeria, inyectables,2014-08-01,274,274
ACHACACHI,otras actividades de enfermeria, inyectables,2014-08-01,1424,1424
ACHOCALLA,otras actividades de enfermeria, inyectables,2014-08-01,208,208
AIQUILE,otras actividades de enfermeria, inyectables,2014-08-01,1249,1249
ALALAY,otras actividades de enfermeria, inyectables,2014-08-01,50,50
ALCALA,otras actividades de enfermeria, inyectables,2014-08-01,346,346
ALTO BENI,otras actividades de enfermeria, inyectables,2014-08-01,407,407
ANCORAIMES,otras actividades de enfermeria, inyectables,2014-08-01,161,161
ANDAMARCA,otras actividades de enfermeria, inyectables,2014-08-01,168,168
ANTEQUERA,otras actividades de enfermeria, inyectables,2014-08-01,103,103
ANZALDO,otras actividades de enfermeria, inyectables,2014-08-01,266,266
APOLO,otras actividades de enfermeria, inyectables,2014-08-01,708,708
ARAMPAMPA,otras actividades de enfermeria, inyectables,2014-08-01,69,69
ARANI,otras actividades de enfermeria, inyectables,2014-08-01,218,218
ARBIETO,otras actividades de enfermeria, inyectables,2014-08-01,341,341
ARQUE,otras actividades de enfermeria, inyectables,2014-08-01,218,218
ASCENCION DE GUARAYOS,otras actividades de enfermeria, inyectables,2014-08-01,6292,6292
ATOCHA,otras actividades de enfermeria, inyectables,2014-08-01,5644,5644
AUCAPATA,otras actividades de enfermeria, inyectables,2014-08-01,177,177
AYATA,otras actividades de enfermeria, inyectables,2014-08-01,307,307
AYO AYO,otras actividades de enfermeria, inyectables,2014-08-01,145,145
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria, inyectables,2014-08-01,1152,1152
AZURDUY,otras actividades de enfermeria, inyectables,2014-08-01,578,578
BATALLAS,otras actividades de enfermeria, inyectables,2014-08-01,444,444
BAURES,otras actividades de enfermeria, inyectables,2014-08-01,739,739
BELEN DE ANDAMARCA,otras actividades de enfermeria, inyectables,2014-08-01,72,72
BELEN DE URMIRI,otras actividades de enfermeria, inyectables,2014-08-01,85,85
BELLA FLOR,otras actividades de enfermeria, inyectables,2014-08-01,189,189
BERMEJO,otras actividades de enfermeria, inyectables,2014-08-01,12158,12158
BETANZOS,otras actividades de enfermeria, inyectables,2014-08-01,1856,1856
BOLIVAR,otras actividades de enfermeria, inyectables,2014-08-01,138,138
BOLPEBRA,otras actividades de enfermeria, inyectables,2014-08-01,249,249
BOYUIBE,otras actividades de enfermeria, inyectables,2014-08-01,613,613
BUENA VISTA,otras actividades de enfermeria, inyectables,2014-08-01,617,617
CABEZAS,otras actividades de enfermeria, inyectables,2014-08-01,1942,1942
CAIROMA,otras actividades de enfermeria, inyectables,2014-08-01,521,521
"CAIZA ""D""",otras actividades de enfermeria, inyectables,2014-08-01,633,633
CAJUATA,otras actividades de enfermeria, inyectables,2014-08-01,377,377
CALACOTO,otras actividades de enfermeria, inyectables,2014-08-01,137,137
CALAMARCA,otras actividades de enfermeria, inyectables,2014-08-01,333,333
CAMARGO,otras actividades de enfermeria, inyectables,2014-08-01,2506,2506
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, inyectables,2014-08-01,190,190
CAMIRI,otras actividades de enfermeria, inyectables,2014-08-01,6992,6992
CAPINOTA,otras actividades de enfermeria, inyectables,2014-08-01,1106,1106
CAQUIAVIRI,otras actividades de enfermeria, inyectables,2014-08-01,213,213
CARACOLLO,otras actividades de enfermeria, inyectables,2014-08-01,572,572
CARANAVI,otras actividades de enfermeria, inyectables,2014-08-01,4388,4388
CARANGAS,otras actividades de enfermeria, inyectables,2014-08-01,10,10
CARAPARI,otras actividades de enfermeria, inyectables,2014-08-01,1532,1532
CARIPUYO,otras actividades de enfermeria, inyectables,2014-08-01,127,127
CARMEN RIVERO TORREZ,otras actividades de enfermeria, inyectables,2014-08-01,590,590
CATACORA,otras actividades de enfermeria, inyectables,2014-08-01,44,44
CHACARILLA,otras actividades de enfermeria, inyectables,2014-08-01,60,60
CHALLAPATA,otras actividades de enfermeria, inyectables,2014-08-01,1608,1608
CHAQUI,otras actividades de enfermeria, inyectables,2014-08-01,370,370
CHARAGUA,otras actividades de enfermeria, inyectables,2014-08-01,1513,1513
CHARAÑA,otras actividades de enfermeria, inyectables,2014-08-01,61,61
CHAYANTA,otras actividades de enfermeria, inyectables,2014-08-01,481,481
CHIMORE,otras actividades de enfermeria, inyectables,2014-08-01,1394,1394
CHIPAYA,otras actividades de enfermeria, inyectables,2014-08-01,34,34
CHOQUE COTA,otras actividades de enfermeria, inyectables,2014-08-01,47,47
CHUA COCANI,otras actividades de enfermeria, inyectables,2014-08-01,174,174
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, inyectables,2014-08-01,1326,1326
CHUMA,otras actividades de enfermeria, inyectables,2014-08-01,391,391
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, inyectables,2014-08-01,168,168
CKOCHAS,otras actividades de enfermeria, inyectables,2014-08-01,396,396
CLIZA,otras actividades de enfermeria, inyectables,2014-08-01,633,633
COBIJA,otras actividades de enfermeria, inyectables,2014-08-01,21414,21414
COCAPATA,otras actividades de enfermeria, inyectables,2014-08-01,241,241
COCHABAMBA,otras actividades de enfermeria, inyectables,2014-08-01,79596,79596
COIPASA,otras actividades de enfermeria, inyectables,2014-08-01,38,38
COLCAPIRHUA,otras actividades de enfermeria, inyectables,2014-08-01,2097,2097
"COLCHA ""K""",otras actividades de enfermeria, inyectables,2014-08-01,958,958
COLLANA,otras actividades de enfermeria, inyectables,2014-08-01,64,64
COLOMI,otras actividades de enfermeria, inyectables,2014-08-01,372,372
COLPA BELGICA,otras actividades de enfermeria, inyectables,2014-08-01,836,836
COLQUECHACA,otras actividades de enfermeria, inyectables,2014-08-01,598,598
COLQUENCHA,otras actividades de enfermeria, inyectables,2014-08-01,112,112
COLQUIRI,otras actividades de enfermeria, inyectables,2014-08-01,490,490
COMANCHE,otras actividades de enfermeria, inyectables,2014-08-01,44,44
COMARAPA,otras actividades de enfermeria, inyectables,2014-08-01,1196,1196
COMBAYA,otras actividades de enfermeria, inyectables,2014-08-01,37,37
CONCEPCION,otras actividades de enfermeria, inyectables,2014-08-01,1327,1327
COPACABANA,otras actividades de enfermeria, inyectables,2014-08-01,544,544
CORIPATA,otras actividades de enfermeria, inyectables,2014-08-01,355,355
CORO CORO,otras actividades de enfermeria, inyectables,2014-08-01,159,159
COROICO,otras actividades de enfermeria, inyectables,2014-08-01,1602,1602
CORQUE,otras actividades de enfermeria, inyectables,2014-08-01,224,224
COTAGAITA,otras actividades de enfermeria, inyectables,2014-08-01,4424,4424
COTOCA,otras actividades de enfermeria, inyectables,2014-08-01,2368,2368
CRUZ DE MACHACAMARCA,otras actividades de enfermeria, inyectables,2014-08-01,7,7
CUATRO CAÑADAS,otras actividades de enfermeria, inyectables,2014-08-01,1429,1429
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria, inyectables,2014-08-01,111,111
CUEVO,otras actividades de enfermeria, inyectables,2014-08-01,252,252
CULPINA,otras actividades de enfermeria, inyectables,2014-08-01,819,819
CURAHUARA DE CARANGAS,otras actividades de enfermeria, inyectables,2014-08-01,171,171
CURVA,otras actividades de enfermeria, inyectables,2014-08-01,102,102
DESAGUADERO,otras actividades de enfermeria, inyectables,2014-08-01,175,175
EL ALTO,otras actividades de enfermeria, inyectables,2014-08-01,34233,34233
EL CHORO,otras actividades de enfermeria, inyectables,2014-08-01,130,130
EL PUENTE(STC),otras actividades de enfermeria, inyectables,2014-08-01,722,722
EL PUENTE(TJA),otras actividades de enfermeria, inyectables,2014-08-01,1131,1131
EL TORNO,otras actividades de enfermeria, inyectables,2014-08-01,8406,8406
EL VILLAR,otras actividades de enfermeria, inyectables,2014-08-01,385,385
ENTRE RIOS TRJ,otras actividades de enfermeria, inyectables,2014-08-01,2668,2668
ENTRE RIOS CBBA,otras actividades de enfermeria, inyectables,2014-08-01,1047,1047
ESCARA,otras actividades de enfermeria, inyectables,2014-08-01,27,27
ESCOMA,otras actividades de enfermeria, inyectables,2014-08-01,101,101
ESMERALDA,otras actividades de enfermeria, inyectables,2014-08-01,19,19
EUCALIPTUS,otras actividades de enfermeria, inyectables,2014-08-01,32,32
EUREKA (SANTOS MERCADO),otras actividades de enfermeria, inyectables,2014-08-01,92,92
EXALTACION,otras actividades de enfermeria, inyectables,2014-08-01,47,47
FERNANDEZ ALONSO,otras actividades de enfermeria, inyectables,2014-08-01,977,977
FILADELFIA,otras actividades de enfermeria, inyectables,2014-08-01,693,693
GENERAL SAAVEDRA,otras actividades de enfermeria, inyectables,2014-08-01,823,823
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria, inyectables,2014-08-01,353,353
GUANAY,otras actividades de enfermeria, inyectables,2014-08-01,618,618
GUAQUI,otras actividades de enfermeria, inyectables,2014-08-01,230,230
GUAYARAMERIN,otras actividades de enfermeria, inyectables,2014-08-01,19198,19198
GUTIERREZ,otras actividades de enfermeria, inyectables,2014-08-01,562,562
HUACARETA,otras actividades de enfermeria, inyectables,2014-08-01,534,534
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria, inyectables,2014-08-01,161,161
HUACHACALLA,otras actividades de enfermeria, inyectables,2014-08-01,128,128
HUANUNI,otras actividades de enfermeria, inyectables,2014-08-01,5617,5617
HUARACAJE,otras actividades de enfermeria, inyectables,2014-08-01,328,328
HUARINA,otras actividades de enfermeria, inyectables,2014-08-01,203,203
HUATAJATA,otras actividades de enfermeria, inyectables,2014-08-01,402,402
HUAYLLAMARCA,otras actividades de enfermeria, inyectables,2014-08-01,199,199
HUMANATA,otras actividades de enfermeria, inyectables,2014-08-01,61,61
ICHOCA,otras actividades de enfermeria, inyectables,2014-08-01,67,67
ICLA,otras actividades de enfermeria, inyectables,2014-08-01,425,425
INCAHUASI,otras actividades de enfermeria, inyectables,2014-08-01,692,692
INGAVI (HUMAITA),otras actividades de enfermeria, inyectables,2014-08-01,128,128
INQUISIVI,otras actividades de enfermeria, inyectables,2014-08-01,180,180
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria, inyectables,2014-08-01,1416,1416
IXIAMAS,otras actividades de enfermeria, inyectables,2014-08-01,431,431
JESUS DE MACHACA,otras actividades de enfermeria, inyectables,2014-08-01,444,444
LA ASUNTA,otras actividades de enfermeria, inyectables,2014-08-01,1391,1391
LA GUARDIA,otras actividades de enfermeria, inyectables,2014-08-01,3556,3556
LA PAZ,otras actividades de enfermeria, inyectables,2014-08-01,166591,166591
LA RIVERA,otras actividades de enfermeria, inyectables,2014-08-01,10,10
LAGUNILLAS,otras actividades de enfermeria, inyectables,2014-08-01,426,426
LAJA,otras actividades de enfermeria, inyectables,2014-08-01,304,304
LAS CARRERAS,otras actividades de enfermeria, inyectables,2014-08-01,401,401
LICOMA PAMPA,otras actividades de enfermeria, inyectables,2014-08-01,7,7
LLALLAGUA,otras actividades de enfermeria, inyectables,2014-08-01,5676,5676
LLICA,otras actividades de enfermeria, inyectables,2014-08-01,236,236
LORETO,otras actividades de enfermeria, inyectables,2014-08-01,303,303
LURIBAY,otras actividades de enfermeria, inyectables,2014-08-01,192,192
MACHACAMARCA,otras actividades de enfermeria, inyectables,2014-08-01,126,126
MACHARETI,otras actividades de enfermeria, inyectables,2014-08-01,505,505
MAGDALENA,otras actividades de enfermeria, inyectables,2014-08-01,3257,3257
MAIRANA,otras actividades de enfermeria, inyectables,2014-08-01,1236,1236
MALLA,otras actividades de enfermeria, inyectables,2014-08-01,47,47
MAPIRI,otras actividades de enfermeria, inyectables,2014-08-01,553,553
MECAPACA,otras actividades de enfermeria, inyectables,2014-08-01,228,228
MINEROS,otras actividades de enfermeria, inyectables,2014-08-01,1591,1591
MIZQUE,otras actividades de enfermeria, inyectables,2014-08-01,718,718
MOCOMOCO,otras actividades de enfermeria, inyectables,2014-08-01,158,158
MOJINETE,otras actividades de enfermeria, inyectables,2014-08-01,76,76
MOJOCOYA,otras actividades de enfermeria, inyectables,2014-08-01,720,720
MONTEAGUDO,otras actividades de enfermeria, inyectables,2014-08-01,4394,4394
MONTERO,otras actividades de enfermeria, inyectables,2014-08-01,16338,16338
MORO MORO,otras actividades de enfermeria, inyectables,2014-08-01,234,234
MOROCHATA,otras actividades de enfermeria, inyectables,2014-08-01,240,240
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria, inyectables,2014-08-01,318,318
NAZACARA DE PACAJES,otras actividades de enfermeria, inyectables,2014-08-01,17,17
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria, inyectables,2014-08-01,223,223
OCURI,otras actividades de enfermeria, inyectables,2014-08-01,459,459
OKINAWA,otras actividades de enfermeria, inyectables,2014-08-01,730,730
OMEREQUE,otras actividades de enfermeria, inyectables,2014-08-01,598,598
ORURO,otras actividades de enfermeria, inyectables,2014-08-01,57467,57467
PADCAYA,otras actividades de enfermeria, inyectables,2014-08-01,1784,1784
PADILLA,otras actividades de enfermeria, inyectables,2014-08-01,2555,2555
PAILON,otras actividades de enfermeria, inyectables,2014-08-01,1265,1265
PALCA,otras actividades de enfermeria, inyectables,2014-08-01,256,256
PALOS BLANCOS,otras actividades de enfermeria, inyectables,2014-08-01,878,878
PAMPA AULLAGAS,otras actividades de enfermeria, inyectables,2014-08-01,91,91
PAMPA GRANDE,otras actividades de enfermeria, inyectables,2014-08-01,387,387
PAPEL PAMPA,otras actividades de enfermeria, inyectables,2014-08-01,264,264
PASORAPA,otras actividades de enfermeria, inyectables,2014-08-01,299,299
PATACAMAYA,otras actividades de enfermeria, inyectables,2014-08-01,465,465
PAZÑA,otras actividades de enfermeria, inyectables,2014-08-01,267,267
PELECHUCO,otras actividades de enfermeria, inyectables,2014-08-01,306,306
POCOATA,otras actividades de enfermeria, inyectables,2014-08-01,358,358
POCONA,otras actividades de enfermeria, inyectables,2014-08-01,361,361
POJO (CBBA),otras actividades de enfermeria, inyectables,2014-08-01,493,493
POOPO,otras actividades de enfermeria, inyectables,2014-08-01,317,317
PORCO,otras actividades de enfermeria, inyectables,2014-08-01,357,357
POROMA,otras actividades de enfermeria, inyectables,2014-08-01,859,859
PORONGO,otras actividades de enfermeria, inyectables,2014-08-01,346,346
PORTACHUELO,otras actividades de enfermeria, inyectables,2014-08-01,5286,5286
PORVENIR,otras actividades de enfermeria, inyectables,2014-08-01,713,713
POSTRER VALLE,otras actividades de enfermeria, inyectables,2014-08-01,84,84
POTOSI,otras actividades de enfermeria, inyectables,2014-08-01,52749,52749
PRESTO,otras actividades de enfermeria, inyectables,2014-08-01,537,537
PUCARA,otras actividades de enfermeria, inyectables,2014-08-01,135,135
PUCARANI,otras actividades de enfermeria, inyectables,2014-08-01,512,512
PUERTO ACOSTA,otras actividades de enfermeria, inyectables,2014-08-01,216,216
PUERTO CARABUCO,otras actividades de enfermeria, inyectables,2014-08-01,243,243
PUERTO GONZALO MORENO,otras actividades de enfermeria, inyectables,2014-08-01,1000,1000
PUERTO PEREZ,otras actividades de enfermeria, inyectables,2014-08-01,116,116
PUERTO QUIJARRO,otras actividades de enfermeria, inyectables,2014-08-01,1009,1009
PUERTO RICO,otras actividades de enfermeria, inyectables,2014-08-01,1159,1159
PUERTO SILES,otras actividades de enfermeria, inyectables,2014-08-01,96,96
PUERTO SUAREZ,otras actividades de enfermeria, inyectables,2014-08-01,2035,2035
PUERTO VILLARROEL,otras actividades de enfermeria, inyectables,2014-08-01,1710,1710
PUNA,otras actividades de enfermeria, inyectables,2014-08-01,1016,1016
PUNATA,otras actividades de enfermeria, inyectables,2014-08-01,5731,5731
QUIABAYA,otras actividades de enfermeria, inyectables,2014-08-01,214,214
QUILLACOLLO,otras actividades de enfermeria, inyectables,2014-08-01,6417,6417
QUIME,otras actividades de enfermeria, inyectables,2014-08-01,286,286
QUIRUSILLAS,otras actividades de enfermeria, inyectables,2014-08-01,168,168
RAVELO,otras actividades de enfermeria, inyectables,2014-08-01,752,752
REYES,otras actividades de enfermeria, inyectables,2014-08-01,956,956
RIBERALTA,otras actividades de enfermeria, inyectables,2014-08-01,14411,14411
ROBORE,otras actividades de enfermeria, inyectables,2014-08-01,3375,3375
RURRENABAQUE,otras actividades de enfermeria, inyectables,2014-08-01,2898,2898
SABAYA,otras actividades de enfermeria, inyectables,2014-08-01,411,411
SACABA,otras actividades de enfermeria, inyectables,2014-08-01,5479,5479
SACABAMBA,otras actividades de enfermeria, inyectables,2014-08-01,128,128
SACACA,otras actividades de enfermeria, inyectables,2014-08-01,307,307
SAIPINA,otras actividades de enfermeria, inyectables,2014-08-01,223,223
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria, inyectables,2014-08-01,563,563
SAMAIPATA,otras actividades de enfermeria, inyectables,2014-08-01,901,901
SAN AGUSTIN,otras actividades de enfermeria, inyectables,2014-08-01,224,224
SAN ANDRES,otras actividades de enfermeria, inyectables,2014-08-01,633,633
SAN ANDRES DE MACHACA,otras actividades de enfermeria, inyectables,2014-08-01,119,119
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria, inyectables,2014-08-01,207,207
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria, inyectables,2014-08-01,266,266
SAN BENITO,otras actividades de enfermeria, inyectables,2014-08-01,334,334
SAN BORJA,otras actividades de enfermeria, inyectables,2014-08-01,1395,1395
SAN BUENA VENTURA,otras actividades de enfermeria, inyectables,2014-08-01,426,426
SAN CARLOS,otras actividades de enfermeria, inyectables,2014-08-01,1768,1768
SAN IGNACIO,otras actividades de enfermeria, inyectables,2014-08-01,1968,1968
SAN IGNACIO DE VELASCO,otras actividades de enfermeria, inyectables,2014-08-01,15138,15138
SAN JAVIER(BNI),otras actividades de enfermeria, inyectables,2014-08-01,81,81
SAN JAVIER(STC),otras actividades de enfermeria, inyectables,2014-08-01,204,204
SAN JOAQUIN,otras actividades de enfermeria, inyectables,2014-08-01,400,400
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, inyectables,2014-08-01,2286,2286
SAN JUAN DE YAPACANI,otras actividades de enfermeria, inyectables,2014-08-01,396,396
SAN JULIAN,otras actividades de enfermeria, inyectables,2014-08-01,2351,2351
SAN LORENZO(PND),otras actividades de enfermeria, inyectables,2014-08-01,247,247
SAN LORENZO(TJA),otras actividades de enfermeria, inyectables,2014-08-01,1479,1479
SAN LUCAS,otras actividades de enfermeria, inyectables,2014-08-01,2433,2433
SAN MATIAS,otras actividades de enfermeria, inyectables,2014-08-01,2105,2105
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, inyectables,2014-08-01,776,776
SAN PABLO DE LIPEZ,otras actividades de enfermeria, inyectables,2014-08-01,208,208
SAN PEDRO,otras actividades de enfermeria, inyectables,2014-08-01,1527,1527
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, inyectables,2014-08-01,493,493
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, inyectables,2014-08-01,114,114
SAN PEDRO DE QUEMES,otras actividades de enfermeria, inyectables,2014-08-01,76,76
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, inyectables,2014-08-01,290,290
SAN PEDRO(PND),otras actividades de enfermeria, inyectables,2014-08-01,211,211
SAN RAFAEL,otras actividades de enfermeria, inyectables,2014-08-01,1061,1061
SAN RAMON BENI,otras actividades de enfermeria, inyectables,2014-08-01,911,911
SAN RAMON SCZ,otras actividades de enfermeria, inyectables,2014-08-01,1558,1558
SANTA ANA,otras actividades de enfermeria, inyectables,2014-08-01,3478,3478
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, inyectables,2014-08-01,215001,215001
SANTA ROSA,otras actividades de enfermeria, inyectables,2014-08-01,540,540
SANTA ROSA DEL SARA,otras actividades de enfermeria, inyectables,2014-08-01,706,706
SANTIAGO DE CALLAPA,otras actividades de enfermeria, inyectables,2014-08-01,87,87
SANTIAGO DE HUARI,otras actividades de enfermeria, inyectables,2014-08-01,553,553
SANTIAGO DE HUATA,otras actividades de enfermeria, inyectables,2014-08-01,259,259
SANTIAGO DE MACHACA,otras actividades de enfermeria, inyectables,2014-08-01,153,153
SANTIVAÑES,otras actividades de enfermeria, inyectables,2014-08-01,392,392
SANTUARIO DE QUILLACAS,otras actividades de enfermeria, inyectables,2014-08-01,128,128
SAPAHAQUI,otras actividades de enfermeria, inyectables,2014-08-01,247,247
SHINAOTA,otras actividades de enfermeria, inyectables,2014-08-01,1450,1450
SICA SICA (VILLA AROMA),otras actividades de enfermeria, inyectables,2014-08-01,438,438
SICAYA,otras actividades de enfermeria, inyectables,2014-08-01,46,46
SIPE SIPE,otras actividades de enfermeria, inyectables,2014-08-01,927,927
