municipality,group,variable,month,Total 7.1 Sueros,TOTAL
ROBORE,otras actividades de enfermeria, sueros,2014-07-01,289,289
RURRENABAQUE,otras actividades de enfermeria, sueros,2014-07-01,126,126
SABAYA,otras actividades de enfermeria, sueros,2014-07-01,9,9
SACABA,otras actividades de enfermeria, sueros,2014-07-01,1227,1227
SACABAMBA,otras actividades de enfermeria, sueros,2014-07-01,12,12
SACACA,otras actividades de enfermeria, sueros,2014-07-01,25,25
SAIPINA,otras actividades de enfermeria, sueros,2014-07-01,11,11
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria, sueros,2014-07-01,26,26
SAMAIPATA,otras actividades de enfermeria, sueros,2014-07-01,242,242
SAN AGUSTIN,otras actividades de enfermeria, sueros,2014-07-01,16,16
SAN ANDRES,otras actividades de enfermeria, sueros,2014-07-01,36,36
SAN ANDRES DE MACHACA,otras actividades de enfermeria, sueros,2014-07-01,2,2
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria, sueros,2014-07-01,2,2
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria, sueros,2014-07-01,13,13
SAN BENITO,otras actividades de enfermeria, sueros,2014-07-01,21,21
SAN BORJA,otras actividades de enfermeria, sueros,2014-07-01,90,90
SAN BUENA VENTURA,otras actividades de enfermeria, sueros,2014-07-01,11,11
SAN CARLOS,otras actividades de enfermeria, sueros,2014-07-01,296,296
SAN IGNACIO,otras actividades de enfermeria, sueros,2014-07-01,150,150
SAN IGNACIO DE VELASCO,otras actividades de enfermeria, sueros,2014-07-01,1452,1452
SAN JAVIER(BNI),otras actividades de enfermeria, sueros,2014-07-01,6,6
SAN JAVIER(STC),otras actividades de enfermeria, sueros,2014-07-01,7,7
SAN JOAQUIN,otras actividades de enfermeria, sueros,2014-07-01,35,35
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, sueros,2014-07-01,246,246
SAN JUAN DE YAPACANI,otras actividades de enfermeria, sueros,2014-07-01,78,78
SAN JULIAN,otras actividades de enfermeria, sueros,2014-07-01,216,216
SAN LORENZO(PND),otras actividades de enfermeria, sueros,2014-07-01,13,13
SAN LORENZO(TJA),otras actividades de enfermeria, sueros,2014-07-01,58,58
SAN LUCAS,otras actividades de enfermeria, sueros,2014-07-01,179,179
SAN MATIAS,otras actividades de enfermeria, sueros,2014-07-01,252,252
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, sueros,2014-07-01,47,47
SAN PABLO DE LIPEZ,otras actividades de enfermeria, sueros,2014-07-01,4,4
SAN PEDRO,otras actividades de enfermeria, sueros,2014-07-01,60,60
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, sueros,2014-07-01,56,56
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, sueros,2014-07-01,2,2
SAN PEDRO DE QUEMES,otras actividades de enfermeria, sueros,2014-07-01,1,1
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, sueros,2014-07-01,17,17
SAN PEDRO(PND),otras actividades de enfermeria, sueros,2014-07-01,13,13
SAN RAFAEL,otras actividades de enfermeria, sueros,2014-07-01,48,48
SAN RAMON BENI,otras actividades de enfermeria, sueros,2014-07-01,84,84
SAN RAMON SCZ,otras actividades de enfermeria, sueros,2014-07-01,60,60
SANTA ANA,otras actividades de enfermeria, sueros,2014-07-01,360,360
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, sueros,2014-07-01,31886,31886
SANTA ROSA,otras actividades de enfermeria, sueros,2014-07-01,82,82
SANTA ROSA DEL SARA,otras actividades de enfermeria, sueros,2014-07-01,13,13
SANTIAGO DE CALLAPA,otras actividades de enfermeria, sueros,2014-07-01,10,10
SANTIAGO DE HUARI,otras actividades de enfermeria, sueros,2014-07-01,39,39
SANTIAGO DE MACHACA,otras actividades de enfermeria, sueros,2014-07-01,7,7
SANTIVAÑES,otras actividades de enfermeria, sueros,2014-07-01,9,9
SANTUARIO DE QUILLACAS,otras actividades de enfermeria, sueros,2014-07-01,2,2
SAPAHAQUI,otras actividades de enfermeria, sueros,2014-07-01,3,3
SENA,otras actividades de enfermeria, sueros,2014-07-01,10,10
SHINAOTA,otras actividades de enfermeria, sueros,2014-07-01,260,260
SICA SICA (VILLA AROMA),otras actividades de enfermeria, sueros,2014-07-01,27,27
SICAYA,otras actividades de enfermeria, sueros,2014-07-01,5,5
SIPE SIPE,otras actividades de enfermeria, sueros,2014-07-01,53,53
SOPACHUY,otras actividades de enfermeria, sueros,2014-07-01,62,62
SORACACHI,otras actividades de enfermeria, sueros,2014-07-01,12,12
SORATA,otras actividades de enfermeria, sueros,2014-07-01,14,14
SUCRE,otras actividades de enfermeria, sueros,2014-07-01,19313,19313
TACACOMA,otras actividades de enfermeria, sueros,2014-07-01,11,11
TACOBAMBA,otras actividades de enfermeria, sueros,2014-07-01,16,16
TACOPAYA,otras actividades de enfermeria, sueros,2014-07-01,12,12
TAHUA,otras actividades de enfermeria, sueros,2014-07-01,8,8
TAPACARI,otras actividades de enfermeria, sueros,2014-07-01,21,21
TARABUCO,otras actividades de enfermeria, sueros,2014-07-01,238,238
TARACO,otras actividades de enfermeria, sueros,2014-07-01,4,4
TARATA,otras actividades de enfermeria, sueros,2014-07-01,25,25
TARIJA,otras actividades de enfermeria, sueros,2014-07-01,22082,22082
TARVITA,otras actividades de enfermeria, sueros,2014-07-01,60,60
TEOPONTE,otras actividades de enfermeria, sueros,2014-07-01,10,10
TIAWANACU,otras actividades de enfermeria, sueros,2014-07-01,33,33
TINGUIPAYA,otras actividades de enfermeria, sueros,2014-07-01,14,14
TIPUANI,otras actividades de enfermeria, sueros,2014-07-01,73,73
TIQUIPAYA,otras actividades de enfermeria, sueros,2014-07-01,42,42
TIRAQUE (CBBA),otras actividades de enfermeria, sueros,2014-07-01,23,23
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria, sueros,2014-07-01,1,1
TOCO,otras actividades de enfermeria, sueros,2014-07-01,8,8
TOLATA,otras actividades de enfermeria, sueros,2014-07-01,10,10
TOLEDO,otras actividades de enfermeria, sueros,2014-07-01,5,5
TOMAVE,otras actividades de enfermeria, sueros,2014-07-01,36,36
TOMINA,otras actividades de enfermeria, sueros,2014-07-01,44,44
TORO TORO,otras actividades de enfermeria, sueros,2014-07-01,44,44
TOTORA(CBBA),otras actividades de enfermeria, sueros,2014-07-01,115,115
TOTORA(ORR),otras actividades de enfermeria, sueros,2014-07-01,5,5
TRIGAL,otras actividades de enfermeria, sueros,2014-07-01,16,16
TRINIDAD,otras actividades de enfermeria, sueros,2014-07-01,13241,13241
TUPIZA,otras actividades de enfermeria, sueros,2014-07-01,5577,5577
TURCO,otras actividades de enfermeria, sueros,2014-07-01,6,6
UMALA,otras actividades de enfermeria, sueros,2014-07-01,5,5
UNCIA,otras actividades de enfermeria, sueros,2014-07-01,492,492
URIONDO (A. CONCEPCION),otras actividades de enfermeria, sueros,2014-07-01,45,45
URUBICHA,otras actividades de enfermeria, sueros,2014-07-01,51,51
UYUNI,otras actividades de enfermeria, sueros,2014-07-01,1462,1462
VACAS,otras actividades de enfermeria, sueros,2014-07-01,17,17
VALLEGRANDE,otras actividades de enfermeria, sueros,2014-07-01,456,456
VIACHA,otras actividades de enfermeria, sueros,2014-07-01,480,480
VILA VILA,otras actividades de enfermeria, sueros,2014-07-01,5,5
VILLA CHARCAS,otras actividades de enfermeria, sueros,2014-07-01,44,44
VILLA MONTES,otras actividades de enfermeria, sueros,2014-07-01,1307,1307
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria, sueros,2014-07-01,12,12
VILLA RIVERO,otras actividades de enfermeria, sueros,2014-07-01,13,13
VILLA SERRANO,otras actividades de enfermeria, sueros,2014-07-01,63,63
VILLA TUNARI,otras actividades de enfermeria, sueros,2014-07-01,346,346
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria, sueros,2014-07-01,31,31
VILLAZON,otras actividades de enfermeria, sueros,2014-07-01,855,855
VINTO,otras actividades de enfermeria, sueros,2014-07-01,99,99
VITICHI,otras actividades de enfermeria, sueros,2014-07-01,29,29
WALDO BALLIVIAN,otras actividades de enfermeria, sueros,2014-07-01,3,3
WARNES,otras actividades de enfermeria, sueros,2014-07-01,167,167
YACO,otras actividades de enfermeria, sueros,2014-07-01,5,5
YACUIBA,otras actividades de enfermeria, sueros,2014-07-01,3178,3178
YAMPARAEZ,otras actividades de enfermeria, sueros,2014-07-01,40,40
YANACACHI,otras actividades de enfermeria, sueros,2014-07-01,2,2
YAPACANI,otras actividades de enfermeria, sueros,2014-07-01,878,878
YOCALLA,otras actividades de enfermeria, sueros,2014-07-01,11,11
YOTALA,otras actividades de enfermeria, sueros,2014-07-01,34,34
YUNCHARA,otras actividades de enfermeria, sueros,2014-07-01,15,15
ZUDAÑEZ,otras actividades de enfermeria, sueros,2014-07-01,48,48
ACACIO,otras actividades de enfermeria, sueros,2014-08-01,16,16
ACHACACHI,otras actividades de enfermeria, sueros,2014-08-01,176,176
ACHOCALLA,otras actividades de enfermeria, sueros,2014-08-01,4,4
AIQUILE,otras actividades de enfermeria, sueros,2014-08-01,116,116
ALALAY,otras actividades de enfermeria, sueros,2014-08-01,2,2
ALCALA,otras actividades de enfermeria, sueros,2014-08-01,18,18
ALTO BENI,otras actividades de enfermeria, sueros,2014-08-01,3,3
ANCORAIMES,otras actividades de enfermeria, sueros,2014-08-01,7,7
ANDAMARCA,otras actividades de enfermeria, sueros,2014-08-01,14,14
ANTEQUERA,otras actividades de enfermeria, sueros,2014-08-01,3,3
ANZALDO,otras actividades de enfermeria, sueros,2014-08-01,76,76
APOLO,otras actividades de enfermeria, sueros,2014-08-01,28,28
ARAMPAMPA,otras actividades de enfermeria, sueros,2014-08-01,8,8
ARANI,otras actividades de enfermeria, sueros,2014-08-01,16,16
ARBIETO,otras actividades de enfermeria, sueros,2014-08-01,9,9
ARQUE,otras actividades de enfermeria, sueros,2014-08-01,13,13
ASCENCION DE GUARAYOS,otras actividades de enfermeria, sueros,2014-08-01,669,669
ATOCHA,otras actividades de enfermeria, sueros,2014-08-01,557,557
AUCAPATA,otras actividades de enfermeria, sueros,2014-08-01,5,5
AYATA,otras actividades de enfermeria, sueros,2014-08-01,23,23
AYO AYO,otras actividades de enfermeria, sueros,2014-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria, sueros,2014-08-01,58,58
AZURDUY,otras actividades de enfermeria, sueros,2014-08-01,68,68
BATALLAS,otras actividades de enfermeria, sueros,2014-08-01,18,18
BAURES,otras actividades de enfermeria, sueros,2014-08-01,82,82
BELEN DE ANDAMARCA,otras actividades de enfermeria, sueros,2014-08-01,1,1
BELEN DE URMIRI,otras actividades de enfermeria, sueros,2014-08-01,5,5
BELLA FLOR,otras actividades de enfermeria, sueros,2014-08-01,9,9
BERMEJO,otras actividades de enfermeria, sueros,2014-08-01,1634,1634
BETANZOS,otras actividades de enfermeria, sueros,2014-08-01,102,102
BOLIVAR,otras actividades de enfermeria, sueros,2014-08-01,6,6
BOLPEBRA,otras actividades de enfermeria, sueros,2014-08-01,25,25
BOYUIBE,otras actividades de enfermeria, sueros,2014-08-01,59,59
BUENA VISTA,otras actividades de enfermeria, sueros,2014-08-01,23,23
CABEZAS,otras actividades de enfermeria, sueros,2014-08-01,170,170
CAIROMA,otras actividades de enfermeria, sueros,2014-08-01,24,24
"CAIZA ""D""",otras actividades de enfermeria, sueros,2014-08-01,10,10
CAJUATA,otras actividades de enfermeria, sueros,2014-08-01,18,18
CALACOTO,otras actividades de enfermeria, sueros,2014-08-01,1,1
CALAMARCA,otras actividades de enfermeria, sueros,2014-08-01,21,21
CAMARGO,otras actividades de enfermeria, sueros,2014-08-01,101,101
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, sueros,2014-08-01,21,21
CAMIRI,otras actividades de enfermeria, sueros,2014-08-01,1101,1101
CAPINOTA,otras actividades de enfermeria, sueros,2014-08-01,191,191
CAQUIAVIRI,otras actividades de enfermeria, sueros,2014-08-01,10,10
CARACOLLO,otras actividades de enfermeria, sueros,2014-08-01,22,22
CARANAVI,otras actividades de enfermeria, sueros,2014-08-01,350,350
CARANGAS,otras actividades de enfermeria, sueros,2014-08-01,2,2
CARAPARI,otras actividades de enfermeria, sueros,2014-08-01,124,124
CARIPUYO,otras actividades de enfermeria, sueros,2014-08-01,23,23
CARMEN RIVERO TORREZ,otras actividades de enfermeria, sueros,2014-08-01,32,32
CATACORA,otras actividades de enfermeria, sueros,2014-08-01,4,4
CHACARILLA,otras actividades de enfermeria, sueros,2014-08-01,2,2
CHALLAPATA,otras actividades de enfermeria, sueros,2014-08-01,139,139
CHAQUI,otras actividades de enfermeria, sueros,2014-08-01,6,6
CHARAGUA,otras actividades de enfermeria, sueros,2014-08-01,153,153
CHARAÑA,otras actividades de enfermeria, sueros,2014-08-01,3,3
CHAYANTA,otras actividades de enfermeria, sueros,2014-08-01,23,23
CHIMORE,otras actividades de enfermeria, sueros,2014-08-01,44,44
CHOQUE COTA,otras actividades de enfermeria, sueros,2014-08-01,1,1
CHUA COCANI,otras actividades de enfermeria, sueros,2014-08-01,6,6
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, sueros,2014-08-01,202,202
CHUMA,otras actividades de enfermeria, sueros,2014-08-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, sueros,2014-08-01,30,30
CKOCHAS,otras actividades de enfermeria, sueros,2014-08-01,16,16
CLIZA,otras actividades de enfermeria, sueros,2014-08-01,56,56
COBIJA,otras actividades de enfermeria, sueros,2014-08-01,1899,1899
COCAPATA,otras actividades de enfermeria, sueros,2014-08-01,19,19
COCHABAMBA,otras actividades de enfermeria, sueros,2014-08-01,15902,15902
COIPASA,otras actividades de enfermeria, sueros,2014-08-01,2,2
COLCAPIRHUA,otras actividades de enfermeria, sueros,2014-08-01,383,383
"COLCHA ""K""",otras actividades de enfermeria, sueros,2014-08-01,28,28
COLLANA,otras actividades de enfermeria, sueros,2014-08-01,5,5
COLOMI,otras actividades de enfermeria, sueros,2014-08-01,33,33
COLPA BELGICA,otras actividades de enfermeria, sueros,2014-08-01,51,51
COLQUECHACA,otras actividades de enfermeria, sueros,2014-08-01,34,34
COLQUENCHA,otras actividades de enfermeria, sueros,2014-08-01,7,7
COLQUIRI,otras actividades de enfermeria, sueros,2014-08-01,8,8
COMARAPA,otras actividades de enfermeria, sueros,2014-08-01,111,111
COMBAYA,otras actividades de enfermeria, sueros,2014-08-01,3,3
CONCEPCION,otras actividades de enfermeria, sueros,2014-08-01,109,109
COPACABANA,otras actividades de enfermeria, sueros,2014-08-01,62,62
CORIPATA,otras actividades de enfermeria, sueros,2014-08-01,14,14
CORO CORO,otras actividades de enfermeria, sueros,2014-08-01,4,4
COROICO,otras actividades de enfermeria, sueros,2014-08-01,368,368
CORQUE,otras actividades de enfermeria, sueros,2014-08-01,12,12
COTAGAITA,otras actividades de enfermeria, sueros,2014-08-01,231,231
COTOCA,otras actividades de enfermeria, sueros,2014-08-01,479,479
CUATRO CAÑADAS,otras actividades de enfermeria, sueros,2014-08-01,116,116
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria, sueros,2014-08-01,2,2
CUEVO,otras actividades de enfermeria, sueros,2014-08-01,8,8
CULPINA,otras actividades de enfermeria, sueros,2014-08-01,75,75
CURAHUARA DE CARANGAS,otras actividades de enfermeria, sueros,2014-08-01,2,2
CURVA,otras actividades de enfermeria, sueros,2014-08-01,1,1
DESAGUADERO,otras actividades de enfermeria, sueros,2014-08-01,4,4
EL ALTO,otras actividades de enfermeria, sueros,2014-08-01,6795,6795
EL CHORO,otras actividades de enfermeria, sueros,2014-08-01,9,9
EL PUENTE(STC),otras actividades de enfermeria, sueros,2014-08-01,45,45
EL PUENTE(TJA),otras actividades de enfermeria, sueros,2014-08-01,53,53
EL TORNO,otras actividades de enfermeria, sueros,2014-08-01,1921,1921
EL VILLAR,otras actividades de enfermeria, sueros,2014-08-01,12,12
ENTRE RIOS TRJ,otras actividades de enfermeria, sueros,2014-08-01,173,173
ENTRE RIOS CBBA,otras actividades de enfermeria, sueros,2014-08-01,52,52
ESCOMA,otras actividades de enfermeria, sueros,2014-08-01,362,362
EUCALIPTUS,otras actividades de enfermeria, sueros,2014-08-01,226,226
EUREKA (SANTOS MERCADO),otras actividades de enfermeria, sueros,2014-08-01,5,5
EXALTACION,otras actividades de enfermeria, sueros,2014-08-01,4,4
FERNANDEZ ALONSO,otras actividades de enfermeria, sueros,2014-08-01,72,72
FILADELFIA,otras actividades de enfermeria, sueros,2014-08-01,31,31
GENERAL SAAVEDRA,otras actividades de enfermeria, sueros,2014-08-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria, sueros,2014-08-01,6,6
GUANAY,otras actividades de enfermeria, sueros,2014-08-01,75,75
GUAQUI,otras actividades de enfermeria, sueros,2014-08-01,3,3
GUAYARAMERIN,otras actividades de enfermeria, sueros,2014-08-01,2855,2855
GUTIERREZ,otras actividades de enfermeria, sueros,2014-08-01,74,74
HUACARETA,otras actividades de enfermeria, sueros,2014-08-01,132,132
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria, sueros,2014-08-01,10,10
HUACHACALLA,otras actividades de enfermeria, sueros,2014-08-01,4,4
HUANUNI,otras actividades de enfermeria, sueros,2014-08-01,1482,1482
HUARACAJE,otras actividades de enfermeria, sueros,2014-08-01,12,12
HUARINA,otras actividades de enfermeria, sueros,2014-08-01,4,4
HUATAJATA,otras actividades de enfermeria, sueros,2014-08-01,19,19
HUAYLLAMARCA,otras actividades de enfermeria, sueros,2014-08-01,5,5
HUMANATA,otras actividades de enfermeria, sueros,2014-08-01,5,5
ICHOCA,otras actividades de enfermeria, sueros,2014-08-01,17,17
ICLA,otras actividades de enfermeria, sueros,2014-08-01,30,30
INCAHUASI,otras actividades de enfermeria, sueros,2014-08-01,55,55
INGAVI (HUMAITA),otras actividades de enfermeria, sueros,2014-08-01,5,5
INQUISIVI,otras actividades de enfermeria, sueros,2014-08-01,22,22
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria, sueros,2014-08-01,84,84
IXIAMAS,otras actividades de enfermeria, sueros,2014-08-01,34,34
JESUS DE MACHACA,otras actividades de enfermeria, sueros,2014-08-01,61,61
LA ASUNTA,otras actividades de enfermeria, sueros,2014-08-01,166,166
LA GUARDIA,otras actividades de enfermeria, sueros,2014-08-01,297,297
LA PAZ,otras actividades de enfermeria, sueros,2014-08-01,47149,47149
LA RIVERA,otras actividades de enfermeria, sueros,2014-08-01,2,2
LAGUNILLAS,otras actividades de enfermeria, sueros,2014-08-01,26,26
LAJA,otras actividades de enfermeria, sueros,2014-08-01,22,22
LAS CARRERAS,otras actividades de enfermeria, sueros,2014-08-01,25,25
LLALLAGUA,otras actividades de enfermeria, sueros,2014-08-01,439,439
LLICA,otras actividades de enfermeria, sueros,2014-08-01,10,10
LORETO,otras actividades de enfermeria, sueros,2014-08-01,5,5
LURIBAY,otras actividades de enfermeria, sueros,2014-08-01,12,12
MACHACAMARCA,otras actividades de enfermeria, sueros,2014-08-01,3,3
MACHARETI,otras actividades de enfermeria, sueros,2014-08-01,43,43
MAGDALENA,otras actividades de enfermeria, sueros,2014-08-01,301,301
MAIRANA,otras actividades de enfermeria, sueros,2014-08-01,151,151
MALLA,otras actividades de enfermeria, sueros,2014-08-01,6,6
MAPIRI,otras actividades de enfermeria, sueros,2014-08-01,45,45
MECAPACA,otras actividades de enfermeria, sueros,2014-08-01,9,9
MINEROS,otras actividades de enfermeria, sueros,2014-08-01,106,106
MIZQUE,otras actividades de enfermeria, sueros,2014-08-01,63,63
MOCOMOCO,otras actividades de enfermeria, sueros,2014-08-01,2,2
MOJINETE,otras actividades de enfermeria, sueros,2014-08-01,5,5
MOJOCOYA,otras actividades de enfermeria, sueros,2014-08-01,21,21
MONTEAGUDO,otras actividades de enfermeria, sueros,2014-08-01,852,852
MONTERO,otras actividades de enfermeria, sueros,2014-08-01,11411,11411
MORO MORO,otras actividades de enfermeria, sueros,2014-08-01,13,13
MOROCHATA,otras actividades de enfermeria, sueros,2014-08-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria, sueros,2014-08-01,15,15
NAZACARA DE PACAJES,otras actividades de enfermeria, sueros,2014-08-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria, sueros,2014-08-01,41,41
OCURI,otras actividades de enfermeria, sueros,2014-08-01,20,20
OKINAWA,otras actividades de enfermeria, sueros,2014-08-01,99,99
OMEREQUE,otras actividades de enfermeria, sueros,2014-08-01,41,41
ORURO,otras actividades de enfermeria, sueros,2014-08-01,16525,16525
PADCAYA,otras actividades de enfermeria, sueros,2014-08-01,114,114
PADILLA,otras actividades de enfermeria, sueros,2014-08-01,369,369
PAILON,otras actividades de enfermeria, sueros,2014-08-01,395,395
PALCA,otras actividades de enfermeria, sueros,2014-08-01,13,13
PALOS BLANCOS,otras actividades de enfermeria, sueros,2014-08-01,138,138
PAMPA AULLAGAS,otras actividades de enfermeria, sueros,2014-08-01,3,3
PAMPA GRANDE,otras actividades de enfermeria, sueros,2014-08-01,46,46
PAPEL PAMPA,otras actividades de enfermeria, sueros,2014-08-01,10,10
PASORAPA,otras actividades de enfermeria, sueros,2014-08-01,10,10
PATACAMAYA,otras actividades de enfermeria, sueros,2014-08-01,83,83
PAZÑA,otras actividades de enfermeria, sueros,2014-08-01,11,11
PELECHUCO,otras actividades de enfermeria, sueros,2014-08-01,7,7
POCOATA,otras actividades de enfermeria, sueros,2014-08-01,13,13
POCONA,otras actividades de enfermeria, sueros,2014-08-01,25,25
POJO (CBBA),otras actividades de enfermeria, sueros,2014-08-01,28,28
POOPO,otras actividades de enfermeria, sueros,2014-08-01,11,11
PORCO,otras actividades de enfermeria, sueros,2014-08-01,14,14
POROMA,otras actividades de enfermeria, sueros,2014-08-01,111,111
PORONGO,otras actividades de enfermeria, sueros,2014-08-01,8,8
PORTACHUELO,otras actividades de enfermeria, sueros,2014-08-01,615,615
PORVENIR,otras actividades de enfermeria, sueros,2014-08-01,84,84
POSTRER VALLE,otras actividades de enfermeria, sueros,2014-08-01,1,1
POTOSI,otras actividades de enfermeria, sueros,2014-08-01,8848,8848
PRESTO,otras actividades de enfermeria, sueros,2014-08-01,22,22
PUCARA,otras actividades de enfermeria, sueros,2014-08-01,5,5
PUCARANI,otras actividades de enfermeria, sueros,2014-08-01,26,26
PUERTO ACOSTA,otras actividades de enfermeria, sueros,2014-08-01,10,10
PUERTO CARABUCO,otras actividades de enfermeria, sueros,2014-08-01,17,17
PUERTO GONZALO MORENO,otras actividades de enfermeria, sueros,2014-08-01,50,50
PUERTO PEREZ,otras actividades de enfermeria, sueros,2014-08-01,1,1
PUERTO QUIJARRO,otras actividades de enfermeria, sueros,2014-08-01,204,204
PUERTO RICO,otras actividades de enfermeria, sueros,2014-08-01,26,26
PUERTO SILES,otras actividades de enfermeria, sueros,2014-08-01,3,3
PUERTO SUAREZ,otras actividades de enfermeria, sueros,2014-08-01,619,619
PUERTO VILLARROEL,otras actividades de enfermeria, sueros,2014-08-01,1612,1612
PUNA,otras actividades de enfermeria, sueros,2014-08-01,33,33
PUNATA,otras actividades de enfermeria, sueros,2014-08-01,542,542
QUIABAYA,otras actividades de enfermeria, sueros,2014-08-01,8,8
QUILLACOLLO,otras actividades de enfermeria, sueros,2014-08-01,864,864
QUIME,otras actividades de enfermeria, sueros,2014-08-01,29,29
QUIRUSILLAS,otras actividades de enfermeria, sueros,2014-08-01,8,8
RAVELO,otras actividades de enfermeria, sueros,2014-08-01,40,40
REYES,otras actividades de enfermeria, sueros,2014-08-01,40,40
RIBERALTA,otras actividades de enfermeria, sueros,2014-08-01,3164,3164
ROBORE,otras actividades de enfermeria, sueros,2014-08-01,399,399
RURRENABAQUE,otras actividades de enfermeria, sueros,2014-08-01,216,216
SABAYA,otras actividades de enfermeria, sueros,2014-08-01,10,10
SACABA,otras actividades de enfermeria, sueros,2014-08-01,1300,1300
SACABAMBA,otras actividades de enfermeria, sueros,2014-08-01,24,24
SACACA,otras actividades de enfermeria, sueros,2014-08-01,25,25
SAIPINA,otras actividades de enfermeria, sueros,2014-08-01,5,5
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria, sueros,2014-08-01,25,25
SAMAIPATA,otras actividades de enfermeria, sueros,2014-08-01,77,77
SAN AGUSTIN,otras actividades de enfermeria, sueros,2014-08-01,7,7
SAN ANDRES,otras actividades de enfermeria, sueros,2014-08-01,36,36
SAN ANDRES DE MACHACA,otras actividades de enfermeria, sueros,2014-08-01,4,4
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria, sueros,2014-08-01,4,4
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria, sueros,2014-08-01,12,12
SAN BENITO,otras actividades de enfermeria, sueros,2014-08-01,11,11
SAN BORJA,otras actividades de enfermeria, sueros,2014-08-01,61,61
SAN BUENA VENTURA,otras actividades de enfermeria, sueros,2014-08-01,19,19
SAN CARLOS,otras actividades de enfermeria, sueros,2014-08-01,287,287
SAN IGNACIO,otras actividades de enfermeria, sueros,2014-08-01,185,185
SAN IGNACIO DE VELASCO,otras actividades de enfermeria, sueros,2014-08-01,1184,1184
SAN JAVIER(BNI),otras actividades de enfermeria, sueros,2014-08-01,11,11
SAN JAVIER(STC),otras actividades de enfermeria, sueros,2014-08-01,16,16
SAN JOAQUIN,otras actividades de enfermeria, sueros,2014-08-01,42,42
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, sueros,2014-08-01,326,326
SAN JUAN DE YAPACANI,otras actividades de enfermeria, sueros,2014-08-01,73,73
SAN JULIAN,otras actividades de enfermeria, sueros,2014-08-01,247,247
SAN LORENZO(PND),otras actividades de enfermeria, sueros,2014-08-01,17,17
SAN LORENZO(TJA),otras actividades de enfermeria, sueros,2014-08-01,37,37
SAN LUCAS,otras actividades de enfermeria, sueros,2014-08-01,164,164
SAN MATIAS,otras actividades de enfermeria, sueros,2014-08-01,265,265
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, sueros,2014-08-01,63,63
SAN PABLO DE LIPEZ,otras actividades de enfermeria, sueros,2014-08-01,6,6
SAN PEDRO,otras actividades de enfermeria, sueros,2014-08-01,73,73
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, sueros,2014-08-01,39,39
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, sueros,2014-08-01,6,6
SAN PEDRO DE QUEMES,otras actividades de enfermeria, sueros,2014-08-01,2,2
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, sueros,2014-08-01,14,14
SAN PEDRO(PND),otras actividades de enfermeria, sueros,2014-08-01,12,12
SAN RAFAEL,otras actividades de enfermeria, sueros,2014-08-01,55,55
SAN RAMON BENI,otras actividades de enfermeria, sueros,2014-08-01,269,269
SAN RAMON SCZ,otras actividades de enfermeria, sueros,2014-08-01,81,81
SANTA ANA,otras actividades de enfermeria, sueros,2014-08-01,501,501
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, sueros,2014-08-01,49532,49532
SANTA ROSA,otras actividades de enfermeria, sueros,2014-08-01,35,35
SANTA ROSA DEL SARA,otras actividades de enfermeria, sueros,2014-08-01,51,51
SANTIAGO DE CALLAPA,otras actividades de enfermeria, sueros,2014-08-01,4,4
SANTIAGO DE HUARI,otras actividades de enfermeria, sueros,2014-08-01,33,33
SANTIAGO DE HUATA,otras actividades de enfermeria, sueros,2014-08-01,4,4
SANTIAGO DE MACHACA,otras actividades de enfermeria, sueros,2014-08-01,6,6
SANTIVAÑES,otras actividades de enfermeria, sueros,2014-08-01,11,11
