,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,10,3,13
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,4,3,7
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,1,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,333,252,585
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,84,70,154
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,4,3,7
EXALTACION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,2,3
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,8,9,17
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,8,11,19
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,4,7,11
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
ICHOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,1,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,4,7
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,4,8,12
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,6,2,8
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,12,12,24
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,226,282,508
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,2,3
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,6,8,14
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,5,4,9
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,1,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,0,2
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,4,1,5
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,9,10,19
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,53,39,92
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,84,107,191
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,6,7
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,10,6,16
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,49,80,129
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,4,5,9
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,9,3,12
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,3,6
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,1,4
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,3,3
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,6,4,10
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,31,33,64
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,5,10,15
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,5,2,7
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,2,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,2,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,2,3
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,7,6,13
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,2,3
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,2,5
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,0,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,7,9
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,11,5,16
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,4,7,11
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,3,3
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,4,2,6
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,0,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,10,17,27
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,2,5
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,1,2
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,0,2
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,2,4
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,0,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,18,45,63
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,533,751,1284
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,6,9
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,6,0,6
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,1,2
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,9,13,22
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,6,7
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,81,88,169
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,22,19,41
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,2,0,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,22,24,46
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,5,10,15
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,4,1,5
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,1,1,2
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,35,42,77
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,40,50,90
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,0,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,22,19,41
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,3,3,6
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,10,11,21
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,30,37,67
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,11,12,23
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,10,7,17
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,6,5,11
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,50,81,131
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,7,7,14
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,12,6,18
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-07-01,4,2,6
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,3,6
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,4,7
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,6,6
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,1,3
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,4,2,6
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,4,6
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,26,33,59
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,16,22,38
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,2,2
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,2,5
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,4,6
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,2,4
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,79,45,124
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,0,1
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,4,1,5
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,1,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,3,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,8,8
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,178,141,319
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,5,8
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,1,3
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,1,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,0,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,13,8,21
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,1,4
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,8,9
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,337,325,662
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,5,7
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,45,48,93
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,5,8
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,2,3
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,1,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,7,5,12
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,4,3,7
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,7,7
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,0,2
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,3,4
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,5,1,6
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,4,6
IXIAMAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,0,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,5,2,7
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,4,1,5
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,30,18,48
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,187,285,472
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,4,1,5
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,1,4
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,5,5
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,3,4
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,3,3
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,2,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,5,4,9
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,5,9,14
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,24,37,61
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,7,9
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,19,19,38
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,70,67,137
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,6,9
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,5,6
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,1,3
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,4,3,7
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,3,3
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,0,1
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,0,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,8,4,12
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,4,6
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,25,64,89
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,4,7
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,6,14,20
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,0,2
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,0,3
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,4,1,5
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,6,1,7
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,8,9,17
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,0,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,1,2
REYES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,1,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,1,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,4,3,7
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,5,5,10
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,3,5
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,6,8,14
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,12,20,32
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,6,1,7
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,0,3
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,13,28,41
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,2,3
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,0,2
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,20,3,23
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,524,646,1170
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,1,3
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,1,3
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,0,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,0,3
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,11,13,24
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,1,3
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,123,161,284
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,32,20,52
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,0,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,0,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,53,45,98
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,4,8,12
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,3,4
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,3,4
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,7,10
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,16,17,33
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,45,64,109
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,5,8
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,1,1,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,7,9,16
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,24,40,64
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,2,1,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,10,19,29
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,23,33,56
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,5,8,13
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,5,6,11
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,11,6,17
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,7,9,16
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,61,88,149
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,3,2,5
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,8,2,10
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-08-01,4,7,11
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,1,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,3,5
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,4,4,8
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,5,2,7
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,24,17,41
