,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,5,24,29
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,225,829,1054
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,3,1,4
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,3,7,10
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,61,65,126
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,5,7
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,4,4,8
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,1,5,6
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,1,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,8,11,19
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,1,1
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,17,26,43
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,55,76,131
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,15,44,59
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,1,0,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,4,4
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,5,7
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,103,232,335
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,5,7
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,8,11,19
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,3,4,7
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,7,5,12
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,2,2
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,1,1
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,33,72,105
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,13,18,31
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,3,5,8
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,6,7,13
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,2,4
PORCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,7,7,14
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,6,16,22
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,53,100,153
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,19,26,45
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,35,26,61
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,9,11,20
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,11,6,17
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,1,3,4
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,25,36,61
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,8,10
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,15,38,53
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,5,17,22
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,4,5,9
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,5,7,12
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,18,18,36
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,2,2
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,11,64,75
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,1,1
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,4,16,20
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,3,1,4
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,1,1
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,1,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,5,5
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,5,3,8
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,4,4
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,9,12,21
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,25,32,57
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,1,4,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,7,26,33
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,4,4
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,10,23,33
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,4,3,7
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,48,96,144
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,12,22,34
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,11,4,15
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,11,24,35
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,3,5
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,1,1
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,2,2
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,6,6
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,16,18,34
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,255,545,800
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,33,29,62
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,9,20,29
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,16,25,41
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,3,7,10
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,8,5,13
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,7,9
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,32,29,61
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,1,3
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,5,6,11
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,2,2
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,4,6
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,1,2,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,4,3,7
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,314,481,795
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,1,3,4
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,1,4,5
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,16,18
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,14,9,23
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,22,39,61
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,3,11,14
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,12,14
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,21,45,66
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,13,32,45
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,9,14,23
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,9,10,19
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,3,3
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,1,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,2,2
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,24,41,65
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,2,4
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,0,2
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,1,2,3
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,9,12,21
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,32,83,115
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,4,5,9
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,1,1
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,1,7,8
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,13,17,30
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,3,3,6
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,6,24,30
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,4,6
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,16,33,49
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,4,11,15
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,3,2,5
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,9,11,20
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,44,61,105
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,5,5
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,8,22,30
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,4,6
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,6,8
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,9,9
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,1,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,26,45,71
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,0,7,7
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,8,7,15
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,14,4,18
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,5,9,14
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,2,12,14
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-07-01,11,22,33
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,13,13,26
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,16,28,44
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,12,13
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,7,12,19
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,7,7
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,2,3
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,4,6
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,4,7
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,5,20,25
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,8,9,17
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,6,6
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,11,10,21
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,16,37,53
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,23,29,52
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,46,69,115
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,19,57,76
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,3,3
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,5,6
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,3,4
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,8,9,17
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,8,11
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,20,33,53
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,17,20
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,30,29,59
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,1,1
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,1,2
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,0,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,2,3
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,6,8
CHACARILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,8,12
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,3,4
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,5,7,12
CHARAÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,1,4
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,4,6
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,2,3
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,6,6,12
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,15,21,36
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,3,5
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,10,8,18
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,17,21,38
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,160,471,631
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,2,3
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,6,9
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,1,4
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,14,18
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,5,14,19
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,1,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,12,14
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,1,2
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,3,4
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,2,6
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,6,6,12
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,14,13,27
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,8,7,15
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,26,27,53
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,6,6
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,1,2
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,10,27,37
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,6,3,9
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,8,9,17
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,190,349,539
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,1,1
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,4,5
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,17,16,33
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,5,14,19
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,5,8
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,5,2,7
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,6,10
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,9,15,24
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,5,12,17
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,6,11,17
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,6,9
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,2,5
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,1,2
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,18,22,40
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,7,6,13
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,11,15
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,25,25,50
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,9,10
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,11,17,28
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,6,8,14
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,15,8,23
IXIAMAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,0,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,6,9
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,13,17,30
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,169,420,589
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,1,3
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,10,8,18
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,12,14
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,51,64,115
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,5,10,15
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,7,12,19
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,4,4
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,1,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,1,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,1,1
MALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,0,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,0,3
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,0,1
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,0,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,11,31,42
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,8,11
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,16,38,54
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,1,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,5,5
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,4,7
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,75,179,254
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,11,15
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,16,8,24
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,8,9,17
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,7,10
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,2,4
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,1,1
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,24,41,65
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,6,19,25
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,12,20,32
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,6,8
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,7,4,11
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,1,2
PORCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,5,9
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,22,23,45
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,7,4,11
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,2,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,36,82,118
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,16,21,37
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,28,39,67
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,9,20,29
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,12,18,30
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,20,43,63
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,1,1
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,16,20,36
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,7,10
