,group,variable,month,EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,TOTALES
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,19,22,41
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,3,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,2,2
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,1,3,4
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,2,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,2,6,8
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,1,1,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,96,189,285
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,10,2,12
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,2,0,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,91,133,224
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,16,18,34
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,48,105,153
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,3,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,1,10,11
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,1,7,8
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,2,5,7
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,6,11,17
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,1,1,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,5,1,6
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,2,4,6
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,1,0,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,1,2,3
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,3,6,9
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-07-01,0,1,1
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,2,3
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,3,4
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,8,8
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,0,1
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,6,7
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,2,7,9
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,0,1
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,2,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,3,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,156,255,411
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,3,4,7
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,4,5
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,7,18,25
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,2,1,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,4,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,23,47,70
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,0,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,1,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,1,2
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,3,3
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,7,10,17
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,69,148,217
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,2,2
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,3,3,6
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,4,5
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,6,6,12
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,2,3,5
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,6,12,18
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,1,2
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,2,2
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,4,4
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,7,8
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,4,0,4
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,2,3,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,7,8
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,3,3
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,2,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,2,5,7
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,2,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,0,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,106,203,309
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,2,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,93,139,232
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,49,87,136
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,2,2
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,6,8,14
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,7,8
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,3,4
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,3,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,1,6,7
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,6,6,12
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,4,4
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,4,6,10
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,2,4,6
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,3,3,6
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,4,2,6
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,4,4,8
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,2,2,4
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-08-01,0,2,2
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,4,5
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,6,7
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,6,6
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,3,4,7
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,6,7
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,106,250,356
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,2,3,5
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,2,2,4
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,4,9,13
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,3,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,21,52,73
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,2,3,5
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,3,4
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,4,6,10
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,70,143,213
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,4,4,8
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,1,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,7,7,14
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,2,0,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,13,50,63
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,2,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,6,5,11
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,2,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,5,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,2,2,4
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,2,4,6
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,1,2
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,2,0,2
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,6,7,13
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,2,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,2,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,70,164,234
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,2,8,10
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,73,133,206
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,5,15,20
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,33,86,119
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,4,5
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,2,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,2,0,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,10,11
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,5,5
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,4,4
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,4,4
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,7,11,18
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,1,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,5,6
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,1,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,1,6,7
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,2,7,9
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,2,2
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,0,1,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-09-01,3,3,6
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,1,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,2,3,5
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,3,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,4,9,13
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,1,3,4
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,1,1
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,2,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,2,2
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,2,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,121,258,379
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,1,1,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,4,6,10
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,2,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,28,71,99
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,2,1,3
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,1,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,1,0,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,3,4,7
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,2,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,2,3,5
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,6,5,11
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,81,156,237
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,2,2
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,1,0,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,1,1,2
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,1,1
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,1,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,1,1,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,18,46,64
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,1,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,3,1,4
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,2,0,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,5,4,9
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",episodios depresivos / ansiedad,2013-10-01,0,1,1
