,group,variable,month,HIPERTENSIÓN ARTERIAL SISTÉMICA EN MAYORES DE 5 AÑOS CANTIDAD,HIPERTENSIÓN ARTERIAL SISTÉMICA EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,15,26,41
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,30,36,66
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,8,4,12
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,4,0,4
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,143,165,308
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,0,1,1
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,5,0,5
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,2,4
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,7,2,9
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,3,4
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,2,4
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,19,23,42
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,1,4
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,13,12,25
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,9,10
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,24,57,81
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,7,10
REYES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,8,11
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,84,149,233
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,39,44,83
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,39,69,108
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,0,2,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,12,15
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,2,3
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,8,7,15
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,0,1
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,2,4
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,5,17,22
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,2,4
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,9,27,36
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,10,12
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,40,22,62
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,12,15,27
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,35,52,87
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,4,8,12
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,5,2,7
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,29,22,51
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,3,5
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,4,1,5
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,1,4
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,5,6,11
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,6,7
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,5,9,14
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,2,5
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,2,4
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,9,11,20
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,7,9
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,22,2,24
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1352,2135,3487
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,36,46,82
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,14,31,45
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,3,4
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,0,1
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,1,4
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,1,2
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,5,8
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,1,2
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,7,10
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,6,7
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,200,411,611
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,6,7
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,1,3
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,7,14,21
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,7,5,12
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,102,175,277
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,5,9,14
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,8,10
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,4,4,8
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,7,10
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,0,2
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,0,3,3
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,2,3
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,0,1,1
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,194,279,473
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,13,17,30
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,0,2
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,11,22,33
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,8,14,22
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,24,40,64
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,57,86,143
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,41,41,82
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,0,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,39,38,77
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,2,0,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,14,31,45
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,16,19,35
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,13,22,35
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,12,12,24
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,16,16,32
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,96,73,169
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,4,7
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,3,1,4
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,30,17,47
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,0,2,2
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,4,8,12
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-07-01,12,7,19
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,4,5,9
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,16,18,34
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,2,2
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,2,0,2
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,1,1
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,3,3
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,3,5,8
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,8,8,16
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,4,5
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,2,1,3
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,7,9,16
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,2,4,6
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,53,60,113
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,26,49,75
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,13,28,41
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,8,6,14
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,10,22,32
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,3,3,6
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,0,1
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,7,15,22
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,123,199,322
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,2,0,2
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,16,6,22
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,5,9,14
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,5,7,12
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,13,24,37
CHARAÑA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,6,5,11
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,4,14,18
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,24,39,63
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,237,337,574
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,5,8,13
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,4,4,8
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,4,0,4
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,8,18,26
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,3,3,6
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,4,15,19
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,1,1
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,5,5
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,7,6,13
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,4,4
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,12,9,21
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,3,4
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,10,19,29
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,10,11,21
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,1,1
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,4,4,8
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,0,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,3,6,9
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,626,565,1191
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,1,1
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,12,8,20
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,72,47,119
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,6,6,12
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,8,16,24
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,14,22,36
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,3,0,3
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,14,14,28
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,2,0,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,5,7,12
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,2,5,7
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,8,19,27
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,0,1
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,27,22,49
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,4,5
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,3,0,3
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,2,1,3
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,3,3
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,1,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,2,2
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,5,0,5
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,2,1,3
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,48,61,109
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,528,730,1258
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,1,1
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,7,10,17
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,2,1,3
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,7,4,11
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,17,69,86
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,3,0,3
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,4,1,5
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,4,4
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,0,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,4,5
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,7,16,23
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,2,3
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,0,3,3
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,5,17,22
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,28,40,68
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,1,0,1
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2013-08-01,2,1,3
