,group,variable,month,ABUSO DE ALCOHOL CANTIDAD,ABUSO DE ALCOHOL CANTIDAD,TOTALES
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,2,1,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,1,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,0,1,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,14,2,16
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,1,2
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,3,1,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,80,20,100
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,0,1,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,2,1,3
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,2,1,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,7,6,13
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,4,0,4
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,13,4,17
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,8,7,15
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,2,0,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,3,0,3
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,2,0,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,4,0,4
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,2,0,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,1,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,81,39,120
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,0,1,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,32,9,41
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,2,1,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,100,25,125
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,4,0,4
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,2,1,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,2,0,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,0,2,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,1,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,2,0,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,2,0,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,8,1,9
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,5,0,5
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,15,4,19
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-08-01,1,0,1
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,0,1,1
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,2,0,2
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,2,0,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
ARQUE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,2,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,2,3
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,15,2,17
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,2,0,2
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,33,75,108
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,3,1,4
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,1,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,2,1,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,15,5,20
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,2,3
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,2,0,2
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,3,0,3
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,2,0,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,7,3,10
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,94,63,157
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,2,0,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,13,2,15
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,2,3,5
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,13,1,14
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,10,3,13
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,5,3,8
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,2,0,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,3,0,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,2,0,2
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,4,0,4
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,4,1,5
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,2,0,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,59,29,88
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,10,1,11
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,0,2,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,35,5,40
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,89,6,95
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,3,1,4
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,2,0,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,4,0,4
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,4,2,6
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,8,2,10
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-09-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,4,0,4
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,2,0,2
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,2,0,2
BELLA FLOR,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,1,2
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,3,0,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,0,2,2
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,6,2,8
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,5,2,7
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,3,1,4
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,32,6,38
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,3,2,5
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,4,1,5
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,1,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,10,9,19
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,3,1,4
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,0,1,1
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,3,0,3
IXIAMAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,2,2,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,122,61,183
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,3,0,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,23,5,28
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,10,0,10
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,11,3,14
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,2,1,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,3,0,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,0,1,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,2,0,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,1,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,6,2,8
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,1,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,14,0,14
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,4,1,5
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,2,0,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,4,1,5
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,75,41,116
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,2,0,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,44,6,50
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,1,2
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,117,20,137
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,2,1,3
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,0,1,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,4,3,7
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,2,1,3
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,2,3,5
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,5,0,5
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,4,0,4
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,6,1,7
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-10-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,5,1,6
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,6,1,7
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,5,2,7
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,1,3
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,1,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,55,13,68
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,3,0,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,4,0,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,17,73,90
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,0,1,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,1,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,137,46,183
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,6,0,6
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,10,5,15
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,12,8,20
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,4,1,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,5,0,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,4,1,5
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,0,2
REYES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,1,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,1,3
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,1,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,9,10
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,9,3,12
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,0,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,1,2
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,0,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,91,53,144
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,0,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,0,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,0,1,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,0,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,33,8,41
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,88,23,111
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,8,3,11
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,0,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,0,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,3,0,3
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,1,1,2
