,group,variable,month,NÚMERO DE ANESTESIAS LOCALES REALIZADAS CANTIDAD,NÚMERO DE ANESTESIAS LOCALES REALIZADAS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA TUNARI,cirugias y anestesias,numero de anestesias locales realizadas,2024-08-01,10,8,10,8,18
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,numero de anestesias locales realizadas,2024-08-01,0,1,0,1,1
VINTO,cirugias y anestesias,numero de anestesias locales realizadas,2024-08-01,3,29,3,29,32
WARNES,cirugias y anestesias,numero de anestesias locales realizadas,2024-08-01,0,1,0,1,1
YACUIBA,cirugias y anestesias,numero de anestesias locales realizadas,2024-08-01,3,7,3,7,10
ACHACACHI,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,1,1,1,2
AIQUILE,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,0,1,0,1
ANZALDO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,0,1,0,1
ASCENCION DE GUARAYOS,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,0,10,0,10,10
BERMEJO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,1,1,1,2
CAMARGO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,5,1,5,1,6
CAMATAQUI (C. VILLA ABECIA),cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,0,1,0,1,1
CAMIRI,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,2,1,2,1,3
CARACOLLO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,0,11,0,11,11
CARANAVI,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,21,4,21,4,25
CHALLAPATA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,0,1,0,1
COBIJA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,23,23,23,23,46
COCHABAMBA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,302,511,302,511,813
COLCAPIRHUA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,0,28,0,28,28
COMARAPA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,2,1,2,3
CONCEPCION,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,21,7,21,7,28
COROICO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,4,3,4,3,7
CORQUE,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,0,1,0,1
COTAGAITA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,5,1,5,1,6
COTOCA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,13,7,13,7,20
CUATRO CAÑADAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,0,1,0,1
CULPINA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,0,2,0,2,2
EL ALTO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,217,197,217,197,414
EL TORNO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,0,1,0,1
ENTRE RIOS TRJ,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,0,2,0,2,2
ESCOMA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,5,1,5,6
GUAYARAMERIN,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,5,1,5,1,6
HUACARAJE,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,4,0,4,0,4
HUANUNI,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,13,5,13,5,18
ICLA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,0,1,0,1
INCAHUASI,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,1,1,1,2
INQUISIVI,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,11,10,11,10,21
LA PAZ,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,195,308,195,308,503
LAGUNILLAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,4,1,4,5
LLALLAGUA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,2,3,2,3,5
LLICA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,0,3,0,3,3
MACHARETI,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,0,1,0,1
MAGDALENA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,13,1,13,1,14
MAIRANA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,0,9,0,9,9
MONTEAGUDO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,0,1,0,1,1
MONTERO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,8,7,8,7,15
ORURO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,110,109,110,109,219
PADILLA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,0,1,0,1
PAILON,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,2,14,2,14,16
PORTACHUELO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,9,1,9,10
POTOSI,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,70,139,70,139,209
PUERTO VILLARROEL,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,8,23,8,23,31
PUNATA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,4,17,4,17,21
QUILLACOLLO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,11,41,11,41,52
RIBERALTA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,4,4,4,4,8
ROBORE,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,4,1,4,1,5
RURRENABAQUE,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,6,11,6,11,17
SACABA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,11,30,11,30,41
SAN BORJA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,13,12,13,12,25
SAN IGNACIO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,8,1,8,9
SAN IGNACIO DE VELASCO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,76,49,76,49,125
SAN JAVIER(STC),cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,1,1,1,2
SAN JULIAN,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,27,26,27,26,53
SAN LORENZO(PND),cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,2,4,2,4,6
SAN LUCAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,14,10,14,10,24
SAN MATIAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,2,8,2,8,10
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,327,359,327,359,686
SANTIAGO DE MACHACA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,0,1,0,1
SOPACHUY,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,7,2,7,2,9
SUCRE,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,119,169,119,169,288
TARIJA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,42,41,42,41,83
TIQUIPAYA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,0,21,0,21,21
TOMINA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,3,0,3,0,3
TRINIDAD,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,15,4,15,4,19
TUPIZA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,2,1,2,3
UYUNI,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,6,8,6,8,14
VALLEGRANDE,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,3,8,3,8,11
VIACHA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,5,11,5,11,16
VILLA CHARCAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,30,34,30,34,64
VILLA MONTES,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,22,25,22,25,47
VILLA TUNARI,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,2,3,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,4,1,4,5
VINTO,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,5,21,5,21,26
WARNES,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,1,1,1,2
YACUIBA,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,9,2,9,2,11
ZUDAÑEZ,cirugias y anestesias,numero de anestesias locales realizadas,2024-09-01,1,0,1,0,1
ACHACACHI,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,2,1,2,3
AIQUILE,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,1,1,1,2
ASCENCION DE GUARAYOS,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,8,0,8,8
ATOCHA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,1,0,1,1
BERMEJO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,2,2,2,2,4
CAMARGO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,2,1,2,1,3
CAMATAQUI (C. VILLA ABECIA),cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,0,1,0,1
CAMIRI,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,4,1,4,5
CARACOLLO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,6,0,6,6
CARANAVI,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,23,10,23,10,33
CHALLAPATA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,4,0,4,0,4
CHAYANTA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,2,0,2,2
CHIMORE,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,12,0,12,12
CHIPAYA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,5,5,5,5,10
COBIJA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,27,28,27,28,55
COCHABAMBA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,369,561,369,561,930
COLCAPIRHUA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,19,0,19,19
COMARAPA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,1,1,1,2
CONCEPCION,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,13,24,13,24,37
COROICO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,1,1,1,2
COTAGAITA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,3,5,3,5,8
COTOCA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,9,9,9,9,18
CUATRO CAÑADAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,1,0,1,1
CULPINA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,3,1,3,1,4
EL ALTO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,274,269,274,269,543
EL TORNO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,2,1,2,3
ESCOMA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,2,1,2,1,3
GUAYARAMERIN,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,5,0,5,5
HUACARAJE,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,3,2,3,2,5
HUACARETA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,2,1,2,3
HUANUNI,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,17,6,17,6,23
ICLA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,1,1,1,2
INCAHUASI,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,0,1,0,1
INQUISIVI,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,3,0,3,0,3
JESUS DE MACHACA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,0,1,0,1
LA PAZ,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,225,338,225,338,563
LAGUNILLAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,2,2,2,2,4
LLALLAGUA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,6,0,6,6
LLICA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,1,0,1,1
MACHARETI,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,2,2,2,2,4
MAGDALENA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,6,11,6,11,17
MAIRANA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,9,1,9,10
MONTEAGUDO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,4,0,4,0,4
MONTERO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,8,7,8,7,15
ORURO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,123,148,123,148,271
PADILLA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,1,0,1,1
PAILON,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,20,0,20,20
PORTACHUELO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,5,10,5,10,15
POTOSI,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,65,81,65,81,146
PUCARANI,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,0,1,0,1
PUERTO RICO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,6,7,6,7,13
PUERTO VILLARROEL,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,19,5,19,5,24
PUNATA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,4,32,4,32,36
QUILLACOLLO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,55,162,55,162,217
REYES,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,1,1,1,2
RIBERALTA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,12,13,12,13,25
ROBORE,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,2,1,2,1,3
RURRENABAQUE,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,2,8,2,8,10
SABAYA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,1,0,1,1
SACABA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,11,6,11,6,17
SAN BORJA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,32,51,32,51,83
SAN IGNACIO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,3,4,3,4,7
SAN IGNACIO DE VELASCO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,65,33,65,33,98
SAN JAVIER(STC),cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,2,1,2,3
SAN JOSE DE CHIQUITOS,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,8,35,8,35,43
SAN JULIAN,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,8,4,8,4,12
SAN LORENZO(PND),cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,0,20,0,20,20
SAN LUCAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,23,22,23,22,45
SAN MATIAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,6,11,6,11,17
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,218,269,218,269,487
SOPACHUY,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,9,8,9,8,17
SUCRE,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,162,215,162,215,377
TARABUCO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,5,2,5,2,7
TARIJA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,35,53,35,53,88
TIQUIPAYA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,3,5,3,5,8
TOMINA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,3,0,3,0,3
TRINIDAD,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,12,9,12,9,21
TUPIZA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,3,1,3,1,4
UYUNI,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,7,5,7,5,12
VALLEGRANDE,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,5,10,5,10,15
VIACHA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,11,9,11,9,20
VILLA CHARCAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,15,30,15,30,45
VILLA MONTES,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,2,3,2,3,5
VILLA TUNARI,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,3,1,3,4
VINTO,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,6,20,6,20,26
WARNES,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,87,75,87,75,162
YACUIBA,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,6,3,6,3,9
ZUDAÑEZ,cirugias y anestesias,numero de anestesias locales realizadas,2024-10-01,1,1,1,1,2
ACHACACHI,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,3,1,3,1,4
AIQUILE,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,5,2,5,2,7
ANZALDO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,3,0,3,3
ASCENCION DE GUARAYOS,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,1,0,1,1
BAURES,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,1,0,1,1
CAMARGO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,1,1,1,2
CAMIRI,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,1,0,1,1
CARACOLLO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,9,1,9,10
CARANAVI,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,10,5,10,5,15
CHALLAPATA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,1,1,1,2
CHAYANTA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,0,1,0,1
CHIMORE,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,4,1,4,5
CHIPAYA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,4,4,4,4,8
COBIJA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,15,18,15,18,33
COCHABAMBA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,366,569,366,569,935
COIPASA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,2,0,2,2
COLCAPIRHUA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,14,0,14,14
CONCEPCION,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,14,12,14,12,26
COROICO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,2,4,2,4,6
COTAGAITA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,2,3,2,3,5
COTOCA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,10,2,10,2,12
CUATRO CAÑADAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,1,0,1,1
CULPINA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,3,1,3,1,4
EL ALTO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,172,163,172,163,335
EL TORNO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,1,0,1,1
ENTRE RIOS TRJ,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,1,0,1,1
ESCOMA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,3,2,3,2,5
GUAYARAMERIN,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,4,2,4,2,6
HUACARAJE,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,4,0,4,0,4
HUACARETA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,1,1,1,2
HUANUNI,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,17,11,17,11,28
ICLA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,0,1,0,1
INGAVI (HUMAITA),cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,4,1,4,5
INQUISIVI,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,15,22,15,22,37
JESUS DE MACHACA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,1,0,1,1
LA PAZ,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,192,218,192,218,410
LAGUNILLAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,2,1,2,3
LLALLAGUA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,5,0,5,5
LLICA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,2,0,2,2
MAGDALENA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,3,0,3,3
MAIRANA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,5,1,5,6
MONTEAGUDO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,2,1,2,3
MONTERO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,11,6,11,6,17
NACEBE (SANTA ROSA DEL ABUNA),cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,3,5,3,5,8
ORURO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,126,137,126,137,263
PADILLA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,1,0,1,1
PAILON,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,2,14,2,14,16
PATACAMAYA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,1,0,1,1
PORTACHUELO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,2,14,2,14,16
POTOSI,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,35,69,35,69,104
PUERTO RICO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,10,10,10,10,20
PUERTO VILLARROEL,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,12,11,12,11,23
PUNATA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,10,25,10,25,35
QUILLACOLLO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,58,164,58,164,222
RIBERALTA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,40,44,40,44,84
ROBORE,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,5,0,5,0,5
RURRENABAQUE,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,4,3,4,3,7
SABAYA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,5,0,5,5
SACABA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,15,8,15,8,23
SAN BORJA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,20,42,20,42,62
SAN IGNACIO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,32,46,32,46,78
SAN JOSE DE CHIQUITOS,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,5,20,5,20,25
SAN JULIAN,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,12,5,12,5,17
SAN LORENZO(PND),cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,3,16,3,16,19
SAN LUCAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,39,41,39,41,80
SAN MATIAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,3,8,3,8,11
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,244,261,244,261,505
SANTA ROSA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,2,0,2,2
SENA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,4,8,4,8,12
SOPACHUY,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,0,1,0,1
SUCRE,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,138,190,138,190,328
TARABUCO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,3,1,3,4
TARIJA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,40,74,40,74,114
TIQUIPAYA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,12,1,12,13
TRINIDAD,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,13,8,13,8,21
TUPIZA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,2,2,2,2,4
UYUNI,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,6,17,6,17,23
VALLEGRANDE,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,8,5,8,5,13
VIACHA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,8,5,8,5,13
VILLA CHARCAS,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,16,5,16,5,21
VILLA TUNARI,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,1,1,1,2
VILLAZON,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,2,0,2,0,2
VINTO,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,9,1,9,10
WARNES,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,0,37,0,37,37
YACUIBA,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,1,0,1,0,1
ZUDAÑEZ,cirugias y anestesias,numero de anestesias locales realizadas,2024-11-01,64,24,64,24,88
AIQUILE,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,1,0,1,0,1
ASCENCION DE GUARAYOS,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,0,5,0,5,5
BERMEJO,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,2,2,2,2,4
CAMARGO,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,1,1,1,1,2
CARACOLLO,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,0,9,0,9,9
CARANAVI,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,6,3,6,3,9
CHALLAPATA,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,6,1,6,1,7
CHAYANTA,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,0,2,0,2,2
CHIMORE,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,5,1,5,1,6
CHIPAYA,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,0,9,0,9,9
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,5,3,5,3,8
COBIJA,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,52,25,52,25,77
COCHABAMBA,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,359,585,359,585,944
COLCAPIRHUA,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,0,15,0,15,15
CONCEPCION,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,12,28,12,28,40
COROICO,cirugias y anestesias,numero de anestesias locales realizadas,2024-12-01,9,2,9,2,11
