,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
TOMINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,2,2
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,2,1,3
TUPIZA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,2,2
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,2,1,3
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,10,3,13
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,4,2,6
YUNCHARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,1,1
ZUDAÑEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
APOLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,0,1,1
AUCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,2,3,5
"CAIZA ""D""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,2,3,5
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,3,1,4
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,1,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,4,4,8
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,2,0,2
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,1,2
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,4,3,7
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,2,3
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,0,2,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,3,2,5
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,3,2,5
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,0,1,1
GUTIERREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,1,2
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,3,3,6
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,5,7,12
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,14,3,17
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,6,3,9
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,2,0,2
PUERTO QUIJARRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,2,3,5
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,2,0,2
SAN ANDRES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,6,1,7
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,3,0,3
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,52,29,81
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,3,2,5
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,1,2
SOPACHUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,5,3,8
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,1,2
TEOPONTE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,3,0,3
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,0,1,1
TOMINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,1,2
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,2,0,2
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,4,5,9
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,4,1,5
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-10-01,3,3,6
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,1,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,0,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,1,3
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,1,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,9,1,10
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,1,3
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,0,1
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,3,2,5
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,0,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,2,4
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,1,2
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,1,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,0,2
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,5,6,11
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,1,2
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,0,2
MOCOMOCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,9,4,13
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,2,2
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,1,2
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,2,2
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,0,1
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,2,4
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,4,4,8
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,1,2
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,40,37,77
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,1,3
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,3,1,4
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,4,3,7
TACOPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,1,1
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,1,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,3,4
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,4,1,5
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,3,2,5
TIRAQUE (CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,0,1
TORO TORO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,2,2
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,1,2
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,0,1,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,2,4
YACO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,1,2
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,2,1,3
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-11-01,1,1,2
APOLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,0,2
AUCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,3,5
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,4,4,8
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,3,5
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,4,1,5
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,3,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,6,1,7
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,6,1,7
LAGUNILLAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,9,4,13
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,0,2
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,3,2,5
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,4,3,7
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,0,1,1
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,1,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,0,1,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,59,41,100
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,1,2
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,2,4
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,5,1,6
TACACOMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,0,1,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,1,2
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,1,3
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,0,2
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,0,1,1
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,4,4,8
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,1,1,2
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-12-01,2,5,7
