municipality,group,variable,month,Nuevas a partir del 5to mes de embarazo,TOTAL
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,6,6
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,13,13
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,27,27
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,16,16
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,9,9
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,5,5
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,44,44
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,18,18
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,7,7
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,87,87
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,6,6
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,8,8
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,24,24
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,10,10
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,8,8
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,2,2
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,6,6
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,18,18
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,43,43
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1471,1471
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,14,14
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,75,75
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,5,5
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,10,10
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,2,2
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,10,10
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,14,14
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,7,7
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,24,24
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,30,30
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,15,15
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,17,17
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,139,139
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,46,46
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,45,45
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,9,9
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,488,488
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,10,10
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,8,8
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,8,8
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,15,15
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,33,33
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,6,6
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,10,10
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,2,2
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,33,33
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,5,5
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,36,36
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,19,19
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,29,29
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,12,12
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,16,16
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,19,19
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,8,8
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,885,885
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,9,9
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,26,26
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,33,33
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,9,9
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,16,16
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,22,22
PUERTO SILES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,2,2
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,18,18
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,110,110
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,37,37
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,47,47
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,153,153
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,6,6
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,21,21
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,8,8
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,160,160
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,18,18
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,186,186
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,9,9
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,44,44
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,6,6
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,7,7
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,7,7
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,2,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,5,5
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,7,7
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,24,24
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,14,14
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,15,15
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,18,18
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,62,62
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,15,15
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,7,7
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,23,23
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,24,24
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,31,31
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,10,10
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,8,8
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,30,30
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,15,15
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,11,11
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,2,2
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,10,10
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,42,42
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,10,10
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,8,8
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,18,18
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,2297,2297
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,11,11
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,12,12
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,2,2
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,14,14
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,8,8
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,44,44
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,2,2
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,40,40
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,20,20
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,17,17
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,333,333
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,2,2
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,10,10
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,21,21
TAHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,32,32
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,19,19
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,8,8
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,187,187
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,10,10
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,6,6
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,12,12
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,43,43
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,7,7
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,98,98
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,84,84
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
TODOS SANTOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,9,9
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,7,7
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,7,7
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,18,18
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,24,24
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,5,5
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,129,129
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,26,26
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,2,2
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,52,52
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,8,8
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,5,5
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,41,41
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,10,10
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,5,5
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,46,46
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,41,41
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,2,2
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,5,5
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,7,7
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,98,98
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,33,33
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,66,66
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,9,9
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,71,71
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,144,144
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,1,1
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,30,30
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,4,4
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,3,3
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-06-01,6,6
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,2,2
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,45,45
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,15,15
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,55,55
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,3,3
ALCALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,2,2
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,7,7
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,1,1
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,2,2
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,7,7
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,20,20
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,9,9
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,11,11
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,4,4
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,13,13
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,20,20
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,17,17
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,3,3
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,6,6
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,34,34
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,12,12
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,10,10
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,4,4
BELEN DE ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,1,1
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,1,1
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,40,40
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,30,30
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,7,7
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,5,5
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,7,7
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,16,16
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,14,14
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,12,12
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,10,10
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,3,3
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,9,9
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,21,21
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,1,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,27,27
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,15,15
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,12,12
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,25,25
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,63,63
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,1,1
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,16,16
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,5,5
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,2,2
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,53,53
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,5,5
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,30,30
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,1,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,14,14
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,30,30
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,11,11
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,13,13
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,12,12
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,55,55
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,1180,1180
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,50,50
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,6,6
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,1,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,29,29
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,7,7
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,61,61
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,7,7
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,13,13
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,6,6
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,4,4
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,18,18
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,6,6
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,11,11
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,3,3
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,23,23
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,6,6
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,10,10
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,52,52
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,11,11
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,1,1
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,2,2
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,12,12
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,7,7
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,1,1
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,3,3
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,1103,1103
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,5,5
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,9,9
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,5,5
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-07-01,32,32
