municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
SAN PEDRO DE QUEMES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,2,2
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,3,3
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,5,5
SAN RAMON,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,22,22
SAN RAMON,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,5,5
SANTA ANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,39,39
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,1483,1483
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,22,22
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,26,26
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,1,1
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,4,4
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,1,1
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,2,2
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,2,2
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,2,2
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,5,5
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,42,42
SOPACHUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,17,17
SORACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,8,8
SORATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,18,18
SUCRE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,462,462
TACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,1,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,4,4
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,3,3
TACOPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,15,15
TAHUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,1,1
TAPACARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,53,53
TARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,48,48
TARACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,4,4
TARATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,10,10
TARIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,283,283
TARVITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,43,43
TEOPONTE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,9,9
TIAWANACU,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,9,9
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,33,33
TIPUANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,16,16
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,62,62
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,93,93
TOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,5,5
TOLATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,3,3
TOLEDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,6,6
TOMAVE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,10,10
TOMINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,10,10
TORO TORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,11,11
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,10,10
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,4,4
TRIGAL,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,3,3
TRINIDAD,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,134,134
TUPIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,51,51
TURCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,10,10
UMALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,4,4
UNCIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,52,52
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,16,16
URUBICHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,12,12
UYUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,29,29
VACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,13,13
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,13,13
VIACHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,42,42
VILA VILA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,6,6
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,59,59
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,5,5
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,5,5
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,19,19
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,96,96
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,12,12
VILLAZON,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,59,59
VINTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,65,65
VITICHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,13,13
WARNES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,85,85
YACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,9,9
YACUIBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,117,117
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,16,16
YANACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,2,2
YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,14,14
YOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,13,13
YOTALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,15,15
YUNCHARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,11,11
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-06-01,12,12
ACACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,5,5
ACHACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,43,43
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,9,9
AIQUILE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,62,62
ALALAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,7,7
ALCALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,5,5
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,6,6
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,23,23
ANZALDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,8,8
APOLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,25,25
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,6,6
ARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
ARBIETO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,8,8
ARQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,5,5
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,42,42
ATOCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,11,11
AUCAPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
AYATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,8,8
AYO AYO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,29,29
AZURDUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,29,29
BATALLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
BAURES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,7,7
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,3,3
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
BERMEJO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,58,58
BETANZOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,43,43
BOLIVAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,13,13
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,3,3
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,15,15
CABEZAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,28,28
CAIROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,14,14
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,9,9
CAJUATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,16,16
CALACOTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,2,2
CALAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,15,15
CAMARGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,33,33
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,8,8
CAMIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,35,35
CAPINOTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,27,27
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,8,8
CARACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,41,41
CARANAVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,88,88
CARAPARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,15,15
CARIPUYO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,7,7
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,5,5
CATACORA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,47,47
CHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,15,15
CHARAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,28,28
CHARAÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,2,2
CHAYANTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,14,14
CHIMORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,19,19
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,16,16
CHUMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,9,9
CLIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,14,14
COBIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,80,80
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1203,1203
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,60,60
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,9,9
COLLANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
COLOMI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,30,30
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,46,46
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,6,6
COLQUIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,34,34
COMANCHE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
COMARAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,28,28
COMBAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
CONCEPCION,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,25,25
COPACABANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
CORIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,19,19
CORO CORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,8,8
COROICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,14,14
CORQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,7,7
COTAGAITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,35,35
COTOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,34,34
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,29,29
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,2,2
CUEVO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,7,7
CULPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,33,33
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,12,12
CURVA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,7,7
EL ALTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1003,1003
EL CHORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,7,7
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,19,19
EL TORNO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,48,48
EL VILLAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,19,19
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,12,12
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,7,7
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,2,2
EXALTACION,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,24,24
FILADELFIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,5,5
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,30,30
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
GUANAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,13,13
GUAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,56,56
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,20,20
HUACARETA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,22,22
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,6,6
HUANUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,52,52
HUARACAJE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,3,3
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,3,3
ICHOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,8,8
ICLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,14,14
INCAHUASI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,45,45
INQUISIVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,9,9
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
IXIAMAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,49,49
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,49,49
LA PAZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,929,929
LA RIVERA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,5,5
LAJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,3,3
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,3,3
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,58,58
LLICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
LORETO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
LURIBAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
MACHARETI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,17,17
MAGDALENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,14,14
MAIRANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,19,19
MALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
MAPIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,13,13
MECAPACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,8,8
MINEROS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,22,22
MIZQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,29,29
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,12,12
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,13,13
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,49,49
MONTERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,210,210
MORO MORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,5,5
MOROCHATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,32,32
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,2,2
OCURI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,28,28
OKINAWA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,18,18
OMEREQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
ORURO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,495,495
PADCAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,24,24
PADILLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,30,30
PAILON,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,15,15
PALCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,7,7
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,31,31
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,13,13
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
PASORAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,5,5
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,19,19
PAZÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,6,6
PELECHUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,2,2
POCOATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,26,26
POCONA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,14,14
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,29,29
POOPO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,11,11
PORCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,26,26
POROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,23,23
PORONGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,9,9
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,37,37
PORVENIR,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,5,5
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,6,6
POTOSI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,301,301
PRESTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,16,16
PUCARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,29,29
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,13,13
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,8,8
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,5,5
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,13,13
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,7,7
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,22,22
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,42,42
PUNA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,55,55
PUNATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,20,20
QUIABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,8,8
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,90,90
QUIME,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
RAVELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,22,22
REYES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,17,17
RIBERALTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,218,218
ROBORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,12,12
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,14,14
SABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,7,7
SACABA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,135,135
SACABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,4,4
SACACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,17,17
SAIPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,18,18
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,6,6
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,7,7
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,5,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
SAN BENITO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,11,11
SAN BORJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,50,50
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,14,14
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,22,22
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,12,12
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,65,65
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,2,2
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,16,16
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,11,11
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,3,3
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,57,57
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,8,8
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,23,23
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,110,110
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,19,19
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,10,10
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-07-01,3,3
