municipality,group,variable,month,Repetidas,TOTAL
CALACOTO,consultas prenatales,repetidas,2007-07-01,8,8
CALAMARCA,consultas prenatales,repetidas,2007-07-01,48,48
CAMARGO,consultas prenatales,repetidas,2007-07-01,109,109
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2007-07-01,22,22
CAMIRI,consultas prenatales,repetidas,2007-07-01,156,156
CAPINOTA,consultas prenatales,repetidas,2007-07-01,121,121
CAQUIAVIRI,consultas prenatales,repetidas,2007-07-01,29,29
CARACOLLO,consultas prenatales,repetidas,2007-07-01,99,99
CARANAVI,consultas prenatales,repetidas,2007-07-01,360,360
CARANGAS,consultas prenatales,repetidas,2007-07-01,2,2
CARAPARI,consultas prenatales,repetidas,2007-07-01,70,70
CARIPUYO,consultas prenatales,repetidas,2007-07-01,46,46
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2007-07-01,12,12
CATACORA,consultas prenatales,repetidas,2007-07-01,4,4
CHACARILLA,consultas prenatales,repetidas,2007-07-01,1,1
CHALLAPATA,consultas prenatales,repetidas,2007-07-01,178,178
CHAQUI,consultas prenatales,repetidas,2007-07-01,31,31
CHARAGUA,consultas prenatales,repetidas,2007-07-01,157,157
CHARAÑA,consultas prenatales,repetidas,2007-07-01,4,4
CHAYANTA,consultas prenatales,repetidas,2007-07-01,71,71
CHIMORE,consultas prenatales,repetidas,2007-07-01,62,62
CHIPAYA,consultas prenatales,repetidas,2007-07-01,8,8
CHOQUE COTA,consultas prenatales,repetidas,2007-07-01,4,4
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2007-07-01,140,140
CHUMA,consultas prenatales,repetidas,2007-07-01,39,39
CLIZA,consultas prenatales,repetidas,2007-07-01,114,114
COBIJA,consultas prenatales,repetidas,2007-07-01,419,419
COCHABAMBA,consultas prenatales,repetidas,2007-07-01,6010,6010
COIPASA,consultas prenatales,repetidas,2007-07-01,1,1
COLCAPIRHUA,consultas prenatales,repetidas,2007-07-01,420,420
"COLCHA ""K""",consultas prenatales,repetidas,2007-07-01,30,30
COLLANA,consultas prenatales,repetidas,2007-07-01,2,2
COLOMI,consultas prenatales,repetidas,2007-07-01,138,138
COLPA BELGICA,consultas prenatales,repetidas,2007-07-01,35,35
COLQUECHACA,consultas prenatales,repetidas,2007-07-01,171,171
COLQUENCHA,consultas prenatales,repetidas,2007-07-01,26,26
COLQUIRI,consultas prenatales,repetidas,2007-07-01,106,106
COMANCHE,consultas prenatales,repetidas,2007-07-01,4,4
COMARAPA,consultas prenatales,repetidas,2007-07-01,196,196
COMBAYA,consultas prenatales,repetidas,2007-07-01,7,7
CONCEPCION,consultas prenatales,repetidas,2007-07-01,114,114
COPACABANA,consultas prenatales,repetidas,2007-07-01,47,47
CORIPATA,consultas prenatales,repetidas,2007-07-01,67,67
CORO CORO,consultas prenatales,repetidas,2007-07-01,35,35
COROICO,consultas prenatales,repetidas,2007-07-01,82,82
CORQUE,consultas prenatales,repetidas,2007-07-01,19,19
COTAGAITA,consultas prenatales,repetidas,2007-07-01,136,136
COTOCA,consultas prenatales,repetidas,2007-07-01,319,319
CUATRO CAÑADAS,consultas prenatales,repetidas,2007-07-01,82,82
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2007-07-01,7,7
CUEVO,consultas prenatales,repetidas,2007-07-01,25,25
CULPINA,consultas prenatales,repetidas,2007-07-01,93,93
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2007-07-01,46,46
CURVA,consultas prenatales,repetidas,2007-07-01,8,8
DESAGUADERO,consultas prenatales,repetidas,2007-07-01,31,31
EL ALTO,consultas prenatales,repetidas,2007-07-01,4912,4912
EL CHORO,consultas prenatales,repetidas,2007-07-01,28,28
EL PUENTE(STC),consultas prenatales,repetidas,2007-07-01,65,65
EL PUENTE(TJA),consultas prenatales,repetidas,2007-07-01,49,49
EL TORNO,consultas prenatales,repetidas,2007-07-01,352,352
EL VILLAR,consultas prenatales,repetidas,2007-07-01,21,21
ENTRE RIOS,consultas prenatales,repetidas,2007-07-01,75,75
ENTRE RIOS,consultas prenatales,repetidas,2007-07-01,112,112
EUCALIPTUS,consultas prenatales,repetidas,2007-07-01,40,40
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2007-07-01,4,4
EXALTACION,consultas prenatales,repetidas,2007-07-01,10,10
FERNANDEZ ALONSO,consultas prenatales,repetidas,2007-07-01,95,95
FILADELFIA,consultas prenatales,repetidas,2007-07-01,18,18
GENERAL SAAVEDRA,consultas prenatales,repetidas,2007-07-01,74,74
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2007-07-01,26,26
GUANAY,consultas prenatales,repetidas,2007-07-01,77,77
GUAQUI,consultas prenatales,repetidas,2007-07-01,30,30
GUAYARAMERIN,consultas prenatales,repetidas,2007-07-01,295,295
GUTIERREZ,consultas prenatales,repetidas,2007-07-01,60,60
HUACARETA,consultas prenatales,repetidas,2007-07-01,70,70
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2007-07-01,23,23
HUACHACALLA,consultas prenatales,repetidas,2007-07-01,2,2
HUANUNI,consultas prenatales,repetidas,2007-07-01,209,209
HUARACAJE,consultas prenatales,repetidas,2007-07-01,12,12
HUAYLLAMARCA,consultas prenatales,repetidas,2007-07-01,14,14
ICHOCA,consultas prenatales,repetidas,2007-07-01,21,21
ICLA,consultas prenatales,repetidas,2007-07-01,45,45
INCAHUASI,consultas prenatales,repetidas,2007-07-01,167,167
INQUISIVI,consultas prenatales,repetidas,2007-07-01,31,31
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2007-07-01,71,71
IXIAMAS,consultas prenatales,repetidas,2007-07-01,38,38
JESUS DE MACHACA,consultas prenatales,repetidas,2007-07-01,38,38
LA ASUNTA,consultas prenatales,repetidas,2007-07-01,198,198
LA GUARDIA,consultas prenatales,repetidas,2007-07-01,474,474
LA PAZ,consultas prenatales,repetidas,2007-07-01,6644,6644
LA RIVERA,consultas prenatales,repetidas,2007-07-01,1,1
LAGUNILLAS,consultas prenatales,repetidas,2007-07-01,33,33
LAJA,consultas prenatales,repetidas,2007-07-01,42,42
LAS CARRERAS,consultas prenatales,repetidas,2007-07-01,14,14
LICOMA PAMPA,consultas prenatales,repetidas,2007-07-01,13,13
LLALLAGUA,consultas prenatales,repetidas,2007-07-01,371,371
LLICA,consultas prenatales,repetidas,2007-07-01,11,11
LORETO,consultas prenatales,repetidas,2007-07-01,1,1
LURIBAY,consultas prenatales,repetidas,2007-07-01,39,39
MACHACAMARCA,consultas prenatales,repetidas,2007-07-01,12,12
MACHARETI,consultas prenatales,repetidas,2007-07-01,51,51
MAGDALENA,consultas prenatales,repetidas,2007-07-01,36,36
MAIRANA,consultas prenatales,repetidas,2007-07-01,81,81
MALLA,consultas prenatales,repetidas,2007-07-01,16,16
MAPIRI,consultas prenatales,repetidas,2007-07-01,131,131
MECAPACA,consultas prenatales,repetidas,2007-07-01,32,32
MINEROS,consultas prenatales,repetidas,2007-07-01,82,82
MIZQUE,consultas prenatales,repetidas,2007-07-01,121,121
MOCOMOCO,consultas prenatales,repetidas,2007-07-01,34,34
MOJINETE,consultas prenatales,repetidas,2007-07-01,7,7
MOJOCOYA,consultas prenatales,repetidas,2007-07-01,41,41
MONTEAGUDO,consultas prenatales,repetidas,2007-07-01,282,282
MONTERO,consultas prenatales,repetidas,2007-07-01,686,686
MORO MORO,consultas prenatales,repetidas,2007-07-01,9,9
MOROCHATA,consultas prenatales,repetidas,2007-07-01,74,74
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2007-07-01,9,9
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2007-07-01,4,4
OCURI,consultas prenatales,repetidas,2007-07-01,132,132
OKINAWA,consultas prenatales,repetidas,2007-07-01,79,79
OMEREQUE,consultas prenatales,repetidas,2007-07-01,31,31
ORURO,consultas prenatales,repetidas,2007-07-01,1915,1915
PADCAYA,consultas prenatales,repetidas,2007-07-01,100,100
PADILLA,consultas prenatales,repetidas,2007-07-01,88,88
PAILON,consultas prenatales,repetidas,2007-07-01,64,64
PALCA,consultas prenatales,repetidas,2007-07-01,21,21
PALOS BLANCOS,consultas prenatales,repetidas,2007-07-01,177,177
PAMPA AULLAGAS,consultas prenatales,repetidas,2007-07-01,9,9
PAMPA GRANDE,consultas prenatales,repetidas,2007-07-01,50,50
PAPEL PAMPA,consultas prenatales,repetidas,2007-07-01,4,4
PASORAPA,consultas prenatales,repetidas,2007-07-01,13,13
PATACAMAYA,consultas prenatales,repetidas,2007-07-01,117,117
PAZÑA,consultas prenatales,repetidas,2007-07-01,34,34
PELECHUCO,consultas prenatales,repetidas,2007-07-01,5,5
POCOATA,consultas prenatales,repetidas,2007-07-01,111,111
POCONA,consultas prenatales,repetidas,2007-07-01,50,50
POJO (CBBA),consultas prenatales,repetidas,2007-07-01,57,57
POOPO,consultas prenatales,repetidas,2007-07-01,28,28
PORCO,consultas prenatales,repetidas,2007-07-01,85,85
POROMA,consultas prenatales,repetidas,2007-07-01,109,109
PORONGO,consultas prenatales,repetidas,2007-07-01,21,21
PORTACHUELO,consultas prenatales,repetidas,2007-07-01,156,156
PORVENIR,consultas prenatales,repetidas,2007-07-01,26,26
POSTRER VALLE,consultas prenatales,repetidas,2007-07-01,7,7
POTOSI,consultas prenatales,repetidas,2007-07-01,1432,1432
PRESTO,consultas prenatales,repetidas,2007-07-01,55,55
PUCARA,consultas prenatales,repetidas,2007-07-01,7,7
PUCARANI,consultas prenatales,repetidas,2007-07-01,84,84
PUERTO ACOSTA,consultas prenatales,repetidas,2007-07-01,45,45
PUERTO CARABUCO,consultas prenatales,repetidas,2007-07-01,37,37
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2007-07-01,24,24
PUERTO PEREZ,consultas prenatales,repetidas,2007-07-01,9,9
PUERTO QUIJARRO,consultas prenatales,repetidas,2007-07-01,52,52
PUERTO RICO,consultas prenatales,repetidas,2007-07-01,56,56
PUERTO SUAREZ,consultas prenatales,repetidas,2007-07-01,96,96
PUERTO VILLARROEL,consultas prenatales,repetidas,2007-07-01,226,226
PUNA,consultas prenatales,repetidas,2007-07-01,196,196
PUNATA,consultas prenatales,repetidas,2007-07-01,137,137
QUIABAYA,consultas prenatales,repetidas,2007-07-01,14,14
QUILLACOLLO,consultas prenatales,repetidas,2007-07-01,519,519
QUIME,consultas prenatales,repetidas,2007-07-01,40,40
QUIRUSILLAS,consultas prenatales,repetidas,2007-07-01,4,4
RAVELO,consultas prenatales,repetidas,2007-07-01,127,127
REYES,consultas prenatales,repetidas,2007-07-01,73,73
RIBERALTA,consultas prenatales,repetidas,2007-07-01,869,869
ROBORE,consultas prenatales,repetidas,2007-07-01,61,61
RURRENABAQUE,consultas prenatales,repetidas,2007-07-01,82,82
SABAYA,consultas prenatales,repetidas,2007-07-01,13,13
SACABA,consultas prenatales,repetidas,2007-07-01,584,584
SACABAMBA,consultas prenatales,repetidas,2007-07-01,13,13
SACACA,consultas prenatales,repetidas,2007-07-01,125,125
SAIPINA,consultas prenatales,repetidas,2007-07-01,28,28
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2007-07-01,58,58
SAMAIPATA,consultas prenatales,repetidas,2007-07-01,41,41
SAN AGUSTIN,consultas prenatales,repetidas,2007-07-01,2,2
SAN ANDRES,consultas prenatales,repetidas,2007-07-01,46,46
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2007-07-01,11,11
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2007-07-01,11,11
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2007-07-01,21,21
SAN BENITO,consultas prenatales,repetidas,2007-07-01,33,33
SAN BORJA,consultas prenatales,repetidas,2007-07-01,228,228
SAN BUENA VENTURA,consultas prenatales,repetidas,2007-07-01,80,80
SAN CARLOS,consultas prenatales,repetidas,2007-07-01,152,152
SAN IGNACIO,consultas prenatales,repetidas,2007-07-01,37,37
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2007-07-01,383,383
SAN JAVIER(BNI),consultas prenatales,repetidas,2007-07-01,11,11
SAN JAVIER(STC),consultas prenatales,repetidas,2007-07-01,92,92
SAN JOAQUIN,consultas prenatales,repetidas,2007-07-01,22,22
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2007-07-01,98,98
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2007-07-01,74,74
SAN JULIAN,consultas prenatales,repetidas,2007-07-01,207,207
SAN LORENZO(PND),consultas prenatales,repetidas,2007-07-01,35,35
SAN LORENZO(TJA),consultas prenatales,repetidas,2007-07-01,76,76
SAN LUCAS,consultas prenatales,repetidas,2007-07-01,408,408
SAN MATIAS,consultas prenatales,repetidas,2007-07-01,49,49
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2007-07-01,57,57
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2007-07-01,15,15
SAN PEDRO,consultas prenatales,repetidas,2007-07-01,92,92
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2007-07-01,106,106
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2007-07-01,11,11
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2007-07-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2007-07-01,12,12
SAN PEDRO(PND),consultas prenatales,repetidas,2007-07-01,5,5
SAN RAFAEL,consultas prenatales,repetidas,2007-07-01,29,29
SAN RAMON,consultas prenatales,repetidas,2007-07-01,37,37
SANTA ANA,consultas prenatales,repetidas,2007-07-01,134,134
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2007-07-01,7663,7663
SANTA ROSA,consultas prenatales,repetidas,2007-07-01,27,27
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2007-07-01,120,120
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2007-07-01,8,8
SANTIAGO DE HUARI,consultas prenatales,repetidas,2007-07-01,26,26
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2007-07-01,6,6
SANTIVAÑES,consultas prenatales,repetidas,2007-07-01,22,22
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2007-07-01,12,12
SAPAHAQUI,consultas prenatales,repetidas,2007-07-01,13,13
SENA,consultas prenatales,repetidas,2007-07-01,17,17
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2007-07-01,41,41
SICAYA,consultas prenatales,repetidas,2007-07-01,5,5
SIPE SIPE,consultas prenatales,repetidas,2007-07-01,294,294
SOPACHUY,consultas prenatales,repetidas,2007-07-01,71,71
SORACACHI,consultas prenatales,repetidas,2007-07-01,34,34
SORATA,consultas prenatales,repetidas,2007-07-01,88,88
SUCRE,consultas prenatales,repetidas,2007-07-01,2277,2277
TACACHI,consultas prenatales,repetidas,2007-07-01,3,3
TACACOMA,consultas prenatales,repetidas,2007-07-01,25,25
TACOBAMBA,consultas prenatales,repetidas,2007-07-01,17,17
TACOPAYA,consultas prenatales,repetidas,2007-07-01,56,56
TAHUA,consultas prenatales,repetidas,2007-07-01,3,3
TAPACARI,consultas prenatales,repetidas,2007-07-01,133,133
TARABUCO,consultas prenatales,repetidas,2007-07-01,195,195
TARACO,consultas prenatales,repetidas,2007-07-01,13,13
TARATA,consultas prenatales,repetidas,2007-07-01,39,39
TARIJA,consultas prenatales,repetidas,2007-07-01,1051,1051
TARVITA,consultas prenatales,repetidas,2007-07-01,137,137
TEOPONTE,consultas prenatales,repetidas,2007-07-01,33,33
TIAWANACU,consultas prenatales,repetidas,2007-07-01,37,37
TINGUIPAYA,consultas prenatales,repetidas,2007-07-01,102,102
TIPUANI,consultas prenatales,repetidas,2007-07-01,96,96
TIQUIPAYA,consultas prenatales,repetidas,2007-07-01,318,318
TIRAQUE (CBBA),consultas prenatales,repetidas,2007-07-01,255,255
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2007-07-01,3,3
TOCO,consultas prenatales,repetidas,2007-07-01,22,22
TODOS SANTOS,consultas prenatales,repetidas,2007-07-01,1,1
TOLATA,consultas prenatales,repetidas,2007-07-01,18,18
TOLEDO,consultas prenatales,repetidas,2007-07-01,20,20
TOMAVE,consultas prenatales,repetidas,2007-07-01,32,32
TOMINA,consultas prenatales,repetidas,2007-07-01,61,61
TORO TORO,consultas prenatales,repetidas,2007-07-01,47,47
TOTORA(CBBA),consultas prenatales,repetidas,2007-07-01,54,54
TOTORA(ORR),consultas prenatales,repetidas,2007-07-01,25,25
TRIGAL,consultas prenatales,repetidas,2007-07-01,9,9
TRINIDAD,consultas prenatales,repetidas,2007-07-01,706,706
TUPIZA,consultas prenatales,repetidas,2007-07-01,252,252
TURCO,consultas prenatales,repetidas,2007-07-01,29,29
UMALA,consultas prenatales,repetidas,2007-07-01,5,5
UNCIA,consultas prenatales,repetidas,2007-07-01,240,240
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2007-07-01,79,79
URUBICHA,consultas prenatales,repetidas,2007-07-01,38,38
UYUNI,consultas prenatales,repetidas,2007-07-01,198,198
VACAS,consultas prenatales,repetidas,2007-07-01,62,62
VALLEGRANDE,consultas prenatales,repetidas,2007-07-01,70,70
VIACHA,consultas prenatales,repetidas,2007-07-01,259,259
VILA VILA,consultas prenatales,repetidas,2007-07-01,24,24
VILLA MONTES,consultas prenatales,repetidas,2007-07-01,232,232
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2007-07-01,6,6
VILLA RIVERO,consultas prenatales,repetidas,2007-07-01,12,12
VILLA SERRANO,consultas prenatales,repetidas,2007-07-01,85,85
VILLA TUNARI,consultas prenatales,repetidas,2007-07-01,414,414
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2007-07-01,58,58
VILLAZON,consultas prenatales,repetidas,2007-07-01,273,273
VINTO,consultas prenatales,repetidas,2007-07-01,197,197
VITICHI,consultas prenatales,repetidas,2007-07-01,56,56
WALDO BALLIVIAN,consultas prenatales,repetidas,2007-07-01,15,15
WARNES,consultas prenatales,repetidas,2007-07-01,389,389
YACO,consultas prenatales,repetidas,2007-07-01,32,32
YACUIBA,consultas prenatales,repetidas,2007-07-01,461,461
YAMPARAEZ,consultas prenatales,repetidas,2007-07-01,57,57
YANACACHI,consultas prenatales,repetidas,2007-07-01,8,8
YAPACANI,consultas prenatales,repetidas,2007-07-01,177,177
YOCALLA,consultas prenatales,repetidas,2007-07-01,32,32
YOTALA,consultas prenatales,repetidas,2007-07-01,16,16
YUNCHARA,consultas prenatales,repetidas,2007-07-01,40,40
ZUDAÑEZ,consultas prenatales,repetidas,2007-07-01,39,39
ACACIO,consultas prenatales,repetidas,2007-08-01,33,33
ACHACACHI,consultas prenatales,repetidas,2007-08-01,204,204
ACHOCALLA,consultas prenatales,repetidas,2007-08-01,56,56
AIQUILE,consultas prenatales,repetidas,2007-08-01,216,216
ALALAY,consultas prenatales,repetidas,2007-08-01,13,13
ALCALA,consultas prenatales,repetidas,2007-08-01,23,23
ANCORAIMES,consultas prenatales,repetidas,2007-08-01,52,52
ANDAMARCA,consultas prenatales,repetidas,2007-08-01,23,23
ANTEQUERA,consultas prenatales,repetidas,2007-08-01,29,29
ANZALDO,consultas prenatales,repetidas,2007-08-01,15,15
APOLO,consultas prenatales,repetidas,2007-08-01,115,115
ARAMPAMPA,consultas prenatales,repetidas,2007-08-01,28,28
ARANI,consultas prenatales,repetidas,2007-08-01,132,132
ARBIETO,consultas prenatales,repetidas,2007-08-01,13,13
ARQUE,consultas prenatales,repetidas,2007-08-01,30,30
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2007-08-01,154,154
ATOCHA,consultas prenatales,repetidas,2007-08-01,53,53
AUCAPATA,consultas prenatales,repetidas,2007-08-01,2,2
AYATA,consultas prenatales,repetidas,2007-08-01,17,17
AYO AYO,consultas prenatales,repetidas,2007-08-01,21,21
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2007-08-01,154,154
AZURDUY,consultas prenatales,repetidas,2007-08-01,87,87
BATALLAS,consultas prenatales,repetidas,2007-08-01,48,48
BAURES,consultas prenatales,repetidas,2007-08-01,14,14
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2007-08-01,3,3
BELEN DE URMIRI,consultas prenatales,repetidas,2007-08-01,5,5
BELLA FLOR,consultas prenatales,repetidas,2007-08-01,11,11
BERMEJO,consultas prenatales,repetidas,2007-08-01,273,273
BETANZOS,consultas prenatales,repetidas,2007-08-01,183,183
BOLIVAR,consultas prenatales,repetidas,2007-08-01,37,37
BOLPEBRA,consultas prenatales,repetidas,2007-08-01,10,10
BOYUIBE,consultas prenatales,repetidas,2007-08-01,22,22
BUENA VISTA,consultas prenatales,repetidas,2007-08-01,55,55
CABEZAS,consultas prenatales,repetidas,2007-08-01,90,90
CAIROMA,consultas prenatales,repetidas,2007-08-01,48,48
"CAIZA ""D""",consultas prenatales,repetidas,2007-08-01,44,44
CAJUATA,consultas prenatales,repetidas,2007-08-01,66,66
CALACOTO,consultas prenatales,repetidas,2007-08-01,16,16
CALAMARCA,consultas prenatales,repetidas,2007-08-01,54,54
CAMARGO,consultas prenatales,repetidas,2007-08-01,114,114
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2007-08-01,25,25
CAMIRI,consultas prenatales,repetidas,2007-08-01,264,264
CAPINOTA,consultas prenatales,repetidas,2007-08-01,142,142
CAQUIAVIRI,consultas prenatales,repetidas,2007-08-01,27,27
CARACOLLO,consultas prenatales,repetidas,2007-08-01,86,86
CARANAVI,consultas prenatales,repetidas,2007-08-01,366,366
CARANGAS,consultas prenatales,repetidas,2007-08-01,2,2
CARAPARI,consultas prenatales,repetidas,2007-08-01,78,78
CARIPUYO,consultas prenatales,repetidas,2007-08-01,40,40
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2007-08-01,16,16
CATACORA,consultas prenatales,repetidas,2007-08-01,5,5
CHACARILLA,consultas prenatales,repetidas,2007-08-01,1,1
CHALLAPATA,consultas prenatales,repetidas,2007-08-01,199,199
CHAQUI,consultas prenatales,repetidas,2007-08-01,39,39
CHARAGUA,consultas prenatales,repetidas,2007-08-01,166,166
CHARAÑA,consultas prenatales,repetidas,2007-08-01,3,3
CHAYANTA,consultas prenatales,repetidas,2007-08-01,84,84
CHIMORE,consultas prenatales,repetidas,2007-08-01,67,67
CHIPAYA,consultas prenatales,repetidas,2007-08-01,5,5
CHOQUE COTA,consultas prenatales,repetidas,2007-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2007-08-01,87,87
CHUMA,consultas prenatales,repetidas,2007-08-01,37,37
CLIZA,consultas prenatales,repetidas,2007-08-01,118,118
COBIJA,consultas prenatales,repetidas,2007-08-01,471,471
COCHABAMBA,consultas prenatales,repetidas,2007-08-01,5588,5588
COIPASA,consultas prenatales,repetidas,2007-08-01,4,4
COLCAPIRHUA,consultas prenatales,repetidas,2007-08-01,399,399
"COLCHA ""K""",consultas prenatales,repetidas,2007-08-01,38,38
COLLANA,consultas prenatales,repetidas,2007-08-01,5,5
COLOMI,consultas prenatales,repetidas,2007-08-01,123,123
COLPA BELGICA,consultas prenatales,repetidas,2007-08-01,36,36
COLQUECHACA,consultas prenatales,repetidas,2007-08-01,183,183
COLQUENCHA,consultas prenatales,repetidas,2007-08-01,24,24
COLQUIRI,consultas prenatales,repetidas,2007-08-01,105,105
COMANCHE,consultas prenatales,repetidas,2007-08-01,3,3
COMARAPA,consultas prenatales,repetidas,2007-08-01,168,168
COMBAYA,consultas prenatales,repetidas,2007-08-01,3,3
CONCEPCION,consultas prenatales,repetidas,2007-08-01,86,86
COPACABANA,consultas prenatales,repetidas,2007-08-01,37,37
CORIPATA,consultas prenatales,repetidas,2007-08-01,80,80
CORO CORO,consultas prenatales,repetidas,2007-08-01,39,39
COROICO,consultas prenatales,repetidas,2007-08-01,99,99
CORQUE,consultas prenatales,repetidas,2007-08-01,16,16
COTAGAITA,consultas prenatales,repetidas,2007-08-01,128,128
COTOCA,consultas prenatales,repetidas,2007-08-01,258,258
CUATRO CAÑADAS,consultas prenatales,repetidas,2007-08-01,92,92
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2007-08-01,8,8
CUEVO,consultas prenatales,repetidas,2007-08-01,25,25
CULPINA,consultas prenatales,repetidas,2007-08-01,107,107
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2007-08-01,33,33
DESAGUADERO,consultas prenatales,repetidas,2007-08-01,37,37
EL ALTO,consultas prenatales,repetidas,2007-08-01,5710,5710
EL CHORO,consultas prenatales,repetidas,2007-08-01,24,24
EL PUENTE(STC),consultas prenatales,repetidas,2007-08-01,59,59
EL PUENTE(TJA),consultas prenatales,repetidas,2007-08-01,46,46
EL TORNO,consultas prenatales,repetidas,2007-08-01,337,337
EL VILLAR,consultas prenatales,repetidas,2007-08-01,24,24
ENTRE RIOS,consultas prenatales,repetidas,2007-08-01,90,90
ENTRE RIOS,consultas prenatales,repetidas,2007-08-01,79,79
ESCARA,consultas prenatales,repetidas,2007-08-01,1,1
EUCALIPTUS,consultas prenatales,repetidas,2007-08-01,28,28
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2007-08-01,3,3
EXALTACION,consultas prenatales,repetidas,2007-08-01,7,7
FERNANDEZ ALONSO,consultas prenatales,repetidas,2007-08-01,66,66
FILADELFIA,consultas prenatales,repetidas,2007-08-01,24,24
GENERAL SAAVEDRA,consultas prenatales,repetidas,2007-08-01,65,65
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2007-08-01,34,34
GUANAY,consultas prenatales,repetidas,2007-08-01,71,71
GUAQUI,consultas prenatales,repetidas,2007-08-01,20,20
GUAYARAMERIN,consultas prenatales,repetidas,2007-08-01,284,284
GUTIERREZ,consultas prenatales,repetidas,2007-08-01,44,44
HUACARETA,consultas prenatales,repetidas,2007-08-01,72,72
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2007-08-01,23,23
HUACHACALLA,consultas prenatales,repetidas,2007-08-01,4,4
HUANUNI,consultas prenatales,repetidas,2007-08-01,322,322
HUARACAJE,consultas prenatales,repetidas,2007-08-01,14,14
HUAYLLAMARCA,consultas prenatales,repetidas,2007-08-01,14,14
ICHOCA,consultas prenatales,repetidas,2007-08-01,19,19
ICLA,consultas prenatales,repetidas,2007-08-01,60,60
INCAHUASI,consultas prenatales,repetidas,2007-08-01,171,171
INGAVI (HUMAITA),consultas prenatales,repetidas,2007-08-01,2,2
INQUISIVI,consultas prenatales,repetidas,2007-08-01,34,34
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2007-08-01,77,77
IXIAMAS,consultas prenatales,repetidas,2007-08-01,45,45
JESUS DE MACHACA,consultas prenatales,repetidas,2007-08-01,41,41
LA ASUNTA,consultas prenatales,repetidas,2007-08-01,191,191
LA GUARDIA,consultas prenatales,repetidas,2007-08-01,543,543
LA PAZ,consultas prenatales,repetidas,2007-08-01,7397,7397
LA RIVERA,consultas prenatales,repetidas,2007-08-01,1,1
LAGUNILLAS,consultas prenatales,repetidas,2007-08-01,32,32
LAJA,consultas prenatales,repetidas,2007-08-01,57,57
LAS CARRERAS,consultas prenatales,repetidas,2007-08-01,19,19
LICOMA PAMPA,consultas prenatales,repetidas,2007-08-01,9,9
LLALLAGUA,consultas prenatales,repetidas,2007-08-01,389,389
LLICA,consultas prenatales,repetidas,2007-08-01,18,18
LORETO,consultas prenatales,repetidas,2007-08-01,5,5
LURIBAY,consultas prenatales,repetidas,2007-08-01,45,45
MACHACAMARCA,consultas prenatales,repetidas,2007-08-01,11,11
