,group,variable,month,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES,TOTALES,TOTALES
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,7,0,7,7
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,8,0,8,8
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,23,0,23,23
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,60,0,60,60
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,77,0,77,77
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,18,0,18,18
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,218,0,218,218
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,22,0,22,22
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,3,0,3,3
WARNES,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,167,0,167,167
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,23,0,23,23
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,7,0,7,7
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,47,0,47,47
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,4,0,4,4
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,57,0,57,57
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,14,0,14,14
BATALLAS,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,31,0,31,31
BELLA FLOR,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,2,0,2,2
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,11,0,11,11
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,5,0,5,5
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,9,0,9,9
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,66,0,66,66
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,3,0,3,3
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,25,0,25,25
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,6,0,6,6
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,3,0,3,3
CHIMORE,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,14,0,14,14
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,46,0,46,46
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,290,0,290,290
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,273,0,273,273
COLCAPIRHUA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,9,0,9,9
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,14,0,14,14
COROICO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,42,0,42,42
COTAGAITA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,5,0,5,5
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,98,0,98,98
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,33,0,33,33
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,897,0,897,897
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,13,0,13,13
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,87,0,87,87
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,2,0,2,2
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,12,0,12,12
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,5,0,5,5
EUCALIPTUS,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,10,0,10,10
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,9,0,9,9
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,33,0,33,33
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,153,0,153,153
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,29,0,29,29
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,4,0,4,4
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,3,0,3,3
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,33,0,33,33
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,48,0,48,48
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,365,0,365,365
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,2,0,2,2
LICOMA PAMPA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,2,0,2,2
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,76,0,76,76
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,13,0,13,13
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,6,0,6,6
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,2,0,2,2
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,39,0,39,39
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,58,0,58,58
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,153,0,153,153
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,5,0,5,5
ORURO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,660,0,660,660
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,13,0,13,13
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,22,0,22,22
PAILON,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,57,0,57,57
POJO (CBBA),vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,2,0,2,2
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,16,0,16,16
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,27,0,27,27
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,17,0,17,17
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,14,0,14,14
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,9,0,9,9
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,3,0,3,3
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,4,0,4,4
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,17,0,17,17
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,5,0,5,5
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,49,0,49,49
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,124,0,124,124
QUIME,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,3,0,3,3
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,25,0,25,25
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,33,0,33,33
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,42,0,42,42
SACABA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,311,0,311,311
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,1,0,1,1
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,29,0,29,29
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,18,0,18,18
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,41,0,41,41
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,54,0,54,54
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,16,0,16,16
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,55,0,55,55
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,4,0,4,4
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,7,0,7,7
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,16,0,16,16
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,20,0,20,20
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,35,0,35,35
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,759,0,759,759
SANTA ROSA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,8,0,8,8
SENA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,16,0,16,16
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,15,0,15,15
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,72,0,72,72
SORATA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,14,0,14,14
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,118,0,118,118
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,23,0,23,23
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,368,0,368,368
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,2,0,2,2
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,7,0,7,7
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,383,0,383,383
TURCO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,3,0,3,3
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,1,0,1,1
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,8,0,8,8
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,1,0,1,1
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,32,0,32,32
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,76,0,76,76
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,104,0,104,104
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,4,0,4,4
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,6,0,6,6
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,243,0,243,243
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,16,0,16,16
WARNES,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,179,0,179,179
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,76,0,76,76
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,5,0,5,5
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2010-07-01,0,19,0,19,19
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,32,0,32,32
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,5,0,5,5
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,79,0,79,79
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,7,0,7,7
BATALLAS,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,36,0,36,36
BELLA FLOR,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,2,0,2,2
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,97,0,97,97
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,16,0,16,16
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,1,0,1,1
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,8,0,8,8
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,45,0,45,45
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,65,0,65,65
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,10,0,10,10
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,70,0,70,70
CHIMORE,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,10,0,10,10
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,51,0,51,51
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,287,0,287,287
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,431,0,431,431
COLCAPIRHUA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,7,0,7,7
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,9,0,9,9
COLQUIRI,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,30,0,30,30
COROICO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,39,0,39,39
COTAGAITA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,20,0,20,20
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,66,0,66,66
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,57,0,57,57
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,26,0,26,26
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,649,0,649,649
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,20,0,20,20
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,50,0,50,50
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,1,0,1,1
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,28,0,28,28
EUCALIPTUS,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,6,0,6,6
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,4,0,4,4
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,9,0,9,9
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,16,0,16,16
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,109,0,109,109
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,27,0,27,27
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,7,0,7,7
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,7,0,7,7
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,34,0,34,34
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,99,0,99,99
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,416,0,416,416
LICOMA PAMPA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,1,0,1,1
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,9,0,9,9
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,27,0,27,27
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,9,0,9,9
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,44,0,44,44
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,94,0,94,94
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,77,0,77,77
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,5,0,5,5
ORURO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,550,0,550,550
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,20,0,20,20
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,24,0,24,24
PAILON,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,46,0,46,46
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,48,0,48,48
POJO (CBBA),vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,8,0,8,8
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,10,0,10,10
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,18,0,18,18
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,91,0,91,91
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,6,0,6,6
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,28,0,28,28
PUERTO SILES,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,2,0,2,2
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,12,0,12,12
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,58,0,58,58
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,115,0,115,115
QUIME,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,15,0,15,15
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,66,0,66,66
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,11,0,11,11
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,63,0,63,63
SACABA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,270,0,270,270
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,19,0,19,19
SAN BUENA VENTURA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,2,0,2,2
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,20,0,20,20
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,37,0,37,37
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,91,0,91,91
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,126,0,126,126
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,59,0,59,59
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,4,0,4,4
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,9,0,9,9
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,18,0,18,18
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,28,0,28,28
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,53,0,53,53
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,973,0,973,973
SANTA ROSA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,5,0,5,5
SENA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,13,0,13,13
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,12,0,12,12
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,368,0,368,368
TAPACARI,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,3,0,3,3
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,26,0,26,26
TARATA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,23,0,23,23
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,308,0,308,308
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,4,0,4,4
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,1,0,1,1
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,11,0,11,11
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,122,0,122,122
TURCO,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,2,0,2,2
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,5,0,5,5
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,4,0,4,4
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,30,0,30,30
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,87,0,87,87
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,107,0,107,107
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,2,0,2,2
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,222,0,222,222
VITICHI,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,6,0,6,6
WARNES,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,219,0,219,219
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,78,0,78,78
YANACACHI,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,1,0,1,1
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2010-08-01,0,21,0,21,21
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,44,0,44,44
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,5,0,5,5
APOLO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,4,0,4,4
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,23,0,23,23
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,7,0,7,7
BATALLAS,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,25,0,25,25
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,88,0,88,88
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,2,0,2,2
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,28,0,28,28
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,31,0,31,31
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,48,0,48,48
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,4,0,4,4
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,2,0,2,2
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,18,0,18,18
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,57,0,57,57
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,24,0,24,24
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,383,0,383,383
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,436,0,436,436
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,13,0,13,13
COLQUIRI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,11,0,11,11
COTAGAITA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,9,0,9,9
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,60,0,60,60
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,27,0,27,27
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,671,0,671,671
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,11,0,11,11
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,65,0,65,65
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,2,0,2,2
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,24,0,24,24
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,5,0,5,5
EUCALIPTUS,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,7,0,7,7
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,5,0,5,5
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,202,0,202,202
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,5,0,5,5
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,55,0,55,55
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,3,0,3,3
INQUISIVI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,17,0,17,17
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,44,0,44,44
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,73,0,73,73
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,337,0,337,337
LICOMA PAMPA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,4,0,4,4
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,30,0,30,30
MACHACAMARCA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,10,0,10,10
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,16,0,16,16
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,40,0,40,40
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,76,0,76,76
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,74,0,74,74
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,177,0,177,177
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,1,0,1,1
ORURO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,706,0,706,706
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,14,0,14,14
POJO (CBBA),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,7,0,7,7
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,13,0,13,13
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,11,0,11,11
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,7,0,7,7
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,91,0,91,91
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,2,0,2,2
