,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,9,10,4,7,13,17,30
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,115,109,98,74,213,183,396
MORO MORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,0,0,1,0,1,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,3,1,2,3,5,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,1,1,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,1,1,1,2,2,4
OCURI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,3,3,0,1,3,4,7
OKINAWA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,8,6,11,15,19,21,40
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,0,1,1,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,112,120,17,22,129,142,271
PADCAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,3,0,0,1,3,4
PADILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,4,1,5,1,6
PAILON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,13,11,17,22,30,33,63
PALCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,8,2,17,18,25,20,45
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,10,10,1,1,11,11,22
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,1,6,0,6,1,7
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,11,5,1,0,12,5,17
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,0,0,1,0,1
PASORAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,0,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,25,29,6,5,31,34,65
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,5,7,2,2,7,9,16
POCOATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,3,1,5,1,8,2,10
POCONA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,0,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,4,0,1,2,5,7
POOPO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,1,0,0,0,1,1
PORCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,6,3,2,5,8,13
POROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,4,2,1,3,5,8
PORONGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,16,8,11,20,27,28,55
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,22,25,1,1,23,26,49
PORVENIR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,0,0,1,0,1
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,3,0,0,1,3,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,73,71,2,3,75,74,149
PUCARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,18,14,1,3,19,17,36
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,0,0,3,2,3,5
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,4,0,0,0,4,0,4
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,5,3,3,6,8,9,17
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,3,2,3,6,6,8,14
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,3,5,0,0,3,5,8
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,4,3,2,3,6,9
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,28,35,14,12,42,47,89
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,51,44,8,13,59,57,116
PUNA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,1,2,0,4,1,5
PUNATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,18,14,37,42,55,56,111
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,2,2,0,2,2,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,79,79,111,101,190,180,370
QUIME,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,5,2,0,0,5,2,7
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,0,0,0,2,0,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,5,4,0,0,5,4,9
RAVELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,1,4,5,4,6,10
REYES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,3,0,0,1,3,4
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,71,86,10,6,81,92,173
ROBORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,16,18,2,0,18,18,36
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,16,12,0,0,16,12,28
SABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,2,1,2,2,4,6
SACABA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,117,123,38,36,155,159,314
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,0,0,1,0,1
SACACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,1,2,1,4,2,6
SAIPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,3,1,0,2,3,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,6,1,2,2,8,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,4,6,3,6,7,12,19
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,10,10,5,9,15,19,34
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,0,2,0,2,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,6,10,4,4,10,14,24
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,3,7,7,7,10,14,24
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,43,44,7,10,50,54,104
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,3,3,1,2,4,5,9
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,7,19,8,9,15,28,43
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,18,18,18,16,36,34,70
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,72,49,23,25,95,74,169
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,3,0,0,1,3,1,4
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,17,17,0,0,17,17,34
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,31,30,29,16,60,46,106
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,8,9,1,6,9,15,24
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,56,53,12,28,68,81,149
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,4,3,8,11,12,14,26
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,8,5,2,0,10,5,15
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,4,2,8,4,12,6,18
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,1,0,0,1,1,2
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,15,13,7,6,22,19,41
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,7,8,2,0,9,8,17
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,6,8,2,5,8,13,21
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,0,0,2,2,2,4
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,0,2,1,2,1,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,1,0,0,1,1,2
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,5,4,9,8,14,12,26
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,7,7,0,0,7,7,14
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1360,1288,799,822,2159,2110,4269
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,3,5,0,0,3,5,8
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,6,10,1,2,7,12,19
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,0,0,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,1,3,1,5,2,7
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,1,0,0,2,1,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,1,0,0,0,1,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,1,0,0,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,5,1,0,3,5,8
SENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,13,11,12,12,25,23,48
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,21,24,8,7,29,31,60
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,30,35,19,15,49,50,99
SICAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,2,3,1,5,3,8
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,35,32,14,17,49,49,98
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,2,1,3,1,4
SORACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,2,0,3,0,3
SORATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,5,7,5,3,10,10,20
SUCRE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,233,205,2,3,235,208,443
TACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,0,1,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,7,8,3,7,10,15,25
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,3,3,5,3,8,6,14
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,6,3,5,4,11,7,18
TAPACARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,10,7,10,9,20,16,36
TARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,13,7,2,2,15,9,24
TARACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,3,2,0,1,3,3,6
TARATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,5,3,10,5,15,8,23
TARIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,58,66,5,6,63,72,135
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,5,3,0,1,5,4,9
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,7,5,0,1,7,6,13
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,4,2,4,2,8,4,12
TIPUANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,4,4,5,4,9
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,47,51,11,8,58,59,117
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,9,7,6,10,15,17,32
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,0,1,1,1,2
TOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,4,1,2,1,6,2,8
TOLATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,13,2,2,1,15,3,18
TOLEDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,1,1,0,1,1,2
TOMAVE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,3,4,3,4,6,8,14
TOMINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,1,0,0,0,1,1
TORO TORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,0,2,4,4,4,8
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,13,7,1,1,14,8,22
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,0,0,1,0,1
TRIGAL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,100,106,44,54,144,160,304
TUPIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,14,10,1,1,15,11,26
TURCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,3,0,0,0,3,0,3
UMALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,4,0,1,1,5,1,6
UNCIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,11,9,1,2,12,11,23
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,0,5,2,5,2,7
URUBICHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,20,14,0,0,20,14,34
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,12,14,0,3,12,17,29
VACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,9,10,10,4,19,14,33
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,7,10,1,0,8,10,18
VIACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,23,30,10,22,33,52,85
VILA VILA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,2,0,2,3,4,3,7
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,6,3,2,0,8,3,11
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,28,36,0,2,28,38,66
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,2,3,2,4,4,8
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,5,4,4,3,9,7,16
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,98,78,34,36,132,114,246
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,4,2,9,6,13,8,21
VILLAZON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,24,15,0,1,24,16,40
VINTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,75,101,20,25,95,126,221
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,7,2,0,0,7,2,9
WARNES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,130,133,20,25,150,158,308
YACUIBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,40,49,2,4,42,53,95
YANACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,5,1,0,0,5,1,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,34,40,28,28,62,68,130
YOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,4,4,0,0,4,4,8
YOTALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,0,3,3,3,3,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,1,0,0,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-08-01,0,0,0,2,0,2,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,4,4,3,7,7,11,18
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,5,6,1,0,6,6,12
AIQUILE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,11,15,20,21,31,36,67
ALALAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,0,0,1,1,1,1,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,1,4,3,2,4,6,10
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,2,0,0,0,2,0,2
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,0,0,1,0,1,0,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,1,0,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,2,0,0,0,2,0,2
APOLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,3,5,0,3,3,8,11
ARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,8,12,0,6,8,18,26
ARBIETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,1,2,2,0,3,2,5
ARQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,39,41,1,6,40,47,87
ATOCHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,3,0,0,0,3,0,3
AYATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,6,5,5,11,11,16,27
BATALLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,12,6,0,0,12,6,18
BAURES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,2,2,0,1,2,3,5
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,0,0,0,2,0,2,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,0,1,1,2,1,3,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,3,4,3,0,6,4,10
BETANZOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,2,0,2,0,4,0,4
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,4,2,9,5,13,7,20
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,1,0,0,3,1,3,4
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,14,7,4,2,18,9,27
CABEZAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,3,6,0,1,3,7,10
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,1,3,3,4,4,7,11
CAJUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,9,7,0,2,9,9,18
CALACOTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,0,0,2,3,2,3,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,10,11,0,0,10,11,21
CAMIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,16,10,0,0,16,10,26
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,7,10,0,0,7,10,17
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,1,1,2,0,3,1,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,7,13,3,0,10,13,23
CARANAVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,9,18,2,2,11,20,31
CARAPARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,1,2,1,0,2,2,4
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,1,1,0,0,1,1,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,4,1,7,1,11,2,13
CATACORA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,1,0,0,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,12,18,9,7,21,25,46
CHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,2,2,3,3,5,5,10
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,24,17,19,14,43,31,74
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,2,2,0,0,2,2,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,33,26,33,33,66,59,125
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,0,0,1,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,1,3,0,1,1,4,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,8,14,0,1,8,15,23
CHUMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,1,2,2,1,3,3,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,0,2,1,0,1,2,3
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,1,0,3,0,4,0,4
CLIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,7,10,1,5,8,15,23
COBIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,65,50,10,5,75,55,130
COCAPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,5,2,9,8,14,10,24
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-09-01,622,535,140,154,762,689,1451
