,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,0,1,0,0,0,1,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,7,8,6,1,13,9,22
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,9,7,3,0,12,7,19
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,0,2,7,7,7,9,16
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,3,5,2,1,5,6,11
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,2,2,1,0,3,2,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,14,17,23,19,37,36,73
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,34,32,2,1,36,33,69
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,3,1,0,2,3,3,6
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,5,5,7,2,12,7,19
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,1,1,6,7,7,8,15
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,0,0,3,0,3,0,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,13,18,1,1,14,19,33
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,1,0,0,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,10,8,0,2,10,10,20
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,26,28,9,9,35,37,72
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,1,2,0,0,1,2,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,5,5,3,3,8,8,16
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,8,9,5,3,13,12,25
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,2,2,1,1,3,3,6
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,3,6,1,4,4,10,14
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,0,0,1,1,1,1,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,22,19,6,5,28,24,52
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,1,3,3,0,4,3,7
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,15,13,0,0,15,13,28
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,8,9,11,10,19,19,38
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,5,2,5,3,10,5,15
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,0,0,3,1,3,1,4
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,28,38,3,2,31,40,71
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,15,19,10,14,25,33,58
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,7,1,2,0,9,1,10
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,1,1,0,0,1,1,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,6,12,6,1,12,13,25
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,5,5,1,1,6,6,12
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,1,0,0,0,1,0,1
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,3,0,2,2,5,2,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-06-01,0,3,2,2,2,5,7
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,0,2,3,2,3,5
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,6,3,0,4,6,10
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,8,5,0,0,8,5,13
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,4,6,8,9,12,21
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,0,2,0,3,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,0,1,2,1,2,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,8,10,0,2,8,12,20
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,4,0,1,1,5,6
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,1,0,2,0,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,1,1,1,2,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,0,3,2,3,2,5
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,7,6,4,1,11,7,18
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,3,0,3,1,4
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,2,2,2,3,5
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,7,5,0,3,7,8,15
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,5,3,3,2,8,5,13
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,6,3,24,16,30,19,49
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,5,4,0,1,5,5,10
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,1,0,0,4,1,5
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,2,2,0,6,2,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,9,9,3,4,12,13,25
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,5,5,11,7,16,12,28
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,1,0,0,2,1,3
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,2,1,1,3,3,6
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,1,0,4,1,5,6
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,6,7,1,2,7,9,16
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,12,14,5,5,17,19,36
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,0,1,0,2,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,1,0,0,1,1,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,5,8,1,2,6,10,16
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,1,0,0,4,1,5
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,0,0,1,0,1,1
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,0,0,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,1,3,2,3,5
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,5,4,0,0,5,4,9
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,0,2,1,2,1,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,1,0,1,3,2,5
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,5,5,6,6,11,11,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,2,0,0,1,2,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,12,9,3,2,15,11,26
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,0,0,1,2,1,3
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,0,0,0,2,0,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,6,5,1,1,7,6,13
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,25,21,1,2,26,23,49
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,7,1,9,5,16,6,22
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,2,0,0,1,2,3
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,1,0,0,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,18,12,2,4,20,16,36
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,1,0,1,4,2,6
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,6,3,3,2,9,5,14
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,1,0,2,0,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,3,1,1,1,4,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,5,6,0,0,5,6,11
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,2,0,0,1,2,3
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,1,0,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,0,0,0,3,0,3
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,2,3,2,4,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,2,3,1,6,3,9
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,5,6,4,10,9,19
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,6,6,5,3,11,9,20
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,28,15,2,1,30,16,46
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,2,3,4,6,6,12
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,81,81,1,1,82,82,164
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,0,0,0,2,0,2
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,1,1,0,2,1,3
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,1,5,0,7,1,8
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,5,1,1,5,6,11
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,14,20,9,8,23,28,51
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,3,0,0,3,3,6
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,2,3,2,3,4,7
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,5,0,0,2,5,7
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,11,17,2,3,13,20,33
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,1,1,2,1,3
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,5,0,0,3,5,8
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,0,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,2,1,1,5,3,8
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,1,0,2,0,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,7,5,3,2,10,7,17
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,30,50,5,8,35,58,93
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,13,14,7,3,20,17,37
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,0,0,3,0,3,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,3,0,2,2,5,7
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,10,5,4,3,14,8,22
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,1,0,1,2,2,4
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,1,0,2,0,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,4,0,0,1,4,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,150,152,67,65,217,217,434
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,2,0,0,1,2,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,1,4,6,6,7,13
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,2,2,4,4,6,10
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,51,36,2,4,53,40,93
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,8,8,0,0,8,8,16
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,8,8,0,2,8,10,18
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,0,2,0,2,0,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,1,0,0,1,1,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,0,1,2,1,2,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,1,13,10,14,11,25
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,4,0,1,1,5,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,3,1,1,2,4,6
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,0,1,0,2,2
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,1,0,1,3,2,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,13,14,4,2,17,16,33
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,6,6,5,10,11,16,27
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,8,11,1,0,9,11,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,0,0,1,0,1
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,0,0,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,3,1,0,4,3,7
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,0,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,0,0,0,2,0,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,0,0,1,0,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,0,0,0,1,1
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,0,0,0,4,0,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,6,4,3,6,9,15
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,2,1,2,2,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,0,1,1,3,1,4
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,1,2,0,5,1,6
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,4,1,1,4,5,9
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,11,3,0,2,11,5,16
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,49,48,9,10,58,58,116
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,106,106,0,1,106,107,213
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,2,1,5,3,7,10
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,4,0,0,3,4,7
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,8,18,4,2,12,20,32
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,1,0,0,1,1,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,3,2,0,5,3,8
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,6,4,1,7,7,14
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,0,1,5,1,5,6
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,2,0,1,4,3,7
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,6,5,0,0,6,5,11
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,2,0,0,1,2,3
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,10,7,5,8,15,15,30
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,1,2,2,2,4
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,5,2,2,5,7,12
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,12,10,1,1,13,11,24
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,24,25,1,1,25,26,51
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,39,43,20,15,59,58,117
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,1,0,1,2,2,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,1,8,2,9,3,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,3,1,0,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,0,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,1,3,3,4,4,8
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,0,6,6,8,6,14
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,1,3,4,4,5,9
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,49,59,5,7,54,66,120
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,5,3,1,7,6,13
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,3,2,5,2,8,10
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,48,30,49,30,79
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,3,3,0,6,3,9
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,7,4,1,6,8,10,18
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,5,0,0,2,5,7
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,1,0,0,1,1,2
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,0,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,9,12,1,3,10,15,25
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,0,0,1,0,1
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,2,0,1,4,3,7
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,1,2,1,3,4
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,4,7,9,11,13,24
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,2,0,4,2,6,8
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,1,1,1,2,3
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,8,3,2,7,10,17
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,4,2,3,2,7,9
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,2,5,6,7,8,15
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,9,10,1,1,10,11,21
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,108,101,13,10,121,111,232
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,3,2,0,4,3,7
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,2,0,0,0,2,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,12,4,1,4,13,8,21
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,3,0,0,0,3,3
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,3,0,2,1,5,6
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,0,3,1,3,4
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,13,4,0,0,13,4,17
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,5,3,8,10,13,13,26
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,18,21,3,1,21,22,43
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,1,6,9,7,10,17
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,4,5,4,3,8,8,16
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,3,2,0,1,3,3,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,10,14,25,16,35,30,65
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,0,3,0,0,0,3,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,1,1,0,0,1,1,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,5,5,10,8,15,13,28
REYES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,2,2,0,0,2,2,4
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-07-01,7,13,0,2,7,15,22
