,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,23,12,2,4,25,16,41
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,6,3,5,7,11,18
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,6,2,2,4,8,12
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,2,3,2,3,5
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,18,18,10,9,28,27,55
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,4,4,0,8,4,12
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,12,9,6,3,18,12,30
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,0,1,0,2,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,3,1,2,2,5,7
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,3,0,0,5,3,8
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,1,0,0,2,1,3
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,11,9,2,3,13,12,25
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,4,1,4,1,8,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,4,0,2,1,6,7
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,4,12,5,16,9,25
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,5,2,1,7,6,13
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,14,19,11,5,25,24,49
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,0,3,0,4,4
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,192,185,3,4,195,189,384
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,4,0,0,1,4,5
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,6,4,5,1,11,5,16
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,4,0,0,3,4,7
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,0,0,0,2,0,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,16,22,10,14,26,36,62
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,2,0,0,0,2,2
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,8,3,2,2,10,5,15
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,10,13,1,0,11,13,24
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,1,1,2,2,3,5
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,12,5,3,3,15,8,23
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,2,2,1,3,3,6
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,14,9,0,0,14,9,23
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,0,1,1,4,1,5
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,6,8,2,1,8,9,17
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,1,2,0,5,1,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,7,11,10,4,17,15,32
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,49,31,7,4,56,35,91
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,21,12,5,6,26,18,44
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,1,2,5,3,6,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,9,4,7,3,16,7,23
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,3,0,0,2,3,5
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,2,3,2,3,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,7,0,0,2,7,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,296,243,145,135,441,378,819
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,2,0,0,1,2,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,0,1,0,2,0,2
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,1,2,2,3,3,6
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,33,32,9,7,42,39,81
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,1,0,0,2,1,3
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,9,2,3,7,12,19
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,6,11,2,1,8,12,20
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,0,1,0,2,0,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,1,1,0,3,1,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,3,0,3,1,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,1,0,0,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,0,9,14,12,14,26
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,1,2,1,2,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,9,3,1,2,10,5,15
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,4,3,2,4,6,10
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,5,10,5,14,10,24
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,39,38,6,7,45,45,90
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,6,4,9,9,15,13,28
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,9,4,1,0,10,4,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,0,2,0,2,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,0,1,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,8,6,0,1,8,7,15
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,0,0,0,2,0,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,1,0,0,1,1,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,3,0,3,0,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,0,1,0,1,1
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,3,0,1,2,4,6
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,5,4,2,9,7,16
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,3,2,3,2,5
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,2,5,1,10,3,13
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,4,2,1,3,5,8
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,7,4,3,2,10,6,16
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,8,2,0,0,8,2,10
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,5,0,1,4,6,10
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,98,79,9,17,107,96,203
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,226,222,16,21,242,243,485
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,1,6,3,8,4,12
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,5,1,0,3,5,8
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,1,1,1,1,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,22,27,14,8,36,35,71
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,1,0,0,4,1,5
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,1,3,1,4,5
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,1,2,2,5,3,8
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,2,1,2,3,4,7
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,3,2,3,2,5
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,10,12,0,1,10,13,23
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,1,0,1,0,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,12,6,0,0,12,6,18
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,5,0,0,3,5,8
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,19,22,11,14,30,36,66
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,2,6,2,6,4,10
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,1,5,5,6,6,12
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,0,0,1,2,1,3
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,16,13,2,3,18,16,34
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,96,82,54,35,150,117,267
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,2,1,2,1,4,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,4,3,4,4,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,1,2,0,3,1,4
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,3,0,3,0,3
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,6,2,5,1,11,3,14
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,3,1,3,2,6,8
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,108,121,3,3,111,124,235
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,12,8,1,2,13,10,23
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,4,5,4,5,9
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,4,75,57,77,61,138
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,3,2,1,6,4,10
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,5,3,2,5,7,12
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,2,2,2,2,4
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,3,1,3,2,5
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,3,0,3,0,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,10,4,0,0,10,4,14
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,2,0,0,2,2,4
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,2,0,0,5,2,7
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,2,6,3,10,5,15
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,1,3,3,4,4,8
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,0,0,0,3,0,3
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,4,0,0,1,4,5
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,1,4,4,6,5,11
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,2,5,3,7,5,12
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,8,12,10,17,18,35
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,14,19,1,0,15,19,34
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,168,147,21,23,189,170,359
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,0,2,2,4,2,6
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,10,4,5,4,15,8,23
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,6,0,1,5,7,12
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,2,5,3,7,5,12
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,0,2,1,4,1,5
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,4,1,0,1,4,5
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,3,0,0,4,3,7
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,5,2,1,4,6,10
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,23,15,4,1,27,16,43
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,2,4,8,8,10,18
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,13,7,10,9,23,16,39
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,8,7,14,16,22,23,45
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,2,0,0,0,2,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,0,0,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,10,4,8,2,18,6,24
REYES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,5,0,0,5,5,10
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,6,9,1,0,7,9,16
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,7,0,1,4,8,12
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,7,6,5,7,12,13,25
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,3,1,1,1,4,5
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,46,61,2,1,48,62,110
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,1,1,1,1,2
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,8,2,10,2,18,4,22
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,2,3,1,6,3,9
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,5,1,4,3,9,12
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,4,4,4,6,8,14
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,0,1,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,1,5,8,10,9,19
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,2,3,4,5,6,11
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,2,1,0,1,2,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,38,28,0,1,38,29,67
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,2,1,2,2,4,6
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,4,10,9,12,13,25
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,8,5,0,4,8,9,17
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,3,4,6,7,9,16
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,12,13,0,7,12,20,32
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,10,18,15,14,25,32,57
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,3,5,3,9,6,15
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,33,33,5,7,38,40,78
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,2,0,0,1,2,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,7,3,0,8,7,15
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,11,11,5,5,16,16,32
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,0,0,0,1,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,5,5,8,10,13,23
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,3,1,4,4,7,11
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,1,2,0,4,1,5
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,0,1,0,4,0,4
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,0,2,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,2,0,2,0,2
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,2,0,0,2,2,4
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,5,1,5,3,10,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,854,918,66,40,920,958,1878
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,2,1,0,4,2,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,4,8,6,13,10,23
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,1,2,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,3,1,2,2,5,7
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,0,0,0,1,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,0,2,0,3,0,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,0,0,3,0,3,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,1,0,3,2,4,6
SENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,1,3,13,6,14,20
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,6,0,0,4,6,10
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,2,0,0,3,2,5
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,1,0,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,18,18,4,1,22,19,41
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,0,1,0,2,0,2
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,1,1,0,4,1,5
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,4,3,4,6,8,14
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,124,138,5,0,129,138,267
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,0,0,0,1,1
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,3,5,5,4,8,9,17
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,3,1,0,1,3,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,7,4,2,4,9,8,17
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,7,3,8,8,15,23
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,1,0,0,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,92,83,5,7,97,90,187
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,3,4,9,8,12,20
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,2,1,1,5,3,8
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,6,7,0,0,6,7,13
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,4,2,3,2,7,9
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,1,1,2,0,3,1,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,5,11,0,0,5,11,16
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,4,3,1,2,5,5,10
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,1,0,1,1,2
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,4,2,4,3,7
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,2,1,0,3,2,4,6
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-07-01,0,1,0,0,0,1,1
