,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,8,2,3,1,11,3,14
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,2,0,0,2,2,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,12,3,3,3,15,6,21
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,21,19,2,1,23,20,43
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,2,4,3,6,5,11
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,0,1,1,1,1,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,6,1,2,0,8,1,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,8,7,0,1,8,8,16
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,3,0,0,0,3,3
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,0,1,3,3,3,6
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,7,0,0,1,7,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,296,297,111,109,407,406,813
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,1,0,1,3,2,5
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,3,1,0,3,3,6
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,1,6,4,9,5,14
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,18,21,4,1,22,22,44
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,2,0,0,1,2,3
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,12,7,4,6,16,13,29
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,3,0,0,3,3,6
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,2,2,4,3,6,9
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,0,0,0,4,0,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,0,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,4,5,5,5,10
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,2,5,3,5,8
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,4,0,1,2,5,7
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,5,0,0,3,5,8
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,6,3,13,8,19,11,30
GUAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,2,0,1,1,3,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,5,1,0,5,5,10
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,11,6,0,3,11,9,20
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,5,2,2,4,7,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,0,0,0,4,0,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,2,0,0,3,2,5
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,2,0,0,2,2,4
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,4,0,0,4,4,8
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,1,1,2,3,3,6
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,1,0,0,2,1,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,0,2,3,2,3,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,3,1,4,1,5
ICLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,1,3,0,7,1,8
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,6,3,3,4,9,7,16
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,0,0,0,3,0,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,9,5,2,4,11,9,20
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,3,2,3,9,6,15
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,2,0,0,4,2,6
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,6,5,1,1,7,6,13
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,11,26,0,1,11,27,38
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,23,34,22,24,45,58,103
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,293,265,5,5,298,270,568
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,2,3,3,4,5,9
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,5,10,0,1,5,11,16
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,1,0,0,1,1,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,3,0,0,2,3,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,4,1,0,5,4,9
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,1,0,0,0,1,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,1,0,1,1,2,3
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,1,1,0,2,1,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,2,1,6,3,8,11
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,2,7,3,7,10
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,1,1,1,8,2,10
MALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,1,3,1,3,2,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,11,6,0,1,11,7,18
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,7,0,0,7,7,14
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,6,4,3,6,9,15
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,8,9,5,13,13,26
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,8,3,6,3,14,6,20
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,1,3,0,7,1,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,9,3,1,7,10,17
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,24,26,22,24,46,50,96
MORO MORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,0,1,3,1,3,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,2,6,1,10,3,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,0,0,1,0,1
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,0,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,7,2,2,5,9,14
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,4,2,1,6,5,11
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,3,5,0,6,3,9
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,118,132,50,32,168,164,332
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,9,7,1,3,10,10,20
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,3,7,8,8,11,19
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,1,3,2,5,3,8
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,5,6,3,9,8,15,23
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,15,16,0,2,15,18,33
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,3,1,0,3,3,6
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,1,0,0,2,1,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,6,12,3,2,9,14,23
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,1,0,2,0,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,5,2,0,0,5,2,7
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,6,8,7,10,13,23
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,5,7,3,9,8,17
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,6,2,2,6,8,14
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,2,1,1,8,3,11
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,4,0,0,4,4,8
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,5,5,3,8,8,13,21
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,1,2,3,4,4,8
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,10,0,0,3,10,13
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,117,122,13,7,130,129,259
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,4,2,1,3,5,8
PUCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,2,0,0,1,2,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,8,8,5,7,13,15,28
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,3,1,0,2,3,5
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,1,1,1,4,2,6
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,2,0,0,1,2,3
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,5,0,0,0,5,0,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,2,0,0,0,2,2
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,0,3,2,5,2,7
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,9,4,3,11,12,23
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,4,6,8,7,12,19
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,11,10,3,1,14,11,25
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,37,37,50,50,87,87,174
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,4,1,0,4,4,8
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,0,2,0,4,0,4
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,0,0,0,4,0,4
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,6,8,11,8,17,16,33
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,6,7,0,0,6,7,13
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,19,12,0,0,19,12,31
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,8,0,0,0,8,0,8
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,8,8,0,0,8,8,16
SABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,2,1,1,2,3,5
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,76,60,14,11,90,71,161
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,1,3,2,4,3,7
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,1,7,0,8,1,9
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,5,5,0,1,5,6,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,6,3,6,3,12,6,18
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,4,3,3,5,7,12
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,1,0,1,0,2,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,5,3,0,2,5,5,10
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,4,1,0,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,0,1,3,4,3,7
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,1,2,2,2,3,5
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,4,6,4,13,8,21
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,9,19,17,12,26,31,57
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,4,2,0,3,4,7
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,0,2,4,2,4,6
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,4,7,4,14,8,22
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,13,7,10,8,23,15,38
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,5,6,1,0,6,6,12
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,3,0,0,3,3,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,1,0,1,0,2,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,14,16,5,1,19,17,36
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,2,5,8,7,10,17
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,9,13,5,6,14,19,33
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,21,10,9,12,30,22,52
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,5,1,0,0,5,1,6
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,0,2,2,2,2,4
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,1,0,0,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,1,2,1,9,2,11
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,10,10,10,8,20,18,38
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,1,0,1,4,2,6
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,2,1,0,2,2,4
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,1,1,2,1,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,0,2,1,2,3
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,0,0,1,4,1,5
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,2,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,213,189,14,13,227,202,429
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,1,0,1,0,2,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,6,9,0,1,6,10,16
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,1,1,1,3,2,5
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,3,2,1,4,4,8
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,2,2,0,2,2,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,0,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,0,1,2,4,2,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,1,0,2,0,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,3,2,3,6,6,12
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,2,7,5,8,7,15
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,9,6,3,0,12,6,18
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,5,6,3,2,8,8,16
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,2,0,0,1,2,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,30,26,12,5,42,31,73
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,1,1,1,1,2,3
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,0,2,2,4,2,6
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,9,4,4,3,13,7,20
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,110,141,2,2,112,143,255
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,3,0,0,2,3,5
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,1,8,4,8,5,13
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,0,1,2,1,2,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,11,7,6,8,17,15,32
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,6,8,6,10,12,22
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,4,1,0,2,4,6
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,2,1,2,8,4,12
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,71,68,6,9,77,77,154
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,2,7,9,14,11,25
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,6,7,4,2,10,9,19
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,5,2,1,9,6,15
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,10,1,3,6,13,7,20
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,2,1,3,3,5,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,15,12,6,2,21,14,35
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,5,4,2,6,7,10,17
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,4,1,2,1,6,7
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,1,1,2,1,3
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,1,0,0,1,1,2
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,6,7,5,4,11,11,22
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,8,4,5,2,13,6,19
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,2,7,7,9,9,18
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,4,3,1,10,5,15
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,0,0,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,19,13,26,17,45,30,75
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,21,30,6,4,27,34,61
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,2,0,3,0,3
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,1,0,2,3,3,6
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,3,1,0,3,3,6
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,3,0,9,4,12,4,16
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,0,0,3,0,3,0,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,13,18,0,1,13,19,32
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,1,0,2,0,2
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,11,8,1,2,12,10,22
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,24,25,12,12,36,37,73
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,1,0,4,6,5,6,11
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,4,7,1,4,5,11,16
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,7,10,4,5,11,15,26
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-06-01,2,2,1,1,3,3,6
