,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,2,2,2,2,4
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,3,2,0,0,3,2,5
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,2,2,1,0,3,2,5
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,2,2,0,0,2,2,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,2,1,0,2,2,4
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,2,1,2,1,3
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,3,0,4,3,7,3,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,14,14,18,19,32,33,65
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,1,0,0,1,1,2
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,2,0,2,0,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,0,0,1,0,1
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,0,0,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,1,1,1,1,2
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,0,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,0,0,1,0,1
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,2,2,1,3,3,6
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,2,0,1,0,3,0,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,4,0,0,1,4,5
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,2,1,0,2,2,3,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,0,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,1,1,1,2
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,1,0,0,1,1,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,1,0,0,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,1,0,0,1,1,2
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,1,0,0,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,0,2,0,2,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,2,1,2,1,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,3,1,0,0,3,1,4
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,2,0,0,0,2,0,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,1,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,3,7,3,0,6,7,13
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,0,1,0,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,1,0,0,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,2,4,0,0,2,4,6
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,3,0,0,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,2,6,8,3,10,9,19
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,0,2,0,2,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,1,0,0,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,2,1,2,0,4,1,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,2,1,3,1,4
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,0,1,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,0,1,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,2,2,2,1,4,3,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,4,1,3,1,7,2,9
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,1,0,2,0,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,0,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,1,3,2,3,5
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,4,2,0,0,4,2,6
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,1,0,0,0,1,1
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,7,1,8,1,9
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,4,2,0,3,4,7
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,0,1,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,2,0,0,1,2,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,4,2,1,3,5,8
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,2,0,0,1,2,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,1,1,0,2,1,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,3,2,1,1,4,3,7
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,2,0,1,0,3,0,3
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,1,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,3,4,2,0,5,4,9
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,2,1,0,0,2,1,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,1,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,2,1,2,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,0,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,0,1,0,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,0,1,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,1,3,2,3,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,36,29,20,24,56,53,109
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,1,1,2,1,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,3,0,0,0,3,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,1,0,0,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,1,1,0,2,1,3
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,1,1,1,1,2
TAHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,1,0,1,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,8,5,8,5,13
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,1,0,2,1,3,1,4
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,2,0,0,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,4,0,1,1,5,1,6
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,2,3,3,3,5,6,11
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,2,0,0,0,2,0,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-09-01,0,0,0,1,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,2,0,0,1,2,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,2,0,0,1,2,3
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,0,1,0,2,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,0,1,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,3,0,0,0,3,0,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,5,1,5,1,6
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,1,1,1,1,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,3,0,0,0,3,0,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,2,0,1,0,3,0,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,2,1,0,2,2,3,5
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,2,2,3,2,5
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,19,15,14,16,33,31,64
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,1,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,2,2,3,3,5,8
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,0,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,3,2,0,0,3,2,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,12,13,8,12,20,25,45
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,1,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,3,3,2,2,5,5,10
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,2,10,3,11,5,16
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,1,0,0,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,2,1,0,0,2,1,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,6,3,2,2,8,5,13
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,1,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,3,0,0,1,3,4
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,8,7,6,5,14,12,26
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,1,9,5,10,6,16
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,2,0,2,2
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,0,0,1,0,1
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,2,1,0,0,2,1,3
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,2,0,0,1,2,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,4,8,0,0,4,8,12
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,5,2,0,0,5,2,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,2,2,2,6,4,8,12
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,0,1,1,1,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,5,4,5,6,10,10,20
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,1,0,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,5,3,1,0,6,3,9
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,2,0,0,0,2,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,7,11,7,11,18
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,2,0,0,1,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,25,40,18,26,43,66,109
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,1,0,0,1,1,2
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,1,1,1,1,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,1,1,1,2,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,3,1,0,1,3,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,3,6,3,0,6,6,12
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,0,0,1,0,1
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,1,0,2,0,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,2,1,1,1,3,2,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,1,0,2,1,3,4
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,4,2,0,0,4,2,6
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,1,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,1,0,1,1,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,2,0,0,1,2,3
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,2,2,0,2,2,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,2,1,0,2,2,3,5
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,5,18,0,1,5,19,24
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,0,0,1,0,1,0,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-10-01,1,0,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,3,0,0,0,3,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,1,1,0,2,1,3
AZURDUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,1,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,0,1,0,1,1
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,2,2,7,4,9,6,15
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,2,1,0,0,2,1,3
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,1,1,1,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,1,0,2,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,1,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,1,1,2,2,3,5
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,19,14,3,1,22,15,37
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,3,0,2,2,5,2,7
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,2,1,2,1,3
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,1,1,1,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,0,1,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,1,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,12,17,19,15,31,32,63
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,4,1,0,1,4,2,6
