,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,17,18,11,13,28,31,59
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,15,22,0,0,15,22,37
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,7,14,10,18,17,35
ALALAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,0,0,5,1,5,6
ALCALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,0,4,1,4,1,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,5,0,4,2,9,2,11
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,2,1,0,3,2,5
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,0,0,2,3,2,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,0,0,2,1,2,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,0,0,1,0,1,1
APOLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,11,16,5,2,16,18,34
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,1,2,1,3,2,5
ARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,2,0,0,1,2,3
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,9,6,3,6,12,12,24
ARQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,6,8,1,4,7,12,19
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,26,35,6,4,32,39,71
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,12,11,3,3,15,14,29
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,2,0,0,2,2,4
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,2,2,3,4,5,9
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,5,1,1,4,6,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,6,13,6,17,12,29
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,3,4,3,7,6,13
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,8,7,0,1,8,8,16
BAURES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,1,1,1,1,2,3
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,0,2,0,2,0,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,0,3,5,4,5,9
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,26,24,1,0,27,24,51
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,14,11,4,11,18,22,40
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,1,1,3,3,4,7
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,1,2,1,2,2,4
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,3,0,2,3,5,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,13,8,1,1,14,9,23
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,7,14,24,16,31,30,61
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,2,1,0,5,2,7
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,2,5,5,7,7,14
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,15,25,0,0,15,25,40
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,1,0,1,0,2,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,5,4,0,0,5,4,9
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,10,1,2,4,12,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,1,0,0,2,1,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,22,34,2,3,24,37,61
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,22,13,2,2,24,15,39
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,1,0,0,4,1,5
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,9,7,8,5,17,12,29
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,32,23,4,2,36,25,61
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,6,4,17,14,23,18,41
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,1,0,0,1,1,2
CATACORA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,3,2,1,2,4,6
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,1,1,1,3,2,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,12,15,1,6,13,21,34
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,7,2,2,2,9,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,11,11,26,25,37,36,73
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,1,0,1,0,2,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,7,8,5,3,12,11,23
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,18,15,8,5,26,20,46
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,3,0,1,2,4,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,12,13,4,6,16,19,35
CHUMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,3,3,5,6,8,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,4,7,3,8,7,15
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,5,4,3,2,8,6,14
CLIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,16,6,5,6,21,12,33
COBIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,65,40,7,8,72,48,120
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,8,4,7,12,15,16,31
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,423,393,11,4,434,397,831
COIPASA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,0,1,0,2,0,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,32,23,0,0,32,23,55
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,10,10,8,1,18,11,29
COLLANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,1,2,1,4,2,6
COLOMI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,8,10,1,5,9,15,24
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,5,5,0,3,5,8,13
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,15,4,18,15,33,19,52
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,2,1,1,4,3,7
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,11,3,13,5,24,8,32
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,1,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,27,24,0,1,27,25,52
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,11,7,1,1,12,8,20
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,0,1,2,4,2,6
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,9,15,0,0,9,15,24
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,5,1,1,0,6,1,7
COROICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,7,3,4,4,11,7,18
CORQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,10,3,0,0,10,3,13
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,12,9,2,3,14,12,26
COTOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,59,59,12,10,71,69,140
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,24,26,6,2,30,28,58
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,0,5,7,5,7,12
CUEVO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,0,3,5,5,5,10
CULPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,6,5,17,7,23,30
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,2,1,0,2,2,4
CURVA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,2,1,1,2,3,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,5,1,1,5,6,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,321,342,129,143,450,485,935
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,4,1,0,2,4,6
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,6,6,1,4,7,10,17
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,1,7,11,8,12,20
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,55,53,2,4,57,57,114
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,1,0,0,3,1,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,11,8,0,0,11,8,19
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,38,43,0,6,38,49,87
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,1,3,3,5,4,9
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,0,0,1,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,2,0,0,2,2,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,1,0,0,0,1,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,0,0,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,5,14,10,18,15,33
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,3,16,13,18,16,34
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,11,8,2,3,13,11,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,2,1,6,3,8,11
GUANAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,1,7,7,11,8,19
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,3,0,0,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,15,19,15,16,30,35,65
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,13,8,1,5,14,13,27
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,8,10,1,2,9,12,21
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,0,3,2,5,2,7
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,13,4,5,6,18,10,28
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,4,0,0,2,4,6
HUARINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,2,2,2,3,4,7
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,2,0,2,1,4,5
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,3,0,0,0,3,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,3,0,0,2,3,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,0,0,0,2,0,2
ICLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,4,3,0,6,4,10
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,2,2,7,6,9,15
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,0,2,5,4,5,9
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,6,2,11,8,17,10,27
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,7,6,4,6,11,12,23
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,1,2,1,4,2,6
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,9,8,1,0,10,8,18
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,30,25,10,7,40,32,72
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,92,94,23,20,115,114,229
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,248,253,21,42,269,295,564
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,1,5,4,6,5,11
LAJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,11,4,1,2,12,6,18
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,14,10,16,15,30,25,55
LLICA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,0,0,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,7,2,3,5,10,15
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,5,1,1,3,6,9
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,2,0,0,0,2,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,3,3,1,5,4,9
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,0,17,10,17,10,27
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,10,11,0,0,10,11,21
MALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,1,2,2,2,3,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,5,7,4,2,9,9,18
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,7,6,0,2,7,8,15
MINEROS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,18,16,12,8,30,24,54
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,5,6,18,10,23,16,39
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,4,4,5,6,9,15
MOJINETE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,6,7,0,0,6,7,13
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,17,13,1,2,18,15,33
MONTERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,133,117,34,39,167,156,323
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,2,1,3,1,5,6
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,4,6,10,10,14,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,0,4,2,5,2,7
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,0,0,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,5,4,4,8,9,17
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,9,10,8,14,17,31
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,2,8,11,10,13,23
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,142,138,25,19,167,157,324
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,4,5,2,9,6,15
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,1,10,5,11,6,17
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,16,17,47,37,63,54,117
PALCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,9,1,7,9,16,10,26
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,7,17,8,6,15,23,38
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,2,0,1,1,3,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,9,2,1,2,10,4,14
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,2,3,1,4,3,7
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,1,0,1,1,2,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,18,17,5,3,23,20,43
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,5,1,1,3,6,4,10
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,5,3,0,2,5,5,10
POCOATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,3,14,8,18,11,29
POCONA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,2,7,4,11,6,17
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,2,0,0,1,2,3
POOPO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,1,3,1,5,2,7
PORCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,0,0,0,1,0,1
POROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,8,6,9,5,17,11,28
PORONGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,3,14,7,17,10,27
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,13,27,1,1,14,28,42
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,0,2,0,3,0,3
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,2,0,0,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,77,69,0,0,77,69,146
PRESTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,3,2,6,4,9,13
PUCARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,0,0,0,2,0,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,22,14,7,1,29,15,44
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,0,1,2,5,2,7
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,6,3,4,2,10,5,15
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,2,8,2,12,4,16
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,3,0,0,1,3,4
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,3,1,1,2,4,6
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,0,4,4,4,4,8
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,63,41,6,11,69,52,121
PUNA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,3,7,16,11,19,30
PUNATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,10,7,8,7,18,14,32
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,2,1,0,2,2,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,64,71,72,63,136,134,270
QUIME,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,8,10,1,1,9,11,20
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,2,0,0,1,2,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,3,2,0,6,3,9
RAVELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,12,6,6,11,18,17,35
REYES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,2,0,0,0,2,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,142,124,30,36,172,160,332
ROBORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,9,10,3,5,12,15,27
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,7,1,7,12,14,13,27
SABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,2,0,1,0,3,3
SACABA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,87,111,11,9,98,120,218
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,0,2,1,4,1,5
SACACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,6,10,11,11,17,21,38
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,1,2,0,0,1,2,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,5,2,3,2,8,4,12
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,3,4,3,4,6,8,14
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,9,10,4,5,13,15,28
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,0,0,2,1,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,4,0,0,1,4,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,5,4,2,4,7,8,15
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,2,4,0,0,2,4,6
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,18,23,13,13,31,36,67
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,7,5,1,3,8,8,16
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-08-01,9,7,13,13,22,20,42
