,group,variable,month,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,7,2,9
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,2,2
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,0,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,4,3,7
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,6,5,11
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,5,4,9
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,3,2,5
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,2,3,5
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,7,9,16
YAMPARAEZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,1,1
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,2,2
ACHACACHI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,0,1,1
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,5,6,11
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,7,1,8
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,10,11,21
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,9,4,13
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,3,3,6
CARAPARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,0,1,1
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,2,3
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,21,12,33
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,44,26,70
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
COLQUIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,0,1,1
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,0,1,1
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,2,0,2
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,8,7,15
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,16,11,27
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,4,1,5
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,0,1,1
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,2,1,3
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,49,27,76
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,6,2,8
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,0,2,2
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,2,1,3
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,8,8,16
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,29,21,50
OCURI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,7,4,11
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,0,1,1
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,3,0,3
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,5,5,10
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,42,29,71
PUERTO SILES,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,1,2
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,2,2,4
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,3,2,5
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,14,9,23
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,6,2,8
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,3,6,9
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,4,1,5
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,2,0,2
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,4,0,4
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,2,2,4
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,3,3,6
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,21,17,38
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,3,4
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,2,3
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,4,5
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,4,3,7
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,127,81,208
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,1,2
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,7,8,15
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,2,0,2
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,61,39,100
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,3,2,5
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,18,16,34
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,0,1,1
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,3,2,5
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,5,3,8
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,0,1,1
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,2,1,3
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,4,6,10
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,6,5,11
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,5,2,7
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
VITICHI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,2,0,2
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,1,0,1
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,9,5,14
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-09-01,0,1,1
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,0,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,14,7,21
BAURES,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,0,1,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,4,1,5
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,5,0,5
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,8,8,16
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,6,3,9
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,3,4
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,6,2,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,0,1,1
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,0,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,18,11,29
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,49,57,106
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,2,0,2
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,0,1
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,6,7
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,0,1,1
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,4,3,7
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,33,22,55
ESCOMA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,2,3,5
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,6,2,8
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,2,3
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,34,34,68
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,6,4,10
MOJOCOYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,2,0,2
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,5,1,6
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,2,3
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,8,6,14
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,0,2,2
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,4,3,7
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,26,14,40
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,0,2,2
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,7,1,8
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,5,6,11
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,15,1,16
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,5,4,9
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,4,3,7
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,3,6,9
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,3,2,5
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,0,1,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,1,2
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,0,1
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,2,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,29,16,45
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,1,2
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,5,3,8
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,0,1,1
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,2,0,2
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,180,106,286
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,0,1,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,13,6,19
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,0,1
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,46,40,86
TAPACARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,2,0,2
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,2,1,3
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,14,4,18
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,0,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,8,5,13
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,2,3
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,0,1
VIACHA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,1,2
VILA VILA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,2,0,2
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,6,6,12
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,11,10,21
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,2,3,5
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,1,2
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,1,4,5
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,13,9,22
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-10-01,12,5,17
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,10,13,23
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,1,2
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,6,5,11
BETANZOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,0,1,1
BOYUIBE,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,0,1
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,0,2,2
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,5,6,11
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,3,1,4
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,5,1,6
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,17,3,20
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,27,19,46
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,1,2
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,2,3,5
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,0,1,1
COTAGAITA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,0,1,1
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,0,1
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,40,19,59
EL PUENTE(TJA),diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,8,10,18
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,0,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,5,5,10
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,0,2,2
HUACHACALLA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,8,3,11
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,26,22,48
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,3,2,5
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,1,2
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,3,4
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,57,65,122
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,12,8,20
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,0,1
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,0,1,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,5,3,8
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,23,11,34
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,4,1,5
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,3,2,5
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,3,2,5
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,11,10,21
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,5,6
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,3,0,3
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,2,4,6
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,3,4
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,0,1,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,2,3,5
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,8,5,13
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,2,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,25,12,37
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,0,1,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,8,6,14
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,2,1,3
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,2,3,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,217,151,368
SANTA ROSA DEL SARA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,0,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,14,11,25
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,0,1
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,34,36,70
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,2,0,2
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,14,8,22
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,0,1,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,6,5,11
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,1,2
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,4,5
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,2,1,3
VIACHA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,0,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,5,5,10
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,5,11,16
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,1,1,2
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,0,2,2
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,3,8,11
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,15,16,31
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-11-01,6,7,13
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,8,6,14
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,0,1,1
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,2,0,2
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,0,4,4
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,0,1,1
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,4,4,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,0,1,1
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,3,4
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,7,6,13
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,31,32,63
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,4,0,4
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,0,1,1
CUATRO CAÑADAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,1,2
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,81,71,152
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,3,2,5
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,2,3
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,33,20,53
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,2,1,3
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,3,0,3
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,18,19,37
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,5,5,10
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,0,2,2
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,5,4,9
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,12,10,22
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,3,1,4
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,4,4,8
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,3,0,3
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,10,6,16
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,1,2
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,6,6,12
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,3,1,4
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,3,0,3
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,2,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,17,10,27
SAN JAVIER(STC),diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,0,1,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,2,1,3
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,2,0,2
SAN RAMON BENI,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,0,1,1
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,1,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,163,155,318
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
SANTA ROSA DEL SARA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,0,1,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,4,4,8
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,0,1,1
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,27,23,50
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,0,1,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,5,5,10
TOMINA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,1,2
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,3,2,5
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,4,4,8
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,1,2
VILA VILA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,2,0,2
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,5,2,7
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,4,4,8
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,3,2,5
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,5,7,12
YAMPARAEZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,1,0,1
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,2,6,8
YOCALLA,diagnostico de egreso,neumonias en menores de 5 anos,2011-12-01,0,1,1
