,group,variable,month,OTROS EN MENORES DE 5 AÑOS CANTIDAD,OTROS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,2,3
BAURES,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,0,1,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,228,260,488
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,13,11,24
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,20,14,34
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,8,11,19
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,21,1,22
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,10,3,13
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,6,2,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,1,2
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,0,1,1
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,58,66,124
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,205,183,388
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,13,13,26
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,0,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,4,0,4
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,0,1
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,0,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,146,148,294
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,29,20,49
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,2,3,5
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,6,6,12
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,518,617,1135
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,4,5,9
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,3,0,3
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,3,4
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,11,8,19
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,76,72,148
ORURO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,43,29,72
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,4,4,8
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,2,3
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,78,69,147
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,56,38,94
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,3,1,4
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,17,10,27
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,16,15,31
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,21,26,47
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,16,22,38
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,1,2
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,12,7,19
SACABA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,32,38,70
SACACA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,0,1
SAMAIPATA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,0,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,2,1,3
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,2,3,5
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,3,0,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,53,35,88
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,0,3,3
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,6,4,10
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,0,1,1
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,11,10,21
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,0,1,1
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,0,2,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,2,1,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,823,434,1257
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,1,2
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,13,12,25
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,2,0,2
SORATA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,0,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,89,89,178
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,0,1
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,73,53,126
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,0,1
TIPUANI,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,0,1,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,22,132,154
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2011-09-01,0,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,47,25,72
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,6,7,13
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,2,1,3
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,6,7,13
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,11,9,20
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,13,15,28
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,13,7,20
VINTO,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,0,1,1
VITICHI,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,0,1
WARNES,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,4,8,12
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,27,22,49
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,3,4,7
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,12,15,27
AZURDUY,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,1,1,2
BAURES,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,0,2,2
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,211,181,392
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,0,1,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,14,14,28
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,21,20,41
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,10,5,15
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,5,3,8
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,5,5,10
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2011-10-01,2,1,3
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,101,87,188
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,455,415,870
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,22,10,32
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,1,1,2
COROICO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,3,2,5
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,2,2,4
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,117,163,280
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,4,3,7
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,3,0,3
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,36,29,65
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,22,26,48
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,6,5,11
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2011-10-01,0,2,2
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,370,545,915
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,4,3,7
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,0,2,2
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,0,1,1
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,4,10,14
ORURO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,47,33,80
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,6,3,9
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,45,47,92
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,55,35,90
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,2,3,5
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,7,12,19
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,23,14,37
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,46,26,72
REYES,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,7,0,7
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,22,16,38
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,3,1,4
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,11,10,21
SACABA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,27,22,49
SACACA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,1,1,2
SAMAIPATA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,1,2,3
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,1,1,2
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,2,0,2
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,2,0,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,57,68,125
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,13,10,23
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,2,6,8
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,2,1,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,745,470,1215
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,2,0,2
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,5,11,16
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,130,72,202
TAPACARI,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,31,14,45
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,1,5,6
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,73,50,123
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,1,0,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,13,24,37
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,37,33,70
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,6,14,20
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,1,0,1
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,6,12,18
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,16,11,27
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,20,18,38
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,9,10,19
WARNES,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,6,3,9
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,24,21,45
YAMPARAEZ,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,1,0,1
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2011-10-01,4,4,8
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,18,13,31
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,0,2,2
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,222,204,426
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,3,0,3
BUENA VISTA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,0,1,1
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,25,18,43
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,4,5
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,8,6,14
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,3,7,10
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,11,7,18
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2011-11-01,2,2,4
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,1,2
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,99,53,152
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,135,134,269
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,11,17,28
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,2,1,3
COROICO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,8,9
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,0,1,1
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,4,8,12
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,126,118,244
EL PUENTE(TJA),diagnostico de egreso,otros en menores de 5 anos,2011-11-01,3,2,5
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,0,1
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,1,2
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,26,33,59
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,18,28,46
HUACHACALLA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,0,1
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,6,5,11
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,358,518,876
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,3,8,11
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,15,6,21
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,103,83,186
ORURO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,43,27,70
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,4,7,11
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,66,63,129
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,52,42,94
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,4,1,5
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,15,7,22
PUNA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,0,2,2
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,9,7,16
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,6,4,10
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,33,22,55
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,5,4,9
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,9,7,16
SACABA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,10,14,24
SACACA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,0,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,0,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,4,1,5
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,3,0,3
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,2,3,5
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,69,61,130
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,3,0,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,7,12,19
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,4,5,9
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,0,1
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,0,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,4,1,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,688,368,1056
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,8,9,17
SORATA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,0,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,147,87,234
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,3,3,6
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,69,59,128
TIPUANI,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,1,2
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,21,25,46
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,0,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,47,20,67
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,12,11,23
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,4,2,6
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,15,4,19
VIACHA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,0,1
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,19,11,30
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,20,19,39
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,9,8,17
VINTO,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,2,2,4
WARNES,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,3,7,10
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,21,29,50
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,12,2,14
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2011-11-01,1,2,3
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,15,14,29
AZURDUY,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,1,0,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,162,121,283
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,15,11,26
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,25,34,59
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,1,2,3
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,5,3,8
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,7,3,10
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,3,2,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2011-12-01,1,1,2
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,7,6,13
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,44,56,100
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,407,361,768
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,12,6,18
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,1,8,9
COROICO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,3,7,10
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,146,126,272
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,3,5,8
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,1,3,4
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,32,25,57
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,29,19,48
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,1,0,1
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,8,3,11
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,398,529,927
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,10,5,15
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,0,1,1
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,9,6,15
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,72,58,130
ORURO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,18,15,33
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,2,4,6
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,2,0,2
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,1,1,2
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,53,24,77
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,39,31,70
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,4,1,5
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,15,17,32
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,25,7,32
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,27,25,52
REYES,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,1,0,1
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,30,29,59
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,4,0,4
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,7,2,9
SACABA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,24,25,49
SACACA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,1,0,1
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,5,4,9
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,0,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,35,37,72
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,2,0,2
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,5,2,7
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,0,1,1
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,0,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,0,1,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,2,2,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,795,1247,2042
SANTA ROSA DEL SARA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,0,2,2
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,6,6,12
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,120,89,209
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,3,3,6
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,86,73,159
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,18,13,31
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2011-12-01,1,0,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,23,46,69
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,22,18,40
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,3,1,4
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,9,3,12
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,7,9,16
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,9,18,27
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,11,12,23
VINTO,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,1,0,1
WARNES,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,3,1,4
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,36,30,66
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2011-12-01,6,13,19
