,group,variable,month,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,2,3
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,9,14,23
SAN LORENZO(PND),diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,0,2,2
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,0,1,1
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,0,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,2,1,3
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,14,12,26
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,2,1,3
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,1,2
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,1,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,192,126,318
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,2,3
SENA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,1,2
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,6,8,14
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,3,4
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,38,25,63
TAPACARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,9,2,11
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,13,10,23
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,0,1,1
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,2,3
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,0,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,49,28,77
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,12,6,18
URUBICHA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,0,4,4
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,0,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,2,1,3
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,3,5,8
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,12,13
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,2,3,5
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,4,2,6
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,5,3,8
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,21,13,34
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,3,3,6
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,8,2,10
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,4,5
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,0,1,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,24,15,39
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,7,1,8
CABEZAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,0,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,6,5,11
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,4,3,7
CARAPARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,2,4
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,3,5
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,0,2
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,0,2,2
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,37,27,64
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,56,68,124
COLQUIRI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,0,1
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,0,1
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,1,3
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,1,3
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,5,1,6
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,49,33,82
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,0,2
ENTRE RIOS TRJ,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,0,1
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,12,6,18
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,38,16,54
GUTIERREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,0,1,1
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,3,4,7
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,0,2
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,36,40,76
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,4,3,7
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,5,2,7
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,1,3
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,10,7,17
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,5,3,8
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,37,31,68
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,22,23,45
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,0,1
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,4,1,5
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,0,2,2
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,5,9,14
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,35,28,63
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,3,2,5
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,3,3,6
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,3,5
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,28,36,64
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,17,7,24
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,2,3
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,7,2,9
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,3,6,9
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,0,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,5,7,12
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,4,2,6
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,5,2,7
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,14,9,23
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,2,4
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,0,2
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,18,15,33
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,3,4,7
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,1,2
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,4,1,5
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,3,1,4
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,1,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,310,216,526
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,1,2
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,8,11,19
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,1,2
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,27,23,50
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,0,1
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,5,6,11
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,1,2
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,2,3
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,0,1,1
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,0,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,26,25,51
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,1,3
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,1,0,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,3,5,8
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,11,16,27
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,7,7,14
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,0,2,2
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,2,2,4
VITICHI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,4,2,6
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,4,9,13
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,30,21,51
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2011-09-01,12,2,14
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,3,4,7
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,20,14,34
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,3,0,3
CABEZAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,1,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,2,2,4
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,4,4,8
CARAPARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,5,5
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,4,1,5
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,5,5,10
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,1,0,1
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,32,34,66
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,140,89,229
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,2,2
COLOMI,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,1,1,2
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,2,3,5
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,1,1,2
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,2,0,2
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,60,52,112
ESCOMA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,4,4,8
EXALTACION,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,3,6,9
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,2,3,5
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,17,25,42
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,2,1,3
ICLA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,2,0,2
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,1,1
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,36,32,68
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,3,4,7
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,1,1
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,1,0,1
MOJOCOYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,8,0,8
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,2,2,4
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,3,0,3
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,23,28,51
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,1,1,2
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,5,2,7
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,7,8,15
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,21,15,36
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,4,4,8
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,1,0,1
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,3,3,6
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,22,12,34
RAVELO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,2,0,2
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,5,1,6
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,7,13,20
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,2,0,2
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,6,7,13
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,3,8,11
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,1,1
SAMAIPATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,1,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,3,4,7
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,3,1,4
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,1,1,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,15,9,24
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,1,3,4
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,21,26,47
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,3,1,4
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,7,4,11
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,253,156,409
SANTA ROSA DEL SARA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,1,1
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,5,4,9
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,26,25,51
TAPACARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,6,1,7
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,2,0,2
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,5,3,8
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,1,0,1
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,1,1
TOMINA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,4,4
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,16,13,29
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,2,1,3
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,3,6,9
VIACHA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,1,0,1
VILA VILA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,8,5,13
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,4,2,6
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,16,9,25
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,3,0,3
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,0,5,5
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,10,7,17
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,12,19,31
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2011-10-01,10,3,13
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,0,1
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,6,2,8
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,0,2,2
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,32,23,55
BETANZOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,0,1,1
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,0,2,2
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,8,7,15
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,4,5
CARAPARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,2,0,2
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,3,1,4
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,0,2,2
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,4,7,11
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,0,1,1
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,3,2,5
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,26,21,47
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,56,45,101
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,3,3,6
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,0,1
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,3,0,3
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,37,43,80
EL PUENTE(TJA),diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,2,1,3
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,4,6,10
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,7,11,18
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,21,16,37
HUACHACALLA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,0,3,3
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,0,2,2
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,35,44,79
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,2,1,3
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,1,2
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,4,5
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,120,107,227
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,21,34,55
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,3,2,5
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,2,2,4
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,8,6,14
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,7,6,13
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,2,1,3
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,6,7
PUNA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,0,1
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,4,2,6
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,11,9,20
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,4,5,9
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,3,2,5
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,6,4,10
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,14,6,20
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,0,1,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,2,3
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,10,5,15
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,14,18,32
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,1,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,2,3,5
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,22,18,40
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,0,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,1,2
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,16,18,34
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,0,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,4,4,8
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,246,155,401
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,7,8,15
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,0,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,15,17,32
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,3,6,9
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,0,1
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,2,1,3
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,5,2,7
TOMINA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,2,3,5
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,1,2
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,29,16,45
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,3,2,5
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,0,3,3
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,1,0,1
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,2,1,3
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,8,7,15
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,3,1,4
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,2,5,7
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,5,4,9
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,14,11,25
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2011-11-01,6,7,13
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,0,1,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,34,29,63
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,7,3,10
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,4,0,4
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,4,5
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,2,3
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,15,13,28
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,101,80,181
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,3,0,3
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,0,1,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,1,2
CUATRO CAÑADAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,69,51,120
EL PUENTE(TJA),diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,3,0,3
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,2,2,4
