,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,15,6,2,0,23
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,22,20,13,13,68
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,3,3,1,0,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,1,3,0,0,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,0,0,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,9,10,0,1,20
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,6,2,0,0,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,8,11,0,1,20
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,19,18,2,5,44
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,1534,1382,6,6,2928
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,5,0,0,0,5
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,12,17,3,0,32
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,3,2,1,2,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,1,7,4,3,15
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,1,2,1,2,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,2,4,0,0,6
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,5,5,0,0,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,3,2,1,2,8
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,9,7,4,2,22
SENA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,2,2,1,2,7
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,24,22,2,2,50
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,10,11,3,3,27
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,1,1,0,2,4
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,34,28,3,1,66
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,1,0,2,3,6
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,2,8,2,1,13
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,12,7,9,5,33
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,275,271,1,6,553
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,0,0,0,1,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,2,2,1,0,5
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,3,4,1,3,11
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,4,1,1,4,10
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,8,15,9,2,34
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,4,11,5,7,27
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,3,1,1,2,7
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,5,6,1,1,13
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,186,197,5,10,398
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,8,10,3,3,24
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,8,7,1,2,18
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,7,2,2,0,11
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,6,8,11,14,39
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,12,5,1,1,19
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,28,25,9,3,65
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,12,7,11,6,36
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,1,4,1,3,9
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,1,0,0,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,1,3,0,0,4
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,2,2,1,0,5
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,4,3,7,2,16
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,5,2,2,0,9
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,8,5,6,6,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,17,7,4,4,32
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,2,2,2,1,7
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,0,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,155,150,7,1,313
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,39,40,8,4,91
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,2,0,0,1,3
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,3,0,1,4,8
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,16,9,8,4,37
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,8,12,0,2,22
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,8,8,0,1,17
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,36,31,0,1,68
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,2,2,4,2,10
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,13,14,1,0,28
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,37,40,8,5,90
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,0,2,0,1,3
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,16,9,1,1,27
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,44,41,8,8,101
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,0,0,1,1,2
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,7,5,1,1,14
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,4,4,3,3,14
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,68,70,1,3,142
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,5,4,1,2,12
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,33,25,0,2,60
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,28,25,12,10,75
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,4,1,0,0,5
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,2,1,0,0,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,121,131,9,10,271
YACO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,3,2,1,1,7
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,88,92,7,15,202
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,3,6,2,1,12
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,3,2,0,0,5
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,30,40,19,25,114
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,4,1,3,1,9
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,5,2,3,1,11
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,1,0,3,3,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-06-01,4,2,2,3,11
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,0,3,1,6
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,12,21,1,5,39
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,8,10,3,7,28
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,13,10,5,8,36
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,0,0,1,1
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,1,0,0,3
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,10,6,0,0,16
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,11,5,2,3,21
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,1,2,0,4
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,0,0,1,3
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,1,1,5,9
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,8,13,6,1,28
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,1,5,4,10
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,9,6,1,1,17
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,8,14,2,3,27
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,6,10,1,0,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,28,23,3,2,56
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,14,7,1,0,22
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,2,0,2,5
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,6,5,0,2,13
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,6,5,0,0,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,19,12,5,7,43
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,4,3,4,5,16
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,6,7,1,0,14
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,5,12,2,2,21
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,0,2,2,7
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,31,26,2,2,61
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,13,18,10,8,49
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,4,1,1,8
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,0,3,0,4
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,5,1,1,10
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,14,14,4,2,34
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,30,16,8,9,63
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,8,6,2,2,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,8,4,0,0,12
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,5,1,0,9
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,2,1,2,6
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,4,8,0,0,12
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,8,8,4,2,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,0,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,38,46,0,0,84
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,16,12,0,1,29
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,3,0,0,5
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,8,9,5,5,27
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,34,41,4,4,83
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,11,21,1,2,35
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,4,1,2,1,8
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,6,4,2,14
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,0,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,1,2,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,25,21,8,6,60
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,7,2,1,0,10
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,19,21,18,10,68
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,1,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,5,10,5,4,24
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,23,14,8,12,57
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,2,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,1,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,2,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,12,8,1,0,21
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,4,4,5,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,6,5,0,1,12
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,8,4,2,1,15
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,15,11,5,2,33
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,70,60,16,10,156
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,11,11,9,16,47
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,633,613,3,2,1251
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,40,44,3,5,92
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,7,0,2,12
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,3,0,0,4
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,13,20,2,2,37
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,5,7,0,3,15
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,18,16,14,10,58
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,4,6,1,0,11
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,5,6,7,2,20
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,22,13,0,2,37
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,13,19,5,5,42
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,4,5,5,3,17
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,11,16,0,0,27
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,1,1,1,4
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,12,9,3,5,29
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,2,1,1,5
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,11,13,4,5,33
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,73,74,5,1,153
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,16,15,3,2,36
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,3,0,1,6
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,7,10,3,1,21
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,3,1,1,7
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,1,1,0,2
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,4,0,0,5
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,580,594,179,198,1551
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,0,0,0,1
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,11,12,0,0,23
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,1,6,2,12
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,50,53,8,8,119
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,4,0,1,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,16,13,6,5,40
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,52,55,1,1,109
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,5,0,0,6
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,4,0,1,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,3,1,2,9
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,2,0,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,14,8,5,4,31
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,1,0,0,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,12,19,0,0,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,5,7,1,3,16
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,4,18,4,2,28
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,3,0,1,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,36,45,7,6,94
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,6,7,6,5,24
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,5,1,2,3,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,0,2,1,4
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,0,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,9,12,9,2,32
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,7,0,0,10
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,7,3,0,10
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,0,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,1,1,1,3
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,1,3,1,5
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,1,1,0,4
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,4,4,1,12
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,2,2,7,13
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,1,1,0,3
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,3,2,4,12
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,5,3,7,6,21
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,6,7,1,3,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,7,9,2,1,19
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,36,40,4,5,85
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,139,118,8,8,273
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,575,565,8,12,1160
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,0,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,8,4,5,20
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,9,6,2,1,18
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,0,0,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,0,1,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,17,15,29,20,81
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,4,0,0,5
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,3,1,1,8
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,11,4,0,3,18
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,4,1,1,1,7
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,2,3,1,8
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,15,14,0,0,29
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,9,13,0,0,22
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,0,8,5,14
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,13,12,3,1,29
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,11,0,1,14
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,32,22,5,4,63
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,14,24,6,8,52
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,6,3,2,3,14
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,1,0,1,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,4,4,3,13
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,16,28,1,1,46
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,167,136,5,9,317
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,1,1,0,3
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,1,3,4,10
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,2,2,3,8
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,1,0,2,3,6
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,3,3,1,1,8
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,13,13,2,1,29
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,2,3,3,3,11
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,269,266,7,11,553
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,10,10,0,3,23
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,7,5,0,0,12
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,27,33,8,13,81
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,13,13,1,5,32
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-07-01,26,24,5,7,62
