,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,32,18,4,9,63
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,4,3,1,0,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,1,1,0,0,2
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,135,153,8,4,300
YACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,5,3,3,0,11
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,88,95,4,4,191
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,2,1,0,3,6
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,8,7,0,1,16
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,49,49,10,10,118
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,5,7,0,1,13
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,4,1,1,2,8
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,2,0,4,4,10
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-07-01,3,6,1,5,15
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,2,1,0,4
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,17,14,5,4,40
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,11,9,9,4,33
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,8,12,4,4,28
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,0,3,1,4
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,1,0,0,1
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,7,14,0,0,21
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,7,5,5,21
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,0,0,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,0,0,0,2
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,1,2,5,10
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,15,12,4,7,38
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,3,1,1,5
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,11,9,2,1,23
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,15,15,3,2,35
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,8,3,5,22
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,37,32,0,0,69
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,6,0,1,13
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,2,1,1,6
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,5,4,2,3,14
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,2,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,13,11,10,8,42
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,3,3,4,14
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,11,11,1,1,24
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,6,0,0,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,2,2,0,5
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,0,3,1,4
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,0,1,0,3
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,29,38,2,2,71
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,22,12,8,6,48
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,2,1,1,7
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,1,1,1,4
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,1,1,0,5
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,19,7,0,2,28
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,20,21,11,12,64
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,5,3,2,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,2,4,1,13
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,11,5,1,0,17
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,1,2,4,7
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,5,8,4,0,17
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,9,7,0,0,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,0,1,0,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,40,31,2,0,73
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,15,13,0,1,29
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,4,0,0,6
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,7,11,3,4,25
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,31,50,2,3,86
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,19,11,1,3,34
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,2,0,3,8
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,4,3,1,11
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,1,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,19,22,9,4,54
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,4,1,1,10
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,15,11,13,10,49
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,1,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,10,8,1,0,19
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,20,21,6,3,50
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,1,0,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,5,2,0,11
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,8,2,3,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,7,8,2,4,21
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,7,4,1,2,14
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,14,10,4,1,29
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,66,46,13,12,137
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,8,5,11,27
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,664,628,7,4,1303
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,0,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,38,30,3,2,73
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,9,15,0,3,27
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,1,0,0,2
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,18,22,1,1,42
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,8,6,0,0,14
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,12,11,5,5,33
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,9,4,0,0,13
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,5,12,7,8,32
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,1,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,19,20,0,3,42
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,0,1,0,1
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,22,33,5,8,68
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,7,4,6,0,17
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,13,11,3,3,30
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,5,1,0,8
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,14,7,2,3,26
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,0,2,4,8
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,17,2,3,28
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,78,83,2,0,163
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,17,19,4,2,42
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,1,0,0,1
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,2,0,0,2
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,9,11,2,1,23
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,0,0,0,1
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,2,1,2,6
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,5,1,0,10
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,625,590,201,191,1607
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,1,0,1,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,9,1,3,16
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,7,6,1,1,15
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,61,41,17,8,127
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,5,3,0,0,8
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,10,14,5,5,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,39,30,0,0,69
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,3,0,0,5
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,2,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,1,1,0,6
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,1,0,1,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,7,2,1,16
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,8,5,1,1,15
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,23,14,0,1,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,5,2,2,1,10
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,5,9,10,25
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,2,0,0,3
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,43,46,4,13,106
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,10,10,5,19,44
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,5,5,0,0,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,1,0,1,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,19,17,3,0,39
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,2,0,0,4
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,4,0,2,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,0,0,1,1
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,0,0,0,2
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,1,2,1,8
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,2,1,3,10
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,9,4,4,0,17
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,1,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,1,6,5,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,12,9,5,3,29
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,5,6,3,2,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,5,0,0,11
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,38,35,2,8,83
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,114,102,4,5,225
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,601,513,34,37,1185
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,1,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,6,1,2,10
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,11,13,2,1,27
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,2,0,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,2,0,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,21,19,29,32,101
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,1,0,0,5
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,0,12,8,22
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,3,1,1,9
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,3,0,0,5
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,8,0,1,15
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,13,9,4,6,32
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,11,8,0,0,19
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,0,5,4,11
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,17,14,0,4,35
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,2,2,0,8
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,21,29,2,1,53
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,18,21,3,8,50
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,3,0,4,13
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,2,1,0,4
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,21,21,0,1,43
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,168,144,6,7,325
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,3,0,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,2,3,7,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,0,2,3,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,0,2,2,4
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,2,7,5,18
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,13,23,0,2,38
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,5,3,2,3,13
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,300,275,13,11,599
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,9,12,2,0,23
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,5,6,1,1,13
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,26,25,21,10,82
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,16,15,8,2,41
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,31,22,8,1,62
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,0,0,1,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,8,8,0,1,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,2,0,2,5
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,1,0,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,23,12,3,2,40
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,5,2,1,0,8
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,3,0,1,7
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,5,5,9,8,27
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,8,1,4,19
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,12,1,3,22
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,8,0,0,10
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,10,10,1,1,22
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,7,4,0,6,17
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,12,12,4,2,30
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,27,10,2,0,39
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,6,8,6,24
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,177,189,31,25,422
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,3,2,2,10
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,12,22,4,8,46
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,1,3,3,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,5,4,2,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,8,5,2,2,17
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,14,20,0,0,34
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,8,8,0,0,16
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,1,0,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,27,29,1,4,61
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,47,66,4,2,119
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,5,6,4,4,19
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,23,19,1,3,46
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,2,0,0,6
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,87,108,64,71,330
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,10,5,3,2,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,0,0,0,1
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,5,7,4,22
REYES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,9,1,3,19
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,127,114,14,14,269
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,10,17,2,1,30
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,26,20,1,3,50
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,2,0,0,4
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,125,131,16,16,288
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,1,4,3,9
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,14,6,6,9,35
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,4,3,0,13
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,6,3,2,4,15
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,8,6,1,0,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,2,1,0,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,9,8,1,4,22
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,1,2,1,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,5,3,2,11
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,5,2,1,9
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,51,54,8,7,120
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,10,12,2,2,26
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,26,19,0,0,45
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,26,19,7,1,53
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,64,58,10,10,142
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,1,2,7,7,17
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,12,9,0,0,21
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,4,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,19,18,40,49,126
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,12,11,0,0,23
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,55,42,5,11,113
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,3,3,5,10,21
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,15,11,1,2,29
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,18,14,6,16,54
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,12,20,1,1,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,4,3,5,1,13
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,0,4,0,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-08-01,14,10,3,0,27
