,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
ALALAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,0,4,1,5
ALCALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,1,0,0,1
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,7,14,0,0,21
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,7,5,5,21
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,0,0,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,0,0,0,2
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,1,2,5,11
APOLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,16,12,4,7,39
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,3,2,1,6
ARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,11,9,2,1,23
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,16,15,3,2,36
ARQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,7,9,3,5,24
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,37,33,0,0,70
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,6,0,1,13
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,2,1,1,6
AYATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,4,2,3,14
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,3,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,14,11,12,8,45
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,3,3,4,14
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,11,12,1,2,26
BAURES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,6,0,0,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,2,2,0,5
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,0,3,1,4
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,0,1,0,3
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,29,36,3,1,69
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,22,12,8,6,48
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,2,1,1,7
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,1,1,1,4
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,1,1,0,5
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,19,7,0,2,28
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,21,20,10,14,65
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,5,3,2,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,2,4,2,14
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,12,5,1,0,18
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,1,2,5,8
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,9,4,0,19
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,9,7,0,0,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,0,1,0,2
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,40,31,2,0,73
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,15,13,0,1,29
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,4,0,0,6
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,7,12,4,4,27
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,32,54,2,3,91
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,17,16,1,3,37
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,2,0,3,8
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,4,3,1,11
CATACORA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,1,1,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,19,22,11,5,57
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,4,1,1,10
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,16,11,14,10,51
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,1,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,10,8,1,0,19
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,20,21,6,3,50
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,0,0,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,2,0,0,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,6,2,0,12
CHUMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,8,2,3,16
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,7,8,2,4,21
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,4,1,2,11
CLIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,14,10,4,1,29
COBIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,67,46,14,12,139
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,8,5,11,28
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,677,648,8,7,1340
COIPASA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,0,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,39,31,3,2,75
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,9,15,0,3,27
COLLANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,2,0,0,3
COLOMI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,19,23,1,3,46
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,8,6,0,0,14
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,13,11,5,5,34
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,9,5,0,0,14
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,12,7,8,32
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,1,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,19,20,0,3,42
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,0,1,1,2
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,22,33,6,9,70
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,7,4,6,0,17
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,13,13,3,3,32
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,6,2,0,14
COROICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,15,8,2,3,28
CORQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,0,3,4,9
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,18,3,3,29
COTOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,84,87,2,0,173
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,19,18,4,2,43
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,1,0,0,1
CUEVO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,2,0,0,2
CULPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,9,11,2,1,23
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,0,0,1,2
CURVA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,2,1,2,6
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,6,1,0,13
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,671,618,212,202,1703
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,1,0,1,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,7,16,1,2,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,7,6,1,1,15
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,62,41,17,8,128
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,3,0,0,8
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,9,13,7,6,35
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,41,33,0,0,74
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,3,0,0,5
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,2,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,1,1,1,7
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,1,0,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,7,2,1,16
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,8,5,2,2,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,23,14,0,1,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,4,2,2,11
GUANAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,5,10,10,26
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,2,0,0,3
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,48,52,7,4,111
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,10,10,5,19,44
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,5,0,1,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,1,0,1,2
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,20,17,3,0,40
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,2,0,0,4
HUARINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,4,1,2,11
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,2,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,0,0,1,1
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,0,0,0,3
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,1,2,1,8
ICLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,2,1,3,10
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,9,4,4,0,17
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,1,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,2,6,6,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,12,10,5,3,30
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,6,3,2,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,5,0,0,11
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,39,37,2,8,86
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,115,106,5,5,231
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,613,532,33,36,1214
LA RIVERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,1,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,6,1,2,10
LAJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,11,13,2,1,27
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,2,1,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,2,0,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,21,19,29,32,101
LLICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,1,0,0,5
LORETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,0,13,9,24
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,3,1,1,9
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,3,0,0,5
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,10,1,1,18
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,13,9,5,7,34
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,11,9,0,0,20
MALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,0,5,4,11
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,17,14,0,4,35
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,2,2,0,9
MINEROS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,24,30,2,1,57
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,18,22,4,8,52
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,3,0,4,13
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,2,1,0,4
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,21,22,0,2,45
MONTERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,165,148,9,7,329
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,3,0,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,2,3,7,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,0,2,3,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,0,2,2,4
OCURI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,2,6,4,15
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,13,23,0,2,38
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,3,2,3,13
ORURO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,322,290,13,14,639
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,10,11,2,0,23
PADILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,6,1,1,14
PAILON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,29,31,20,14,94
PALCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,16,15,8,2,41
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,31,23,8,1,63
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,0,0,1,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,8,9,0,1,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,2,0,2,5
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,1,0,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,23,13,3,2,41
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,2,1,0,8
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,3,0,1,8
POCOATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,5,9,8,27
POCONA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,8,1,4,19
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,7,13,1,3,24
POOPO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,8,0,0,10
PORCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,9,10,1,1,21
POROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,7,4,0,6,17
PORONGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,11,12,4,2,29
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,29,10,1,0,40
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,6,8,10,28
POTOSI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,177,196,32,27,432
PRESTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,3,2,2,10
PUCARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,14,23,4,8,49
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,1,3,3,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,5,4,2,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,8,5,3,4,20
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,14,20,0,1,35
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,9,9,1,0,19
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,1,0,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,27,29,1,4,61
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,54,68,3,2,127
PUNA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,6,4,4,19
PUNATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,24,20,2,3,49
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,2,0,0,6
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,91,110,65,74,340
QUIME,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,10,5,3,2,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,0,0,0,1
RAVELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,6,7,5,24
REYES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,9,1,3,19
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,151,114,13,16,294
ROBORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,10,15,1,3,29
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,28,22,1,3,54
SABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,2,0,0,4
SACABA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,130,136,18,18,302
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,1,4,3,9
SACACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,14,6,6,9,35
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,3,3,0,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,3,2,4,15
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,9,7,1,0,17
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,1,0,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,8,8,1,4,21
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,1,2,1,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,5,3,2,11
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,5,2,1,10
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,52,58,8,7,125
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,10,12,2,2,26
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,26,19,0,0,45
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,26,20,7,4,57
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,64,58,11,10,143
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,2,7,7,17
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,14,9,0,0,23
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,4,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,19,18,45,50,132
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,12,11,0,1,24
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,55,44,5,11,115
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,3,5,10,22
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,13,11,1,2,27
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,18,14,6,16,54
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,12,22,1,1,36
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,3,5,1,13
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,4,0,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,15,11,3,0,29
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,15,20,21,10,66
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,1,0,0,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,2,1,0,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,0,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,5,0,3,14
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,0,3,1,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,13,10,2,3,28
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,20,23,2,3,48
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1653,1498,14,9,3174
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,2,0,0,2
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,12,20,1,2,35
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,2,2,0,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,2,4,3,9
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,2,0,0,2
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,1,0,0,2
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,1,0,0,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,2,2,3,8
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,4,3,1,10
