municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,2,2
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,190,190
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,748,748
GUTIERREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,1,1
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,14,14
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,1,1
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,14,14
HUARACAJE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,3,3
HUAYLLAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,16,16
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,15,15
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,102,102
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,238,238
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,207,207
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,1,1
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,313,313
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,32,32
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,2673,2673
LAGUNILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,16,16
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,1,1
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,559,559
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,27,27
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,9,9
MACHACAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,2,2
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,2,2
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,16,16
MALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,1,1
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,238,238
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,35,35
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,65,65
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,473,473
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,51,51
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,95,95
MORO MORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,14,14
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,26,26
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,66,66
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,6,6
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,68,68
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,430,430
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,96,96
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,27,27
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,38,38
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,172,172
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,12,12
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,5,5
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,19,19
PAZÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,1,1
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,35,35
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,121,121
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,67,67
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,5,5
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,45,45
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,22,22
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,59,59
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,3,3
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,191,191
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,92,92
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,168,168
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,1372,1372
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,1450,1450
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,13,13
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,25,25
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,7,7
PUERTO SILES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,11,11
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,6,6
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,104,104
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,26,26
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,326,326
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,146,146
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,16,16
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,20,20
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,346,346
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,173,173
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,33,33
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,472,472
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,1474,1474
SACABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,13,13
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,302,302
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,10,10
SALINAS DE GARCI MENDOZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,21,21
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,23,23
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,40,40
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,13,13
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,330,330
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,276,276
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,30,30
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,126,126
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,139,139
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,29,29
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,15,15
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,16,16
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,13,13
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,17,17
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,58,58
SAN LORENZO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,3,3
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,59,59
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,132,132
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,23,23
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,95,95
SAN PEDRO DE QUEMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,3,3
SAN RAFAEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,9,9
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,13,13
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,27,27
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,3968,3968
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,96,96
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,12,12
SANTIAGO DE CALLAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,30,30
SANTIAGO DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,588,588
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,48,48
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,17,17
SENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,15,15
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,16,16
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,66,66
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,4,4
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,28,28
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,755,755
TACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,4,4
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,30,30
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,74,74
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,4,4
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,206,206
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,97,97
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,34,34
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,564,564
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,204,204
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,156,156
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,61,61
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,20,20
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,81,81
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,225,225
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,2,2
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,12,12
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,104,104
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,54,54
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,145,145
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,37,37
TRIGAL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,5,5
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,383,383
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,564,564
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,9,9
UMALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,37,37
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,160,160
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,8,8
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,13,13
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,49,49
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,103,103
VILLA RIVERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,10,10
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,4,4
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,504,504
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,49,49
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,51,51
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,36,36
WALDO BALLIVIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,100,100
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,64,64
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,73,73
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,299,299
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,16,16
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,192,192
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,60,60
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,4,4
YOTALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,34,34
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-07-01,12,12
ACACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,15,15
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,356,356
ACHOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,18,18
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,140,140
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,146,146
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,102,102
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,276,276
ARAMPAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,14,14
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,18,18
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,80,80
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,13,13
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,13,13
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,63,63
AYO AYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,107,107
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,107,107
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,8,8
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,50,50
BELEN DE URMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,61,61
BELLA FLOR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,9,9
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,227,227
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,120,120
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,45,45
BOLPEBRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,4,4
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,31,31
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,16,16
CAIROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,7,7
"CAIZA ""D""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,292,292
CAJUATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,27,27
CALAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,10,10
CAMARGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,263,263
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,19,19
CAMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,20,20
CAPINOTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,43,43
CAQUIAVIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,2,2
CARANAVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,1061,1061
CARAPARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,14,14
CARIPUYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,11,11
CARMEN RIVERO TORREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,5,5
CHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,12,12
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,16,16
CHAYANTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,74,74
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,75,75
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,35,35
CHUMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,112,112
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,47,47
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,477,477
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,4224,4224
COIPASA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,7,7
"COLCHA ""K""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,24,24
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,39,39
COLPA BELGICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,14,14
COLQUECHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,25,25
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,115,115
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,19,19
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,9,9
COPACABANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,17,17
CORIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,5,5
CORO CORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,4,4
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,21,21
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,23,23
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,111,111
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,2,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,41,41
CUEVO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,1,1
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,335,335
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,11,11
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,1026,1026
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,35,35
EL PUENTE(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,8,8
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,140,140
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,14,14
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,21,21
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,135,135
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,78,78
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,11,11
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,152,152
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,22,22
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,94,94
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,9,9
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,15,15
HUARACAJE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,85,85
ICHOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,35,35
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,124,124
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,194,194
INGAVI (HUMAITA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,48,48
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,43,43
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,21,21
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,18,18
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,2,2
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,104,104
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,77,77
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,2223,2223
LAGUNILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,8,8
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,108,108
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,329,329
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,127,127
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,6,6
MACHACAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,4,4
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,29,29
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,210,210
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,18,18
MALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,10,10
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,12,12
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,45,45
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,140,140
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,50,50
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,57,57
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,155,155
MORO MORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,25,25
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,142,142
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,7,7
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,41,41
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,70,70
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,25,25
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,512,512
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,94,94
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,53,53
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,1,1
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,1,1
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,158,158
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,29,29
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,22,22
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,31,31
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,252,252
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,52,52
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,85,85
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,55,55
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,5,5
PORCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,179,179
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,61,61
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,37,37
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,107,107
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,140,140
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-08-01,32,32
