municipality,group,variable,month,Antirrábica canina,TOTAL
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2005-06-01,222,222
VIACHA,otras vacunaciones,antirrabica canina,2005-06-01,212,212
VILA VILA,otras vacunaciones,antirrabica canina,2005-06-01,4,4
VILLA MONTES,otras vacunaciones,antirrabica canina,2005-06-01,10,10
VILLA RIVERO,otras vacunaciones,antirrabica canina,2005-06-01,7,7
VILLA TUNARI,otras vacunaciones,antirrabica canina,2005-06-01,420,420
VILLAZON,otras vacunaciones,antirrabica canina,2005-06-01,1,1
VINTO,otras vacunaciones,antirrabica canina,2005-06-01,809,809
WARNES,otras vacunaciones,antirrabica canina,2005-06-01,150,150
YACUIBA,otras vacunaciones,antirrabica canina,2005-06-01,17,17
YAMPARAEZ,otras vacunaciones,antirrabica canina,2005-06-01,34,34
YAPACANI,otras vacunaciones,antirrabica canina,2005-06-01,5,5
YUNCHARA,otras vacunaciones,antirrabica canina,2005-06-01,16,16
ACHOCALLA,otras vacunaciones,antirrabica canina,2005-07-01,10,10
AIQUILE,otras vacunaciones,antirrabica canina,2005-07-01,35,35
ALALAY,otras vacunaciones,antirrabica canina,2005-07-01,40,40
ANDAMARCA,otras vacunaciones,antirrabica canina,2005-07-01,10,10
ARAMPAMPA,otras vacunaciones,antirrabica canina,2005-07-01,20,20
ARANI,otras vacunaciones,antirrabica canina,2005-07-01,10,10
ARBIETO,otras vacunaciones,antirrabica canina,2005-07-01,77,77
ARQUE,otras vacunaciones,antirrabica canina,2005-07-01,88,88
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2005-07-01,66,66
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2005-07-01,5,5
BERMEJO,otras vacunaciones,antirrabica canina,2005-07-01,36,36
BETANZOS,otras vacunaciones,antirrabica canina,2005-07-01,55,55
BOLIVAR,otras vacunaciones,antirrabica canina,2005-07-01,195,195
BUENA VISTA,otras vacunaciones,antirrabica canina,2005-07-01,18,18
CAMARGO,otras vacunaciones,antirrabica canina,2005-07-01,10,10
CAPINOTA,otras vacunaciones,antirrabica canina,2005-07-01,1846,1846
CARACOLLO,otras vacunaciones,antirrabica canina,2005-07-01,750,750
CARANAVI,otras vacunaciones,antirrabica canina,2005-07-01,12,12
CARAPARI,otras vacunaciones,antirrabica canina,2005-07-01,45,45
CHALLAPATA,otras vacunaciones,antirrabica canina,2005-07-01,30,30
CHARAÑA,otras vacunaciones,antirrabica canina,2005-07-01,16,16
CHIMORE,otras vacunaciones,antirrabica canina,2005-07-01,116,116
CLIZA,otras vacunaciones,antirrabica canina,2005-07-01,49,49
COCHABAMBA,otras vacunaciones,antirrabica canina,2005-07-01,878,878
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2005-07-01,160,160
COLOMI,otras vacunaciones,antirrabica canina,2005-07-01,136,136
COLPA BELGICA,otras vacunaciones,antirrabica canina,2005-07-01,450,450
COLQUENCHA,otras vacunaciones,antirrabica canina,2005-07-01,9,9
COPACABANA,otras vacunaciones,antirrabica canina,2005-07-01,148,148
CORQUE,otras vacunaciones,antirrabica canina,2005-07-01,10,10
COTAGAITA,otras vacunaciones,antirrabica canina,2005-07-01,235,235
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2005-07-01,23,23
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2005-07-01,13,13
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2005-07-01,8,8
DESAGUADERO,otras vacunaciones,antirrabica canina,2005-07-01,56,56
EL ALTO,otras vacunaciones,antirrabica canina,2005-07-01,1875,1875
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2005-07-01,130,130
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-07-01,99,99
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-07-01,375,375
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2005-07-01,142,142
HUANUNI,otras vacunaciones,antirrabica canina,2005-07-01,5,5
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2005-07-01,73,73
INCAHUASI,otras vacunaciones,antirrabica canina,2005-07-01,38,38
IXIAMAS,otras vacunaciones,antirrabica canina,2005-07-01,92,92
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2005-07-01,99,99
LA PAZ,otras vacunaciones,antirrabica canina,2005-07-01,4221,4221
LAGUNILLAS,otras vacunaciones,antirrabica canina,2005-07-01,135,135
MAGDALENA,otras vacunaciones,antirrabica canina,2005-07-01,5,5
MINEROS,otras vacunaciones,antirrabica canina,2005-07-01,57,57
MIZQUE,otras vacunaciones,antirrabica canina,2005-07-01,41,41
MOJOCOYA,otras vacunaciones,antirrabica canina,2005-07-01,41,41
MONTERO,otras vacunaciones,antirrabica canina,2005-07-01,39,39
MOROCHATA,otras vacunaciones,antirrabica canina,2005-07-01,530,530
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antirrabica canina,2005-07-01,1,1
OCURI,otras vacunaciones,antirrabica canina,2005-07-01,118,118
OMEREQUE,otras vacunaciones,antirrabica canina,2005-07-01,207,207
ORURO,otras vacunaciones,antirrabica canina,2005-07-01,140,140
PADCAYA,otras vacunaciones,antirrabica canina,2005-07-01,96,96
PALCA,otras vacunaciones,antirrabica canina,2005-07-01,20,20
POCONA,otras vacunaciones,antirrabica canina,2005-07-01,20,20
POROMA,otras vacunaciones,antirrabica canina,2005-07-01,161,161
PORONGO,otras vacunaciones,antirrabica canina,2005-07-01,14,14
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2005-07-01,5,5
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2005-07-01,87,87
PUNATA,otras vacunaciones,antirrabica canina,2005-07-01,39,39
QUILLACOLLO,otras vacunaciones,antirrabica canina,2005-07-01,474,474
SABAYA,otras vacunaciones,antirrabica canina,2005-07-01,57,57
SACABA,otras vacunaciones,antirrabica canina,2005-07-01,568,568
SACABAMBA,otras vacunaciones,antirrabica canina,2005-07-01,22,22
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2005-07-01,25,25
SAN BENITO,otras vacunaciones,antirrabica canina,2005-07-01,5,5
SAN BUENA VENTURA,otras vacunaciones,antirrabica canina,2005-07-01,309,309
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2005-07-01,19,19
SAN JULIAN,otras vacunaciones,antirrabica canina,2005-07-01,41,41
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2005-07-01,31,31
SAN LUCAS,otras vacunaciones,antirrabica canina,2005-07-01,195,195
SAN PEDRO,otras vacunaciones,antirrabica canina,2005-07-01,240,240
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2005-07-01,103,103
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2005-07-01,74764,74764
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2005-07-01,92,92
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2005-07-01,340,340
SANTIVAÑES,otras vacunaciones,antirrabica canina,2005-07-01,28,28
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2005-07-01,6,6
SICAYA,otras vacunaciones,antirrabica canina,2005-07-01,71,71
SIPE SIPE,otras vacunaciones,antirrabica canina,2005-07-01,131,131
SORACACHI,otras vacunaciones,antirrabica canina,2005-07-01,47,47
SUCRE,otras vacunaciones,antirrabica canina,2005-07-01,2212,2212
TACACHI,otras vacunaciones,antirrabica canina,2005-07-01,10,10
TACOPAYA,otras vacunaciones,antirrabica canina,2005-07-01,66,66
TAPACARI,otras vacunaciones,antirrabica canina,2005-07-01,374,374
TARABUCO,otras vacunaciones,antirrabica canina,2005-07-01,98,98
TARATA,otras vacunaciones,antirrabica canina,2005-07-01,46,46
TARIJA,otras vacunaciones,antirrabica canina,2005-07-01,261,261
TIAWANACU,otras vacunaciones,antirrabica canina,2005-07-01,10,10
TIQUIPAYA,otras vacunaciones,antirrabica canina,2005-07-01,42,42
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2005-07-01,281,281
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2005-07-01,4,4
TOCO,otras vacunaciones,antirrabica canina,2005-07-01,32,32
TOLATA,otras vacunaciones,antirrabica canina,2005-07-01,48,48
TOMINA,otras vacunaciones,antirrabica canina,2005-07-01,256,256
TURCO,otras vacunaciones,antirrabica canina,2005-07-01,46,46
UMALA,otras vacunaciones,antirrabica canina,2005-07-01,3,3
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2005-07-01,10,10
VACAS,otras vacunaciones,antirrabica canina,2005-07-01,8,8
VIACHA,otras vacunaciones,antirrabica canina,2005-07-01,513,513
VILLA TUNARI,otras vacunaciones,antirrabica canina,2005-07-01,1132,1132
VINTO,otras vacunaciones,antirrabica canina,2005-07-01,1413,1413
YAMPARAEZ,otras vacunaciones,antirrabica canina,2005-07-01,65,65
YAPACANI,otras vacunaciones,antirrabica canina,2005-07-01,4,4
YOTALA,otras vacunaciones,antirrabica canina,2005-07-01,4,4
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2005-07-01,124,124
AIQUILE,otras vacunaciones,antirrabica canina,2005-08-01,124,124
ALALAY,otras vacunaciones,antirrabica canina,2005-08-01,329,329
ALCALA,otras vacunaciones,antirrabica canina,2005-08-01,350,350
ANDAMARCA,otras vacunaciones,antirrabica canina,2005-08-01,21,21
ANTEQUERA,otras vacunaciones,antirrabica canina,2005-08-01,200,200
ANZALDO,otras vacunaciones,antirrabica canina,2005-08-01,36,36
ARAMPAMPA,otras vacunaciones,antirrabica canina,2005-08-01,10,10
ARANI,otras vacunaciones,antirrabica canina,2005-08-01,6,6
ARBIETO,otras vacunaciones,antirrabica canina,2005-08-01,24,24
ARQUE,otras vacunaciones,antirrabica canina,2005-08-01,125,125
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2005-08-01,43,43
AZURDUY,otras vacunaciones,antirrabica canina,2005-08-01,140,140
BERMEJO,otras vacunaciones,antirrabica canina,2005-08-01,36,36
BETANZOS,otras vacunaciones,antirrabica canina,2005-08-01,735,735
BOLIVAR,otras vacunaciones,antirrabica canina,2005-08-01,31,31
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2005-08-01,18,18
CAPINOTA,otras vacunaciones,antirrabica canina,2005-08-01,68,68
CARACOLLO,otras vacunaciones,antirrabica canina,2005-08-01,261,261
CARANAVI,otras vacunaciones,antirrabica canina,2005-08-01,21,21
CARAPARI,otras vacunaciones,antirrabica canina,2005-08-01,1389,1389
CHALLAPATA,otras vacunaciones,antirrabica canina,2005-08-01,18,18
CHAQUI,otras vacunaciones,antirrabica canina,2005-08-01,81,81
CHIMORE,otras vacunaciones,antirrabica canina,2005-08-01,157,157
CLIZA,otras vacunaciones,antirrabica canina,2005-08-01,114,114
COCHABAMBA,otras vacunaciones,antirrabica canina,2005-08-01,4390,4390
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2005-08-01,163,163
COLOMI,otras vacunaciones,antirrabica canina,2005-08-01,1679,1679
COLQUECHACA,otras vacunaciones,antirrabica canina,2005-08-01,198,198
COLQUENCHA,otras vacunaciones,antirrabica canina,2005-08-01,136,136
COPACABANA,otras vacunaciones,antirrabica canina,2005-08-01,30,30
CORQUE,otras vacunaciones,antirrabica canina,2005-08-01,5,5
COTAGAITA,otras vacunaciones,antirrabica canina,2005-08-01,3,3
COTOCA,otras vacunaciones,antirrabica canina,2005-08-01,110,110
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2005-08-01,650,650
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2005-08-01,19,19
CULPINA,otras vacunaciones,antirrabica canina,2005-08-01,216,216
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2005-08-01,30,30
DESAGUADERO,otras vacunaciones,antirrabica canina,2005-08-01,232,232
EL ALTO,otras vacunaciones,antirrabica canina,2005-08-01,109444,109444
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2005-08-01,49,49
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-08-01,203,203
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-08-01,604,604
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2005-08-01,476,476
HUANUNI,otras vacunaciones,antirrabica canina,2005-08-01,86,86
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2005-08-01,23,23
ICLA,otras vacunaciones,antirrabica canina,2005-08-01,436,436
IXIAMAS,otras vacunaciones,antirrabica canina,2005-08-01,38,38
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2005-08-01,81,81
LA GUARDIA,otras vacunaciones,antirrabica canina,2005-08-01,1682,1682
LA PAZ,otras vacunaciones,antirrabica canina,2005-08-01,101245,101245
LA RIVERA,otras vacunaciones,antirrabica canina,2005-08-01,30,30
MECAPACA,otras vacunaciones,antirrabica canina,2005-08-01,18,18
MIZQUE,otras vacunaciones,antirrabica canina,2005-08-01,382,382
MOJOCOYA,otras vacunaciones,antirrabica canina,2005-08-01,53,53
MONTERO,otras vacunaciones,antirrabica canina,2005-08-01,1,1
MOROCHATA,otras vacunaciones,antirrabica canina,2005-08-01,859,859
OCURI,otras vacunaciones,antirrabica canina,2005-08-01,165,165
OMEREQUE,otras vacunaciones,antirrabica canina,2005-08-01,22,22
ORURO,otras vacunaciones,antirrabica canina,2005-08-01,189,189
PADCAYA,otras vacunaciones,antirrabica canina,2005-08-01,21,21
PALCA,otras vacunaciones,antirrabica canina,2005-08-01,98,98
PASORAPA,otras vacunaciones,antirrabica canina,2005-08-01,23,23
PATACAMAYA,otras vacunaciones,antirrabica canina,2005-08-01,20,20
PAZÑA,otras vacunaciones,antirrabica canina,2005-08-01,63,63
POCOATA,otras vacunaciones,antirrabica canina,2005-08-01,38,38
POROMA,otras vacunaciones,antirrabica canina,2005-08-01,87,87
PORONGO,otras vacunaciones,antirrabica canina,2005-08-01,589,589
PORTACHUELO,otras vacunaciones,antirrabica canina,2005-08-01,246,246
POSTRER VALLE,otras vacunaciones,antirrabica canina,2005-08-01,80,80
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2005-08-01,819,819
PUNATA,otras vacunaciones,antirrabica canina,2005-08-01,30,30
QUIABAYA,otras vacunaciones,antirrabica canina,2005-08-01,88,88
QUILLACOLLO,otras vacunaciones,antirrabica canina,2005-08-01,3372,3372
RAVELO,otras vacunaciones,antirrabica canina,2005-08-01,18,18
REYES,otras vacunaciones,antirrabica canina,2005-08-01,30,30
SABAYA,otras vacunaciones,antirrabica canina,2005-08-01,130,130
SACABA,otras vacunaciones,antirrabica canina,2005-08-01,10639,10639
SACABAMBA,otras vacunaciones,antirrabica canina,2005-08-01,15,15
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica canina,2005-08-01,4,4
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2005-08-01,30,30
SAN BORJA,otras vacunaciones,antirrabica canina,2005-08-01,993,993
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2005-08-01,22,22
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica canina,2005-08-01,20,20
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2005-08-01,183,183
SAN LUCAS,otras vacunaciones,antirrabica canina,2005-08-01,151,151
SAN PEDRO,otras vacunaciones,antirrabica canina,2005-08-01,30,30
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2005-08-01,228,228
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2005-08-01,36764,36764
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2005-08-01,4,4
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2005-08-01,267,267
SANTIVAÑES,otras vacunaciones,antirrabica canina,2005-08-01,121,121
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2005-08-01,23,23
SICAYA,otras vacunaciones,antirrabica canina,2005-08-01,15,15
SIPE SIPE,otras vacunaciones,antirrabica canina,2005-08-01,481,481
SORACACHI,otras vacunaciones,antirrabica canina,2005-08-01,88,88
SUCRE,otras vacunaciones,antirrabica canina,2005-08-01,354,354
TACOPAYA,otras vacunaciones,antirrabica canina,2005-08-01,141,141
TAPACARI,otras vacunaciones,antirrabica canina,2005-08-01,173,173
TARABUCO,otras vacunaciones,antirrabica canina,2005-08-01,206,206
TARACO,otras vacunaciones,antirrabica canina,2005-08-01,72,72
TARATA,otras vacunaciones,antirrabica canina,2005-08-01,16,16
TARIJA,otras vacunaciones,antirrabica canina,2005-08-01,19087,19087
TIAWANACU,otras vacunaciones,antirrabica canina,2005-08-01,61,61
TIQUIPAYA,otras vacunaciones,antirrabica canina,2005-08-01,83,83
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2005-08-01,288,288
TOCO,otras vacunaciones,antirrabica canina,2005-08-01,32,32
TOLATA,otras vacunaciones,antirrabica canina,2005-08-01,31,31
TOLEDO,otras vacunaciones,antirrabica canina,2005-08-01,194,194
TOMINA,otras vacunaciones,antirrabica canina,2005-08-01,1622,1622
TURCO,otras vacunaciones,antirrabica canina,2005-08-01,126,126
UMALA,otras vacunaciones,antirrabica canina,2005-08-01,1,1
URUBICHA,otras vacunaciones,antirrabica canina,2005-08-01,29,29
VACAS,otras vacunaciones,antirrabica canina,2005-08-01,3,3
VIACHA,otras vacunaciones,antirrabica canina,2005-08-01,157,157
VILLA MONTES,otras vacunaciones,antirrabica canina,2005-08-01,4794,4794
VILLA TUNARI,otras vacunaciones,antirrabica canina,2005-08-01,540,540
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2005-08-01,278,278
VILLAZON,otras vacunaciones,antirrabica canina,2005-08-01,3480,3480
VINTO,otras vacunaciones,antirrabica canina,2005-08-01,535,535
WARNES,otras vacunaciones,antirrabica canina,2005-08-01,1216,1216
YACUIBA,otras vacunaciones,antirrabica canina,2005-08-01,13489,13489
YAPACANI,otras vacunaciones,antirrabica canina,2005-08-01,17,17
YOTALA,otras vacunaciones,antirrabica canina,2005-08-01,570,570
YUNCHARA,otras vacunaciones,antirrabica canina,2005-08-01,103,103
ACACIO,otras vacunaciones,antirrabica canina,2005-09-01,270,270
ACHACACHI,otras vacunaciones,antirrabica canina,2005-09-01,7039,7039
ACHOCALLA,otras vacunaciones,antirrabica canina,2005-09-01,460,460
AIQUILE,otras vacunaciones,antirrabica canina,2005-09-01,403,403
ALCALA,otras vacunaciones,antirrabica canina,2005-09-01,705,705
ANCORAIMES,otras vacunaciones,antirrabica canina,2005-09-01,286,286
ANTEQUERA,otras vacunaciones,antirrabica canina,2005-09-01,68,68
ANZALDO,otras vacunaciones,antirrabica canina,2005-09-01,20,20
ARAMPAMPA,otras vacunaciones,antirrabica canina,2005-09-01,218,218
ARANI,otras vacunaciones,antirrabica canina,2005-09-01,2,2
ARBIETO,otras vacunaciones,antirrabica canina,2005-09-01,376,376
ARQUE,otras vacunaciones,antirrabica canina,2005-09-01,433,433
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2005-09-01,134,134
BELEN DE URMIRI,otras vacunaciones,antirrabica canina,2005-09-01,11,11
BERMEJO,otras vacunaciones,antirrabica canina,2005-09-01,6129,6129
BOLIVAR,otras vacunaciones,antirrabica canina,2005-09-01,942,942
"CAIZA ""D""",otras vacunaciones,antirrabica canina,2005-09-01,80,80
CALAMARCA,otras vacunaciones,antirrabica canina,2005-09-01,665,665
CAMARGO,otras vacunaciones,antirrabica canina,2005-09-01,33,33
CAPINOTA,otras vacunaciones,antirrabica canina,2005-09-01,2339,2339
CARACOLLO,otras vacunaciones,antirrabica canina,2005-09-01,271,271
CARAPARI,otras vacunaciones,antirrabica canina,2005-09-01,2447,2447
CHALLAPATA,otras vacunaciones,antirrabica canina,2005-09-01,74,74
CHAQUI,otras vacunaciones,antirrabica canina,2005-09-01,50,50
CLIZA,otras vacunaciones,antirrabica canina,2005-09-01,109,109
COCHABAMBA,otras vacunaciones,antirrabica canina,2005-09-01,5372,5372
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2005-09-01,192,192
COLOMI,otras vacunaciones,antirrabica canina,2005-09-01,46,46
COLQUENCHA,otras vacunaciones,antirrabica canina,2005-09-01,312,312
COMARAPA,otras vacunaciones,antirrabica canina,2005-09-01,90,90
COMBAYA,otras vacunaciones,antirrabica canina,2005-09-01,99,99
CORIPATA,otras vacunaciones,antirrabica canina,2005-09-01,336,336
COROICO,otras vacunaciones,antirrabica canina,2005-09-01,51,51
CORQUE,otras vacunaciones,antirrabica canina,2005-09-01,58,58
COTAGAITA,otras vacunaciones,antirrabica canina,2005-09-01,796,796
COTOCA,otras vacunaciones,antirrabica canina,2005-09-01,1395,1395
CULPINA,otras vacunaciones,antirrabica canina,2005-09-01,10,10
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2005-09-01,30,30
EL ALTO,otras vacunaciones,antirrabica canina,2005-09-01,5941,5941
EL CHORO,otras vacunaciones,antirrabica canina,2005-09-01,92,92
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2005-09-01,24,24
EL TORNO,otras vacunaciones,antirrabica canina,2005-09-01,1847,1847
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-09-01,379,379
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-09-01,918,918
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2005-09-01,1490,1490
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2005-09-01,344,344
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2005-09-01,90,90
GUAQUI,otras vacunaciones,antirrabica canina,2005-09-01,20,20
HUACARETA,otras vacunaciones,antirrabica canina,2005-09-01,181,181
HUANUNI,otras vacunaciones,antirrabica canina,2005-09-01,313,313
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2005-09-01,3,3
ICLA,otras vacunaciones,antirrabica canina,2005-09-01,505,505
INCAHUASI,otras vacunaciones,antirrabica canina,2005-09-01,12,12
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2005-09-01,105,105
LA GUARDIA,otras vacunaciones,antirrabica canina,2005-09-01,2320,2320
LA PAZ,otras vacunaciones,antirrabica canina,2005-09-01,2134,2134
MACHACAMARCA,otras vacunaciones,antirrabica canina,2005-09-01,279,279
MACHARETI,otras vacunaciones,antirrabica canina,2005-09-01,100,100
MAPIRI,otras vacunaciones,antirrabica canina,2005-09-01,15,15
MECAPACA,otras vacunaciones,antirrabica canina,2005-09-01,10,10
MINEROS,otras vacunaciones,antirrabica canina,2005-09-01,380,380
MIZQUE,otras vacunaciones,antirrabica canina,2005-09-01,266,266
MOCOMOCO,otras vacunaciones,antirrabica canina,2005-09-01,17,17
MONTEAGUDO,otras vacunaciones,antirrabica canina,2005-09-01,700,700
MONTERO,otras vacunaciones,antirrabica canina,2005-09-01,5661,5661
MOROCHATA,otras vacunaciones,antirrabica canina,2005-09-01,757,757
OCURI,otras vacunaciones,antirrabica canina,2005-09-01,10,10
OKINAWA,otras vacunaciones,antirrabica canina,2005-09-01,597,597
OMEREQUE,otras vacunaciones,antirrabica canina,2005-09-01,89,89
ORURO,otras vacunaciones,antirrabica canina,2005-09-01,17,17
PADCAYA,otras vacunaciones,antirrabica canina,2005-09-01,1146,1146
PAILON,otras vacunaciones,antirrabica canina,2005-09-01,58,58
PALCA,otras vacunaciones,antirrabica canina,2005-09-01,22,22
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2005-09-01,3106,3106
PASORAPA,otras vacunaciones,antirrabica canina,2005-09-01,24,24
PATACAMAYA,otras vacunaciones,antirrabica canina,2005-09-01,20,20
PAZÑA,otras vacunaciones,antirrabica canina,2005-09-01,168,168
POCOATA,otras vacunaciones,antirrabica canina,2005-09-01,149,149
POROMA,otras vacunaciones,antirrabica canina,2005-09-01,254,254
PORONGO,otras vacunaciones,antirrabica canina,2005-09-01,14,14
PORTACHUELO,otras vacunaciones,antirrabica canina,2005-09-01,2870,2870
POTOSI,otras vacunaciones,antirrabica canina,2005-09-01,90,90
PRESTO,otras vacunaciones,antirrabica canina,2005-09-01,101,101
PUCARANI,otras vacunaciones,antirrabica canina,2005-09-01,255,255
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2005-09-01,298,298
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2005-09-01,450,450
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2005-09-01,74,74
PUNATA,otras vacunaciones,antirrabica canina,2005-09-01,25,25
QUIABAYA,otras vacunaciones,antirrabica canina,2005-09-01,149,149
QUILLACOLLO,otras vacunaciones,antirrabica canina,2005-09-01,611,611
REYES,otras vacunaciones,antirrabica canina,2005-09-01,1141,1141
SABAYA,otras vacunaciones,antirrabica canina,2005-09-01,4,4
SACABA,otras vacunaciones,antirrabica canina,2005-09-01,3,3
SACABAMBA,otras vacunaciones,antirrabica canina,2005-09-01,10,10
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2005-09-01,41,41
SAN BENITO,otras vacunaciones,antirrabica canina,2005-09-01,84,84
SAN BORJA,otras vacunaciones,antirrabica canina,2005-09-01,10,10
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2005-09-01,1920,1920
SAN LUCAS,otras vacunaciones,antirrabica canina,2005-09-01,188,188
SAN PEDRO,otras vacunaciones,antirrabica canina,2005-09-01,1655,1655
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2005-09-01,35,35
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2005-09-01,7742,7742
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2005-09-01,802,802
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2005-09-01,63,63
SANTIVAÑES,otras vacunaciones,antirrabica canina,2005-09-01,1429,1429
SAPAHAQUI,otras vacunaciones,antirrabica canina,2005-09-01,199,199
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2005-09-01,5,5
SICAYA,otras vacunaciones,antirrabica canina,2005-09-01,400,400
SIPE SIPE,otras vacunaciones,antirrabica canina,2005-09-01,330,330
SORACACHI,otras vacunaciones,antirrabica canina,2005-09-01,198,198
SORATA,otras vacunaciones,antirrabica canina,2005-09-01,548,548
SUCRE,otras vacunaciones,antirrabica canina,2005-09-01,105,105
TACACOMA,otras vacunaciones,antirrabica canina,2005-09-01,190,190
TACOPAYA,otras vacunaciones,antirrabica canina,2005-09-01,1744,1744
TAPACARI,otras vacunaciones,antirrabica canina,2005-09-01,96,96
TARABUCO,otras vacunaciones,antirrabica canina,2005-09-01,255,255
TARACO,otras vacunaciones,antirrabica canina,2005-09-01,28,28
TARATA,otras vacunaciones,antirrabica canina,2005-09-01,34,34
TARIJA,otras vacunaciones,antirrabica canina,2005-09-01,861,861
TARVITA,otras vacunaciones,antirrabica canina,2005-09-01,570,570
TIAWANACU,otras vacunaciones,antirrabica canina,2005-09-01,262,262
TIQUIPAYA,otras vacunaciones,antirrabica canina,2005-09-01,72,72
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2005-09-01,100,100
TOCO,otras vacunaciones,antirrabica canina,2005-09-01,40,40
TOLATA,otras vacunaciones,antirrabica canina,2005-09-01,23,23
TOLEDO,otras vacunaciones,antirrabica canina,2005-09-01,118,118
TOMAVE,otras vacunaciones,antirrabica canina,2005-09-01,35,35
TOMINA,otras vacunaciones,antirrabica canina,2005-09-01,48,48
TORO TORO,otras vacunaciones,antirrabica canina,2005-09-01,1068,1068
