,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,1,4
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
POOPO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,1,2
POROMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,108,19,127
PUERTO RICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,9,4,13
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,2,5
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,4,2,6
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,1,3
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,3,6
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,1,4
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,2,4
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,0,3
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,73,46,119
SANTA ROSA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,1,3
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,1,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,11,8,19
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,1,2
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,7,1,8
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,2,0,2
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,1,4
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,2,2
TOMINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,7,1,8
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,3,4
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,5,1,6
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,0,1
VITICHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,1,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,5,2,7
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,3,3,6
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,1,1,2
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-06-01,4,1,5
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,3,1,4
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
ARQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
ATOCHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,5,0,5
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,1,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,1,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,6,4,10
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,2,4
CHUMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,1,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,1,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,5,1,6
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,24,12,36
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,2,2
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
CORO CORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,3,4
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,2,3
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,23,13,36
EL PUENTE(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,3,0,3
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,3,1,4
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,1,3
EUCALIPTUS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,2,2
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,5,0,5
HUATAJATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
IXIAMAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,5,3,8
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,9,3,12
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,30,26,56
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,0,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,8,9,17
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,0,2
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,3,3,6
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,1,2
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,3,0,3
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,0,2
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,67,18,85
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,3,1,4
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,1,3
PUERTO CARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,3,4,7
PUNA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,7,3,10
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,6,4,10
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,3,0,3
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,4,3,7
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,4,3,7
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,1,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,4,1,5
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,1,2
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,99,67,166
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,1,3
SICAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,2,3
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,1,3
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,1,2
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,7,2,9
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,0,2
TORO TORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,3,2,5
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,1,1
VALLEGRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,0,2
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,0,2,2
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,3,2,5
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,2,0,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,8,3,11
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,4,2,6
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,3,5,8
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-07-01,1,0,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,0,2
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
ATOCHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,3,1,4
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
BOYUIBE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,0,2
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,0,2
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,3,2,5
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,3,1,4
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,7,3,10
CARMEN RIVERO TORREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,3,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
CHUMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,1,2
COCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,15,9,24
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,2,3
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,2,3
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,1,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,5,4,9
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
DESAGUADERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,29,12,41
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,1,2
EL PUENTE(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,1,2
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,1,3
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,1,2
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,1,3
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,5,1,6
HUATAJATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,5,5,10
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,33,21,54
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,1,2
MAIRANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,3,1,4
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
MOCOMOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,0,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,11,4,15
MOROCHATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,0,2
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,14,4,18
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
PELECHUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,73,24,97
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,8,1,9
PUNA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,0,2
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,3,1,4
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,4,2,6
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,5,5,10
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,0,2
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,4,0,4
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,4,6,10
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,2,3
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,2,3
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,85,70,155
SANTA ROSA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,2,2
SOPACHUY,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
SORACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,1,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,6,7,13
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,7,4,11
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,4,2,6
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,0,2
TIRAQUE (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,1,2
TOMINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,4,2,6
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,1,2
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,0,3,3
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,2,4
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,3,0,3
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,10,5,15
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,9,2,11
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,7,5,12
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-08-01,2,0,2
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,0,1,1
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,2,0,2
AYATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,2,1,3
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,2,1,3
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,0,1,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,1,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,5,3,8
CARMEN RIVERO TORREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,0,1,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,2,1,3
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,2,1,3
COCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,17,8,25
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,2,3
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,2,0,2
COLPA BELGICA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,0,1
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,1,2
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,2,1,3
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,3,0,3
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,1,2
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2016-09-01,41,14,55
