,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
SAN RAMON SCZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,2,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,19,15,34
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,3,0,3
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,2,3
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,1,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,1,2
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,5,0,5
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,0,1,1
VILLAZON,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,0,1,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,1,2
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,0,4,4
YANACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-11-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,1,2
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,2,3
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,2,3
CHACARILLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,2,3
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,5,2,7
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,0,2,2
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,4,1,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,2,0,2
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,2,1,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,0,4,4
MECAPACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,0,1,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,3,4
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,0,1
PADCAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,0,2,2
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,1,2
POCOATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,1,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,2,0,2
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,3,4
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,0,2,2
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,18,18,36
SICA SICA (VILLA AROMA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,0,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,3,0,3
TACOPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,0,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,0,1,1
UYUNI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,0,1,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,1,2
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,0,1,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,2,4,6
ZUDAÑEZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2016-12-01,1,0,1
