,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,1,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,3,7,11
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,2,0,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,2,6,1,9
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,11,8,0,1,20
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,3,0,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,71,60,0,0,131
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,5,2,7
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,1,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,2,0,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,1,0,2
SICAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,0,1
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,14,7,0,0,21
TACACOMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,1,2
TARABUCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,5,2,1,10
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
TIPUANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,3,0,1,1,5
TOLEDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,1,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,4,2,0,0,6
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,1,0,1,3
TURCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,1,2,3
UNCIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,0,5,5,10
URUBICHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,3,4,3,11
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,0,1,3,6
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,0,0,0,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,2,0,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,1,0,1,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,3,8,0,0,11
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,3,0,0,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,0,0,1
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-04-01,0,1,1,2,4
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,0,1
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,0,1
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,2,7,9
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,1,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,2,1,0,0,3
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,2,3
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,1,2
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,2,1,4
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,0,1
CALACOTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,6,4,2,3,15
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,1,0,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,2,1,1,5
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,2,1,2,4,9
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,8,12,20
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,4,3,6,5,18
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,1,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,1,0,0,2
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,3,2,0,0,5
CLIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,2,2,0,5
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,2,1,5,4,12
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,38,31,9,10,88
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,3,0,0,3
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,0,2,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,0,1
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,2,1,4
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,2,0,2
COMANCHE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,2,1,1,5
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,0,2,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,2,0,0,0,2
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,2,0,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,4,5,17,12,38
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,2,2,4,0,8
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,36,34,31,30,131
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,0,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,4,1,2,8
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,2,1,1,0,4
ESMERALDA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,2,2,0,0,4
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,1,4,5,11
GUANAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,1,1,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,4,3,6,9,22
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,0,1,1
HUACARETA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,1,5,5,12
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,6,10,16
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,0,1
HUARINA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,2,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,3,2,8,16,29
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,47,43,0,0,90
LORETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,1,2
LURIBAY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,1,0,0,2
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,1,0,2
MAIRANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,7,3,10
MECAPACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,1,1,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,10,3,5,4,22
OKINAWA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,1,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,10,11,3,2,26
PADCAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,1,0,1,3
PADILLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,0,1,1
PAILON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,1,22,23,47
PALCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,1,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,1,0,0,2
POCONA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,6,10,16
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,1,2
POOPO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,0,1,1
PORCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,0,1
POROMA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,1,0,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,3,0,0,0,3
PORVENIR,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,1,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,7,10,4,5,26
PUCARANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,2,2,3,7
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,5,3,8
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,6,5,4,7,22
PUNATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,1,0,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,4,4,5,14
RAVELO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,1,2
REYES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,3,2,1,0,6
ROBORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,2,3,3,8
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,3,0,1,1,5
SACABA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,6,8,6,4,24
SACACA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,3,4,7
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,2,4,7
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,8,7,3,2,20
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,2,1,26,20,49
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,1,2,0,4
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,3,0,3,7
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,2,1,0,4
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,1,0,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,4,1,5,7,17
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,116,149,10,13,288
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,1,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,1,2
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,1,1,3
SENA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,2,0,1,1,4
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,2,0,0,1,3
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,4,5,0,0,9
SORATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,2,1,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,13,13,0,1,27
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,0,0,1
TAHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,0,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,2,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,9,9,7,6,31
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,5,8,15,30,58
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,0,1,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,3,3,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,0,1,1
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,10,10,1,0,21
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,1,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,1,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,2,1,0,0,3
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,3,0,0,4
VIACHA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,4,4,1,9
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,2,0,5,6,13
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,2,1,3
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,4,0,0,2,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,1,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,1,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,3,0,2,6
WARNES,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,3,8,16,1,28
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,1,2,0,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,0,0,2,3,5
YOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-05-01,3,3,2,9,17
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,1,1,2,1,5
ANZALDO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,1,1,0,0,2
AZURDUY,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,1,0,1,0,2
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,2,1,0,0,3
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,0,0,1,1
BOLPEBRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,1,0,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,1,3,2,3,9
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,1,0,1,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,1,0,0,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,5,6,0,0,11
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,1,0,1,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,0,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,0,0,1,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,0,3,7,10
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,56,45,16,11,128
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,3,4,0,0,7
COLOMI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,2,3,0,1,6
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,2,2,0,1,5
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,1,0,0,1
CORO CORO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,0,1,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,1,2,0,0,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,3,1,0,0,4
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,2,1,0,3
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,0,4,0,4
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,23,26,18,18,85
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,0,0,1,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,2,1,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,2,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,3,4,7,6,20
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,1,3,0,0,4
LA PAZ,vacunaciones en ninos de 2 a 3 anos,antiamarilica dosis unica,2017-06-01,19,20,4,5,48
