,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,6,4,10
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,1,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,1,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,10,6,3,2,21
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,2,1,3
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,2,1,2,0,5
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,6,8,1,0,15
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,1,0,0,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,1,0,0,2
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,1,0,0,2
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,0,0,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,0,1,1
PORCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,1,0,1
POROMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,2,1,0,0,3
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,1,1,0,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,5,6,4,3,18
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,1,2,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,10,14,24
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,1,3,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,5,5,3,6,19
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,4,5,6,16
REYES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,3,2,0,0,5
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,8,4,0,1,13
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,5,5,4,15
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,0,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,1,1,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,6,4,3,2,15
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,2,0,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,1,2,0,4
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,1,0,3,5
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,10,12,1,1,24
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,2,0,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,2,0,0,3
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,1,0,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,0,1,0,2
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,1,5,7,14
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,65,76,11,13,165
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,0,0,0,1
SENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,1,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,2,0,1,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,2,0,0,1,3
SORATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,1,1,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,5,6,0,1,12
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,0,2,0,3
TAHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,8,5,2,1,16
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,2,1,0,0,3
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,1,1,2
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,0,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,0,0,0,1
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,11,9,1,0,21
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,1,1,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,2,1,0,0,3
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,2,0,0,3
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,2,4,1,7
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,1,2,3,7
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,4,0,0,4,8
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,1,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,1,1,2
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,3,0,2,6
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,3,5,5,3,16
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,1,1,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-05-01,0,0,3,4,7
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,1,2,1,4
ANZALDO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,5,0,0,6
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,4,2,0,1,7
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,2,1,1,4
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,1,2,3
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,1,0,1,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,1,0,0,2
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,2,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,2,3,6,11
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,1,2,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,32,24,10,10,76
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,1,0,0,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,2,0,0,2
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,2,0,0,3
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,1,0,1,4
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,1,0,0,1
CORO CORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,1,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,3,1,0,0,4
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,2,1,0,3
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,0,1,1
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,4,0,4
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,22,23,22,21,88
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,0,1,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,0,0,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,1,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,1,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,2,0,0,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,2,7,4,15
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,1,1,1,3
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,6,0,0,7
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,15,18,2,3,38
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,1,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,2,0,2
LORETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,1,0,0,2
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,20,17,0,0,37
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,2,0,0,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,2,0,0,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,5,0,0,5
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,2,4,2,9
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,1,0,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,7,10,1,0,18
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,4,7,12
PALCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,2,0,0,2
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,0,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,0,1,1
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,0,1,1
POCONA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,1,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,1,0,2
PORCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,1,0,0,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,0,0,0,2
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,4,2,2,5,13
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,1,0,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,3,0,1,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,3,1,5
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,0,1,2
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,2,0,0,2
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,0,0,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,4,4,4,1,13
SACACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,1,1,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,1,0,0,3
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,3,0,0,3
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,0,1,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,2,3,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,3,2,1,0,6
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,3,0,1,2,6
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,13,11,1,2,27
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,67,66,5,1,139
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,0,0,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,1,2,1,4
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,2,0,1,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,0,0,1,3
SORATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,1,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,5,3,1,0,9
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,3,1,4
TARABUCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,0,0,0,2
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,11,3,3,2,19
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,0,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,1,2,0,4
TIPUANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,2,0,0,4
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,7,7,10,11,35
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,0,1,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,2,0,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,1,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,0,1,2,5
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,2,0,2,5
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,5,2,0,0,7
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,2,1,1,0,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,1,0,1,1,3
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-06-01,0,1,0,0,1
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,2,1,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,4,5,0,0,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,0,0,1
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,3,1,0,0,4
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,2,1,1,0,4
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,4,2,6
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,2,4,7
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,3,1,5
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,2,0,0,0,2
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,0,1,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,1,2,3,7
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,15,16,2,9,42
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,2,1,0,3
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,1,0,2
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,3,1,0,0,4
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,2,1,0,1,4
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,0,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,35,33,20,22,110
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,3,3,7
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,2,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,4,2,0,0,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,1,5,6,13
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,2,1,2,0,5
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,14,12,6,11,43
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,0,2,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,3,3,3,4,13
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,0,0,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,2,0,0,0,2
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,4,5,3,7,19
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,2,0,0,2
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
PALCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,2,0,0,2
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
PASORAPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,0,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,0,0,1
POROMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,2,3,0,5,10
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,3,6,3,5,17
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,1,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,2,0,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,2,1,4
REYES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,7,4,0,0,11
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,3,5,9
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,2,4,4,3,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,3,0,0,0,3
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,4,0,0,4
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,3,0,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,2,1,2,0,5
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,8,8,3,7,26
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,3,22,25,50
