,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
PUERTO SUAREZ,consulta externa,menores de 6 meses,2021-07-01,13,13,1,0,14,13,27
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2021-07-01,432,389,66,50,498,439,937
PUNA,consulta externa,menores de 6 meses,2021-07-01,25,11,0,1,25,12,37
PUNATA,consulta externa,menores de 6 meses,2021-07-01,72,100,17,28,89,128,217
QUIABAYA,consulta externa,menores de 6 meses,2021-07-01,5,2,1,0,6,2,8
QUILLACOLLO,consulta externa,menores de 6 meses,2021-07-01,358,303,158,149,516,452,968
QUIME,consulta externa,menores de 6 meses,2021-07-01,3,4,0,0,3,4,7
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2021-07-01,20,13,0,0,20,13,33
RAVELO,consulta externa,menores de 6 meses,2021-07-01,10,15,0,0,10,15,25
REYES,consulta externa,menores de 6 meses,2021-07-01,29,29,1,3,30,32,62
RIBERALTA,consulta externa,menores de 6 meses,2021-07-01,308,339,41,31,349,370,719
ROBORE,consulta externa,menores de 6 meses,2021-07-01,25,20,3,2,28,22,50
RURRENABAQUE,consulta externa,menores de 6 meses,2021-07-01,46,31,0,4,46,35,81
SABAYA,consulta externa,menores de 6 meses,2021-07-01,3,1,0,0,3,1,4
SACABA,consulta externa,menores de 6 meses,2021-07-01,426,387,97,71,523,458,981
SACABAMBA,consulta externa,menores de 6 meses,2021-07-01,0,2,1,1,1,3,4
SACACA,consulta externa,menores de 6 meses,2021-07-01,33,38,0,0,33,38,71
SAIPINA,consulta externa,menores de 6 meses,2021-07-01,13,6,0,0,13,6,19
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2021-07-01,10,6,0,0,10,6,16
SAMAIPATA,consulta externa,menores de 6 meses,2021-07-01,6,6,12,5,18,11,29
SAN AGUSTIN,consulta externa,menores de 6 meses,2021-07-01,0,4,0,0,0,4,4
SAN ANDRES,consulta externa,menores de 6 meses,2021-07-01,28,25,5,1,33,26,59
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2021-07-01,4,3,0,0,4,3,7
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2021-07-01,2,1,0,0,2,1,3
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2021-07-01,9,7,1,0,10,7,17
SAN BENITO,consulta externa,menores de 6 meses,2021-07-01,14,22,8,8,22,30,52
SAN BORJA,consulta externa,menores de 6 meses,2021-07-01,112,64,39,25,151,89,240
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2021-07-01,27,22,1,1,28,23,51
SAN CARLOS,consulta externa,menores de 6 meses,2021-07-01,32,34,4,0,36,34,70
SAN IGNACIO,consulta externa,menores de 6 meses,2021-07-01,80,62,6,10,86,72,158
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2021-07-01,108,95,10,2,118,97,215
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2021-07-01,9,3,0,0,9,3,12
SAN JAVIER(STC),consulta externa,menores de 6 meses,2021-07-01,8,10,0,0,8,10,18
SAN JOAQUIN,consulta externa,menores de 6 meses,2021-07-01,14,11,1,1,15,12,27
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2021-07-01,51,36,5,1,56,37,93
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2021-07-01,20,23,0,1,20,24,44
SAN JULIAN,consulta externa,menores de 6 meses,2021-07-01,124,110,39,32,163,142,305
SAN LORENZO(PND),consulta externa,menores de 6 meses,2021-07-01,24,30,1,0,25,30,55
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2021-07-01,38,42,6,1,44,43,87
SAN LUCAS,consulta externa,menores de 6 meses,2021-07-01,57,46,4,3,61,49,110
SAN MATIAS,consulta externa,menores de 6 meses,2021-07-01,23,21,1,0,24,21,45
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2021-07-01,25,11,4,0,29,11,40
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2021-07-01,6,5,2,0,8,5,13
SAN PEDRO,consulta externa,menores de 6 meses,2021-07-01,30,50,2,6,32,56,88
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2021-07-01,48,23,0,0,48,23,71
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2021-07-01,7,7,0,0,7,7,14
SAN PEDRO DE MACHA,consulta externa,menores de 6 meses,2021-07-01,38,37,0,0,38,37,75
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2021-07-01,3,3,0,0,3,3,6
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2021-07-01,2,5,2,1,4,6,10
SAN PEDRO(PND),consulta externa,menores de 6 meses,2021-07-01,2,6,0,0,2,6,8
SAN RAFAEL,consulta externa,menores de 6 meses,2021-07-01,19,15,7,5,26,20,46
SAN RAMON BENI,consulta externa,menores de 6 meses,2021-07-01,7,11,1,1,8,12,20
SAN RAMON SCZ,consulta externa,menores de 6 meses,2021-07-01,9,9,0,1,9,10,19
SANTA ANA,consulta externa,menores de 6 meses,2021-07-01,28,34,42,40,70,74,144
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2021-07-01,4396,4094,1341,938,5737,5032,10769
SANTA ROSA,consulta externa,menores de 6 meses,2021-07-01,10,11,0,0,10,11,21
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2021-07-01,40,26,0,1,40,27,67
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2021-07-01,3,3,1,7,4,10,14
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2021-07-01,4,8,1,3,5,11,16
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2021-07-01,2,4,3,0,5,4,9
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2021-07-01,4,3,0,2,4,5,9
SANTIVAÑES,consulta externa,menores de 6 meses,2021-07-01,10,16,0,0,10,16,26
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2021-07-01,1,2,0,0,1,2,3
SAPAHAQUI,consulta externa,menores de 6 meses,2021-07-01,15,6,0,0,15,6,21
SENA,consulta externa,menores de 6 meses,2021-07-01,14,13,0,0,14,13,27
SHINAOTA,consulta externa,menores de 6 meses,2021-07-01,126,113,2,1,128,114,242
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2021-07-01,21,12,1,7,22,19,41
SICAYA,consulta externa,menores de 6 meses,2021-07-01,14,6,0,0,14,6,20
SIPE SIPE,consulta externa,menores de 6 meses,2021-07-01,87,74,51,52,138,126,264
SOPACHUY,consulta externa,menores de 6 meses,2021-07-01,16,17,2,3,18,20,38
SORACACHI,consulta externa,menores de 6 meses,2021-07-01,10,7,1,1,11,8,19
SORATA,consulta externa,menores de 6 meses,2021-07-01,30,23,2,4,32,27,59
SUCRE,consulta externa,menores de 6 meses,2021-07-01,868,818,182,184,1050,1002,2052
TACACHI,consulta externa,menores de 6 meses,2021-07-01,0,3,0,0,0,3,3
TACACOMA,consulta externa,menores de 6 meses,2021-07-01,20,31,2,1,22,32,54
TACOBAMBA,consulta externa,menores de 6 meses,2021-07-01,6,3,0,0,6,3,9
TACOPAYA,consulta externa,menores de 6 meses,2021-07-01,8,4,0,0,8,4,12
TAHUA,consulta externa,menores de 6 meses,2021-07-01,0,2,0,0,0,2,2
TAPACARI,consulta externa,menores de 6 meses,2021-07-01,30,31,2,1,32,32,64
TARABUCO,consulta externa,menores de 6 meses,2021-07-01,46,50,1,0,47,50,97
TARACO,consulta externa,menores de 6 meses,2021-07-01,9,8,1,0,10,8,18
TARATA,consulta externa,menores de 6 meses,2021-07-01,18,21,2,5,20,26,46
TARIJA,consulta externa,menores de 6 meses,2021-07-01,571,549,137,144,708,693,1401
TARVITA,consulta externa,menores de 6 meses,2021-07-01,57,37,2,1,59,38,97
TEOPONTE,consulta externa,menores de 6 meses,2021-07-01,23,22,2,6,25,28,53
TIAHUANACU,consulta externa,menores de 6 meses,2021-07-01,8,12,6,0,14,12,26
TINGUIPAYA,consulta externa,menores de 6 meses,2021-07-01,20,28,0,0,20,28,48
TIPUANI,consulta externa,menores de 6 meses,2021-07-01,18,19,5,4,23,23,46
TIQUIPAYA,consulta externa,menores de 6 meses,2021-07-01,183,199,26,47,209,246,455
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2021-07-01,40,36,41,31,81,67,148
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2021-07-01,0,2,0,0,0,2,2
TOCO,consulta externa,menores de 6 meses,2021-07-01,7,8,2,1,9,9,18
TOLATA,consulta externa,menores de 6 meses,2021-07-01,15,16,2,6,17,22,39
TOLEDO,consulta externa,menores de 6 meses,2021-07-01,1,4,0,0,1,4,5
TOMAVE,consulta externa,menores de 6 meses,2021-07-01,20,17,3,0,23,17,40
TOMINA,consulta externa,menores de 6 meses,2021-07-01,18,18,1,1,19,19,38
TORO TORO,consulta externa,menores de 6 meses,2021-07-01,14,17,0,0,14,17,31
TOTORA(CBBA),consulta externa,menores de 6 meses,2021-07-01,25,34,4,2,29,36,65
TOTORA(ORR),consulta externa,menores de 6 meses,2021-07-01,9,5,0,0,9,5,14
TRIGAL,consulta externa,menores de 6 meses,2021-07-01,1,3,0,0,1,3,4
TRINIDAD,consulta externa,menores de 6 meses,2021-07-01,363,249,35,24,398,273,671
TUPIZA,consulta externa,menores de 6 meses,2021-07-01,95,86,29,23,124,109,233
TURCO,consulta externa,menores de 6 meses,2021-07-01,2,1,0,0,2,1,3
UMALA,consulta externa,menores de 6 meses,2021-07-01,6,10,2,2,8,12,20
UNCIA,consulta externa,menores de 6 meses,2021-07-01,28,21,2,2,30,23,53
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2021-07-01,44,30,4,9,48,39,87
URUBICHA,consulta externa,menores de 6 meses,2021-07-01,8,7,0,1,8,8,16
UYUNI,consulta externa,menores de 6 meses,2021-07-01,44,41,10,8,54,49,103
VACAS,consulta externa,menores de 6 meses,2021-07-01,10,13,2,2,12,15,27
VALLEGRANDE,consulta externa,menores de 6 meses,2021-07-01,17,22,20,16,37,38,75
VIACHA,consulta externa,menores de 6 meses,2021-07-01,212,193,19,34,231,227,458
VILA VILA,consulta externa,menores de 6 meses,2021-07-01,7,16,0,1,7,17,24
VILLA CHARCAS,consulta externa,menores de 6 meses,2021-07-01,21,22,0,0,21,22,43
VILLA MONTES,consulta externa,menores de 6 meses,2021-07-01,89,72,9,13,98,85,183
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2021-07-01,0,1,1,0,1,1,2
VILLA RIVERO,consulta externa,menores de 6 meses,2021-07-01,32,21,4,1,36,22,58
VILLA SERRANO,consulta externa,menores de 6 meses,2021-07-01,26,26,0,0,26,26,52
VILLA TUNARI,consulta externa,menores de 6 meses,2021-07-01,474,453,54,60,528,513,1041
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2021-07-01,13,20,0,0,13,20,33
VILLAZON,consulta externa,menores de 6 meses,2021-07-01,71,69,11,7,82,76,158
VINTO,consulta externa,menores de 6 meses,2021-07-01,146,116,25,33,171,149,320
VITICHI,consulta externa,menores de 6 meses,2021-07-01,6,14,0,0,6,14,20
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2021-07-01,3,0,0,0,3,0,3
WARNES,consulta externa,menores de 6 meses,2021-07-01,209,202,13,10,222,212,434
YACO,consulta externa,menores de 6 meses,2021-07-01,18,13,6,2,24,15,39
YACUIBA,consulta externa,menores de 6 meses,2021-07-01,257,217,42,51,299,268,567
YAMPARAEZ,consulta externa,menores de 6 meses,2021-07-01,10,7,0,0,10,7,17
YANACACHI,consulta externa,menores de 6 meses,2021-07-01,6,8,1,1,7,9,16
YAPACANI,consulta externa,menores de 6 meses,2021-07-01,134,112,33,16,167,128,295
YOCALLA,consulta externa,menores de 6 meses,2021-07-01,8,2,0,0,8,2,10
YOTALA,consulta externa,menores de 6 meses,2021-07-01,7,6,0,0,7,6,13
YUNCHARA,consulta externa,menores de 6 meses,2021-07-01,17,13,1,0,18,13,31
YUNGUYO DE LITORAL,consulta externa,menores de 6 meses,2021-07-01,0,2,0,0,0,2,2
ZUDAÑEZ,consulta externa,menores de 6 meses,2021-07-01,8,10,2,1,10,11,21
ACACIO,consulta externa,menores de 6 meses,2021-08-01,3,9,0,0,3,9,12
ACHACACHI,consulta externa,menores de 6 meses,2021-08-01,73,76,14,15,87,91,178
ACHOCALLA,consulta externa,menores de 6 meses,2021-08-01,33,29,4,3,37,32,69
AIQUILE,consulta externa,menores de 6 meses,2021-08-01,37,42,5,3,42,45,87
ALALAY,consulta externa,menores de 6 meses,2021-08-01,0,2,0,0,0,2,2
ALCALA,consulta externa,menores de 6 meses,2021-08-01,7,6,0,0,7,6,13
ALTO BENI,consulta externa,menores de 6 meses,2021-08-01,23,27,1,0,24,27,51
ANCORAIMES,consulta externa,menores de 6 meses,2021-08-01,8,3,1,0,9,3,12
ANDAMARCA,consulta externa,menores de 6 meses,2021-08-01,5,2,0,0,5,2,7
ANTEQUERA,consulta externa,menores de 6 meses,2021-08-01,3,0,0,0,3,0,3
ANZALDO,consulta externa,menores de 6 meses,2021-08-01,13,13,3,2,16,15,31
APOLO,consulta externa,menores de 6 meses,2021-08-01,47,38,37,21,84,59,143
ARAMPAMPA,consulta externa,menores de 6 meses,2021-08-01,5,1,0,0,5,1,6
ARANI,consulta externa,menores de 6 meses,2021-08-01,14,9,5,4,19,13,32
ARBIETO,consulta externa,menores de 6 meses,2021-08-01,72,67,0,2,72,69,141
ARQUE,consulta externa,menores de 6 meses,2021-08-01,17,17,1,0,18,17,35
ASCENCION DE GUARAYOS,consulta externa,menores de 6 meses,2021-08-01,62,77,3,5,65,82,147
ATOCHA,consulta externa,menores de 6 meses,2021-08-01,24,15,2,0,26,15,41
AUCAPATA,consulta externa,menores de 6 meses,2021-08-01,13,15,0,0,13,15,28
AYATA,consulta externa,menores de 6 meses,2021-08-01,6,14,0,0,6,14,20
AYO AYO,consulta externa,menores de 6 meses,2021-08-01,12,6,2,0,14,6,20
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2021-08-01,49,51,0,0,49,51,100
AZURDUY,consulta externa,menores de 6 meses,2021-08-01,36,36,0,1,36,37,73
BATALLAS,consulta externa,menores de 6 meses,2021-08-01,11,17,3,5,14,22,36
BAURES,consulta externa,menores de 6 meses,2021-08-01,15,14,4,2,19,16,35
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2021-08-01,0,3,0,0,0,3,3
BELEN DE URMIRI,consulta externa,menores de 6 meses,2021-08-01,2,1,0,0,2,1,3
BELLA FLOR,consulta externa,menores de 6 meses,2021-08-01,8,6,4,1,12,7,19
BERMEJO,consulta externa,menores de 6 meses,2021-08-01,149,117,11,12,160,129,289
BETANZOS,consulta externa,menores de 6 meses,2021-08-01,57,34,3,0,60,34,94
BOLIVAR,consulta externa,menores de 6 meses,2021-08-01,11,4,2,6,13,10,23
BOLPEBRA,consulta externa,menores de 6 meses,2021-08-01,0,5,0,0,0,5,5
BOYUIBE,consulta externa,menores de 6 meses,2021-08-01,7,4,0,0,7,4,11
BUENA VISTA,consulta externa,menores de 6 meses,2021-08-01,39,18,2,0,41,18,59
CABEZAS,consulta externa,menores de 6 meses,2021-08-01,40,47,0,0,40,47,87
CAIROMA,consulta externa,menores de 6 meses,2021-08-01,33,14,6,2,39,16,55
"CAIZA ""D""",consulta externa,menores de 6 meses,2021-08-01,20,12,0,0,20,12,32
CAJUATA,consulta externa,menores de 6 meses,2021-08-01,21,29,5,8,26,37,63
CALACOTO,consulta externa,menores de 6 meses,2021-08-01,3,6,1,1,4,7,11
CALAMARCA,consulta externa,menores de 6 meses,2021-08-01,17,24,4,4,21,28,49
CAMARGO,consulta externa,menores de 6 meses,2021-08-01,21,26,4,4,25,30,55
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2021-08-01,3,1,0,0,3,1,4
CAMIRI,consulta externa,menores de 6 meses,2021-08-01,75,46,41,11,116,57,173
CAPINOTA,consulta externa,menores de 6 meses,2021-08-01,89,58,29,19,118,77,195
CAQUIAVIRI,consulta externa,menores de 6 meses,2021-08-01,15,3,1,1,16,4,20
CARACOLLO,consulta externa,menores de 6 meses,2021-08-01,64,73,18,12,82,85,167
CARANAVI,consulta externa,menores de 6 meses,2021-08-01,114,129,13,7,127,136,263
CARAPARI,consulta externa,menores de 6 meses,2021-08-01,47,31,4,1,51,32,83
CARIPUYO,consulta externa,menores de 6 meses,2021-08-01,7,7,0,0,7,7,14
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2021-08-01,8,6,1,1,9,7,16
CATACORA,consulta externa,menores de 6 meses,2021-08-01,2,0,1,0,3,0,3
CHACARILLA,consulta externa,menores de 6 meses,2021-08-01,0,2,0,0,0,2,2
CHALLAPATA,consulta externa,menores de 6 meses,2021-08-01,98,83,2,3,100,86,186
CHAQUI,consulta externa,menores de 6 meses,2021-08-01,4,2,0,0,4,2,6
CHARAGUA,consulta externa,menores de 6 meses,2021-08-01,64,57,8,6,72,63,135
CHAYANTA,consulta externa,menores de 6 meses,2021-08-01,27,33,0,0,27,33,60
CHIMORE,consulta externa,menores de 6 meses,2021-08-01,127,111,2,1,129,112,241
CHIPAYA,consulta externa,menores de 6 meses,2021-08-01,3,4,0,0,3,4,7
CHUA COCANI,consulta externa,menores de 6 meses,2021-08-01,2,1,1,3,3,4,7
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2021-08-01,54,54,20,21,74,75,149
CHUMA,consulta externa,menores de 6 meses,2021-08-01,9,9,1,2,10,11,21
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2021-08-01,10,5,0,0,10,5,15
CKOCHAS,consulta externa,menores de 6 meses,2021-08-01,42,32,0,0,42,32,74
CLIZA,consulta externa,menores de 6 meses,2021-08-01,74,60,12,15,86,75,161
COBIJA,consulta externa,menores de 6 meses,2021-08-01,176,172,22,13,198,185,383
COCAPATA,consulta externa,menores de 6 meses,2021-08-01,78,63,1,0,79,63,142
COCHABAMBA,consulta externa,menores de 6 meses,2021-08-01,2101,1912,897,793,2998,2705,5703
COIPASA,consulta externa,menores de 6 meses,2021-08-01,2,2,0,0,2,2,4
COLCAPIRHUA,consulta externa,menores de 6 meses,2021-08-01,107,66,83,66,190,132,322
"COLCHA ""K""",consulta externa,menores de 6 meses,2021-08-01,11,15,2,0,13,15,28
COLLANA,consulta externa,menores de 6 meses,2021-08-01,3,1,0,0,3,1,4
COLOMI,consulta externa,menores de 6 meses,2021-08-01,44,24,8,11,52,35,87
COLPA BELGICA,consulta externa,menores de 6 meses,2021-08-01,9,10,1,2,10,12,22
COLQUECHACA,consulta externa,menores de 6 meses,2021-08-01,16,26,0,0,16,26,42
COLQUENCHA,consulta externa,menores de 6 meses,2021-08-01,22,27,0,0,22,27,49
COLQUIRI,consulta externa,menores de 6 meses,2021-08-01,13,12,2,1,15,13,28
COMANCHE,consulta externa,menores de 6 meses,2021-08-01,0,3,0,0,0,3,3
COMARAPA,consulta externa,menores de 6 meses,2021-08-01,46,34,7,5,53,39,92
COMBAYA,consulta externa,menores de 6 meses,2021-08-01,0,4,0,1,0,5,5
CONCEPCION,consulta externa,menores de 6 meses,2021-08-01,33,54,21,6,54,60,114
COPACABANA,consulta externa,menores de 6 meses,2021-08-01,9,8,0,0,9,8,17
CORIPATA,consulta externa,menores de 6 meses,2021-08-01,48,44,2,1,50,45,95
CORO CORO,consulta externa,menores de 6 meses,2021-08-01,8,17,1,2,9,19,28
COROICO,consulta externa,menores de 6 meses,2021-08-01,35,14,11,8,46,22,68
CORQUE,consulta externa,menores de 6 meses,2021-08-01,11,2,3,0,14,2,16
COTAGAITA,consulta externa,menores de 6 meses,2021-08-01,25,31,1,3,26,34,60
COTOCA,consulta externa,menores de 6 meses,2021-08-01,132,107,14,14,146,121,267
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2021-08-01,33,26,4,4,37,30,67
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2021-08-01,2,2,1,0,3,2,5
CUEVO,consulta externa,menores de 6 meses,2021-08-01,6,13,1,4,7,17,24
CULPINA,consulta externa,menores de 6 meses,2021-08-01,19,18,0,0,19,18,37
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2021-08-01,4,1,0,0,4,1,5
DESAGUADERO,consulta externa,menores de 6 meses,2021-08-01,11,11,7,2,18,13,31
EL ALTO,consulta externa,menores de 6 meses,2021-08-01,2702,2525,859,808,3561,3333,6894
EL CHORO,consulta externa,menores de 6 meses,2021-08-01,8,3,0,0,8,3,11
EL PUENTE(STC),consulta externa,menores de 6 meses,2021-08-01,31,35,0,0,31,35,66
EL PUENTE(TJA),consulta externa,menores de 6 meses,2021-08-01,17,12,2,1,19,13,32
EL TORNO,consulta externa,menores de 6 meses,2021-08-01,156,140,72,101,228,241,469
EL VILLAR,consulta externa,menores de 6 meses,2021-08-01,10,26,0,1,10,27,37
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2021-08-01,47,45,0,2,47,47,94
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2021-08-01,195,193,12,11,207,204,411
ESCARA,consulta externa,menores de 6 meses,2021-08-01,0,1,0,0,0,1,1
ESCOMA,consulta externa,menores de 6 meses,2021-08-01,12,9,1,0,13,9,22
ESMERALDA,consulta externa,menores de 6 meses,2021-08-01,0,0,0,1,0,1,1
EUCALIPTUS,consulta externa,menores de 6 meses,2021-08-01,4,6,0,0,4,6,10
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2021-08-01,1,3,0,0,1,3,4
EXALTACION,consulta externa,menores de 6 meses,2021-08-01,7,6,0,0,7,6,13
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2021-08-01,33,40,1,1,34,41,75
FILADELFIA,consulta externa,menores de 6 meses,2021-08-01,22,14,0,0,22,14,36
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2021-08-01,47,48,9,20,56,68,124
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2021-08-01,16,22,3,1,19,23,42
GUANAY,consulta externa,menores de 6 meses,2021-08-01,31,34,6,7,37,41,78
GUAQUI,consulta externa,menores de 6 meses,2021-08-01,6,1,0,0,6,1,7
GUAYARAMERIN,consulta externa,menores de 6 meses,2021-08-01,62,69,1,6,63,75,138
GUTIERREZ,consulta externa,menores de 6 meses,2021-08-01,44,41,12,10,56,51,107
HUACARETA,consulta externa,menores de 6 meses,2021-08-01,14,7,4,4,18,11,29
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2021-08-01,1,4,1,0,2,4,6
HUANUNI,consulta externa,menores de 6 meses,2021-08-01,91,81,3,5,94,86,180
HUARACAJE,consulta externa,menores de 6 meses,2021-08-01,7,5,4,4,11,9,20
HUARINA,consulta externa,menores de 6 meses,2021-08-01,10,7,3,4,13,11,24
HUATAJATA,consulta externa,menores de 6 meses,2021-08-01,1,0,3,2,4,2,6
HUAYLLAMARCA,consulta externa,menores de 6 meses,2021-08-01,0,2,1,0,1,2,3
HUMANATA,consulta externa,menores de 6 meses,2021-08-01,8,3,1,3,9,6,15
ICHOCA,consulta externa,menores de 6 meses,2021-08-01,14,7,1,6,15,13,28
ICLA,consulta externa,menores de 6 meses,2021-08-01,15,9,8,4,23,13,36
INCAHUASI,consulta externa,menores de 6 meses,2021-08-01,42,36,1,1,43,37,80
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2021-08-01,3,8,0,0,3,8,11
INQUISIVI,consulta externa,menores de 6 meses,2021-08-01,22,24,4,0,26,24,50
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2021-08-01,52,31,12,6,64,37,101
IXIAMAS,consulta externa,menores de 6 meses,2021-08-01,38,33,5,1,43,34,77
JESUS DE MACHACA,consulta externa,menores de 6 meses,2021-08-01,21,11,10,13,31,24,55
LA ASUNTA,consulta externa,menores de 6 meses,2021-08-01,102,98,10,6,112,104,216
LA GUARDIA,consulta externa,menores de 6 meses,2021-08-01,300,341,129,149,429,490,919
LA PAZ,consulta externa,menores de 6 meses,2021-08-01,1932,2965,753,840,2685,3805,6490
LA RIVERA,consulta externa,menores de 6 meses,2021-08-01,0,1,0,0,0,1,1
LAGUNILLAS,consulta externa,menores de 6 meses,2021-08-01,24,18,2,1,26,19,45
LAJA,consulta externa,menores de 6 meses,2021-08-01,9,10,1,1,10,11,21
LAS CARRERAS,consulta externa,menores de 6 meses,2021-08-01,2,4,0,0,2,4,6
LICOMA PAMPA,consulta externa,menores de 6 meses,2021-08-01,3,11,0,0,3,11,14
LLALLAGUA,consulta externa,menores de 6 meses,2021-08-01,84,71,13,8,97,79,176
LLICA,consulta externa,menores de 6 meses,2021-08-01,3,4,0,0,3,4,7
LORETO,consulta externa,menores de 6 meses,2021-08-01,5,5,2,0,7,5,12
LURIBAY,consulta externa,menores de 6 meses,2021-08-01,15,13,3,0,18,13,31
MACHACAMARCA,consulta externa,menores de 6 meses,2021-08-01,4,6,1,4,5,10,15
MACHARETI,consulta externa,menores de 6 meses,2021-08-01,10,16,1,0,11,16,27
MAGDALENA,consulta externa,menores de 6 meses,2021-08-01,16,13,0,6,16,19,35
MAIRANA,consulta externa,menores de 6 meses,2021-08-01,35,20,8,10,43,30,73
MALLA,consulta externa,menores de 6 meses,2021-08-01,4,1,1,0,5,1,6
MAPIRI,consulta externa,menores de 6 meses,2021-08-01,35,30,0,2,35,32,67
MECAPACA,consulta externa,menores de 6 meses,2021-08-01,16,13,2,6,18,19,37
MINEROS,consulta externa,menores de 6 meses,2021-08-01,23,23,7,7,30,30,60
MIZQUE,consulta externa,menores de 6 meses,2021-08-01,64,52,7,7,71,59,130
MOCOMOCO,consulta externa,menores de 6 meses,2021-08-01,5,10,2,2,7,12,19
MOJINETE,consulta externa,menores de 6 meses,2021-08-01,0,3,0,1,0,4,4
MOJOCOYA,consulta externa,menores de 6 meses,2021-08-01,9,4,2,0,11,4,15
MONTEAGUDO,consulta externa,menores de 6 meses,2021-08-01,67,63,29,23,96,86,182
MONTERO,consulta externa,menores de 6 meses,2021-08-01,612,612,44,40,656,652,1308
MORO MORO,consulta externa,menores de 6 meses,2021-08-01,0,4,0,0,0,4,4
MOROCHATA,consulta externa,menores de 6 meses,2021-08-01,21,22,2,1,23,23,46
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2021-08-01,12,7,0,0,12,7,19
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2021-08-01,0,0,4,0,4,0,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2021-08-01,6,0,1,0,7,0,7
OCURI,consulta externa,menores de 6 meses,2021-08-01,18,21,0,0,18,21,39
OKINAWA,consulta externa,menores de 6 meses,2021-08-01,25,21,4,7,29,28,57
OMEREQUE,consulta externa,menores de 6 meses,2021-08-01,16,10,0,1,16,11,27
ORURO,consulta externa,menores de 6 meses,2021-08-01,1165,966,354,321,1519,1287,2806
PADCAYA,consulta externa,menores de 6 meses,2021-08-01,49,48,1,3,50,51,101
PADILLA,consulta externa,menores de 6 meses,2021-08-01,19,17,0,0,19,17,36
PAILON,consulta externa,menores de 6 meses,2021-08-01,92,63,24,28,116,91,207
PALCA,consulta externa,menores de 6 meses,2021-08-01,20,35,0,0,20,35,55
PALOS BLANCOS,consulta externa,menores de 6 meses,2021-08-01,55,63,5,7,60,70,130
