,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,76,79,8,4,84,83,167
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,38,37,3,0,41,37,78
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,6,2,0,1,6,3,9
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,5,14,7,5,12,19,31
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,16,19,0,1,16,20,36
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,2,1,0,0,2,1,3
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,4,3,0,1,4,4,8
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,8,12,0,4,8,16,24
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1683,1595,682,698,2365,2293,4658
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,3,4,0,0,3,4,7
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,8,10,0,1,8,11,19
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,24,18,2,2,26,20,46
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,81,106,105,106,186,212,398
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,12,11,0,2,12,13,25
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,41,31,1,1,42,32,74
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,123,111,17,16,140,127,267
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,7,10,3,1,10,11,21
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1,0,0,0,1,0,1
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,6,1,0,0,6,1,7
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1,2,0,0,1,2,3
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,12,6,1,0,13,6,19
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,13,17,9,0,22,17,39
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,12,11,0,0,12,11,23
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,28,33,12,12,40,45,85
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,21,27,9,8,30,35,65
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,22,14,7,7,29,21,50
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,10,8,0,0,10,8,18
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,54,43,1,4,55,47,102
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,30,21,9,4,39,25,64
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,9,6,8,3,17,9,26
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,0,3,0,1,0,4,4
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,59,39,2,3,61,42,103
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,4,4,4,3,8,7,15
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,17,7,11,9,28,16,44
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,2,1,8,4,10,5,15
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,8,3,1,0,9,3,12
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,8,2,7,7,15,9,24
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,6,10,0,0,6,10,16
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,19,22,5,3,24,25,49
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,51,46,0,0,51,46,97
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,7,2,0,1,7,3,10
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,19,30,0,1,19,31,50
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,53,42,2,5,55,47,102
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,26,35,6,1,32,36,68
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,16,11,4,11,20,22,42
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,106,93,10,14,116,107,223
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,179,173,142,126,321,299,620
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1220,1186,503,546,1723,1732,3455
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,17,17,3,3,20,20,40
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,17,26,2,0,19,26,45
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,6,6,0,0,6,6,12
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,6,2,0,0,6,2,8
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,93,108,6,7,99,115,214
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,4,7,0,0,4,7,11
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,10,9,3,4,13,13,26
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,25,18,5,1,30,19,49
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,6,7,6,7,12,14,26
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,9,5,0,1,9,6,15
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,29,20,0,0,29,20,49
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1,15,2,1,3,16,19
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,4,5,0,0,4,5,9
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,24,33,3,10,27,43,70
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,26,19,2,1,28,20,48
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,22,7,3,0,25,7,32
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,45,42,7,7,52,49,101
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,31,18,9,7,40,25,65
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1,5,0,1,1,6,7
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,17,9,5,1,22,10,32
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,64,32,20,16,84,48,132
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,197,149,40,30,237,179,416
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1,2,0,0,1,2,3
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,20,15,0,1,20,16,36
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,13,8,2,0,15,8,23
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,0,1,3,6,3,7,10
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,6,5,0,1,6,6,12
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,37,20,0,0,37,20,57
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,9,17,1,4,10,21,31
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,15,14,0,0,15,14,29
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,473,444,122,103,595,547,1142
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,47,47,12,8,59,55,114
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,16,18,0,0,16,18,34
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,28,22,13,7,41,29,70
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,29,35,1,2,30,37,67
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,41,66,8,10,49,76,125
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,4,3,0,0,4,3,7
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,11,4,0,0,11,4,15
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,11,12,0,1,11,13,24
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,2,2,0,0,2,2,4
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,35,19,0,0,35,19,54
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,8,5,2,0,10,5,15
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,24,25,0,2,24,27,51
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,40,37,1,0,41,37,78
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,26,19,3,0,29,19,48
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,16,13,1,2,17,15,32
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1,5,0,0,1,5,6
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,21,27,2,1,23,28,51
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,33,32,0,0,33,32,65
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,14,11,1,2,15,13,28
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,8,19,0,1,8,20,28
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,18,10,3,7,21,17,38
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,4,0,0,0,4,0,4
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,407,368,42,33,449,401,850
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,12,7,0,0,12,7,19
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,5,2,2,0,7,2,9
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,45,42,1,9,46,51,97
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,6,15,1,0,7,15,22
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,11,5,4,0,15,5,20
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,27,22,12,11,39,33,72
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,6,5,1,2,7,7,14
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,5,2,1,1,6,3,9
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,26,10,0,0,26,10,36
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,4,3,0,0,4,3,7
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,7,5,0,0,7,5,12
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,289,268,27,21,316,289,605
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,27,35,1,0,28,35,63
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,56,53,20,21,76,74,150
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,4,8,4,1,8,9,17
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,245,240,155,122,400,362,762
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,7,12,0,0,7,12,19
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,22,18,1,0,23,18,41
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,22,24,0,1,22,25,47
REYES,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,28,36,0,0,28,36,64
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,336,330,33,48,369,378,747
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,22,33,1,7,23,40,63
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,25,30,3,1,28,31,59
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,6,4,1,3,7,7,14
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,326,239,84,55,410,294,704
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,3,6,1,2,4,8,12
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,41,37,1,0,42,37,79
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,6,6,0,0,6,6,12
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,16,6,0,0,16,6,22
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,6,9,5,8,11,17,28
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1,8,0,0,1,8,9
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,16,18,4,2,20,20,40
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1,9,0,1,1,10,11
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,7,1,0,0,7,1,8
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,7,14,0,0,7,14,21
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,19,8,12,10,31,18,49
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,60,67,28,21,88,88,176
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,19,15,1,0,20,15,35
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,13,11,0,1,13,12,25
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,38,36,8,5,46,41,87
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,113,124,6,14,119,138,257
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,8,10,0,0,8,10,18
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,12,17,2,0,14,17,31
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,12,7,5,1,17,8,25
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,53,51,0,1,53,52,105
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,15,6,0,0,15,6,21
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,90,74,29,33,119,107,226
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,23,10,0,1,23,11,34
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,44,35,2,2,46,37,83
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,100,82,4,6,104,88,192
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,19,23,0,1,19,24,43
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,16,9,1,0,17,9,26
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,9,6,1,0,10,6,16
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,20,26,5,4,25,30,55
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,55,46,1,0,56,46,102
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,18,10,2,0,20,10,30
SAN PEDRO DE MACHA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,57,43,0,0,57,43,100
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,9,4,1,0,10,4,14
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,10,0,0,0,10,0,10
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,12,13,2,0,14,13,27
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,8,7,1,1,9,8,17
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,12,12,0,0,12,12,24
SANTA ANA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,30,25,16,17,46,42,88
SANTA CRUZ DE LA SIERRA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1867,1684,490,508,2357,2192,4549
SANTA ROSA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,14,17,1,1,15,18,33
SANTA ROSA DEL SARA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,38,25,0,1,38,26,64
SANTIAGO DE CALLAPA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,8,7,2,2,10,9,19
SANTIAGO DE HUARI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,12,11,2,2,14,13,27
SANTIAGO DE HUATA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1,4,0,0,1,4,5
SANTIAGO DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1,3,0,0,1,3,4
SANTIVAÑES,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,12,11,2,0,14,11,25
SANTUARIO DE QUILLACAS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1,1,0,0,1,1,2
SAPAHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,10,22,2,1,12,23,35
SENA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,5,8,0,0,5,8,13
SHINAOTA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,74,75,0,2,74,77,151
SICA SICA (VILLA AROMA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,30,30,1,3,31,33,64
SICAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,23,13,0,0,23,13,36
SIPE SIPE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,74,82,57,54,131,136,267
SOPACHUY,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,23,21,6,12,29,33,62
SORACACHI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,11,21,0,0,11,21,32
SORATA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,45,27,8,8,53,35,88
SUCRE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,699,547,110,88,809,635,1444
TACACHI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,3,2,1,1,4,3,7
TACACOMA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,32,24,2,2,34,26,60
TACOBAMBA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,10,18,0,0,10,18,28
TACOPAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,12,5,1,0,13,5,18
TAHUA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,2,1,0,0,2,1,3
TAPACARI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,32,36,2,1,34,37,71
TARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,60,52,1,3,61,55,116
TARACO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,8,11,0,0,8,11,19
TARATA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,13,15,4,3,17,18,35
TARIJA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,359,337,162,130,521,467,988
TARVITA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,33,37,0,0,33,37,70
TEOPONTE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,23,24,8,6,31,30,61
TIAHUANACU,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,16,12,1,1,17,13,30
TINGUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,41,33,0,0,41,33,74
TIPUANI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,25,16,2,2,27,18,45
TIQUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,133,119,22,33,155,152,307
TIRAQUE (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,39,33,43,38,82,71,153
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,3,0,0,1,3,1,4
TOCO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,14,9,5,3,19,12,31
TODOS SANTOS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,0,1,0,0,0,1,1
TOLATA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,10,11,12,10,22,21,43
TOLEDO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,4,6,1,0,5,6,11
TOMAVE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,30,30,0,0,30,30,60
TOMINA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,24,17,1,2,25,19,44
TORO TORO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,21,19,0,0,21,19,40
TOTORA(CBBA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,37,37,0,1,37,38,75
TOTORA(ORR),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,5,7,0,0,5,7,12
TRIGAL,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,1,6,0,0,1,6,7
TRINIDAD,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,140,141,24,24,164,165,329
TUPIZA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,86,82,14,9,100,91,191
TURCO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,2,3,0,1,2,4,6
UMALA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,12,6,1,4,13,10,23
UNCIA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,48,44,6,2,54,46,100
URIONDO (A. CONCEPCION),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,32,45,5,1,37,46,83
URUBICHA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,25,17,2,0,27,17,44
UYUNI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,50,39,13,10,63,49,112
VACAS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,31,9,6,3,37,12,49
VALLEGRANDE,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,9,8,7,7,16,15,31
VIACHA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,110,109,48,39,158,148,306
VILA VILA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,9,6,0,0,9,6,15
VILLA CHARCAS,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,18,32,1,2,19,34,53
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,68,59,8,10,76,69,145
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,2,0,0,1,2,1,3
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,24,34,2,8,26,42,68
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,35,27,0,0,35,27,62
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,324,314,52,40,376,354,730
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,16,11,0,0,16,11,27
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,65,59,6,2,71,61,132
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,160,146,24,17,184,163,347
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,15,8,0,0,15,8,23
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,4,2,1,0,5,2,7
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,162,159,9,17,171,176,347
YACO,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,21,19,6,4,27,23,50
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,165,184,26,38,191,222,413
YAMPARAEZ,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,10,7,0,0,10,7,17
YANACACHI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,11,6,1,0,12,6,18
YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,81,67,24,23,105,90,195
YOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,13,12,0,1,13,13,26
YOTALA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,11,16,2,2,13,18,31
YUNCHARA,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,14,23,0,0,14,23,37
YUNGUYO DE LITORAL,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,4,2,0,0,4,2,6
ZUDAÑEZ,consulta externa,ninos de 6 meses a < 1 ano,2021-06-01,14,15,0,1,14,16,30
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2021-07-01,4,13,0,0,4,13,17
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2021-07-01,40,34,13,8,53,42,95
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2021-07-01,25,20,3,2,28,22,50
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2021-07-01,35,29,3,2,38,31,69
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2021-07-01,2,4,0,2,2,6,8
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2021-07-01,3,5,0,0,3,5,8
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2021-07-01,23,20,1,2,24,22,46
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2021-07-01,8,3,0,0,8,3,11
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2021-07-01,2,5,0,1,2,6,8
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2021-07-01,4,3,1,3,5,6,11
