,group,variable,month,13. 1 INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,13. 1 INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
ESCOMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,12,2,12,14
GRAL. J.J. PEREZ (CHARAZANI),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,1,1,1,2
GUAYARAMERIN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,6,49,6,49,55
HUACARETA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,3,0,3,3
ICLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
LA GUARDIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,3,2,3,5
LA PAZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,426,788,426,788,1214
LLALLAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,3,5,3,5,8
MAGDALENA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,3,11,3,11,14
MAIRANA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,5,1,5,6
MIZQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,2,1,2,3
MONTEAGUDO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,9,34,9,34,43
MONTERO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,80,273,80,273,353
NACEBE (SANTA ROSA DEL ABUNA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
OKINAWA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,0,1,0,1
ORURO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,59,234,59,234,293
PADILLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,17,20,17,20,37
PALOS BLANCOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,0,1,0,1
POROMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
PORTACHUELO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,6,1,6,7
POTOSI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,15,2,15,17
PUERTO RICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,3,18,3,18,21
PUERTO VILLARROEL,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,4,27,4,27,31
PUNATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,30,55,30,55,85
QUILLACOLLO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,4,58,4,58,62
QUIME,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,2,0,2,2
RIBERALTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,8,80,8,80,88
ROBORE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,5,0,5,5
RURRENABAQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,14,27,14,27,41
SACABA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,4,26,4,26,30
SAN ANDRES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,4,2,4,6
SAN BORJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,6,1,6,7
SAN BUENA VENTURA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
SAN CARLOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,6,43,6,43,49
SAN IGNACIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,3,0,3,3
SAN IGNACIO DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,13,23,13,23,36
SAN JAVIER(STC),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,2,0,2,2
SAN JUAN DE YAPACANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,1,2,1,3
SAN LUCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,5,6,5,6,11
SAN MATIAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,3,0,3,3
SAN RAMON SCZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,549,815,549,815,1364
SANTA ROSA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,4,4,4,4,8
SANTA ROSA DEL SARA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
SANTIVAÑES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,1,2,1,3
SOPACHUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
SORATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
SUCRE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,24,42,24,42,66
TACACOMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
TAPACARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
TARABUCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,7,15,7,15,22
TARIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,130,249,130,249,379
TARVITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,3,1,3,4
TRIGAL,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,0,1,0,1
TRINIDAD,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,0,1,0,1
TUPIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,28,105,28,105,133
UNCIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,2,0,2,2
UYUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,3,16,3,16,19
VALLEGRANDE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,8,15,8,15,23
VILLA MONTES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,5,28,5,28,33
VILLA TUNARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,9,25,9,25,34
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,0,1,0,1,1
VILLAZON,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,3,9,3,9,12
VINTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,2,3,2,3,5
WARNES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,1,9,1,9,10
YACUIBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-06-01,48,69,48,69,117
ACHACACHI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,2,10,2,10,12
ANTEQUERA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,2,1,2,3
ASCENCION DE GUARAYOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,18,28,18,28,46
AYATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,5,1,5,6
AZURDUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,2,1,2,3
BERMEJO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,5,2,5,2,7
BETANZOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
BOYUIBE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
"CAIZA ""D""",internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,3,0,3,3
CAMARGO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,7,12,7,12,19
CAMIRI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,4,10,4,10,14
CARANAVI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,8,39,8,39,47
CARMEN RIVERO TORREZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,2,0,2,2
CHALLAPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,3,7,3,7,10
CHARAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,8,22,8,22,30
CHAYANTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,4,6,4,6,10
CLIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,3,9,3,9,12
COBIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,52,216,52,216,268
COCHABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,40,270,40,270,310
COMARAPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,4,0,4,4
CONCEPCION,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,3,1,3,4
COROICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,12,24,12,24,36
COTAGAITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,3,0,3,3
CUATRO CAÑADAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,3,1,3,4
CUCHUMUELA (V. G. VILLARROEL),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,0,1,0,1
CULPINA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,2,3,2,3,5
EL ALTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,108,869,108,869,977
EL TORNO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,3,21,3,21,24
EL VILLAR,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,4,0,4,4
ENTRE RIOS TRJ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
ESCOMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,3,4,3,4,7
FERNANDEZ ALONSO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
GUAYARAMERIN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,4,25,4,25,29
HUACARETA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
LA GUARDIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,8,7,8,7,15
LA PAZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,373,1053,373,1053,1426
LLALLAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,5,8,5,8,13
MACHARETI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,7,0,7,7
MAGDALENA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,2,13,2,13,15
MAIRANA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,5,0,5,5
MIZQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,2,0,2,2
MOJOCOYA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
MONTEAGUDO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,17,30,17,30,47
MONTERO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,46,31,46,31,77
ORURO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,103,182,103,182,285
PADILLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,11,27,11,27,38
PALOS BLANCOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,2,0,2,2
PASORAPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
POJO (CBBA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
PORTACHUELO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,4,10,4,10,14
POTOSI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,2,19,2,19,21
PUERTO GONZALO MORENO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,1,1,1,2
PUERTO SUAREZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,6,16,6,16,22
PUERTO VILLARROEL,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,9,27,9,27,36
PUNATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,34,69,34,69,103
QUILLACOLLO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,6,43,6,43,49
QUIME,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,2,0,2,0,2
REYES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,2,1,2,1,3
RIBERALTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,4,113,4,113,117
ROBORE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
RURRENABAQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,12,17,12,17,29
SACABA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,3,34,3,34,37
SACABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,2,0,2,2
SAN BORJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,7,9,7,9,16
SAN BUENA VENTURA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,3,0,3,3
SAN CARLOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,6,35,6,35,41
SAN IGNACIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,9,18,9,18,27
SAN JAVIER(STC),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,0,1,0,1
SAN LUCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,6,10,6,10,16
SAN MATIAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,2,2,2,2,4
SAN PEDRO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,1,1,1,2
SAN RAFAEL,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,0,1,0,1
SAN RAMON SCZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,148,495,148,495,643
SANTA ROSA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,2,2,2,2,4
SOPACHUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,2,2,2,2,4
SORATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,2,0,2,2
SUCRE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,37,100,37,100,137
TAPACARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
TARABUCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,5,1,5,6
TARIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,141,254,141,254,395
TARVITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,2,5,2,5,7
TOTORA(CBBA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,0,1,0,1,1
TUPIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,38,61,38,61,99
UYUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,4,16,4,16,20
VALLEGRANDE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,6,8,6,8,14
VIACHA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,2,3,2,3,5
VILLA MONTES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,11,30,11,30,41
VILLA TUNARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,30,1,30,31
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,1,1,1,2
VILLAZON,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,10,1,10,11
VINTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,2,1,2,3
WARNES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,2,10,2,10,12
YACUIBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,42,86,42,86,128
YAMPARAEZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,1,6,1,6,7
YAPACANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-07-01,77,132,77,132,209
ACHACACHI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,3,8,3,8,11
ANZALDO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,1,1,1,1,2
ASCENCION DE GUARAYOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,14,34,14,34,48
AYOPAYA (V. DE INDEPENDENCIA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,7,0,7,0,7
BERMEJO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,6,10,6,10,16
BETANZOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,1,0,1,1
CABEZAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,2,0,2,2
CAIROMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,2,2,2,2,4
CALAMARCA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,1,0,1,1
CAMARGO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,4,6,4,6,10
CAMIRI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,8,28,8,28,36
CAPINOTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,3,0,3,3
CARANAVI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,2,36,2,36,38
CHALLAPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,2,3,2,3,5
CHARAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,7,28,7,28,35
CLIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,5,0,5,5
COBIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,46,196,46,196,242
COCHABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,26,60,26,60,86
COMARAPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,1,2,1,2,3
CONCEPCION,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,3,1,3,1,4
COPACABANA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,2,0,2,2
COROICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,5,28,5,28,33
COTAGAITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,2,0,2,2
EL ALTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,71,513,71,513,584
EL TORNO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,6,5,6,5,11
ESCOMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,1,8,1,8,9
GUAYARAMERIN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,5,33,5,33,38
HUACARETA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,1,2,1,2,3
HUANUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,1,0,1,1
ICLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,1,0,1,1
INQUISIVI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,1,0,1,1
LA ASUNTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,2,1,2,1,3
LA GUARDIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,19,35,19,35,54
LA PAZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,359,657,359,657,1016
LLALLAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,3,6,3,6,9
MACHARETI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,2,0,2,2
MAGDALENA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,2,12,2,12,14
MAIRANA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,4,0,4,4
MINEROS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,2,1,2,1,3
MIZQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,1,1,1,1,2
MONTEAGUDO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,11,24,11,24,35
MONTERO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,72,233,72,233,305
OMEREQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,1,0,1,0,1
ORURO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,38,220,38,220,258
PADILLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,11,17,11,17,28
PORTACHUELO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,3,11,3,11,14
POTOSI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,14,23,14,23,37
PUERTO SUAREZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,6,17,6,17,23
PUERTO VILLARROEL,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,9,44,9,44,53
PUNA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,1,0,1,1
PUNATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,30,63,30,63,93
QUILLACOLLO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,6,43,6,43,49
REYES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,2,0,2,2
RIBERALTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,5,98,5,98,103
ROBORE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,3,0,3,3
RURRENABAQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,14,18,14,18,32
SACABA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,5,30,5,30,35
SAMAIPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,1,0,1,1
SAN BORJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,5,5,5,5,10
SAN BUENA VENTURA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,3,3,3,3,6
SAN CARLOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,10,29,10,29,39
SAN IGNACIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,2,2,2,2,4
SAN IGNACIO DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,12,17,12,17,29
SAN JAVIER(STC),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,1,2,1,2,3
SAN JOSE DE CHIQUITOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,1,0,1,0,1
SAN JULIAN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,2,1,2,1,3
SAN LORENZO(PND),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,1,0,1,1
SAN LUCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,2,5,2,5,7
SAN MATIAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,325,1171,325,1171,1496
SANTA ROSA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,2,0,2,0,2
SOPACHUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,1,0,1,0,1
SORATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,5,0,5,5
SUCRE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,51,116,51,116,167
TAPACARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,4,0,4,4
TARABUCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,5,14,5,14,19
TARIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,160,212,160,212,372
TARVITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,1,6,1,6,7
TIPUANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,1,0,1,1
TRINIDAD,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,2,0,2,0,2
TUPIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,14,49,14,49,63
UNCIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,70,92,70,92,162
URUBICHA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,6,5,6,5,11
UYUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,3,8,3,8,11
VALLEGRANDE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,6,14,6,14,20
VIACHA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,3,2,3,2,5
VILLA CHARCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,5,0,5,5
VILLA MONTES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,7,13,7,13,20
VILLA SERRANO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,2,0,2,2
VILLA TUNARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,7,28,7,28,35
VILLAZON,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,3,6,3,6,9
VINTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,2,3,2,3,5
WARNES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,27,0,27,27
YACUIBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,37,106,37,106,143
YAMPARAEZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,2,0,2,2
YAPACANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,47,77,47,77,124
ZUDAÑEZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-08-01,0,4,0,4,4
ACHACACHI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,5,9,5,9,14
