municipality,group,variable,month,AQV femenino,AQV femenino1,AQV femenino2,AQV femenino3,AQV femenino4,TOTAL
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,1,0,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,0,1,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,7,3,0,10
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,1,1,0,2
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,5,3,0,8
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,2,5,0,7
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,8,6,0,14
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,3,0,0,0,3
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,0,1,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,2,1,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,8,7,0,15
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,16,24,0,40
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,3,0,0,3
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,3,2,0,5
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,0,2,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,2,2,0,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,3,0,0,3
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,2,1,0,3
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,3,3,0,6
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,4,0,0,4
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-11-01,0,0,1,2,0,3
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,1,0,0,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,2,1,0,3
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,2,1,0,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,0,1,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,3,2,0,5
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,4,1,0,5
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,1,3,0,0,4
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,1,60,12,0,73
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,1,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,1,1,1,0,3
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,2,1,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,11,7,0,18
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,5,2,0,7
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,2,2,0,4
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,1,0,0,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,0,1,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,5,2,0,7
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,2,2,0,4
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,1,4,0,5
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,1,9,2,0,12
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,2,0,0,2
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,2,0,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,1,1,1,0,3
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,8,7,0,15
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,1,2,0,3
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,3,1,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,2,6,0,8
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,16,14,0,30
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,2,1,0,3
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,0,1,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,1,5,0,6
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,14,4,0,18
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,1,0,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,2,2,0,4
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,3,1,0,4
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,3,2,0,5
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,3,0,0,3
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,1,2,4,0,7
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2015-12-01,0,0,0,3,0,3
