municipality,group,variable,month,Número de inyectables trimestrales suministrados,Número de inyectables trimestrales suministrados1,Número de inyectables trimestrales suministrados2,Número de inyectables trimestrales suministrados3,Número de inyectables trimestrales suministrados4,TOTAL
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,22,8,0,31
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,30,20,0,50
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,18,52,20,1,91
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,2,12,86,40,0,140
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,24,22,0,46
MOJINETE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,0,2,0,2
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,5,21,23,0,49
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,2,21,54,32,3,112
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,49,181,41,0,271
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,18,12,0,32
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,3,40,25,0,69
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,3,2,0,5
NAZACARA DE PACAJES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,2,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,3,1,0,4
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,27,27,0,56
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,9,10,0,21
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,22,7,0,30
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,47,487,199,2,735
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,23,109,80,0,212
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,8,64,32,0,104
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,13,37,10,0,60
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,45,12,0,59
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,6,68,38,0,112
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,2,4,0,6
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,8,35,13,1,57
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,15,11,0,28
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,18,10,4,32
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,25,4,0,29
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,12,8,0,20
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,18,15,0,33
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,4,33,26,1,64
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,11,72,47,2,132
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,11,62,27,1,101
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,8,3,0,11
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,6,46,23,1,76
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,12,2,0,14
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,7,35,17,0,59
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,6,13,1,0,20
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,7,1,0,8
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,52,441,139,1,634
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,33,19,0,54
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,7,3,0,11
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,9,61,39,0,109
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,6,2,0,9
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,21,14,1,36
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,12,19,8,0,40
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,5,5,0,10
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,4,22,2,0,28
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,11,27,14,0,52
PUERTO SILES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,2,0,0,2
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,9,0,0,10
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,2,15,83,39,0,139
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,5,38,26,0,69
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,7,54,16,1,78
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,8,2,0,12
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,16,161,28,0,205
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,4,29,12,0,45
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,4,5,7,1,17
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,3,41,49,1,94
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,4,35,7,0,46
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,14,36,142,29,0,221
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,6,44,5,0,55
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,9,55,10,0,74
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,3,2,0,5
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,27,161,50,0,238
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,4,2,6,0,12
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,5,47,18,0,70
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,6,19,6,1,33
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,7,27,11,0,45
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,2,27,9,0,39
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,10,2,0,12
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,4,9,32,9,0,54
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,3,2,0,5
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,7,0,0,7
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,12,40,26,0,78
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,33,16,0,51
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,32,114,33,0,179
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,21,4,0,26
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,11,33,19,0,64
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,9,89,42,0,140
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,14,122,37,1,174
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,3,3,4,0,10
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,8,30,10,0,48
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,6,42,15,1,64
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,5,30,12,0,47
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,15,82,37,1,135
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,25,4,0,31
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,20,85,53,2,161
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,5,68,35,0,108
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,4,21,7,0,32
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,19,68,26,2,116
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,3,3,0,6
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,41,12,0,55
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,5,41,28,0,74
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,9,8,0,17
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,4,0,0,6
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,11,3,0,14
SAN PEDRO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,3,0,1,0,4
SAN RAFAEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,8,32,19,1,60
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,5,2,0,9
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,28,12,10,0,50
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,5,24,2,1,33
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,8,126,593,120,1,848
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,3,13,0,0,16
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,17,44,22,0,83
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,1,1,0,3
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,3,4,0,8
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,7,5,0,13
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,6,7,0,14
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,19,7,0,28
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,16,2,0,18
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,30,18,0,48
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,3,21,0,0,24
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,9,25,12,0,46
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,4,41,24,0,69
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,18,7,0,27
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,18,175,63,1,258
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,26,16,2,44
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,7,21,7,0,35
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,5,36,30,0,71
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,73,598,178,2,852
TACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,0,0,0,1
TACACOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,3,31,12,0,46
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,27,16,0,43
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,12,20,0,33
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,3,1,0,5
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,8,59,48,0,115
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,6,46,26,0,78
TARACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,19,10,0,31
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,24,13,0,39
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,48,317,81,3,449
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,7,27,23,0,58
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,3,28,10,0,41
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,27,14,1,42
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,3,22,18,1,44
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,4,15,8,0,27
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,19,92,13,0,125
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,9,12,0,22
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,0,1,0,1
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,3,17,11,0,31
TODOS SANTOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,1,0,0,1
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,25,3,1,29
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,10,3,0,14
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,3,22,7,0,32
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,6,54,39,1,101
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,4,17,10,0,31
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,18,91,34,0,143
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,11,7,0,19
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,6,1,0,7
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,13,48,10,0,71
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,15,153,48,0,216
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,4,9,0,15
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,12,8,0,21
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,51,11,1,65
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,2,11,51,35,1,100
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,1,11,6,0,19
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,5,31,11,0,47
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,17,8,0,26
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,12,48,11,0,71
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,12,129,53,0,195
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,3,4,4,0,11
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,12,50,35,0,97
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,14,82,35,1,132
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,4,0,0,5
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,7,28,15,0,50
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,12,20,21,1,54
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,2,42,272,67,0,383
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,2,46,27,0,75
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,1,22,97,39,1,160
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,3,82,20,0,105
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,15,13,0,28
WALDO BALLIVIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,5,2,0,7
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,2,58,180,65,0,305
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,16,10,0,27
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,2,42,202,100,3,349
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,0,11,3,1,15
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,11,6,0,18
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,9,86,28,0,123
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,7,8,1,17
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,0,6,0,7
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,9,45,21,0,75
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-06-01,0,1,34,22,1,58
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-07-01,0,2,9,6,0,17
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-07-01,1,4,63,36,0,104
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-07-01,0,4,41,13,0,58
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-07-01,0,1,34,27,1,63
ALALAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-07-01,0,1,8,1,0,10
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de inyectables trimestrales suministrados,2015-07-01,0,7,21,17,1,46
