municipality,group,variable,month,Nº de certificados únicos para casos de violencia (Ley 348),TOTAL
LA ASUNTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,7,7
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,5,5
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,3,3
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,7,7
PATACAMAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,5,5
POJO (CBBA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
QUIME,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
ROBORE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,3,3
SAIPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,5,5
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,11,11
SENA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,2,2
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,3,3
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,4,4
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,4,4
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,5,5
YACO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,3,3
YACUIBA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-10-01,4,4
ALCALA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,2,2
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,4,4
BATALLAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,5,5
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,12,12
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,11,11
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,5,5
CARIPUYO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,3,3
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,6,6
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,13,13
FILADELFIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,22,22
HUACARETA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,2,2
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,6,6
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,4,4
INCAHUASI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,6,6
LA PAZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,5,5
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,40,40
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,5,5
PADILLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,3,3
POROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,3,3
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,6,6
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,2,2
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,2,2
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,3,3
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,6,6
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,2,2
SACABA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,44,44
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,4,4
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
SENA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,4,4
SOPACHUY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,2,2
TACOPAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,2,2
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,2,2
TIAHUANACU,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,2,2
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,3,3
TURCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,2,2
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,8,8
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-11-01,1,1
ACACIO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
AIQUILE,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,107,107
AYATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,4,4
CAIROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,4,4
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,7,7
CALAMARCA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,3,3
CARACOLLO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,3,3
CARAPARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,3,3
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,6,6
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,6,6
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,4,4
EL ALTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,15,15
GUANAY,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,11,11
HUANUNI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,14,14
ICLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,2,2
LLICA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,3,3
MALLA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
OCURI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,4,4
PATACAMAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,2,2
POCOATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,2,2
PRESTO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,2,2
PUERTO RICO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,3,3
PUNA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,4,4
QUIABAYA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
QUIME,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,4,4
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,2,2
SAN ANDRES,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,2,2
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
SENA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,7,7
TARVITA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,2,2
TIPUANI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,4,4
UNCIA,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,3,3
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,6,6
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de certificados unicos para casos de violencia (ley 348),2023-12-01,2,2
