municipality,group,variable,month,Nº de Personas con Discapacidad atendidas en la comunidad,TOTAL
POROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,5,5
PORONGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
PORVENIR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,9,9
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,5,5
PRESTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,11,11
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,3,3
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,32,32
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,3,3
PUNA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,40,40
QUIABAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,3,3
RIBERALTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,2,2
SACABA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,31,31
SAN ANDRES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,96,96
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,21,21
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,3,3
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,4,4
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,11,11
SAN LUCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,12,12
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,3,3
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,5,5
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,4,4
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,3,3
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,9,9
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,5,5
SHINAOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,4,4
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,9,9
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,24,24
TACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,11,11
TAPACARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
TARACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,12,12
TARVITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,5,5
TIAHUANACU,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,7,7
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,4,4
TOLATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,3,3
TOMINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,9,9
TUPIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,5,5
UYUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,4,4
VACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,3,3
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,21,21
VIACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,16,16
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,14,14
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,4,4
VINTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,2,2
WARNES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,35,35
YACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,7,7
YANACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
YOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,4,4
YUNCHARA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-07-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,13,13
ACHOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,9,9
ALALAY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,10,10
ANCORAIMES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,6,6
APOLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
AYATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
AZURDUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
BATALLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,5,5
BELLA FLOR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
BERMEJO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,11,11
BETANZOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
BOLPEBRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
CAMIRI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
CAPINOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
CARACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,10,10
CARIPUYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
CHARAÑA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,18,18
CHUMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,25,25
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
CORO CORO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,7,7
COROICO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
COTOCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,6,6
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
CURVA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,34,34
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,5,5
EL TORNO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,5,5
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,8,8
HUACARETA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,10,10
HUANUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
HUARINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,6,6
ICHOCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
INCAHUASI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,8,8
INQUISIVI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,11,11
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,5,5
LA GUARDIA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
LAJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
LLICA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
LURIBAY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
MAIRANA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,6,6
MIZQUE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,8,8
MOCOMOCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
MOJOCOYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,10,10
MONTERO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
ORURO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
PADCAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,13,13
PALCA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,7,7
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,8,8
PATACAMAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
PORONGO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
PORVENIR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,56,56
POTOSI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,20,20
PRESTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,17,17
PUCARANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,8,8
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
PUNA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,7,7
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
QUIME,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,5,5
SACABA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,22,22
SACABAMBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,40,40
SAN BORJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,13,13
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,5,5
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,13,13
SAN LUCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,15,15
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,6,6
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,5,5
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,11,11
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
SIPE SIPE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
SOPACHUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,9,9
SORATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,16,16
SUCRE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,31,31
TACOPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,6,6
TARACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,17,17
TARVITA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,5,5
TIAHUANACU,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,9,9
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,5,5
TRINIDAD,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
UMALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,21,21
VIACHA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,13,13
VILA VILA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
VILLA MONTES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,15,15
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,4,4
WARNES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,3,3
YACO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,10,10
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,5,5
YOTALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,18,18
YUNCHARA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,7,7
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-08-01,8,8
ACHACACHI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,8,8
ACHOCALLA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,9,9
ALCALA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,8,8
ALTO BENI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,3,3
ANZALDO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,1,1
APOLO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,6,6
AZURDUY,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,8,8
BATALLAS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de personas con discapacidad atendidas en la comunidad,2023-09-01,4,4
