,group,variable,month,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,TOTALES
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,2,3,0,1,6
SICAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,0,0,0,3,3
SIPE SIPE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,7,7,8,15,37
SOPACHUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,2,0,1,1,4
SORACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,1,0,0,0,1
SORATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,5,5,2,3,15
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,124,117,35,33,309
TACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,0,1,1,1,3
TACACOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,1,2,1,0,4
TACOBAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,2,1,2,2,7
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,0,2,2,3,7
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,7,6,8,7,28
TARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,4,4,5,3,16
TARACO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,2,0,2,0,4
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,4,1,3,4,12
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,89,67,26,43,225
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,2,1,4,0,7
TEOPONTE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,2,6,2,5,15
TIAWANACU,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,4,5,3,1,13
TINGUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,3,1,8,7,19
TIPUANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,4,5,2,0,11
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,14,14,20,11,59
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,3,3,6,4,16
TITO YUPANQUI (PARQUIPUJIO),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,1,0,0,0,1
TOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,4,5,2,1,12
TOLATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,0,1,1,4,6
TOLEDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,2,1,1,0,4
TOMAVE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,5,3,6,5,19
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,3,0,3,1,7
TORO TORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,1,1,1,4,7
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,2,3,1,4,10
TOTORA(ORR),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,1,0,0,0,1
TRIGAL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,0,0,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,29,40,9,22,100
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,31,20,18,12,81
UMALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,3,2,1,2,8
UNCIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,10,9,3,5,27
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,6,5,1,1,13
URUBICHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,3,7,1,3,14
UYUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,2,9,1,0,12
VACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,1,5,4,0,10
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,12,11,3,0,26
VIACHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,18,22,9,7,56
VILA VILA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,1,0,1,0,2
VILLA CHARCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,3,9,4,2,18
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,18,35,11,13,77
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,0,0,4,3,7
VILLA RIVERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,4,2,5,4,15
VILLA SERRANO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,4,3,1,2,10
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,30,35,11,5,81
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,3,4,6,5,18
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,20,15,7,6,48
VINTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,20,13,21,15,69
VITICHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,6,4,6,4,20
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,3,0,0,0,3
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,63,76,28,20,187
YACO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,0,0,1,0,1
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,37,35,16,17,105
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,6,7,2,0,15
YANACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,1,1,0,0,2
YAPACANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,21,11,13,18,63
YOCALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,5,3,4,7,19
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,2,0,1,2,5
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,0,0,1,2,3
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-06-01,1,4,1,4,10
ACHACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,9,4,3,2,18
ACHOCALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,8,0,0,12
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,5,14,7,7,33
ALALAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,0,3,2,5
ALCALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,2,0,0,4
ALTO BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,4,0,0,7
ANCORAIMES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,4,5,2,12
ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,0,0,2,4
ANTEQUERA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,2,0,0,2
ANZALDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,0,2,1,4
APOLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,6,4,9,22
ARAMPAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,0,2,2,4
ARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,3,1,1,6
ARBIETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,7,7,2,9,25
ARQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,4,6,5,17
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,13,17,0,0,30
ATOCHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,1,3,4,8
AUCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,3,3,3,10
AYATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,3,5,10,19
AYO AYO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,2,2,1,6
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,7,3,16,13,39
AZURDUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,5,4,5,5,19
BATALLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,3,1,1,8
BAURES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,7,5,5,21
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,0,0,0,1
BELLA FLOR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,2,1,4,8
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,10,15,2,3,30
BETANZOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,5,9,9,9,32
BOLIVAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,1,3,3,9
BOLPEBRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,1,3,0,5
BOYUIBE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,3,3,0,6
BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,9,8,4,2,23
CABEZAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,9,12,9,8,38
CAIROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,5,0,0,6
"CAIZA ""D""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,0,4,3,7
CAJUATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,3,1,0,8
CALACOTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,1,0,2,3
CALAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,0,1,0,4
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,6,7,1,1,15
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,1,0,1,3
CAMIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,11,15,0,1,27
CAPINOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,11,8,13,12,44
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,2,1,0,7
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,9,3,12,9,33
CARANAVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,27,30,10,6,73
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,9,7,3,3,22
CARIPUYO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,3,2,10,19
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,1,0,0,1
CATACORA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,1,0,1,2
CHACARILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,1,0,0,2
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,8,8,9,3,28
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,1,1,0,4
CHARAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,7,15,9,35
CHARAÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,0,0,0,1
CHAYANTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,1,2,2,6
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,10,11,3,5,29
CHIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,0,0,1,1
CHUA COCANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,1,4,4,11
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,2,0,0,6
CHUMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,4,0,1,7
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,1,7,3,11
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,2,1,1,6
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,17,11,8,6,42
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,32,23,24,17,96
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,6,13,16,10,45
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,252,255,38,41,586
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,6,6,8,24
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,4,1,1,10
COLLANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,3,0,0,3
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,8,2,4,17
COLPA BELGICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,1,0,0,3
COLQUECHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,6,7,9,26
COLQUENCHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,3,0,0,7
COLQUIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,2,2,6,12
COMANCHE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,0,0,1,1
COMARAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,9,5,0,0,14
COMBAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,0,1,1,2
CONCEPCION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,10,6,5,6,27
COPACABANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,3,1,1,6
CORIPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,8,2,0,1,11
CORO CORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,2,2,3,7
COROICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,6,3,2,14
CORQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,2,1,2,7
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,7,7,4,5,23
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,29,26,1,6,62
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,9,9,6,7,31
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,0,1,1,2
CUEVO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,1,0,4,7
CULPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,7,7,1,8,23
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,0,0,2,3
CURVA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,4,1,0,5
DESAGUADERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,1,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,214,205,184,170,773
EL CHORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,1,1,0,3
EL PUENTE(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,6,3,3,16
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,5,4,3,16
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,24,20,14,28,86
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,3,0,0,6
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,10,14,6,5,35
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,21,17,9,8,55
ESCOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,1,0,0,2
ESMERALDA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,0,0,0,1
EUCALIPTUS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,1,1,1,6
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,1,0,1,3
EXALTACION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,0,1,1,2
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,7,6,6,6,25
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,0,1,3,5
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,14,10,1,1,26
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,2,4,3,9
GUANAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,3,3,6,15
GUAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,0,1,1,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,15,20,23,22,80
GUTIERREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,5,4,0,1,10
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,2,0,1,3
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,1,2,1,7
HUACHACALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,1,0,2,4
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,5,7,2,8,22
HUARACAJE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,3,0,0,5
HUARINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,0,0,1,2
HUATAJATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,1,1,0,2
HUAYLLAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,3,1,0,5
HUMANATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,2,0,1,3
ICHOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,1,0,0,1
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,0,2,3,7
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,4,5,9,21
INQUISIVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,0,3,3,9
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,8,0,0,11
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,3,1,0,5
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,7,9,2,3,21
LA ASUNTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,12,14,1,3,30
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,46,54,14,6,120
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,312,328,31,40,711
LAGUNILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,2,3,5,12
LAJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,6,3,2,2,13
LAS CARRERAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,1,0,0,2
LICOMA PAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,0,0,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,10,11,28,17,66
LLICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,5,0,0,8
LURIBAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,4,1,1,7
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,0,0,0,1
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,1,4,2,8
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,5,6,4,1,16
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,9,12,0,0,21
MALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,0,0,1,1
MAPIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,7,6,0,0,13
MECAPACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,6,0,0,6
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,16,25,13,13,67
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,12,16,5,7,40
MOCOMOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,3,5,0,11
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,3,2,0,7
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,13,17,0,0,30
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,62,47,48,40,197
MORO MORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,1,3,0,4
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,0,4,1,7
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,0,3,5,8
OCURI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,3,1,5,3,12
OKINAWA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,6,11,0,0,17
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,1,2,5,10
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,108,146,27,20,301
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,9,7,0,1,17
PADILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,5,0,1,7
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,13,10,10,4,37
PALCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,9,8,7,4,28
PALOS BLANCOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,18,13,5,4,40
PAMPA GRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,3,2,2,9
PAPEL PAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,2,0,0,0,2
PASORAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,0,0,0,2,2
PATACAMAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,4,8,2,3,17
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2018-07-01,1,1,2,0,4
