,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,2,0,0,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,9,4,3,4,20
EL CHORO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,5,0,0,0,5
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,2,1,1,0,4
INCAHUASI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,1,0,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,1,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,1,0,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,10,8,0,20,38
LLICA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,1,0,0,0,1
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,0,1,1
MIZQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,1,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,3,2,0,0,5
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,2,4,2,3,11
PORVENIR,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,0,1,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,1,3,0,4
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,0,1,1
PUERTO ACOSTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,0,1,1
PUERTO CARABUCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,1,0,1
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,1,0,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,1,4,0,0,5
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,0,1,1
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,1,0,0,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,3,2,0,0,5
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,1,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,23,25,25,18,91
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,1,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,23,23,0,0,46
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,0,1,1
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,1,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,1,0,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,1,0,0,0,1
URUBICHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,0,1,1
VILA VILA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,0,1,1
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,1,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,0,1,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,2,0,0,2
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,1,3,0,1,5
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2018-12-01,0,0,1,0,1
