,group,variable,month,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTALES
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,24,17,8,6,55
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,3,3,3,12
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,4,2,7,8,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,4,4,5,10,23
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,3,7,2,14
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,16,15,2,2,35
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,14,10,1,0,25
PUERTO SILES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,1,1,1,2,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,27,12,0,0,39
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,78,70,4,5,157
PUNA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,14,10,10,10,44
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,26,39,1,1,67
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,1,1,0,0,2
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,107,109,32,24,272
QUIME,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,4,8,1,1,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,1,0,0,0,1
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,7,5,13,12,37
REYES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,8,12,1,2,23
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,135,128,7,4,274
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,10,16,1,2,29
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,25,22,1,0,48
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,1,1,1,0,3
SACABA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,126,136,10,10,282
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,3,0,0,6
SACACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,11,8,4,5,28
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,6,3,0,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,6,3,2,14
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,3,1,0,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,0,1,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,4,10,2,1,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,0,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,5,2,2,1,10
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,7,9,0,2,18
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,50,42,19,16,127
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,6,12,0,1,19
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,22,24,1,0,47
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,30,20,1,1,52
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,52,45,8,7,112
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,0,0,0,2,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,21,14,0,0,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,9,4,0,0,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,14,18,3,3,38
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,10,13,1,0,24
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,56,45,11,9,121
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,11,3,5,9,28
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,16,13,3,3,35
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,21,10,10,12,53
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,15,23,0,0,38
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,12,7,0,0,19
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,1,0,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,11,18,1,0,30
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,21,15,18,13,67
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,9,6,1,4,20
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,2,0,0,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,0,0,1,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,3,1,0,7
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,6,5,0,0,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,8,10,0,0,18
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,25,15,1,0,41
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,1892,1797,34,22,3745
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,20,18,8,3,49
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,14,10,4,2,30
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,3,4,2,12
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,5,3,4,5,17
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,6,3,0,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,3,1,0,6
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,5,2,1,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,4,0,1,7
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,6,3,2,3,14
SENA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,15,8,3,0,26
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,28,27,4,3,62
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,13,9,8,4,34
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,0,1,0,4
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,56,37,4,5,102
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,4,0,0,2,6
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,4,7,3,3,17
SORATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,9,6,11,7,33
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,271,298,6,8,583
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,1,0,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,6,4,4,4,18
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,3,4,1,11
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,1,7,4,14
TAHUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,1,0,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,16,13,7,6,42
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,7,5,6,2,20
TARACO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,0,2,0,1,3
TARATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,3,0,0,5
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,211,224,6,10,451
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,4,5,5,16
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,8,12,2,3,25
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,8,6,1,2,17
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,12,8,8,3,31
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,11,0,1,14
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,71,48,17,19,155
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,11,12,15,3,41
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,1,0,0,0,1
TOCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,1,0,0,3
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,3,2,1,9
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,1,3,2,0,6
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,7,5,6,3,21
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,6,4,2,3,15
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,7,9,7,6,29
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,9,8,7,4,28
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,0,0,0,3
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,148,142,2,2,294
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,31,40,1,4,76
TURCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,4,1,1,0,6
UMALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,4,5,0,5,14
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,22,14,4,2,42
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,14,10,1,6,31
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,3,3,3,2,11
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,33,36,0,3,72
VACAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,3,2,5,12
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,16,12,1,0,29
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,62,61,7,3,133
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,1,6,2,2,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,4,15,6,4,29
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,37,45,6,2,90
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,4,2,2,10
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,7,5,1,0,13
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,6,4,1,2,13
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,83,72,8,4,167
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,4,7,3,5,19
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,38,27,5,1,71
VINTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,54,47,4,7,112
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,6,3,1,2,12
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,0,1,2,0,3
WARNES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,142,135,2,1,280
YACO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,5,5,0,12
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,102,95,11,12,220
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,2,2,1,7
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,4,0,1,1,6
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,43,45,12,8,108
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,4,2,0,1,7
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,6,5,2,4,17
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,2,0,6,0,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-07-01,8,2,1,6,17
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,2,0,3,7
ACHACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,30,17,8,4,59
ACHOCALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,6,4,5,22
AIQUILE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,20,21,12,7,60
ALALAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,0,2,0,2
ALCALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,2,0,0,3
ALTO BENI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,12,3,1,20
ANCORAIMES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,5,1,0,10
ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,2,0,1,6
ANTEQUERA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,3,0,0,4
ANZALDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,1,7,3,14
APOLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,12,8,5,1,26
ARAMPAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,7,3,12
ARANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,11,4,1,1,17
ARBIETO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,10,4,2,3,19
ARQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,7,4,2,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,27,40,2,3,72
ATOCHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,5,2,1,14
AUCAPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,2,2,1,5
AYATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,6,2,4,15
AYO AYO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,3,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,13,16,8,5,42
AZURDUY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,5,0,4,15
BATALLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,11,8,5,2,26
BAURES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,5,0,0,13
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,0,2,2,4
BELLA FLOR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,3,2,2,8
BERMEJO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,19,30,2,2,53
BETANZOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,16,22,7,7,52
BOLIVAR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,2,3,1,11
BOLPEBRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,2,0,1,4
BOYUIBE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,4,0,0,5
BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,5,1,3,18
CABEZAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,20,25,21,12,78
CAIROMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,4,1,6,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,9,2,5,20
CAJUATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,10,11,1,1,23
CALACOTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,3,0,1,4
CALAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,12,6,1,2,21
CAMARGO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,12,1,2,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,0,2,4
CAMIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,39,36,3,1,79
CAPINOTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,14,17,2,2,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,8,3,0,20
CARACOLLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,12,9,5,2,28
CARANAVI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,32,34,7,8,81
CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,0,1,0,1
CARAPARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,13,11,4,5,33
CARIPUYO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,3,9,3,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,5,0,2,9
CATACORA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,0,0,2
CHACARILLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,1,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,27,29,9,8,73
CHAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,9,1,0,19
CHARAGUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,20,17,39,36,112
CHARAÑA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,2,0,0,4
CHAYANTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,12,6,2,2,22
CHIMORE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,18,21,4,2,45
CHIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,3,0,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,11,12,4,6,33
CHUMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,4,6,2,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,8,0,4,14
CKOCHAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,10,6,5,2,23
CLIZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,22,14,1,1,38
COBIJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,60,66,9,4,139
COCAPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,3,15,10,30
COCHABAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,662,677,2,6,1347
COIPASA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,0,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,39,39,0,1,79
"COLCHA ""K""",vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,11,2,2,24
COLLANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,0,1,1,3
COLOMI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,23,23,3,3,52
COLPA BELGICA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,5,0,0,8
COLQUECHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,13,16,13,20,62
COLQUENCHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,6,0,0,15
COLQUIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,11,12,9,41
COMANCHE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,1,1,0,4
COMARAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,24,11,0,1,36
COMBAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,2,3,0,9
CONCEPCION,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,16,27,3,3,49
COPACABANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,3,1,3,9
CORIPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,13,19,0,1,33
CORO CORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,4,1,2,11
COROICO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,12,2,0,21
CORQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,3,3,2,10
COTAGAITA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,15,4,2,23
COTOCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,71,64,3,4,142
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,26,22,5,2,55
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,0,0,1,2
CUEVO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,4,3,1,10
CULPINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,13,13,5,4,35
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,4,0,1,7
CURVA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,1,0,1,5
DESAGUADERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,8,0,0,9
EL ALTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,769,795,155,155,1874
EL CHORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,1,0,1,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,13,2,2,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,10,13,2,1,26
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,58,36,2,2,98
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,2,1,1,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,13,10,0,1,24
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,46,36,0,0,82
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,3,1,0,7
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,4,0,0,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,0,1,1,4
