,group,variable,month,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTALES
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,2,0,0,5
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,4,2,2,12
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,13,7,3,2,25
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,3,0,1,8
MALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,0,3,1,4
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,12,13,4,1,30
MECAPACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,8,8,3,2,21
MINEROS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,2,1,2,7
MIZQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,29,22,6,5,62
MOCOMOCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,8,3,2,16
MOJINETE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,0,1,1,3
MOJOCOYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,4,2,2,12
MONTEAGUDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,22,14,4,0,40
MONTERO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,86,91,5,2,184
MORO MORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,1,0,1,3
MOROCHATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,2,12,5,21
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,3,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,7,2,1,1,11
OCURI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,5,3,6,17
OKINAWA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,8,10,1,0,19
OMEREQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,1,4,2,8
ORURO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,273,266,7,6,552
PADCAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,19,5,1,4,29
PADILLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,6,2,1,13
PAILON,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,21,22,10,6,59
PALCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,12,20,4,4,40
PALOS BLANCOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,20,24,4,11,59
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,4,1,0,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,1,0,0,4
PAPEL PAMPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,6,1,0,12
PASORAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,0,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,18,12,8,8,46
PAZÑA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,1,0,0,4
PELECHUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,5,1,2,13
POCOATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,7,10,16,34
POCONA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,6,4,4,18
POJO (CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,6,12,2,1,21
POOPO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,3,0,1,6
PORCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,7,5,1,1,14
POROMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,6,7,12,6,31
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,1,6,5,15
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,21,16,6,0,43
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,5,1,2,13
POSTRER VALLE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,2,0,0,3
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,208,196,4,6,414
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,5,5,2,15
PUCARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,1,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,17,18,4,7,46
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,0,5,5,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,5,5,5,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,2,2,6,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,2,2,4,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,15,10,3,1,29
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,6,0,0,11
PUERTO SILES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,1,0,2,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,12,21,2,3,38
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,51,50,8,8,117
PUNA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,9,3,5,8,25
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,17,11,0,0,28
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,1,0,0,3
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,102,135,54,69,360
QUIME,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,11,5,2,0,18
QUIRUSILLAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,1,0,0,2
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,6,5,11,12,34
REYES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,10,8,5,8,31
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,116,103,28,35,282
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,12,7,1,0,20
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,12,15,2,3,32
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,2,3,1,6
SACABA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,112,100,15,11,238
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,2,1,2,5
SACACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,19,11,8,10,48
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,6,0,1,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,6,3,6,17
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,9,9,2,0,20
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,2,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,8,4,4,6,22
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,1,2,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,6,0,0,2,8
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,3,4,5,12
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,3,1,5,14
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,58,39,4,4,105
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,8,5,1,1,15
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,22,22,1,2,47
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,19,19,2,0,40
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,48,34,7,10,99
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,2,2,2,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,14,10,0,0,24
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,12,5,0,0,17
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,17,12,4,6,39
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,7,5,2,3,17
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,37,34,11,14,96
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,3,8,4,17
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,11,16,4,0,31
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,14,20,7,11,52
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,8,9,1,2,20
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,6,9,0,0,15
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,7,3,0,0,10
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,30,17,11,10,68
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,3,3,0,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,1,0,0,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,1,0,1,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,0,2,0,2
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,3,3,0,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,3,5,5,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,16,10,0,0,26
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,19,22,22,28,91
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1308,1249,39,38,2634
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,1,0,0,2
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,20,4,0,2,26
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,9,3,4,18
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,2,0,0,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,1,0,0,6
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,6,2,1,2,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,1,0,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,6,1,3,13
SENA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,8,8,0,0,16
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,24,19,3,1,47
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,6,14,3,3,26
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,2,0,1,8
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,43,39,1,2,85
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,5,3,3,15
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,5,3,1,11
SORATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,4,5,11,25
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,357,324,18,22,721
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,1,1,0,2
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,3,2,6,14
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,5,8,3,19
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,0,1,7,10
TAHUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,0,1,0,3
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,17,21,6,15,59
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,7,10,4,5,26
TARACO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,2,2,1,6
TARATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,14,1,1,21
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,174,191,14,18,397
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,8,5,5,4,22
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,9,5,3,21
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,6,11,3,2,22
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,14,13,12,9,48
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,12,12,1,0,25
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,39,37,15,13,104
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,7,2,8,9,26
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,0,1,0,2
TOCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,5,1,0,9
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,3,1,0,5
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,3,0,2,6
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,4,9,4,20
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,6,5,2,3,16
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,3,9,7,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,8,7,4,2,21
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,4,1,0,7
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,0,1,0,3
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,123,104,1,0,228
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,36,40,4,12,92
TURCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,2,0,0,3
UMALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,1,1,3,9
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,21,14,6,10,51
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,12,4,5,26
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,4,3,3,14
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,19,22,4,7,52
VACAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,1,1,6,13
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,10,13,0,1,24
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,54,60,3,2,119
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,4,6,2,13
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,10,8,4,8,30
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,35,47,15,6,103
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,2,4,0,0,6
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,0,4,1,0,5
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,6,1,1,4,12
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,90,73,4,5,172
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,7,5,3,2,17
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,41,31,3,5,80
VINTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,34,44,6,3,87
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,7,2,3,17
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,1,1,0,3
WARNES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,93,82,3,3,181
YACO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,4,1,3,2,10
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,84,88,11,11,194
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,4,4,1,10
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,1,7,0,0,8
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,42,41,13,10,106
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,3,6,3,2,14
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,5,2,1,13
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,1,3,4,13
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-06-01,5,3,3,2,13
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,3,3,1,10
ACHACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,25,9,8,10,52
ACHOCALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,13,9,7,5,34
AIQUILE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,12,8,10,36
ALALAY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,1,3,0,5
ALCALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,2,0,0,8
ALTO BENI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,8,19,2,0,29
ANCORAIMES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,8,5,6,3,22
ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,2,3,1,6
ANTEQUERA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,0,1,0,4
ANZALDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,3,1,1,7
APOLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,7,3,4,21
ARAMPAMPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,1,4,0,5
ARANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,9,8,0,1,18
ARBIETO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,17,17,10,9,53
ARQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,5,3,2,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,25,28,0,0,53
ATOCHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,9,6,3,0,18
AUCAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,1,2,2,5
AYATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,4,2,1,11
AYO AYO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,6,0,0,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,10,14,6,14,44
AZURDUY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,5,4,4,17
BATALLAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,7,4,4,18
BAURES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,4,3,1,14
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,0,0,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,1,0,1,5
BERMEJO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,46,33,5,4,88
BETANZOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,15,17,7,7,46
BOLIVAR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,1,4,8,14
BOLPEBRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,1,1,1,3
BOYUIBE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,3,1,1,9
BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,11,2,2,22
CABEZAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,26,27,9,7,69
CAIROMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,11,1,1,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,6,0,3,16
CAJUATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,4,2,4,17
CALACOTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,2,2,2,8
CALAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,4,2,2,13
CAMARGO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,11,2,3,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,2,1,0,5
CAMIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,41,32,1,0,74
CAPINOTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,10,18,1,3,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,4,0,0,8
CARACOLLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,10,7,1,4,22
CARANAVI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,43,35,5,2,85
CARAPARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,13,12,2,8,35
CARIPUYO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,0,0,0,2
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,3,6,6,19
CATACORA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,20,29,10,9,68
CHAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,8,0,1,16
CHARAGUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,31,18,8,17,74
CHARAÑA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,2,0,2,4
CHAYANTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,4,7,5,19
CHIMORE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,22,33,2,4,61
CHIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,2,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,1
