,group,variable,month,TOTAL PENTAVALENTE 2DA DOSIS DENTRO,TOTAL PENTAVALENTE 2DA DOSIS DENTRO,TOTAL PENTAVALENTE 2DA DOSIS FUERA,TOTAL PENTAVALENTE 2DA DOSIS FUERA,TOTALES
PORCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,8,11,0,1,20
POROMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,5,4,11,3,23
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,3,7,3,16
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,30,21,2,2,55
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,4,4,1,0,9
POSTRER VALLE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,2,0,0,2
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,226,244,13,18,501
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,3,5,5,16
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,20,17,5,15,57
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,3,2,6,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,5,5,2,2,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,4,4,3,14
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,3,2,3,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,18,27,1,1,47
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,6,10,0,2,18
PUERTO SILES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,1,4,0,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,13,9,2,2,26
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,64,65,4,5,138
PUNA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,1,6,6,5,18
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,24,32,2,1,59
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,4,3,0,3,10
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,101,101,42,31,275
QUIME,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,4,4,0,0,8
QUIRUSILLAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,2,1,0,3
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,5,9,9,5,28
REYES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,10,6,6,10,32
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,127,138,26,25,316
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,16,8,0,1,25
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,22,21,8,1,52
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,2,1,1,7
SACABA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,135,131,4,4,274
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,4,0,0,4
SACACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,15,13,8,7,43
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,4,2,1,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,4,3,7,5,19
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,4,1,1,8
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,1,0,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,9,5,0,3,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,0,4,0,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,4,1,0,0,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,4,3,3,10
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,4,5,1,3,13
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,50,36,6,5,97
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,8,7,4,2,21
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,16,20,0,0,36
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,28,17,4,0,49
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,35,48,7,7,97
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,4,2,7,9,22
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,11,15,0,0,26
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,8,5,1,0,14
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,23,14,2,4,43
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,5,10,0,1,16
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,42,27,6,10,85
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,2,3,7,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,23,15,0,1,39
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,16,15,14,8,53
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,14,12,2,8,36
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,7,8,1,1,17
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,2,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,9,6,1,0,16
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,11,11,16,15,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,1,2,2,0,5
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,1,0,0,1
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,0,3,0,3
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,5,6,1,0,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,1,5,2,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,8,5,0,0,13
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,15,14,21,34,84
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,1547,1420,39,52,3058
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,1,1,0,0,2
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,15,10,0,3,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,4,6,7,19
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,5,1,2,1,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,4,2,1,0,7
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,3,0,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,1,5,0,0,6
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,6,4,2,1,13
SENA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,5,7,1,0,13
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,26,19,3,4,52
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,14,9,3,4,30
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,2,1,2,7
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,43,38,1,1,83
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,4,2,1,2,9
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,13,8,0,7,28
SORATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,6,5,4,13,28
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,320,301,7,6,634
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,1,4,3,5,13
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,6,6,4,2,18
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,4,6,3,16
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,14,13,8,10,45
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,7,10,4,6,27
TARACO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,2,0,0,2
TARATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,8,5,1,1,15
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,205,207,9,12,433
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,10,10,1,5,26
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,16,10,1,6,33
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,11,7,0,0,18
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,12,6,6,9,33
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,6,6,1,1,14
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,43,42,7,6,98
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,4,8,8,1,21
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,1,1,0,2
TOCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,4,3,2,0,9
TODOS SANTOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,0,0,1,1
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,1,2,0,0,3
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,2,0,1,3
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,5,6,9,5,25
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,5,7,4,4,20
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,2,4,5,14
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,10,8,3,4,25
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,3,2,1,8
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,1,2,0,0,3
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,119,126,2,1,248
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,34,47,7,4,92
TURCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,0,1,0,0,1
UMALA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,1,1,2,6,10
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,10,22,3,10,45
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,15,6,3,3,27
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,7,7,4,1,19
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,22,19,3,2,46
VACAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,2,1,10,16
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,12,9,0,2,23
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,63,55,3,1,122
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,5,0,2,4,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,11,5,6,5,27
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,49,36,10,8,103
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,1,0,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,6,0,1,9
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,4,3,1,11
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,70,54,6,9,139
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,9,5,1,2,17
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,33,30,2,4,69
VINTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,45,47,8,3,103
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,4,7,5,3,19
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,1,0,0,3
WARNES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,132,108,9,5,254
YACO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,2,1,1,6
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,99,78,7,10,194
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,1,1,1,5
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,4,0,0,6
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,42,49,10,9,110
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,5,3,4,1,13
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,6,2,0,11
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,2,4,3,0,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-06-01,3,4,3,2,12
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,2,2,2,7
ACHACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,19,12,7,7,45
ACHOCALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,9,17,6,39
AIQUILE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,16,9,8,4,37
ALALAY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,0,1,2
ALCALA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,1,0,2
ALTO BENI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,8,3,0,2,13
ANCORAIMES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,9,10,4,1,24
ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,2,2,1,5
ANTEQUERA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,4,0,0,6
ANZALDO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,3,1,1,7
APOLO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,6,6,1,16
ARAMPAMPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,1,2,2,5
ARANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,11,6,0,2,19
ARBIETO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,13,11,5,3,32
ARQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,10,2,1,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,36,39,0,0,75
ATOCHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,8,9,1,3,21
AUCAPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,1,1,3
AYATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,3,3,5,15
AYO AYO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,4,1,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,14,11,4,11,40
AZURDUY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,2,3,5,17
BATALLAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,10,6,5,4,25
BAURES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,1,2,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,1,1,0,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,0,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,2,0,4,7
BERMEJO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,40,42,1,6,89
BETANZOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,14,15,7,10,46
BOLIVAR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,1,4,5,13
BOLPEBRA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,3,0,4
BOYUIBE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,6,2,0,11
BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,11,14,7,2,34
CABEZAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,31,24,14,8,77
CAIROMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,6,3,3,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,5,2,2,13
CAJUATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,5,3,1,13
CALACOTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,0,2,0,2
CALAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,8,3,2,17
CAMARGO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,10,8,4,6,28
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,1,1,1,3
CAMIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,40,42,0,0,82
CAPINOTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,17,15,1,0,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,2,0,0,4
CARACOLLO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,11,20,3,2,36
CARANAVI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,53,42,9,6,110
CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,0,1,0,1
CARAPARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,15,10,1,2,28
CARIPUYO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,0,0,1
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,2,2,0,10
CHACARILLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,36,23,11,10,80
CHAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,8,2,5,1,16
CHARAGUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,28,29,12,17,86
CHARAÑA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,9,7,7,11,34
CHIMORE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,18,20,0,2,40
CHIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,2,0,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,1,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,1,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,16,13,2,3,34
CHUMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,7,3,2,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,0,0,3,9
CKOCHAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,2,12,5,26
CLIZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,12,10,2,1,25
COBIJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,60,80,5,2,147
COCAPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,5,12,15,35
COCHABAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,668,658,5,5,1336
COLCAPIRHUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,24,36,0,1,61
"COLCHA ""K""",vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,18,15,1,0,34
COLLANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,4,0,1,8
COLOMI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,15,13,5,1,34
COLPA BELGICA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,15,0,0,21
COLQUECHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,20,16,20,19,75
COLQUENCHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,5,3,0,0,8
COLQUIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,9,14,8,22,53
COMANCHE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,18,11,0,0,29
COMBAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,2,0,3
CONCEPCION,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,22,25,5,2,54
COPACABANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,6,3,5,17
CORIPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,16,14,0,0,30
CORO CORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,3,1,3,10
COROICO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,13,11,3,0,27
CORQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,1,1,2,10
COTAGAITA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,11,9,9,1,30
COTOCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,73,91,2,6,172
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,14,14,6,15,49
CUEVO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,0,1,1,6
CULPINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,11,7,11,4,33
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,3,1,1,6
CURVA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,1,0,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,3,1,0,8
EL ALTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,618,638,128,121,1505
EL CHORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,2,0,1,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,3,2,0,9
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,5,0,1,13
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,49,58,3,3,113
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,5,2,1,1,9
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,16,17,12,10,55
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,49,43,0,0,92
ESCARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,1,0,0,1
