municipality,group,variable,month,Total 3.13 Nº de actividades de educación en Salud Oral,TOTAL
SANTA ANA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,44.0,44.0
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,1688.0,1688.0
SANTA ROSA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,1.0,1.0
SANTA ROSA DEL SARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,3.0,3.0
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,8.0,8.0
SANTIAGO DE HUARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,12.0,12.0
SANTIAGO DE HUATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,19.0,19.0
SANTIVAÑES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,3.0,3.0
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,5.0,5.0
SAPAHAQUI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,21.0,21.0
SENA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,1.0,1.0
SHINAOTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,3.0,3.0
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,19.0,19.0
SICAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,12.0,12.0
SIPE SIPE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,24.0,24.0
SOPACHUY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,8.0,8.0
SORACACHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,6.0,6.0
SUCRE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,167.0,167.0
TACACHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,79.0,79.0
TACOPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,10.0,10.0
TAPACARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,10.0,10.0
TARABUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,7.0,7.0
TARACO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,32.0,32.0
TARIJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,473.0,473.0
TARVITA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,33.0,33.0
TIAWANACU,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,26.0,26.0
TINGUIPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,12.0,12.0
TIPUANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,1.0,1.0
TIQUIPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,89.0,89.0
TIRAQUE (CBBA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,5.0,5.0
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,7.0,7.0
TOCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,3.0,3.0
TODOS SANTOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,2.0,2.0
TOLEDO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,6.0,6.0
TOMAVE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,14.0,14.0
TORO TORO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,6.0,6.0
TOTORA(CBBA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,14.0,14.0
TOTORA(ORR),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,13.0,13.0
TRIGAL,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,4.0,4.0
TRINIDAD,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,164.0,164.0
UMALA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,5.0,5.0
UNCIA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,21.0,21.0
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,32.0,32.0
URUBICHA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,2.0,2.0
UYUNI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,2.0,2.0
VACAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,5.0,5.0
VALLEGRANDE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,60.0,60.0
VIACHA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,20.0,20.0
VILA VILA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,14.0,14.0
VILLA CHARCAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,9.0,9.0
VILLA MONTES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,11.0,11.0
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,3.0,3.0
VILLA RIVERO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,12.0,12.0
VILLA TUNARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,33.0,33.0
VINTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,28.0,28.0
VITICHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,16.0,16.0
WARNES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,97.0,97.0
YACO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,1.0,1.0
YACUIBA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,115.0,115.0
YAMPARAEZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,18.0,18.0
YAPACANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,18.0,18.0
YOCALLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,2.0,2.0
YOTALA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,15.0,15.0
YUNCHARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,59.0,59.0
ZUDAÑEZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-05-01,8.0,8.0
ACHACACHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,20.0,20.0
ACHOCALLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
AIQUILE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
ALTO BENI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
ANCORAIMES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
ANDAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
ANTEQUERA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,15.0,15.0
APOLO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
ARAMPAMPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
ARANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
ARQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
ASCENCION DE GUARAYOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
ATOCHA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,9.0,9.0
AUCAPATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
AYO AYO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,9.0,9.0
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,25.0,25.0
AZURDUY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,15.0,15.0
BATALLAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
BELEN DE ANDAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
BELEN DE URMIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
BELLA FLOR,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,74.0,74.0
BERMEJO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,102.0,102.0
BETANZOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,13.0,13.0
BOLIVAR,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,10.0,10.0
BOLPEBRA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
BOYUIBE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,9.0,9.0
BUENA VISTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
CABEZAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,12.0,12.0
CAIROMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
"CAIZA ""D""",atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
CAJUATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
CALACOTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
CALAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
CAMARGO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
CAMIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,55.0,55.0
CAPINOTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,30.0,30.0
CAQUIAVIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,50.0,50.0
CARACOLLO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
CARANAVI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
CARAPARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
CARIPUYO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,18.0,18.0
CATACORA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
CHALLAPATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,34.0,34.0
CHARAGUA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,14.0,14.0
CHARAÑA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,8.0,8.0
CHAYANTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,14.0,14.0
CHIMORE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,21.0,21.0
CHIPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
CHOQUE COTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
CHUA COCANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
CHUMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,14.0,14.0
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,31.0,31.0
CKOCHAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,27.0,27.0
COBIJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,21.0,21.0
COCAPATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,33.0,33.0
COCHABAMBA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,58.0,58.0
COIPASA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
COLCAPIRHUA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,78.0,78.0
"COLCHA ""K""",atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
COLLANA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,9.0,9.0
COLOMI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,8.0,8.0
COLPA BELGICA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
COLQUECHACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,43.0,43.0
COLQUIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
COMANCHE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,15.0,15.0
COMARAPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
COMBAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
CONCEPCION,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,264.0,264.0
COPACABANA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
CORQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,8.0,8.0
COTAGAITA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
COTOCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
CUATRO CAÑADAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,62.0,62.0
CULPINA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,10.0,10.0
CURAHUARA DE CARANGAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,17.0,17.0
CURVA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
DESAGUADERO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,8.0,8.0
EL ALTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,330.0,330.0
EL CHORO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
EL PUENTE(STC),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,18.0,18.0
EL PUENTE(TJA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,14.0,14.0
EL TORNO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,104.0,104.0
ENTRE RIOS TRJ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,27.0,27.0
ENTRE RIOS CBBA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,43.0,43.0
ESCOMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,12.0,12.0
EUCALIPTUS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,12.0,12.0
FERNANDEZ ALONSO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
GENERAL SAAVEDRA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,10.0,10.0
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,11.0,11.0
GUANAY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,14.0,14.0
GUAQUI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,12.0,12.0
GUAYARAMERIN,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
GUTIERREZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,17.0,17.0
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
HUACHACALLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
HUANUNI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
HUARINA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,5.0,5.0
HUATAJATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
HUAYLLAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,13.0,13.0
ICHOCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
INGAVI (HUMAITA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,15.0,15.0
INQUISIVI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
IXIAMAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
JESUS DE MACHACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
LA GUARDIA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
LA PAZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,252.0,252.0
LAGUNILLAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,20.0,20.0
LAJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,8.0,8.0
LAS CARRERAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,25.0,25.0
LLALLAGUA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,11.0,11.0
LORETO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,22.0,22.0
LURIBAY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
MACHACAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
MACHARETI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,21.0,21.0
MAGDALENA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
MAPIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
MECAPACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,9.0,9.0
MINEROS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
MIZQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
MOCOMOCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,16.0,16.0
MOJOCOYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
MONTEAGUDO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,16.0,16.0
MONTERO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,26.0,26.0
MORO MORO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
MOROCHATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,58.0,58.0
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
OCURI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
OKINAWA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
OMEREQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
ORURO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,65.0,65.0
PADCAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,10.0,10.0
PAILON,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
PALCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,11.0,11.0
PALOS BLANCOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,141.0,141.0
PAMPA AULLAGAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
PAPEL PAMPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
PASORAPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
PAZÑA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,15.0,15.0
PELECHUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,5.0,5.0
POCOATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,19.0,19.0
POCONA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,15.0,15.0
POJO (CBBA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,12.0,12.0
POOPO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,55.0,55.0
PORCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
POROMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,84.0,84.0
PORONGO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
PORTACHUELO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,9.0,9.0
PORVENIR,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,17.0,17.0
POSTRER VALLE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,12.0,12.0
POTOSI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
PRESTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,16.0,16.0
PUCARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,13.0,13.0
PUCARANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,47.0,47.0
PUERTO ACOSTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,5.0,5.0
PUERTO GONZALO MORENO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
PUERTO PEREZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,16.0,16.0
PUERTO QUIJARRO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
PUERTO RICO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,10.0,10.0
PUERTO VILLARROEL,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,61.0,61.0
PUNA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,24.0,24.0
PUNATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,36.0,36.0
QUIABAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
QUILLACOLLO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,65.0,65.0
QUIME,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,37.0,37.0
RAVELO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,16.0,16.0
RIBERALTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,14.0,14.0
ROBORE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,154.0,154.0
SABAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,10.0,10.0
SACABA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,51.0,51.0
SACACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,9.0,9.0
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,42.0,42.0
SAN ANDRES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
SAN ANDRES DE MACHACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
SAN ANTONIO DE ESMORUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,50.0,50.0
SAN BENITO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,8.0,8.0
SAN BORJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,42.0,42.0
SAN CARLOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
SAN IGNACIO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,11.0,11.0
SAN JAVIER(STC),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,10.0,10.0
SAN JOSE DE CHIQUITOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
SAN JULIAN,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,5.0,5.0
SAN LORENZO(PND),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,8.0,8.0
SAN LORENZO(TJA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,28.0,28.0
SAN LUCAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,12.0,12.0
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,100.0,100.0
SAN PEDRO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
SAN PEDRO DE BUENA VISTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
SAN PEDRO DE CURAHUARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
SAN PEDRO DE QUEMES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,13.0,13.0
SAN RAMON SCZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
SANTA ANA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,10.0,10.0
