municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
HUACARETA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,20,20
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,4,4
HUANUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,38,38
HUARACAJE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,8,8
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
ICHOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,2,2
ICLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,12,12
INCAHUASI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,72,72
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
INQUISIVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,20,20
IXIAMAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,10,10
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,6,6
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,29,29
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,46,46
LA PAZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1074,1074
LA RIVERA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,5,5
LAJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,7,7
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,9,9
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,45,45
LLICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
LURIBAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,8,8
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
MACHARETI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,15,15
MAGDALENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,17,17
MAIRANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,9,9
MALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
MAPIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,22,22
MECAPACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,7,7
MINEROS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,29,29
MIZQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,23,23
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,6,6
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,14,14
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,61,61
MONTERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,226,226
MORO MORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,2,2
MOROCHATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,21,21
OCURI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,24,24
OKINAWA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,12,12
OMEREQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,11,11
ORURO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,405,405
PADCAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,27,27
PADILLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,25,25
PAILON,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,26,26
PALCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,5,5
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,38,38
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,11,11
PASORAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,4,4
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,45,45
PAZÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,5,5
PELECHUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,9,9
POCOATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,39,39
POCONA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,16,16
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,8,8
POOPO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,6,6
PORCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,6,6
POROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,30,30
PORONGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,6,6
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,66,66
PORVENIR,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,2,2
POTOSI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,220,220
PRESTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,13,13
PUCARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
PUCARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,16,16
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,12,12
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,10,10
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,6,6
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,15,15
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,4,4
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,27,27
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,39,39
PUNA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,32,32
PUNATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,42,42
QUIABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,148,148
QUIME,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,6,6
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
RAVELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,39,39
REYES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,19,19
RIBERALTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,157,157
ROBORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,9,9
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,25,25
SABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,2,2
SACABA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,162,162
SACABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,5,5
SACACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,31,31
SAIPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,11,11
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,11,11
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,7,7
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,6,6
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,8,8
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,9,9
SAN BENITO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,11,11
SAN BORJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,41,41
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,16,16
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,31,31
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,29,29
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,65,65
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,13,13
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,6,6
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,25,25
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,18,18
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,55,55
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,8,8
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,15,15
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,71,71
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,9,9
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,17,17
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,33,33
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,26,26
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,5,5
SAN RAMON,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,29,29
SAN RAMON,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,7,7
SANTA ANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,28,28
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1923,1923
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,17,17
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,23,23
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,2,2
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,8,8
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,7,7
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,2,2
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
SENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,4,4
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
SICAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,2,2
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,26,26
SOPACHUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,12,12
SORACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
SORATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,25,25
SUCRE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,581,581
TACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,6,6
TACOPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,11,11
TAHUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,2,2
TAPACARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,19,19
TARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,43,43
TARACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,2,2
TARATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,7,7
TARIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,215,215
TARVITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,43,43
TEOPONTE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,6,6
TIAWANACU,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,5,5
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,21,21
TIPUANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,26,26
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,66,66
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,58,58
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
TOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,2,2
TOLATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,5,5
TOLEDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
TOMAVE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,6,6
TOMINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,17,17
TORO TORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,13,13
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,14,14
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,5,5
TRIGAL,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
TRINIDAD,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,192,192
TUPIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,64,64
TURCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,3,3
UNCIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,43,43
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,21,21
URUBICHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,11,11
UYUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,27,27
VACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,24,24
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,29,29
VIACHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,43,43
VILA VILA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,5,5
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,79,79
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,1,1
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,7,7
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,20,20
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,63,63
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,26,26
VILLAZON,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,41,41
VINTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,84,84
VITICHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,24,24
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,4,4
WARNES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,63,63
YACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,2,2
YACUIBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,146,146
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,16,16
YANACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,5,5
YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,55,55
YOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,10,10
YOTALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,15,15
YUNCHARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,7,7
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-06-01,10,10
ACACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,15,15
ACHACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,42,42
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,14,14
AIQUILE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,38,38
ALALAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,4,4
ALCALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,8,8
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,7,7
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,5,5
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,3,3
ANZALDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,5,5
APOLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,11,11
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,10,10
ARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,6,6
ARBIETO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,1,1
ARQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,5,5
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,48,48
ATOCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,32,32
AUCAPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,2,2
AYATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,3,3
AYO AYO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,28,28
AZURDUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,40,40
BATALLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,8,8
BAURES,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,6,6
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,1,1
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,3,3
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,3,3
BERMEJO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,19,19
BETANZOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,33,33
BOLIVAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,1,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,3,3
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,21,21
CABEZAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,7,7
CAIROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,5,5
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,8,8
CAJUATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,13,13
CALACOTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,4,4
CALAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,5,5
CAMARGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,44,44
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,12,12
CAMIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,56,56
CAPINOTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,41,41
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,5,5
CARACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,22,22
CARANAVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,74,74
CARANGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,1,1
CARAPARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,11,11
CARIPUYO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,17,17
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,2,2
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,20,20
CHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,11,11
CHARAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,31,31
CHARAÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,4,4
CHAYANTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,19,19
CHIMORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,17,17
CHIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,2,2
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,15,15
CLIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,21,21
COBIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,33,33
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,680,680
COIPASA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,2,2
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,61,61
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,11,11
COLLANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,1,1
COLOMI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,32,32
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,6,6
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,28,28
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,3,3
COLQUIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,26,26
COMANCHE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,1,1
COMARAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,33,33
CONCEPCION,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,4,4
COPACABANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,7,7
CORIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,13,13
CORO CORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,5,5
COROICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,10,10
CORQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,5,5
COTAGAITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,28,28
COTOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,79,79
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,19,19
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,1,1
CUEVO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,8,8
CULPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,40,40
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,7,7
CURVA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,1,1
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,2,2
EL ALTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,956,956
EL CHORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,2,2
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,15,15
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,13,13
EL TORNO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,56,56
EL VILLAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,11,11
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,21,21
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,16,16
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,8,8
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,1,1
EXALTACION,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,3,3
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,25,25
FILADELFIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,2,2
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,26,26
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,5,5
GUANAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2005-07-01,15,15
