municipality,group,variable,month,Repetidas,TOTAL
CHIPAYA,consultas prenatales,repetidas,2005-07-01,5,5
CHOQUE COTA,consultas prenatales,repetidas,2005-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2005-07-01,87,87
CHUMA,consultas prenatales,repetidas,2005-07-01,15,15
CLIZA,consultas prenatales,repetidas,2005-07-01,117,117
COBIJA,consultas prenatales,repetidas,2005-07-01,303,303
COCHABAMBA,consultas prenatales,repetidas,2005-07-01,4940,4940
COIPASA,consultas prenatales,repetidas,2005-07-01,7,7
COLCAPIRHUA,consultas prenatales,repetidas,2005-07-01,322,322
"COLCHA ""K""",consultas prenatales,repetidas,2005-07-01,53,53
COLLANA,consultas prenatales,repetidas,2005-07-01,5,5
COLOMI,consultas prenatales,repetidas,2005-07-01,118,118
COLPA BELGICA,consultas prenatales,repetidas,2005-07-01,41,41
COLQUECHACA,consultas prenatales,repetidas,2005-07-01,118,118
COLQUENCHA,consultas prenatales,repetidas,2005-07-01,11,11
COLQUIRI,consultas prenatales,repetidas,2005-07-01,67,67
COMANCHE,consultas prenatales,repetidas,2005-07-01,4,4
COMARAPA,consultas prenatales,repetidas,2005-07-01,106,106
COMBAYA,consultas prenatales,repetidas,2005-07-01,2,2
CONCEPCION,consultas prenatales,repetidas,2005-07-01,60,60
COPACABANA,consultas prenatales,repetidas,2005-07-01,68,68
CORIPATA,consultas prenatales,repetidas,2005-07-01,77,77
CORO CORO,consultas prenatales,repetidas,2005-07-01,24,24
COROICO,consultas prenatales,repetidas,2005-07-01,44,44
CORQUE,consultas prenatales,repetidas,2005-07-01,20,20
COTAGAITA,consultas prenatales,repetidas,2005-07-01,151,151
COTOCA,consultas prenatales,repetidas,2005-07-01,184,184
CUATRO CAÑADAS,consultas prenatales,repetidas,2005-07-01,103,103
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2005-07-01,7,7
CUEVO,consultas prenatales,repetidas,2005-07-01,27,27
CULPINA,consultas prenatales,repetidas,2005-07-01,167,167
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2005-07-01,27,27
CURVA,consultas prenatales,repetidas,2005-07-01,6,6
DESAGUADERO,consultas prenatales,repetidas,2005-07-01,18,18
EL ALTO,consultas prenatales,repetidas,2005-07-01,4559,4559
EL CHORO,consultas prenatales,repetidas,2005-07-01,5,5
EL PUENTE(STC),consultas prenatales,repetidas,2005-07-01,61,61
EL PUENTE(TJA),consultas prenatales,repetidas,2005-07-01,56,56
EL TORNO,consultas prenatales,repetidas,2005-07-01,296,296
EL VILLAR,consultas prenatales,repetidas,2005-07-01,46,46
ENTRE RIOS,consultas prenatales,repetidas,2005-07-01,109,109
ENTRE RIOS,consultas prenatales,repetidas,2005-07-01,87,87
EUCALIPTUS,consultas prenatales,repetidas,2005-07-01,28,28
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2005-07-01,3,3
EXALTACION,consultas prenatales,repetidas,2005-07-01,7,7
FERNANDEZ ALONSO,consultas prenatales,repetidas,2005-07-01,109,109
FILADELFIA,consultas prenatales,repetidas,2005-07-01,15,15
GENERAL SAAVEDRA,consultas prenatales,repetidas,2005-07-01,104,104
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2005-07-01,33,33
GUANAY,consultas prenatales,repetidas,2005-07-01,76,76
GUAQUI,consultas prenatales,repetidas,2005-07-01,21,21
GUAYARAMERIN,consultas prenatales,repetidas,2005-07-01,252,252
GUTIERREZ,consultas prenatales,repetidas,2005-07-01,73,73
HUACARETA,consultas prenatales,repetidas,2005-07-01,70,70
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2005-07-01,29,29
HUACHACALLA,consultas prenatales,repetidas,2005-07-01,2,2
HUANUNI,consultas prenatales,repetidas,2005-07-01,153,153
HUARACAJE,consultas prenatales,repetidas,2005-07-01,16,16
HUAYLLAMARCA,consultas prenatales,repetidas,2005-07-01,13,13
ICHOCA,consultas prenatales,repetidas,2005-07-01,15,15
ICLA,consultas prenatales,repetidas,2005-07-01,70,70
INCAHUASI,consultas prenatales,repetidas,2005-07-01,195,195
INGAVI (HUMAITA),consultas prenatales,repetidas,2005-07-01,2,2
INQUISIVI,consultas prenatales,repetidas,2005-07-01,32,32
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2005-07-01,71,71
IXIAMAS,consultas prenatales,repetidas,2005-07-01,55,55
JESUS DE MACHACA,consultas prenatales,repetidas,2005-07-01,50,50
LA ASUNTA,consultas prenatales,repetidas,2005-07-01,165,165
LA GUARDIA,consultas prenatales,repetidas,2005-07-01,286,286
LA PAZ,consultas prenatales,repetidas,2005-07-01,5904,5904
LA RIVERA,consultas prenatales,repetidas,2005-07-01,1,1
LAGUNILLAS,consultas prenatales,repetidas,2005-07-01,19,19
LAJA,consultas prenatales,repetidas,2005-07-01,52,52
LAS CARRERAS,consultas prenatales,repetidas,2005-07-01,19,19
LICOMA PAMPA,consultas prenatales,repetidas,2005-07-01,6,6
LLALLAGUA,consultas prenatales,repetidas,2005-07-01,293,293
LLICA,consultas prenatales,repetidas,2005-07-01,13,13
LORETO,consultas prenatales,repetidas,2005-07-01,17,17
LURIBAY,consultas prenatales,repetidas,2005-07-01,36,36
MACHACAMARCA,consultas prenatales,repetidas,2005-07-01,11,11
MACHARETI,consultas prenatales,repetidas,2005-07-01,58,58
MAGDALENA,consultas prenatales,repetidas,2005-07-01,48,48
MAIRANA,consultas prenatales,repetidas,2005-07-01,73,73
MALLA,consultas prenatales,repetidas,2005-07-01,12,12
MAPIRI,consultas prenatales,repetidas,2005-07-01,87,87
MECAPACA,consultas prenatales,repetidas,2005-07-01,29,29
MINEROS,consultas prenatales,repetidas,2005-07-01,128,128
MIZQUE,consultas prenatales,repetidas,2005-07-01,120,120
MOCOMOCO,consultas prenatales,repetidas,2005-07-01,30,30
MOJINETE,consultas prenatales,repetidas,2005-07-01,3,3
MOJOCOYA,consultas prenatales,repetidas,2005-07-01,50,50
MONTEAGUDO,consultas prenatales,repetidas,2005-07-01,265,265
MONTERO,consultas prenatales,repetidas,2005-07-01,713,713
MORO MORO,consultas prenatales,repetidas,2005-07-01,13,13
MOROCHATA,consultas prenatales,repetidas,2005-07-01,86,86
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2005-07-01,4,4
NAZACARA DE PACAJES,consultas prenatales,repetidas,2005-07-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2005-07-01,4,4
OCURI,consultas prenatales,repetidas,2005-07-01,102,102
OKINAWA,consultas prenatales,repetidas,2005-07-01,88,88
OMEREQUE,consultas prenatales,repetidas,2005-07-01,33,33
ORURO,consultas prenatales,repetidas,2005-07-01,1652,1652
PADCAYA,consultas prenatales,repetidas,2005-07-01,90,90
PADILLA,consultas prenatales,repetidas,2005-07-01,136,136
PAILON,consultas prenatales,repetidas,2005-07-01,106,106
PALCA,consultas prenatales,repetidas,2005-07-01,18,18
PALOS BLANCOS,consultas prenatales,repetidas,2005-07-01,185,185
PAMPA AULLAGAS,consultas prenatales,repetidas,2005-07-01,10,10
PAMPA GRANDE,consultas prenatales,repetidas,2005-07-01,50,50
PAPEL PAMPA,consultas prenatales,repetidas,2005-07-01,5,5
PASORAPA,consultas prenatales,repetidas,2005-07-01,9,9
PATACAMAYA,consultas prenatales,repetidas,2005-07-01,148,148
PAZÑA,consultas prenatales,repetidas,2005-07-01,22,22
PELECHUCO,consultas prenatales,repetidas,2005-07-01,15,15
POCOATA,consultas prenatales,repetidas,2005-07-01,122,122
POCONA,consultas prenatales,repetidas,2005-07-01,65,65
POJO (CBBA),consultas prenatales,repetidas,2005-07-01,72,72
POOPO,consultas prenatales,repetidas,2005-07-01,20,20
PORCO,consultas prenatales,repetidas,2005-07-01,39,39
POROMA,consultas prenatales,repetidas,2005-07-01,109,109
PORONGO,consultas prenatales,repetidas,2005-07-01,20,20
PORTACHUELO,consultas prenatales,repetidas,2005-07-01,111,111
PORVENIR,consultas prenatales,repetidas,2005-07-01,18,18
POSTRER VALLE,consultas prenatales,repetidas,2005-07-01,10,10
POTOSI,consultas prenatales,repetidas,2005-07-01,1320,1320
PRESTO,consultas prenatales,repetidas,2005-07-01,43,43
PUCARA,consultas prenatales,repetidas,2005-07-01,9,9
PUCARANI,consultas prenatales,repetidas,2005-07-01,96,96
PUERTO ACOSTA,consultas prenatales,repetidas,2005-07-01,73,73
PUERTO CARABUCO,consultas prenatales,repetidas,2005-07-01,26,26
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2005-07-01,9,9
PUERTO PEREZ,consultas prenatales,repetidas,2005-07-01,9,9
PUERTO QUIJARRO,consultas prenatales,repetidas,2005-07-01,65,65
PUERTO RICO,consultas prenatales,repetidas,2005-07-01,43,43
PUERTO SILES,consultas prenatales,repetidas,2005-07-01,15,15
PUERTO SUAREZ,consultas prenatales,repetidas,2005-07-01,115,115
PUERTO VILLARROEL,consultas prenatales,repetidas,2005-07-01,212,212
PUNA,consultas prenatales,repetidas,2005-07-01,154,154
PUNATA,consultas prenatales,repetidas,2005-07-01,174,174
QUIABAYA,consultas prenatales,repetidas,2005-07-01,9,9
QUILLACOLLO,consultas prenatales,repetidas,2005-07-01,625,625
QUIME,consultas prenatales,repetidas,2005-07-01,42,42
QUIRUSILLAS,consultas prenatales,repetidas,2005-07-01,7,7
RAVELO,consultas prenatales,repetidas,2005-07-01,148,148
REYES,consultas prenatales,repetidas,2005-07-01,59,59
RIBERALTA,consultas prenatales,repetidas,2005-07-01,649,649
ROBORE,consultas prenatales,repetidas,2005-07-01,91,91
RURRENABAQUE,consultas prenatales,repetidas,2005-07-01,87,87
SABAYA,consultas prenatales,repetidas,2005-07-01,11,11
SACABA,consultas prenatales,repetidas,2005-07-01,504,504
SACABAMBA,consultas prenatales,repetidas,2005-07-01,10,10
SACACA,consultas prenatales,repetidas,2005-07-01,75,75
SAIPINA,consultas prenatales,repetidas,2005-07-01,44,44
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2005-07-01,35,35
SAMAIPATA,consultas prenatales,repetidas,2005-07-01,47,47
SAN AGUSTIN,consultas prenatales,repetidas,2005-07-01,13,13
SAN ANDRES,consultas prenatales,repetidas,2005-07-01,40,40
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2005-07-01,11,11
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2005-07-01,13,13
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2005-07-01,36,36
SAN BENITO,consultas prenatales,repetidas,2005-07-01,58,58
SAN BORJA,consultas prenatales,repetidas,2005-07-01,188,188
SAN BUENA VENTURA,consultas prenatales,repetidas,2005-07-01,71,71
SAN CARLOS,consultas prenatales,repetidas,2005-07-01,110,110
SAN IGNACIO,consultas prenatales,repetidas,2005-07-01,132,132
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2005-07-01,305,305
SAN JAVIER(BNI),consultas prenatales,repetidas,2005-07-01,7,7
SAN JAVIER(STC),consultas prenatales,repetidas,2005-07-01,63,63
SAN JOAQUIN,consultas prenatales,repetidas,2005-07-01,11,11
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2005-07-01,71,71
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2005-07-01,71,71
SAN JULIAN,consultas prenatales,repetidas,2005-07-01,317,317
SAN LORENZO(PND),consultas prenatales,repetidas,2005-07-01,13,13
SAN LORENZO(TJA),consultas prenatales,repetidas,2005-07-01,89,89
SAN LUCAS,consultas prenatales,repetidas,2005-07-01,322,322
SAN MATIAS,consultas prenatales,repetidas,2005-07-01,29,29
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2005-07-01,88,88
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2005-07-01,10,10
SAN PEDRO,consultas prenatales,repetidas,2005-07-01,129,129
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2005-07-01,80,80
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2005-07-01,16,16
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2005-07-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2005-07-01,14,14
SAN PEDRO(PND),consultas prenatales,repetidas,2005-07-01,2,2
SAN RAFAEL,consultas prenatales,repetidas,2005-07-01,41,41
SAN RAMON,consultas prenatales,repetidas,2005-07-01,31,31
SAN RAMON,consultas prenatales,repetidas,2005-07-01,26,26
SANTA ANA,consultas prenatales,repetidas,2005-07-01,85,85
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2005-07-01,6466,6466
SANTA ROSA,consultas prenatales,repetidas,2005-07-01,42,42
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2005-07-01,120,120
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2005-07-01,6,6
SANTIAGO DE HUARI,consultas prenatales,repetidas,2005-07-01,25,25
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2005-07-01,12,12
SANTIVAÑES,consultas prenatales,repetidas,2005-07-01,26,26
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2005-07-01,5,5
SAPAHAQUI,consultas prenatales,repetidas,2005-07-01,18,18
SENA,consultas prenatales,repetidas,2005-07-01,28,28
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2005-07-01,59,59
SICAYA,consultas prenatales,repetidas,2005-07-01,12,12
SIPE SIPE,consultas prenatales,repetidas,2005-07-01,297,297
SOPACHUY,consultas prenatales,repetidas,2005-07-01,77,77
SORACACHI,consultas prenatales,repetidas,2005-07-01,16,16
SORATA,consultas prenatales,repetidas,2005-07-01,56,56
SUCRE,consultas prenatales,repetidas,2005-07-01,1984,1984
TACACHI,consultas prenatales,repetidas,2005-07-01,4,4
TACACOMA,consultas prenatales,repetidas,2005-07-01,25,25
TACOBAMBA,consultas prenatales,repetidas,2005-07-01,18,18
TACOPAYA,consultas prenatales,repetidas,2005-07-01,65,65
TAHUA,consultas prenatales,repetidas,2005-07-01,3,3
TAPACARI,consultas prenatales,repetidas,2005-07-01,79,79
TARABUCO,consultas prenatales,repetidas,2005-07-01,209,209
TARACO,consultas prenatales,repetidas,2005-07-01,11,11
TARATA,consultas prenatales,repetidas,2005-07-01,45,45
TARIJA,consultas prenatales,repetidas,2005-07-01,826,826
TARVITA,consultas prenatales,repetidas,2005-07-01,202,202
TEOPONTE,consultas prenatales,repetidas,2005-07-01,32,32
TIAWANACU,consultas prenatales,repetidas,2005-07-01,34,34
TINGUIPAYA,consultas prenatales,repetidas,2005-07-01,71,71
TIPUANI,consultas prenatales,repetidas,2005-07-01,77,77
TIQUIPAYA,consultas prenatales,repetidas,2005-07-01,233,233
TIRAQUE (CBBA),consultas prenatales,repetidas,2005-07-01,308,308
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2005-07-01,2,2
TOCO,consultas prenatales,repetidas,2005-07-01,12,12
TODOS SANTOS,consultas prenatales,repetidas,2005-07-01,2,2
TOLATA,consultas prenatales,repetidas,2005-07-01,23,23
TOLEDO,consultas prenatales,repetidas,2005-07-01,14,14
TOMAVE,consultas prenatales,repetidas,2005-07-01,37,37
TOMINA,consultas prenatales,repetidas,2005-07-01,80,80
TORO TORO,consultas prenatales,repetidas,2005-07-01,58,58
TOTORA(CBBA),consultas prenatales,repetidas,2005-07-01,82,82
TOTORA(ORR),consultas prenatales,repetidas,2005-07-01,18,18
TRIGAL,consultas prenatales,repetidas,2005-07-01,9,9
TRINIDAD,consultas prenatales,repetidas,2005-07-01,790,790
TUPIZA,consultas prenatales,repetidas,2005-07-01,320,320
TURCO,consultas prenatales,repetidas,2005-07-01,22,22
UNCIA,consultas prenatales,repetidas,2005-07-01,126,126
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2005-07-01,87,87
URUBICHA,consultas prenatales,repetidas,2005-07-01,43,43
UYUNI,consultas prenatales,repetidas,2005-07-01,132,132
VACAS,consultas prenatales,repetidas,2005-07-01,66,66
VALLEGRANDE,consultas prenatales,repetidas,2005-07-01,103,103
VIACHA,consultas prenatales,repetidas,2005-07-01,217,217
VILA VILA,consultas prenatales,repetidas,2005-07-01,8,8
VILLA MONTES,consultas prenatales,repetidas,2005-07-01,192,192
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2005-07-01,9,9
VILLA RIVERO,consultas prenatales,repetidas,2005-07-01,30,30
VILLA SERRANO,consultas prenatales,repetidas,2005-07-01,112,112
VILLA TUNARI,consultas prenatales,repetidas,2005-07-01,350,350
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2005-07-01,81,81
VILLAZON,consultas prenatales,repetidas,2005-07-01,236,236
VINTO,consultas prenatales,repetidas,2005-07-01,111,111
VITICHI,consultas prenatales,repetidas,2005-07-01,74,74
WALDO BALLIVIAN,consultas prenatales,repetidas,2005-07-01,15,15
WARNES,consultas prenatales,repetidas,2005-07-01,264,264
YACO,consultas prenatales,repetidas,2005-07-01,16,16
YACUIBA,consultas prenatales,repetidas,2005-07-01,402,402
YAMPARAEZ,consultas prenatales,repetidas,2005-07-01,81,81
YANACACHI,consultas prenatales,repetidas,2005-07-01,16,16
YAPACANI,consultas prenatales,repetidas,2005-07-01,309,309
YOCALLA,consultas prenatales,repetidas,2005-07-01,27,27
YOTALA,consultas prenatales,repetidas,2005-07-01,64,64
YUNCHARA,consultas prenatales,repetidas,2005-07-01,29,29
ZUDAÑEZ,consultas prenatales,repetidas,2005-07-01,56,56
ACACIO,consultas prenatales,repetidas,2005-08-01,64,64
ACHACACHI,consultas prenatales,repetidas,2005-08-01,157,157
ACHOCALLA,consultas prenatales,repetidas,2005-08-01,62,62
AIQUILE,consultas prenatales,repetidas,2005-08-01,121,121
ALALAY,consultas prenatales,repetidas,2005-08-01,12,12
ALCALA,consultas prenatales,repetidas,2005-08-01,27,27
ANCORAIMES,consultas prenatales,repetidas,2005-08-01,39,39
ANDAMARCA,consultas prenatales,repetidas,2005-08-01,10,10
ANTEQUERA,consultas prenatales,repetidas,2005-08-01,10,10
ANZALDO,consultas prenatales,repetidas,2005-08-01,24,24
APOLO,consultas prenatales,repetidas,2005-08-01,78,78
ARAMPAMPA,consultas prenatales,repetidas,2005-08-01,27,27
ARANI,consultas prenatales,repetidas,2005-08-01,28,28
ARBIETO,consultas prenatales,repetidas,2005-08-01,20,20
ARQUE,consultas prenatales,repetidas,2005-08-01,38,38
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2005-08-01,137,137
ATOCHA,consultas prenatales,repetidas,2005-08-01,92,92
AUCAPATA,consultas prenatales,repetidas,2005-08-01,16,16
AYATA,consultas prenatales,repetidas,2005-08-01,16,16
AYO AYO,consultas prenatales,repetidas,2005-08-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2005-08-01,133,133
AZURDUY,consultas prenatales,repetidas,2005-08-01,107,107
BATALLAS,consultas prenatales,repetidas,2005-08-01,43,43
BAURES,consultas prenatales,repetidas,2005-08-01,23,23
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2005-08-01,1,1
BELEN DE URMIRI,consultas prenatales,repetidas,2005-08-01,13,13
BELLA FLOR,consultas prenatales,repetidas,2005-08-01,14,14
BERMEJO,consultas prenatales,repetidas,2005-08-01,236,236
BETANZOS,consultas prenatales,repetidas,2005-08-01,156,156
BOLIVAR,consultas prenatales,repetidas,2005-08-01,22,22
BOLPEBRA,consultas prenatales,repetidas,2005-08-01,2,2
BOYUIBE,consultas prenatales,repetidas,2005-08-01,15,15
BUENA VISTA,consultas prenatales,repetidas,2005-08-01,77,77
CABEZAS,consultas prenatales,repetidas,2005-08-01,64,64
CAIROMA,consultas prenatales,repetidas,2005-08-01,42,42
"CAIZA ""D""",consultas prenatales,repetidas,2005-08-01,34,34
CAJUATA,consultas prenatales,repetidas,2005-08-01,51,51
CALACOTO,consultas prenatales,repetidas,2005-08-01,4,4
CALAMARCA,consultas prenatales,repetidas,2005-08-01,49,49
CAMARGO,consultas prenatales,repetidas,2005-08-01,196,196
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2005-08-01,30,30
CAMIRI,consultas prenatales,repetidas,2005-08-01,237,237
CAPINOTA,consultas prenatales,repetidas,2005-08-01,142,142
CAQUIAVIRI,consultas prenatales,repetidas,2005-08-01,33,33
CARACOLLO,consultas prenatales,repetidas,2005-08-01,77,77
CARANAVI,consultas prenatales,repetidas,2005-08-01,321,321
CARAPARI,consultas prenatales,repetidas,2005-08-01,50,50
CARIPUYO,consultas prenatales,repetidas,2005-08-01,58,58
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2005-08-01,8,8
CATACORA,consultas prenatales,repetidas,2005-08-01,4,4
CHALLAPATA,consultas prenatales,repetidas,2005-08-01,153,153
CHAQUI,consultas prenatales,repetidas,2005-08-01,37,37
CHARAGUA,consultas prenatales,repetidas,2005-08-01,138,138
CHARAÑA,consultas prenatales,repetidas,2005-08-01,5,5
CHAYANTA,consultas prenatales,repetidas,2005-08-01,81,81
CHIMORE,consultas prenatales,repetidas,2005-08-01,98,98
CHIPAYA,consultas prenatales,repetidas,2005-08-01,7,7
CHOQUE COTA,consultas prenatales,repetidas,2005-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2005-08-01,76,76
CHUMA,consultas prenatales,repetidas,2005-08-01,18,18
CLIZA,consultas prenatales,repetidas,2005-08-01,109,109
COBIJA,consultas prenatales,repetidas,2005-08-01,324,324
COCHABAMBA,consultas prenatales,repetidas,2005-08-01,5634,5634
COIPASA,consultas prenatales,repetidas,2005-08-01,6,6
COLCAPIRHUA,consultas prenatales,repetidas,2005-08-01,275,275
"COLCHA ""K""",consultas prenatales,repetidas,2005-08-01,46,46
COLLANA,consultas prenatales,repetidas,2005-08-01,8,8
COLOMI,consultas prenatales,repetidas,2005-08-01,117,117
COLPA BELGICA,consultas prenatales,repetidas,2005-08-01,31,31
COLQUECHACA,consultas prenatales,repetidas,2005-08-01,166,166
COLQUENCHA,consultas prenatales,repetidas,2005-08-01,8,8
COLQUIRI,consultas prenatales,repetidas,2005-08-01,70,70
COMANCHE,consultas prenatales,repetidas,2005-08-01,11,11
COMARAPA,consultas prenatales,repetidas,2005-08-01,145,145
COMBAYA,consultas prenatales,repetidas,2005-08-01,4,4
CONCEPCION,consultas prenatales,repetidas,2005-08-01,54,54
COPACABANA,consultas prenatales,repetidas,2005-08-01,58,58
CORIPATA,consultas prenatales,repetidas,2005-08-01,75,75
CORO CORO,consultas prenatales,repetidas,2005-08-01,35,35
COROICO,consultas prenatales,repetidas,2005-08-01,119,119
CORQUE,consultas prenatales,repetidas,2005-08-01,16,16
COTAGAITA,consultas prenatales,repetidas,2005-08-01,155,155
COTOCA,consultas prenatales,repetidas,2005-08-01,176,176
CUATRO CAÑADAS,consultas prenatales,repetidas,2005-08-01,97,97
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2005-08-01,6,6
CUEVO,consultas prenatales,repetidas,2005-08-01,27,27
CULPINA,consultas prenatales,repetidas,2005-08-01,149,149
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2005-08-01,21,21
CURVA,consultas prenatales,repetidas,2005-08-01,9,9
DESAGUADERO,consultas prenatales,repetidas,2005-08-01,16,16
EL ALTO,consultas prenatales,repetidas,2005-08-01,4841,4841
EL CHORO,consultas prenatales,repetidas,2005-08-01,5,5
EL PUENTE(STC),consultas prenatales,repetidas,2005-08-01,91,91
EL PUENTE(TJA),consultas prenatales,repetidas,2005-08-01,57,57
EL TORNO,consultas prenatales,repetidas,2005-08-01,286,286
EL VILLAR,consultas prenatales,repetidas,2005-08-01,45,45
ENTRE RIOS,consultas prenatales,repetidas,2005-08-01,107,107
ENTRE RIOS,consultas prenatales,repetidas,2005-08-01,123,123
EUCALIPTUS,consultas prenatales,repetidas,2005-08-01,15,15
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2005-08-01,3,3
EXALTACION,consultas prenatales,repetidas,2005-08-01,12,12
FERNANDEZ ALONSO,consultas prenatales,repetidas,2005-08-01,114,114
FILADELFIA,consultas prenatales,repetidas,2005-08-01,15,15
GENERAL SAAVEDRA,consultas prenatales,repetidas,2005-08-01,118,118
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2005-08-01,28,28
GUANAY,consultas prenatales,repetidas,2005-08-01,79,79
GUAQUI,consultas prenatales,repetidas,2005-08-01,28,28
GUAYARAMERIN,consultas prenatales,repetidas,2005-08-01,241,241
GUTIERREZ,consultas prenatales,repetidas,2005-08-01,61,61
HUACARETA,consultas prenatales,repetidas,2005-08-01,64,64
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2005-08-01,28,28
HUACHACALLA,consultas prenatales,repetidas,2005-08-01,3,3
HUANUNI,consultas prenatales,repetidas,2005-08-01,145,145
HUARACAJE,consultas prenatales,repetidas,2005-08-01,27,27
HUAYLLAMARCA,consultas prenatales,repetidas,2005-08-01,16,16
ICHOCA,consultas prenatales,repetidas,2005-08-01,19,19
ICLA,consultas prenatales,repetidas,2005-08-01,71,71
INCAHUASI,consultas prenatales,repetidas,2005-08-01,222,222
INGAVI (HUMAITA),consultas prenatales,repetidas,2005-08-01,7,7
INQUISIVI,consultas prenatales,repetidas,2005-08-01,50,50
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2005-08-01,77,77
IXIAMAS,consultas prenatales,repetidas,2005-08-01,50,50
JESUS DE MACHACA,consultas prenatales,repetidas,2005-08-01,36,36
LA ASUNTA,consultas prenatales,repetidas,2005-08-01,182,182
LA GUARDIA,consultas prenatales,repetidas,2005-08-01,277,277
LA PAZ,consultas prenatales,repetidas,2005-08-01,6961,6961
LA RIVERA,consultas prenatales,repetidas,2005-08-01,1,1
LAGUNILLAS,consultas prenatales,repetidas,2005-08-01,42,42
LAJA,consultas prenatales,repetidas,2005-08-01,50,50
LAS CARRERAS,consultas prenatales,repetidas,2005-08-01,22,22
LICOMA PAMPA,consultas prenatales,repetidas,2005-08-01,9,9
LLALLAGUA,consultas prenatales,repetidas,2005-08-01,383,383
LLICA,consultas prenatales,repetidas,2005-08-01,22,22
LORETO,consultas prenatales,repetidas,2005-08-01,12,12
LURIBAY,consultas prenatales,repetidas,2005-08-01,39,39
MACHACAMARCA,consultas prenatales,repetidas,2005-08-01,13,13
MACHARETI,consultas prenatales,repetidas,2005-08-01,63,63
MAGDALENA,consultas prenatales,repetidas,2005-08-01,99,99
MAIRANA,consultas prenatales,repetidas,2005-08-01,63,63
MALLA,consultas prenatales,repetidas,2005-08-01,16,16
MAPIRI,consultas prenatales,repetidas,2005-08-01,103,103
MECAPACA,consultas prenatales,repetidas,2005-08-01,33,33
MINEROS,consultas prenatales,repetidas,2005-08-01,133,133
MIZQUE,consultas prenatales,repetidas,2005-08-01,133,133
MOCOMOCO,consultas prenatales,repetidas,2005-08-01,24,24
MOJINETE,consultas prenatales,repetidas,2005-08-01,3,3
MOJOCOYA,consultas prenatales,repetidas,2005-08-01,64,64
MONTEAGUDO,consultas prenatales,repetidas,2005-08-01,238,238
MONTERO,consultas prenatales,repetidas,2005-08-01,710,710
MORO MORO,consultas prenatales,repetidas,2005-08-01,13,13
MOROCHATA,consultas prenatales,repetidas,2005-08-01,66,66
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2005-08-01,7,7
NAZACARA DE PACAJES,consultas prenatales,repetidas,2005-08-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2005-08-01,3,3
OCURI,consultas prenatales,repetidas,2005-08-01,96,96
OKINAWA,consultas prenatales,repetidas,2005-08-01,81,81
