,group,variable,month,NÚMERO DE DIU'S RETIRADOS < 15,NÚMERO DE DIU'S RETIRADOS 15 - 19,NÚMERO DE DIU'S RETIRADOS 20 - 34,NÚMERO DE DIU'S RETIRADOS 35 - 49,NÚMERO DE DIU'S RETIRADOS 50 Y +,TOTALES
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,2,0,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,2,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,2,0,2
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,2,3,31,24,2,62
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,1,1,1,0,3
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,2,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,1,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,27,13,2,42
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,2,18,9,2,31
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,2,2,0,4
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,5,2,0,7
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,2,0,0,2
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,3,1,0,4
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,3,0,0,3
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,0,0,1,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-07-01,0,1,1,0,0,2
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,2,1,0,0,3
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,2,1,1,4
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,2,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,2,0,0,0,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,2,0,0,2
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,1,0,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,31,23,8,62
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,1,0,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,1,0,2
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,1,0,0,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,3,2,1,6
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,1,0,2
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,1,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,2,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,3,20,15,1,39
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,2,0,0,2
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,1,2,1,0,4
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,1,0,2
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,2,0,0,2
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,0,1,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,4,0,0,4
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,2,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,5,4,0,9
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,3,7,1,11
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,1,0,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,1,2,42,25,2,72
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,3,2,0,5
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,17,8,0,25
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,2,13,12,1,28
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,1,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,2,0,0,2
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,2,0,2
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,1,1,0,0,2
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,2,0,1,3
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,0,2,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-08-01,0,0,4,0,0,4
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,2,0,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,3,0,0,3
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,6,3,0,9
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,1,2
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,1,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,0,1,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,0,1,0,1
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,1,0,0,0,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,2,0,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,0,0,1,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,1,54,31,1,87
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,3,2,0,5
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,1,14,6,0,21
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,0,1,0,1
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,1,0,0,0,1
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,0,1,0,1
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,2,0,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,1,22,19,4,46
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,1,0,2
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,0,1,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,3,2,0,5
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,3,2,0,5
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,2,1,1,4
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,2,1,0,3
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,1,1,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,3,4,0,7
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,3,4,0,7
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,0,1,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,1,2,3,0,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,2,41,26,1,70
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,1,1,2,0,4
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,16,10,0,26
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,1,15,4,3,23
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,2,1,4
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,0,1,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,2,0,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,3,0,0,3
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,1,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,2,0,0,2
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,1,0,2,2,5
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,1,0,0,1
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,0,1,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,0,2,0,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-09-01,0,1,4,1,0,6
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,1,0,1
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,1,0,2
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,4,1,1,6
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,1,2,0,0,3
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,2,0,0,2
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,2,1,0,3
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,1,44,25,1,71
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,0,1,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,1,0,1
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,12,6,0,18
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,2,2,0,4
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,3,0,0,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,18,14,4,36
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,1,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,1,0,2
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,1,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,2,4,0,6
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,2,1,0,3
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,1,0,2
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,4,0,5
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
