,group,variable,month,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN < 15,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 15 - 19,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 20 - 34,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 35 - 49,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 50 Y +,TOTALES
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,4,9,3,0,16
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,1,7,2,0,10
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,1,13,169,55,3,241
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,6,20,10,4,40
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,0,2,1,1,4
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,4,16,7,0,27
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,3,28,11,0,42
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,0,5,3,0,8
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,5,20,8,6,39
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,63,58,31,25,2,179
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,13,30,22,0,65
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,2,30,3,0,35
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,7,8,0,0,15
TRIGAL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,1,1,0,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,299,215,544,198,26,1282
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,1,23,74,33,0,131
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,0,1,0,0,1
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,0,4,1,0,5
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,19,50,13,2,84
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,1,4,33,28,6,72
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,3,9,5,0,17
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,2,24,128,92,13,259
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,4,25,6,0,35
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,1,2,10,5,3,21
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,11,78,26,0,115
VILA VILA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,3,19,11,1,34
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,94,52,10,0,0,156
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,27,162,70,18,277
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,1,1,3,0,0,5
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,5,18,6,0,29
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,41,38,31,20,8,138
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,11,88,392,110,18,619
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,19,25,68,26,7,145
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,8,54,12,2,76
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,26,267,95,23,411
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,6,17,8,0,31
WALDO BALLIVIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,2,9,7,7,25
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,24,203,128,52,407
YACO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,2,11,3,0,16
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,2,58,376,190,50,676
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,54,44,31,19,13,161
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,0,21,23,16,60
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,21,127,33,0,181
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,0,2,10,5,1,18
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,46,35,41,18,13,153
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,1,3,29,24,5,62
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-05-01,57,44,30,9,0,140
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,9,5,2,17
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,1,3,28,5,3,40
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,1,5,36,13,0,55
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,13,55,20,2,90
ALALAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,1,0,20,8,0,29
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,10,15,16,13,0,54
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,4,8,1,0,13
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,1,6,0,8
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,4,1,1,6
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,5,1,0,7
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,6,2,0,9
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,17,73,49,21,160
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,1,6,2,10
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,4,9,3,0,16
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,6,49,19,0,74
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,7,36,19,0,62
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,18,78,48,8,152
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,6,43,30,2,81
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,3,4,0,8
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,5,3,0,9
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,6,5,1,12
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,17,88,39,2,146
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,41,63,44,46,13,207
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,6,21,37,9,2,75
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,13,15,2,1,31
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,0,3,2,5
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,1,1,1,3,1,7
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,1,2,14,3,0,20
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,19,183,109,22,333
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,12,31,8,1,52
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,7,8,0,16
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,1,2,4,1,0,8
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,6,9,9,1,25
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,6,48,27,3,84
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,2,15,9,0,26
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,14,4,0,19
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,1,6,33,14,0,54
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,4,22,5,0,31
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,2,3,5,4,14
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,6,20,5,0,31
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,59,52,72,46,15,244
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,17,10,30,35,18,110
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,4,32,7,1,44
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,4,39,11,0,54
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,4,7,6,2,19
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,4,20,8,0,32
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,2,8,66,20,1,97
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,26,19,0,46
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,7,23,8,2,40
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,3,6,0,0,9
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,1,2,0,3
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,3,0,0,4
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,11,68,26,0,105
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,6,6,3,0,15
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,6,42,23,2,73
CHARAÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,1,0,0,1
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,12,63,12,12,99
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,2,16,156,36,9,219
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,4,2,0,6
CHUA COCANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,1,1,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,3,46,36,19,104
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,5,19,9,7,40
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,10,11,4,1,26
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,8,17,6,0,31
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,16,72,27,2,117
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,6,44,138,21,1,210
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,8,44,9,0,61
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,4,200,1084,386,51,1725
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,1,0,0,2
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,26,185,72,16,299
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,2,14,72,40,15,143
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,4,4,2,10
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,12,63,28,2,105
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,2,12,3,0,17
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,2,11,23,6,0,42
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,3,12,9,1,25
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,2,19,2,0,23
COMANCHE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,1,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,9,54,28,2,93
COMBAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,1,0,0,1
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,2,17,7,2,28
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,10,7,0,18
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,3,23,7,3,36
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,6,2,0,8
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,1,9,52,17,0,79
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,8,2,0,11
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,14,161,75,34,284
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,1,10,40,14,0,65
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,17,6,1,25
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,8,3,0,11
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,15,6,0,22
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,73,72,28,10,1,184
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,3,2,0,4,9
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,3,5,0,9
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,3,12,3,0,18
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,3,213,1386,481,46,2129
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,4,1,0,5
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,8,20,12,1,41
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,3,39,33,0,75
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,4,35,161,62,9,271
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,10,18,6,1,0,35
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,18,26,21,5,70
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,23,117,27,4,171
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,2,15,43,11,1,72
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,1,0,0,1
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,1,1,3,0,0,5
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,1,0,0,0,0,1
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,3,11,0,0,14
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,1,11,35,16,2,65
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,3,3,35,5,0,46
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,4,3,3,10
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,13,120,52,3,188
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,2,59,24,0,85
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,1,36,8,2,47
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,2,2,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,16,120,460,90,20,706
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,6,42,13,4,65
HUACARAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,2,7,6,0,15
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,5,14,29,25,0,73
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,27,9,7,8,0,51
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,3,18,18,3,42
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres que recibieron orientacion en anticoncepcion,2023-06-01,0,0,2,1,0,3
