,group,variable,month,DPT 5TA DOSIS CANTIDAD,DPT 5TA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN JULIAN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,10,0,10,10
SAN LORENZO(PND),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,3,1,3,4
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,0,1,0,1
SAN LUCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,39,62,39,62,101
SAN MATIAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,8,9,8,9,17
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,15,13,15,13,28
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,10,0,10,0,10
SAN PEDRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,8,3,8,3,11
SAN RAFAEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,4,10,4,10,14
SAN RAMON BENI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,92,79,92,79,171
SANTA ROSA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,61,0,61,61
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,18,16,18,16,34
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,14,0,14,14
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,55,0,55,55
SANTIVAÑES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,0,1,0,1
SENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,7,0,7,7
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,26,0,26,26
SIPE SIPE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,60,0,60,0,60
SORACACHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,7,1,7,8
SORATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,3,119,3,119,122
SUCRE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,94,180,94,180,274
TAPACARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,30,0,30,30
TARABUCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,3,0,3,0,3
TARIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,17,63,17,63,80
TARVITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,10,0,10,0,10
TIAWANACU,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,46,0,46,46
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,2,0,2,2
TOMINA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,10,3,10,3,13
TORO TORO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,60,0,60,60
TRINIDAD,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,6,9,6,9,15
TUPIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,11,0,11,0,11
UYUNI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,3,22,3,22,25
VALLEGRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,9,0,9,0,9
VILLA CHARCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,10,0,10,0,10
VILLAZON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,15,14,15,14,29
YACUIBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,0,1,0,1
YAMPARAEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,4,0,4,4
YOTALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,0,4,0,4,4
YUNCHARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,1,2,1,2,3
ZUDAÑEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-11-01,2,12,2,12,14
ACHACACHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,26,0,26,26
ALCALA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,5,0,5,5
AZURDUY,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,10,20,10,20,30
BOLPEBRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,1,0,1,1
CALACOTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,2,0,2,2
CAMARGO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,1,0,1,1
CAQUIAVIRI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,3,20,3,20,23
CARAPARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,3,5,3,5,8
CHARAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,5,2,5,2,7
CHARAÑA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,2,0,2,2
COBIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,7,5,7,5,12
COCHABAMBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,83,5,83,5,88
COLPA BELGICA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,2,0,2,0,2
COMANCHE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,3,0,3,0,3
COTAGAITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,1,11,1,11,12
COTOCA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,15,28,15,28,43
EL ALTO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,6,22,6,22,28
EL TORNO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,20,19,20,19,39
EL VILLAR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,1,0,1,0,1
ESCOMA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,1,0,1,0,1
FILADELFIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,2,0,2,0,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,9,79,9,79,88
HUACARETA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,4,5,4,5,9
ICLA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,7,3,7,3,10
INCAHUASI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,3,9,3,9,12
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,1,0,1,1
LA GUARDIA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,7,0,7,0,7
LA PAZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,95,20,95,20,115
LAGUNILLAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,3,3,3,3,6
LLALLAGUA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,30,0,30,30
LLICA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,30,0,30,30
MACHARETI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,7,0,7,0,7
MAGDALENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,26,0,26,0,26
MAIRANA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,14,0,14,0,14
MECAPACA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,4,0,4,4
MINEROS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,23,2,23,2,25
MIZQUE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,10,0,10,10
MOJOCOYA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,2,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,5,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,1,10,1,10,11
OKINAWA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,2,0,2,2
ORURO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,10,0,10,0,10
PAILON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,6,0,6,6
POJO (CBBA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,3,0,3,3
PORTACHUELO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,1,1,1,1,2
PORVENIR,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,4,0,4,4
POSTRER VALLE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,1,0,1,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,3,0,3,0,3
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,47,5,47,5,52
QUILLACOLLO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,5,2,5,2,7
QUIRUSILLAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,1,0,1,1
REYES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,3,0,3,0,3
RIBERALTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,23,5,23,5,28
SAN ANDRES,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,2,0,2,0,2
SAN BORJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,1,4,1,4,5
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,4,0,4,0,4
SAN LORENZO(PND),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,7,0,7,7
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,1,0,1,1
SAN LUCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,20,45,20,45,65
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,1,1,1,1,2
SAN PEDRO,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,5,0,5,5
SAN RAFAEL,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,6,4,6,4,10
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,104,12,104,12,116
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,1,0,1,0,1
SENA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,1,0,1,1
SORACACHI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,3,0,3,3
SORATA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,38,0,38,38
SUCRE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,58,11,58,11,69
TAPACARI,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,3,7,3,7,10
TARIJA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,9,3,9,3,12
TARVITA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,1,0,1,0,1
TUPIZA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,3,2,3,2,5
VALLEGRANDE,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,2,0,2,0,2
VILLA CHARCAS,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,3,0,3,0,3
VILLAZON,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,7,0,7,0,7
YACUIBA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,59,0,59,59
YAMPARAEZ,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,2,0,2,2
YUNCHARA,vacunacion en ninos de 4 anos,dpt 5ta dosis,2010-12-01,0,4,0,4,4
