municipality,group,variable,month,Niños de 1 año a menores de 5 años con 1ra dosis v,TOTAL
LAGUNILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,32,32
LAJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,84,84
LAS CARRERAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,82,82
LICOMA PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,22,22
LLALLAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,1011,1011
LLICA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,48,48
LORETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,75,75
LURIBAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,71,71
MACHACAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,7,7
MACHARETI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,101,101
MAGDALENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,72,72
MAIRANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,47,47
MALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,11,11
MAPIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,47,47
MECAPACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,22,22
MINEROS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,261,261
MIZQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,155,155
MOCOMOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,99,99
MOJINETE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,2,2
MOJOCOYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,54,54
MONTEAGUDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,285,285
MONTERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,854,854
MORO MORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,30,30
MOROCHATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,169,169
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,5,5
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,7,7
OCURI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,558,558
OKINAWA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,50,50
OMEREQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,20,20
ORURO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,2307,2307
PADCAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,85,85
PADILLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,57,57
PAILON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,122,122
PALCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,12,12
PALOS BLANCOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,86,86
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,57,57
PAMPA GRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,43,43
PAPEL PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,35,35
PASORAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,15,15
PATACAMAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,78,78
PAZÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,70,70
PELECHUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,55,55
POCOATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,992,992
POCONA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,75,75
POJO (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,46,46
POOPO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,170,170
PORCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,245,245
POROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,267,267
PORONGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,107,107
PORTACHUELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,78,78
PORVENIR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,12,12
POSTRER VALLE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,13,13
POTOSI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,1009,1009
PRESTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,37,37
PUCARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,23,23
PUCARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,300,300
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,119,119
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,72,72
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,28,28
PUERTO PEREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,36,36
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,52,52
PUERTO RICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,161,161
PUERTO SILES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,6,6
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,28,28
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,151,151
PUNA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,513,513
PUNATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,92,92
QUIABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,14,14
QUILLACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,265,265
QUIME,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,39,39
QUIRUSILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,8,8
RAVELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,369,369
REYES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,164,164
RIBERALTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,528,528
ROBORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,44,44
RURRENABAQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,137,137
SABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,133,133
SACABA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,982,982
SACABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,21,21
SACACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,307,307
SAIPINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,70,70
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,192,192
SAMAIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,75,75
SAN AGUSTIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,22,22
SAN ANDRES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,93,93
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,21,21
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,2,2
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,51,51
SAN BENITO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,148,148
SAN BORJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,226,226
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,24,24
SAN CARLOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,152,152
SAN IGNACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,230,230
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,266,266
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,52,52
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,192,192
SAN JOAQUIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,39,39
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,104,104
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,56,56
SAN JULIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,429,429
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,54,54
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,102,102
SAN LUCAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,733,733
SAN MATIAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,43,43
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,119,119
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,70,70
SAN PEDRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,172,172
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,611,611
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,36,36
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,14,14
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,13,13
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,1,1
SAN RAFAEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,87,87
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,85,85
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,55,55
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,116,116
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,4806,4806
SANTA ROSA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,82,82
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,213,213
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,16,16
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,129,129
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,7,7
SANTIVAÑES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,41,41
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,106,106
SAPAHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,53,53
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,56,56
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,74,74
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,34,34
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,114,114
SOPACHUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,29,29
SORACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,122,122
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,112,112
SUCRE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,4297,4297
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,3,3
TACACOMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,19,19
TACOBAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,93,93
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,73,73
TAHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,58,58
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,189,189
TARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,47,47
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,24,24
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,50,50
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,534,534
TARVITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,64,64
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,79,79
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,29,29
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,563,563
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,47,47
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,106,106
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,190,190
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,2,2
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,49,49
TODOS SANTOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,2,2
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,22,22
TOLEDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,61,61
TOMAVE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,312,312
TOMINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,22,22
TORO TORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,370,370
TOTORA(CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,93,93
TOTORA(ORR),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,52,52
TRIGAL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,12,12
TRINIDAD,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,345,345
TUPIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,691,691
TURCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,24,24
UMALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,65,65
UNCIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,1880,1880
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,86,86
URUBICHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,90,90
UYUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,654,654
VACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,74,74
VALLEGRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,76,76
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,614,614
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,28,28
VILLA MONTES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,152,152
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,15,15
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,39,39
VILLA SERRANO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,369,369
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,366,366
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,100,100
VILLAZON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,300,300
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,475,475
VITICHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,72,72
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,15,15
WARNES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,355,355
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,41,41
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,320,320
YAMPARAEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,193,193
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,9,9
YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,104,104
YOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,87,87
YOTALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,49,49
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,32,32
ZUDAÑEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-06-01,130,130
ACACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,8,8
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,214,214
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,15,15
AIQUILE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,101,101
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,28,28
ALCALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,2,2
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,103,103
ANZALDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,22,22
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,46,46
ARAMPAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,10,10
ARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,17,17
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,13,13
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,54,54
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,29,29
ATOCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,28,28
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,14,14
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,62,62
AYO AYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,117,117
AZURDUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,20,20
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,37,37
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,10,10
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,137,137
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,179,179
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,42,42
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,13,13
BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,7,7
CABEZAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,4,4
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,76,76
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,11,11
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,17,17
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,11,11
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,91,91
CAMARGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,4,4
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,3,3
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,91,91
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis v,2007-07-01,29,29
