municipality,group,variable,month,Niños de 0 a 6 meses que reciben Lactancia Mat. Ex,TOTAL
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,115,115
AZURDUY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,38,38
BATALLAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,32,32
BAURES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,36,36
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,7,7
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,9,9
BERMEJO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,99,99
BETANZOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,143,143
BOLIVAR,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,79,79
BOLPEBRA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,8,8
CABEZAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,40,40
CAIROMA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,28,28
"CAIZA ""D""",nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,42,42
CAJUATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,59,59
CALACOTO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,27,27
CALAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,93,93
CAMARGO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,119,119
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,22,22
CAMIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,230,230
CAPINOTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,106,106
CAQUIAVIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,34,34
CARACOLLO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,81,81
CARANAVI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,318,318
CARANGAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,2,2
CARAPARI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,36,36
CARIPUYO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,28,28
CATACORA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,9,9
CHACARILLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,3,3
CHALLAPATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,177,177
CHAQUI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,13,13
CHARAGUA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,98,98
CHARAÑA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,2,2
CHAYANTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,49,49
CHIMORE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,48,48
CHOQUE COTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,8,8
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,22,22
CHUMA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,68,68
CLIZA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,27,27
COBIJA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,210,210
COCHABAMBA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,1313,1313
COIPASA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,91,91
"COLCHA ""K""",nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,57,57
COLLANA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,5,5
COLOMI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,160,160
COLPA BELGICA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,14,14
COLQUECHACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,106,106
COLQUENCHA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,8,8
COLQUIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,70,70
COMANCHE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,1,1
COMARAPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,97,97
COMBAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,7,7
COPACABANA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,78,78
CORIPATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,70,70
CORO CORO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,23,23
COROICO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,103,103
CORQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,33,33
COTAGAITA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,53,53
COTOCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,238,238
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,46,46
CUEVO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,14,14
CULPINA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,38,38
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,45,45
CURVA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,11,11
DESAGUADERO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,28,28
EL ALTO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,2155,2155
EL CHORO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,32,32
EL PUENTE(STC),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,98,98
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,19,19
EL TORNO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,62,62
EL VILLAR,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,8,8
ENTRE RIOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,13,13
ENTRE RIOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,86,86
ESMERALDA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,3,3
EUCALIPTUS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,22,22
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,8,8
EXALTACION,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,13,13
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,47,47
FILADELFIA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,16,16
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,60,60
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,62,62
GUANAY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,7,7
GUAQUI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,46,46
GUAYARAMERIN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,325,325
GUTIERREZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,24,24
HUACARETA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,51,51
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,16,16
HUACHACALLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,9,9
HUANUNI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,177,177
HUARACAJE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,8,8
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,36,36
ICHOCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,35,35
ICLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,37,37
INCAHUASI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,56,56
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,2,2
INQUISIVI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,56,56
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,81,81
IXIAMAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,62,62
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,50,50
LA ASUNTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,20,20
LA GUARDIA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,172,172
LA PAZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,2460,2460
LA RIVERA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,2,2
LAGUNILLAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,17,17
LAJA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,71,71
LAS CARRERAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,8,8
LICOMA PAMPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,14,14
LLALLAGUA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,57,57
LLICA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,10,10
LORETO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,19,19
LURIBAY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,36,36
MACHACAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,25,25
MACHARETI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,39,39
MAGDALENA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,57,57
MAIRANA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,77,77
MALLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,14,14
MAPIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,55,55
MECAPACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,27,27
MINEROS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,65,65
MIZQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,162,162
MOCOMOCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,88,88
MOJINETE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,6,6
MOJOCOYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,48,48
MONTEAGUDO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,168,168
MONTERO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,70,70
MORO MORO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,22,22
MOROCHATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,101,101
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,7,7
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,3,3
OCURI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,136,136
OKINAWA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,36,36
OMEREQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,32,32
ORURO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,979,979
PADCAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,55,55
PADILLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,100,100
PAILON,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,27,27
PALCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,36,36
PALOS BLANCOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,179,179
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,13,13
PAMPA GRANDE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,9,9
PAPEL PAMPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,29,29
PASORAPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,23,23
PATACAMAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,93,93
PAZÑA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,37,37
PELECHUCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,26,26
POCOATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,102,102
POCONA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,40,40
POJO (CBBA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,79,79
POOPO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,5,5
PORCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,92,92
POROMA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,71,71
PORONGO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,41,41
PORTACHUELO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,43,43
PORVENIR,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,59,59
POSTRER VALLE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,3,3
POTOSI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,511,511
PRESTO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,53,53
PUCARA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,14,14
PUCARANI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,98,98
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,77,77
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,94,94
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,40,40
PUERTO PEREZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,21,21
PUERTO RICO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,40,40
PUERTO SILES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,13,13
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,164,164
PUNA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,182,182
PUNATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,130,130
QUIABAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,16,16
QUILLACOLLO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,572,572
QUIME,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,74,74
QUIRUSILLAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,2,2
RAVELO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,22,22
REYES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,151,151
RIBERALTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,402,402
ROBORE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,97,97
RURRENABAQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,71,71
SABAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,5,5
SACABA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,494,494
SACABAMBA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,28,28
SACACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,69,69
SAIPINA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,6,6
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,45,45
SAMAIPATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,43,43
SAN AGUSTIN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,1,1
SAN ANDRES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,100,100
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,27,27
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,6,6
SAN BENITO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,44,44
SAN BORJA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,407,407
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,8,8
SAN CARLOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,94,94
SAN IGNACIO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,241,241
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,449,449
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,26,26
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,70,70
SAN JOAQUIN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,29,29
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,50,50
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,11,11
SAN JULIAN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,76,76
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,68,68
SAN LUCAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,164,164
SAN MATIAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,77,77
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,112,112
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,7,7
SAN PEDRO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,100,100
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,19,19
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,9,9
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,8,8
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,9,9
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,18,18
SAN RAFAEL,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,41,41
SAN RAMON,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,47,47
SANTA ANA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,31,31
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,1455,1455
SANTA ROSA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,48,48
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,86,86
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,4,4
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,31,31
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,17,17
SANTIVAÑES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,38,38
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,8,8
SAPAHAQUI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,53,53
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,39,39
SICAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,42,42
SIPE SIPE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,168,168
SOPACHUY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,52,52
SORACACHI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,92,92
SORATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,51,51
SUCRE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,637,637
TACACHI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,6,6
TACACOMA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,22,22
TACOBAMBA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,52,52
TACOPAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-08-01,68,68
