municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas de,TOTAL
CALAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,20,20
CAMARGO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,34,34
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,11,11
CAMIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,63,63
CAPINOTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,32,32
CAQUIAVIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,9,9
CARACOLLO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,28,28
CARANAVI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,123,123
CARANGAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,2,2
CARAPARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,23,23
CARIPUYO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,3,3
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,7,7
CATACORA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
CHACARILLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,7,7
CHALLAPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,55,55
CHAQUI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,3,3
CHARAGUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,70,70
CHARAÑA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,3,3
CHAYANTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,37,37
CHIMORE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,24,24
CHIPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,3,3
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
CHUMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,15,15
CLIZA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,37,37
COBIJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,140,140
COCHABAMBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,736,736
COLCAPIRHUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,83,83
"COLCHA ""K""",nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,11,11
COLLANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,1,1
COLOMI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,49,49
COLPA BELGICA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,7,7
COLQUECHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,64,64
COLQUENCHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,13,13
COLQUIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,42,42
COMANCHE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,6,6
COMARAPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,38,38
COMBAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,2,2
CONCEPCION,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,22,22
COPACABANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,18,18
CORIPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,26,26
CORO CORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,9,9
COROICO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,33,33
CORQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
COTAGAITA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,36,36
COTOCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,26,26
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,25,25
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,3,3
CUEVO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,2,2
CULPINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,38,38
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,20,20
CURVA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,1,1
DESAGUADERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
EL ALTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,1413,1413
EL CHORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
EL PUENTE(STC),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,10,10
EL PUENTE(TJA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,22,22
EL TORNO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,227,227
EL VILLAR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,5,5
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,30,30
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,49,49
EUCALIPTUS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,9,9
EXALTACION,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,16,16
FILADELFIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,13,13
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,46,46
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,28,28
GUANAY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,35,35
GUAQUI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,12,12
GUAYARAMERIN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,136,136
GUTIERREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,22,22
HUACARETA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,20,20
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,3,3
HUANUNI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,77,77
HUARACAJE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
HUAYLLAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
ICHOCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,14,14
ICLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,20,20
INCAHUASI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,67,67
INQUISIVI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,24,24
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,24,24
IXIAMAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,9,9
JESUS DE MACHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,19,19
LA ASUNTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,94,94
LA GUARDIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,27,27
LA PAZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,1387,1387
LAGUNILLAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,7,7
LAJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,31,31
LAS CARRERAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
LICOMA PAMPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,6,6
LLALLAGUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,65,65
LLICA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,7,7
LORETO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
LURIBAY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,18,18
MACHARETI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,11,11
MAGDALENA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,10,10
MAIRANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,22,22
MALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
MAPIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,46,46
MECAPACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,20,20
MINEROS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,64,64
MIZQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,32,32
MOCOMOCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,28,28
MOJOCOYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,11,11
MONTEAGUDO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,63,63
MONTERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,208,208
MORO MORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,3,3
MOROCHATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,49,49
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,5,5
OCURI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,60,60
OKINAWA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,24,24
OMEREQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,10,10
ORURO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,241,241
PADCAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,31,31
PADILLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,23,23
PAILON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,33,33
PALCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,12,12
PALOS BLANCOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,75,75
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,5,5
PAMPA GRANDE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
PAPEL PAMPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,12,12
PASORAPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,12,12
PATACAMAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,38,38
PAZÑA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,25,25
PELECHUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,12,12
POCOATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,41,41
POCONA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,7,7
POJO (CBBA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,29,29
POOPO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,7,7
PORCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,24,24
POROMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,47,47
PORONGO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,11,11
PORTACHUELO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,34,34
PORVENIR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,14,14
POSTRER VALLE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,3,3
POTOSI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,293,293
PRESTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,21,21
PUCARA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,1,1
PUCARANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,49,49
PUERTO ACOSTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,41,41
PUERTO CARABUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,15,15
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,15,15
PUERTO PEREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,5,5
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,10,10
PUERTO RICO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,36,36
PUERTO SILES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,5,5
PUERTO SUAREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,2,2
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,59,59
PUNA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,58,58
PUNATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,27,27
QUIABAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
QUILLACOLLO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,146,146
QUIME,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,14,14
RAVELO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,35,35
REYES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,20,20
RIBERALTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,216,216
ROBORE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,17,17
RURRENABAQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,28,28
SABAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,6,6
SACABA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,222,222
SACABAMBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,6,6
SACACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,64,64
SAIPINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,9,9
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,16,16
SAMAIPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
SAN ANDRES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,17,17
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,5,5
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,6,6
SAN BENITO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,22,22
SAN BORJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,84,84
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,19,19
SAN CARLOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,49,49
SAN IGNACIO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,52,52
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,97,97
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
SAN JOAQUIN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,18,18
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,38,38
SAN JULIAN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,76,76
SAN LORENZO(PND),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,19,19
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,27,27
SAN LUCAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,102,102
SAN MATIAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,20,20
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,6,6
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,7,7
SAN PEDRO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,27,27
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,46,46
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,1,1
SAN PEDRO(PND),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,1,1
SAN RAFAEL,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,12,12
SAN RAMON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,6,6
SAN RAMON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,24,24
SANTA ANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,48,48
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,1340,1340
SANTA ROSA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,15,15
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,37,37
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,3,3
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,7,7
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
SANTIVAÑES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,5,5
SAPAHAQUI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,18,18
SENA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,16,16
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,40,40
SICAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,2,2
SIPE SIPE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,77,77
SOPACHUY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,22,22
SORACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,32,32
SORATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,31,31
SUCRE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,721,721
TACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
TACACOMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
TACOBAMBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,20,20
TACOPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,25,25
TAHUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,1,1
TAPACARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,92,92
TARABUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,43,43
TARACO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
TARATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,16,16
TARIJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,179,179
TARVITA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,46,46
TEOPONTE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
TIAWANACU,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,24,24
TINGUIPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,34,34
TIPUANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,12,12
TIQUIPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,105,105
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,172,172
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,1,1
TOCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,12,12
TODOS SANTOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,1,1
TOLATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,6,6
TOLEDO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,6,6
TOMAVE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,13,13
TOMINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,18,18
TORO TORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,16,16
TOTORA(CBBA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,22,22
TOTORA(ORR),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,14,14
TRIGAL,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,4,4
TRINIDAD,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,123,123
TUPIZA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,56,56
TURCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,3,3
UMALA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,6,6
UNCIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,96,96
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,27,27
URUBICHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,13,13
UYUNI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,43,43
VACAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,22,22
VALLEGRANDE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,17,17
VIACHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,92,92
