municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitamina,TOTAL
CHACARILLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,7,7
CHALLAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,71,71
CHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,22,22
CHARAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,61,61
CHARAÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,11,11
CHAYANTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,39,39
CHIMORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,10,10
CHIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,4,4
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,49,49
CHUMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,16,16
CLIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,42,42
COBIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,61,61
COCHABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,762,762
COLCAPIRHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,54,54
"COLCHA ""K""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,1,1
COLLANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,2,2
COLOMI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,38,38
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,12,12
COLQUECHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,74,74
COLQUENCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,19,19
COLQUIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,40,40
COMANCHE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,8,8
COMARAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,44,44
COMBAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,6,6
CONCEPCION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,14,14
COPACABANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,22,22
CORIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,40,40
CORO CORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,22,22
COROICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,17,17
CORQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,13,13
COTAGAITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,25,25
COTOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,100,100
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,35,35
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,3,3
CUEVO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,5,5
CULPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,38,38
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,6,6
CURVA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,3,3
DESAGUADERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,17,17
EL ALTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,1088,1088
EL CHORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,9,9
EL PUENTE(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,17,17
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,11,11
EL TORNO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,77,77
EL VILLAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,4,4
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,29,29
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,69,69
EUCALIPTUS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,10,10
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,1,1
EXALTACION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,4,4
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,21,21
FILADELFIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,14,14
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,33,33
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,15,15
GUANAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,30,30
GUAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,5,5
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,69,69
GUTIERREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,37,37
HUACARETA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,25,25
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,7,7
HUANUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,18,18
HUARACAJE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,2,2
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,9,9
ICHOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,7,7
ICLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,6,6
INCAHUASI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,51,51
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,1,1
INQUISIVI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,28,28
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,17,17
IXIAMAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,8,8
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,22,22
LA ASUNTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,82,82
LA GUARDIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,103,103
LA PAZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,877,877
LAGUNILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,14,14
LAJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,33,33
LAS CARRERAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,10,10
LICOMA PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,7,7
LLALLAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,21,21
LLICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,8,8
LORETO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,8,8
LURIBAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,14,14
MACHARETI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,17,17
MAGDALENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,30,30
MAIRANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,15,15
MALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,5,5
MAPIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,24,24
MECAPACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,10,10
MINEROS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,39,39
MIZQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,78,78
MOCOMOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,25,25
MOJINETE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,1,1
MOJOCOYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,6,6
MONTEAGUDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,33,33
MONTERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,191,191
MORO MORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,6,6
MOROCHATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,71,71
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,9,9
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,1,1
OCURI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,36,36
OKINAWA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,28,28
OMEREQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,10,10
ORURO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,414,414
PADCAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,26,26
PADILLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,33,33
PAILON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,16,16
PALCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,8,8
PALOS BLANCOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,29,29
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,2,2
PAMPA GRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,7,7
PAPEL PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,19,19
PASORAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,2,2
PATACAMAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,28,28
PAZÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,7,7
PELECHUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,17,17
POCOATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,14,14
POCONA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,36,36
POJO (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,37,37
POOPO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,1,1
PORCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,14,14
POROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,42,42
PORONGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,25,25
PORTACHUELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,39,39
PORVENIR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,10,10
POSTRER VALLE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,6,6
POTOSI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,364,364
PRESTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,23,23
PUCARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,1,1
PUCARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,40,40
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,39,39
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,34,34
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,18,18
PUERTO PEREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,9,9
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,21,21
PUERTO RICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,8,8
PUERTO SILES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,5,5
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,15,15
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,101,101
PUNA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,64,64
PUNATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,57,57
QUIABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,6,6
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,81,81
QUIME,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,13,13
QUIRUSILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,4,4
RAVELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,27,27
REYES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,16,16
RIBERALTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,247,247
ROBORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,30,30
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,53,53
SABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,3,3
SACABA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,228,228
SACABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,3,3
SACACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,51,51
SAIPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,8,8
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,16,16
SAMAIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,14,14
SAN ANDRES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,32,32
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,9,9
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,9,9
SAN BENITO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,17,17
SAN BORJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,92,92
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,18,18
SAN CARLOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,35,35
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,99,99
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,107,107
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,9,9
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,27,27
SAN JOAQUIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,10,10
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,30,30
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,13,13
SAN JULIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,86,86
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,8,8
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,34,34
SAN LUCAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,127,127
SAN MATIAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,14,14
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,27,27
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,5,5
SAN PEDRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,38,38
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,60,60
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,14,14
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,7,7
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,1,1
SAN RAFAEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,17,17
SAN RAMON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,13,13
SANTA ANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,31,31
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,1167,1167
SANTA ROSA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,28,28
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,46,46
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,5,5
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,18,18
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,5,5
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,7,7
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,16,16
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,22,22
SENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,14,14
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,32,32
SIPE SIPE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,54,54
SOPACHUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,16,16
SORACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,44,44
SORATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,32,32
SUCRE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,443,443
TACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,2,2
TACACOMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,8,8
TACOBAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,10,10
TACOPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,20,20
TAPACARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,67,67
TARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,37,37
TARACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,6,6
TARATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,15,15
TARIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,231,231
TARVITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,55,55
TEOPONTE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,11,11
TIAWANACU,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,12,12
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,48,48
TIPUANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,15,15
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,100,100
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,69,69
TOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,12,12
TODOS SANTOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,1,1
TOLATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,10,10
TOLEDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,7,7
TOMAVE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,7,7
TOMINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,4,4
TORO TORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,12,12
TOTORA(CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,16,16
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,14,14
TRIGAL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,2,2
TRINIDAD,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,147,147
TUPIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,52,52
TURCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,15,15
UMALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,20,20
UNCIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,26,26
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,25,25
UYUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,50,50
VACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,28,28
VALLEGRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,16,16
VIACHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,51,51
VILA VILA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,10,10
VILLA MONTES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,60,60
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,6,6
VILLA RIVERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,3,3
VILLA SERRANO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-07-01,21,21
