municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,52,52
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,19,19
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,57,57
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,92,92
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,3,3
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,10,10
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,3,3
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,8,8
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,14,14
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,9,9
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,20,20
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,31,31
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,5,5
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,1,1
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,274,274
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,41,41
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,6,6
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,12,12
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,69,69
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,14,14
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,14,14
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,34,34
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,20,20
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,26,26
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,38,38
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,7,7
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,84,84
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,4,4
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,5,5
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,11,11
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,103,103
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,11,11
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,48,48
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,44,44
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,11,11
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,4,4
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,119,119
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,15,15
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,102,102
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,10,10
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,3,3
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,51,51
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,10,10
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,12,12
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,6,6
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-06-01,13,13
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,54,54
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,5,5
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,45,45
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,4,4
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,14,14
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,5,5
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,32,32
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,12,12
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,64,64
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,21,21
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,3,3
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,15,15
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,44,44
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,23,23
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,10,10
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,8,8
BELEN DE ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,60,60
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,49,49
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,20,20
BOLPEBRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,5,5
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,8,8
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,12,12
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,18,18
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,17,17
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,14,14
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,12,12
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,3,3
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,14,14
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,24,24
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,56,56
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,33,33
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,13,13
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,20,20
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,93,93
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,12,12
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,17,17
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,3,3
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,3,3
CHACARILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,53,53
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,12,12
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,64,64
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,24,24
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,18,18
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
CHOQUE COTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,4,4
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,33,33
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,13,13
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,22,22
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,154,154
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,362,362
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,40,40
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,14,14
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,33,33
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,5,5
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,71,71
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,10,10
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,26,26
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,43,43
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,4,4
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,20,20
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,14,14
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,17,17
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,4,4
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,29,29
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,11,11
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,30,30
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,80,80
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,20,20
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,4,4
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,33,33
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,10,10
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,8,8
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,914,914
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,10,10
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,10,10
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,13,13
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,30,30
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,21,21
ESMERALDA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,3,3
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,3,3
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,17,17
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,12,12
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,17,17
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,20,20
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,12,12
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,125,125
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,17,17
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,20,20
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,3,3
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,57,57
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,20,20
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,17,17
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,10,10
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,16,16
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,39,39
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,36,36
LA PAZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1234,1234
LA RIVERA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
LAJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,17,17
LAS CARRERAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
LICOMA PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
LLALLAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,66,66
LLICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,4,4
LORETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
LURIBAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
MACHACAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
MACHARETI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,4,4
MAGDALENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,22,22
MAIRANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,23,23
MALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
MAPIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,22,22
MECAPACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
MINEROS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,44,44
MIZQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,57,57
MOCOMOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,20,20
MOJOCOYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,5,5
MONTEAGUDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,45,45
MONTERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,44,44
MORO MORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,5,5
MOROCHATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,58,58
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
OCURI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,54,54
OKINAWA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,19,19
OMEREQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,10,10
ORURO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,126,126
PADCAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,29,29
PADILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,30,30
PAILON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
PALCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,41,41
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
PAMPA GRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,14,14
PASORAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,30,30
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,8,8
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,8,8
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,43,43
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,23,23
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,33,33
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,10,10
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,12,12
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,29,29
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,12,12
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,3,3
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,319,319
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,22,22
PUCARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,31,31
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,29,29
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,27,27
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,3,3
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,10,10
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,21,21
PUERTO SILES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,5,5
PUERTO SUAREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,22,22
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,100,100
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,54,54
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,68,68
QUIABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,4,4
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
QUIRUSILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,18,18
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,21,21
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,416,416
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,13,13
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,47,47
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,133,133
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,29,29
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,15,15
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,11,11
SAN AGUSTIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,21,21
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,3,3
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,78,78
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,24,24
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,74,74
