,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA L CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA L CANTIDAD,TOTALES
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,1,3
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,6,6,12
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,0,2
CHAYANTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,1,2
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,1,3
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,4,2,6
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,20,15,35
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,1,2
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,0,1,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,4,2,6
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,1,2
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,28,23,51
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,3,3,6
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,1,3
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,3,0,3
ICLA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,0,1,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,0,4,4
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,3,5
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,53,37,90
LAGUNILLAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,1,2
MAIRANA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,0,1,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,1,3
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,2,3
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,6,4,10
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,9,1,10
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
PADILLA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,4,1,5
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,0,1,1
POROMA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,12,2,14
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,3,2,5
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,3,5
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,3,0,3
QUIABAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,5,3,8
QUIME,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,3,4
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,0,1,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,3,3,6
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,0,2,2
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,1,2
SAN JAVIER(BNI),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,0,1,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,6,0,6
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,0,2,2
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,0,2
SAN RAFAEL,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,75,60,135
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,1,3
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,4,0,4
SOPACHUY,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,2,4
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,14,11,25
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,1,2
TACOBAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,0,2
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,4,6,10
TARVITA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,5,3,8
TOLEDO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
TOMINA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,9,1,10
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,0,1,1
VACAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,3,3,6
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,0,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,2,3,5
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,4,3,7
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,4,4,8
YUNCHARA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,1,2
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
ANZALDO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,0,2
AUCAPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,1,2
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,0,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,6,2,8
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
CHAYANTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,3,0,3
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,14,15,29
COLLANA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,2,2
COPACABANA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,6,7
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,3,1,4
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,0,2
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,38,19,57
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,4,6
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,3,0,3
EUREKA (SANTOS MERCADO),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,1,3
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,1,2
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,3,5
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,49,28,77
LICOMA PAMPA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,5,0,5
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,0,2
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,3,4
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,12,5,17
MOROCHATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,6,5,11
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,1,3
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,3,5
PAMPA GRANDE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,8,3,11
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,3,0,3
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,7,2,9
PUNA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,2,4
RAVELO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,2,3
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,6,1,7
SACACA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
SAIPINA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,1,2
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,2,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,3,0,3
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,3,0,3
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,82,42,124
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,1,2
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,15,5,20
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,2,2
TACOBAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,1,3
TARATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,9,2,11
TARVITA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,1,2
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,4,0,4
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,2,4
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,0,2
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
TURCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
UMALA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
URUBICHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,2,2
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,1,2
VACAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,1,2
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,0,2,2
VILLA SERRANO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,9,2,11
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,4,0,4
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,2,0,2
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,7,2,9
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,3,0,3
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-07-01,6,2,8
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,1,2
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
ARANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
ARQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,3,0,3
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
CALACOTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,2,2
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,1,2
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
CARACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,2,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,5,3,8
CARMEN RIVERO TORREZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
CHARAÑA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,1,3
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,22,10,32
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,1,3
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,1,2
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,0,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,5,3,8
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,0,2
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,33,18,51
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,7,2,9
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,0,2
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,4,1,5
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,1,3
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,4,1,5
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,2,3
IXIAMAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,0,2
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,5,1,6
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,2,3
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,47,24,71
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,3,0,3
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,0,2
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
MOCOMOCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,2,2
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,3,0,3
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,7,6,13
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,11,3,14
PADILLA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,3,1,4
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,0,2
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
PELECHUCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
PORCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
POROMA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,3,4
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
PORVENIR,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,18,3,21
PUERTO GONZALO MORENO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,2,3
PUNA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,2,4
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,3,5,8
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,6,1,7
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,5,3,8
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,2,4
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,2,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,4,1,5
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,0,2
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,3,0,3
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,103,66,169
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,2,0,2
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,1,2
SICA SICA (VILLA AROMA),tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,13,4,17
TARATA,tuberculosis y lepra,tratamientos iniciados con esquema l,2011-08-01,1,0,1
