municipality,group,variable,month,Nacidos vivos atendidos por partera capacitad,TOTAL
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,3,3
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,21,21
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,6,6
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,5,5
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
CUEVO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,9,9
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
EL VILLAR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,6,6
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,12,12
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,15,15
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,12,12
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,7,7
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,5,5
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,5,5
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,3,3
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,21,21
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,66,66
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
SAN JUAN DE YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,7,7
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,17,17
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,3,3
SAN RAMON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,5,5
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,3,3
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,5,5
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,2,2
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,4,4
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,6,6
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-05-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,5,5
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,4,4
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,3,3
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,3,3
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
CHACARILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,7,7
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,10,10
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,3,3
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,28,28
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,4,4
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,6,6
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,7,7
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
EL VILLAR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,3,3
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,4,4
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,4,4
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,13,13
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,5,5
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,3,3
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
PUERTO SUAREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,4,4
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,6,6
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,4,4
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,12,12
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,5,5
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,13,13
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,3,3
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
SAN JUAN DE YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,8,8
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,6,6
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
SAN RAMON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,4,4
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,8,8
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,6,6
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,10,10
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,3,3
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,10,10
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,3,3
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,6,6
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,3,3
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
YACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,2,2
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-06-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,4,4
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,4,4
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,4,4
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,2,2
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,4,4
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,2,2
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,9,9
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,7,7
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,3,3
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,38,38
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,6,6
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,2,2
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,6,6
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,12,12
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,2,2
FERNANDEZ ALONSO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,3,3
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2007-07-01,1,1
