municipality,group,variable,month,Niños menores de 5 años con 3ra dosis de hier,TOTAL
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,37,37
SAN PEDRO DE CURAHUARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,28,28
SAN PEDRO DE TIQUINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,3,3
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,26,26
SAN RAMON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,45,45
SAN RAMON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,18,18
SANTA ANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,12,12
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,826,826
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,1,1
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,3,3
SANTIAGO DE CALLAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,25,25
SANTIAGO DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,9,9
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,81,81
SENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,31,31
SICA SICA (VILLA AROMA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,24,24
SICAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,7,7
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,11,11
SOPACHUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,86,86
SORACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,18,18
SUCRE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,931,931
TACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,3,3
TACOPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,133,133
TAHUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,26,26
TAPACARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,49,49
TARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,726,726
TARACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,29,29
TARATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,7,7
TARIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,166,166
TARVITA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,51,51
TEOPONTE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,28,28
TIAWANACU,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,30,30
TIPUANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,6,6
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,10,10
TIRAQUE (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,6,6
TOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,9,9
TOLATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,6,6
TOLEDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,3,3
TOMINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,33,33
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,5,5
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,6,6
TRINIDAD,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,195,195
TUPIZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,25,25
TURCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,1,1
UMALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,4,4
UNCIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,97,97
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,62,62
URUBICHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,8,8
UYUNI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,24,24
VACAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,21,21
VIACHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,61,61
VILA VILA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,21,21
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,140,140
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,15,15
VILLA RIVERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,11,11
VILLA SERRANO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,14,14
VILLA TUNARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,73,73
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,166,166
VILLAZON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,122,122
VINTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,7,7
VITICHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,1,1
WARNES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,139,139
YACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,6,6
YACUIBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,44,44
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,180,180
YANACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,2,2
YOTALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,72,72
YUNCHARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,108,108
ZUDAÑEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-08-01,207,207
ACACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,35,35
ACHOCALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,4,4
AIQUILE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,47,47
ALALAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,51,51
ALCALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,39,39
ANDAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,1,1
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,10,10
ANZALDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,1,1
APOLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,81,81
ARAMPAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,82,82
ARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,25,25
ARBIETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,11,11
ARQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,48,48
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,54,54
ATOCHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,17,17
AUCAPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,3,3
AYATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,76,76
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,65,65
AZURDUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,47,47
BATALLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,16,16
BAURES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,19,19
BELEN DE ANDAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,4,4
BELEN DE URMIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,26,26
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,33,33
BERMEJO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,126,126
BETANZOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,435,435
BOLIVAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,43,43
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,18,18
BOYUIBE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,18,18
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,141,141
CABEZAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,16,16
CAIROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,126,126
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,59,59
CAJUATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,44,44
CALACOTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,2,2
CALAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,85,85
CAMARGO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,283,283
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,33,33
CAMIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,24,24
CAPINOTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,83,83
CAQUIAVIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,61,61
CARACOLLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,61,61
CARANAVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,112,112
CARAPARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,101,101
CARIPUYO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,2,2
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,7,7
CATACORA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,4,4
CHALLAPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,281,281
CHAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,49,49
CHARAGUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,75,75
CHARAÑA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,28,28
CHAYANTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,68,68
CHIMORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,22,22
CHIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,14,14
CHUMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,20,20
CLIZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,20,20
COBIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,292,292
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,304,304
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,28,28
"COLCHA ""K""",micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,26,26
COLLANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,2,2
COLOMI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,39,39
COLPA BELGICA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,65,65
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,551,551
COLQUENCHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,150,150
COLQUIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,22,22
COMANCHE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,50,50
COMARAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,77,77
COPACABANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,49,49
CORIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,33,33
CORO CORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,103,103
COROICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,30,30
CORQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,15,15
COTAGAITA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,113,113
COTOCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,114,114
CUATRO CAÑADAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,23,23
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,2,2
CUEVO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,17,17
CULPINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,147,147
CURAHUARA DE CARANGAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,36,36
CURVA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,7,7
DESAGUADERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,10,10
EL ALTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,1638,1638
EL CHORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,29,29
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,25,25
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,72,72
EL TORNO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,271,271
EL VILLAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,40,40
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,75,75
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,27,27
EUCALIPTUS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,44,44
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,25,25
EXALTACION,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,28,28
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,105,105
FILADELFIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,37,37
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,68,68
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,110,110
GUANAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,4,4
GUAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,13,13
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,165,165
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,62,62
HUACARETA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,229,229
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,91,91
HUACHACALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,1,1
HUANUNI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,104,104
HUARACAJE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,8,8
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,10,10
ICHOCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,24,24
ICLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,32,32
INCAHUASI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,180,180
INQUISIVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,140,140
IRUPANA (VILLA DE LANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,60,60
IXIAMAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,10,10
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,45,45
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,17,17
LA GUARDIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,69,69
LA PAZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,1198,1198
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,56,56
LAJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,90,90
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,38,38
LICOMA PAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,18,18
LLALLAGUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,30,30
LLICA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,20,20
LORETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,17,17
LURIBAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,1,1
MACHACAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,4,4
MACHARETI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,211,211
MAGDALENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,62,62
MAIRANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,51,51
MALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,4,4
MAPIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,20,20
MECAPACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,46,46
MINEROS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,114,114
MIZQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,48,48
MOCOMOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,167,167
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,104,104
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,416,416
MONTERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,88,88
MORO MORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,17,17
MOROCHATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,90,90
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,1,1
NAZACARA DE PACAJES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,25,25
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,19,19
OCURI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,220,220
OKINAWA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,83,83
OMEREQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,20,20
ORURO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,651,651
PADCAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,203,203
PADILLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,126,126
PAILON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,36,36
PALCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,4,4
PALOS BLANCOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,106,106
PAMPA AULLAGAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,12,12
PAMPA GRANDE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,80,80
PAPEL PAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,8,8
PASORAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,24,24
PATACAMAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,25,25
PAZÑA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,11,11
PELECHUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,36,36
POCOATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,39,39
POCONA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,99,99
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,307,307
POOPO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,86,86
PORCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,16,16
POROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,159,159
PORONGO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,11,11
PORTACHUELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,186,186
PORVENIR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,8,8
POSTRER VALLE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,10,10
POTOSI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,378,378
PRESTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,112,112
PUCARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,12,12
PUCARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,346,346
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,101,101
PUERTO CARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,92,92
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,31,31
PUERTO PEREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,23,23
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,43,43
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,3,3
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,11,11
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,77,77
PUNA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,114,114
PUNATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,64,64
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,227,227
QUIME,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,38,38
RAVELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,89,89
REYES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,39,39
RIBERALTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,245,245
ROBORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,112,112
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,124,124
SABAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,7,7
SACABA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,94,94
SACACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,135,135
SAIPINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,66,66
SALINAS DE GARCI MENDOZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,54,54
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,29,29
SAN AGUSTIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,16,16
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,69,69
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,30,30
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,16,16
SAN ANTONIO DE LOMERIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,18,18
SAN BENITO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,22,22
SAN BORJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,124,124
SAN BUENA VENTURA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,40,40
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,42,42
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,181,181
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,250,250
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,29,29
SAN JAVIER(STC),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,42,42
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2005-09-01,40,40
