municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitam,TOTAL
SANTA ROSA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,20,20
SANTA ROSA DEL SARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,21,21
SANTIAGO DE CALLAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,3,3
SANTIAGO DE HUARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,10,10
SANTIAGO DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,11,11
SANTIVAÑES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,3,3
SANTUARIO DE QUILLACAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,4,4
SAPAHAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,11,11
SENA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,6,6
SICA SICA (VILLA AROMA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,15,15
SICAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,7,7
SIPE SIPE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,34,34
SOPACHUY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,21,21
SORACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,15,15
SORATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,19,19
SUCRE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,512,512
TACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,1,1
TACACOMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,12,12
TACOBAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,18,18
TACOPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,26,26
TAPACARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,54,54
TARABUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,38,38
TARACO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,9,9
TARATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,7,7
TARIJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,175,175
TARVITA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,36,36
TEOPONTE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,5,5
TIAWANACU,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,10,10
TINGUIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,74,74
TIPUANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,21,21
TIQUIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,58,58
TIRAQUE (CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,59,59
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,1,1
TOCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,13,13
TOLATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,5,5
TOLEDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,10,10
TOMAVE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,33,33
TOMINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,13,13
TORO TORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,106,106
TOTORA(CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,25,25
TOTORA(ORR),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,14,14
TRIGAL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,4,4
TRINIDAD,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,147,147
TUPIZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,77,77
TURCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,5,5
UMALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,12,12
UNCIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,81,81
URIONDO (A. CONCEPCION),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,17,17
URUBICHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,20,20
UYUNI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,22,22
VACAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,29,29
VALLEGRANDE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,20,20
VIACHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,54,54
VILA VILA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,5,5
VILLA MONTES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,76,76
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,3,3
VILLA RIVERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,6,6
VILLA SERRANO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,19,19
VILLA TUNARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,69,69
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,17,17
VILLAZON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,62,62
VINTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,18,18
VITICHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,24,24
WALDO BALLIVIAN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,5,5
WARNES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,131,131
YACO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,21,21
YACUIBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,100,100
YAMPARAEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,7,7
YANACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,8,8
YAPACANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,57,57
YOCALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,14,14
YOTALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,17,17
YUNCHARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,15,15
ZUDAÑEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-06-01,21,21
ACACIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,14,14
ACHACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,129,129
ACHOCALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,13,13
AIQUILE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,36,36
ALALAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,33,33
ALCALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,5,5
ANCORAIMES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,26,26
ANDAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,10,10
ANTEQUERA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,4,4
APOLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,41,41
ARAMPAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,4,4
ARANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,14,14
ARBIETO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,2,2
ARQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,24,24
ASCENCION DE GUARAYOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,9,9
ATOCHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,17,17
AUCAPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,9,9
AYATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,29,29
AYO AYO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,45,45
AZURDUY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,33,33
BATALLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,19,19
BAURES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,7,7
BELEN DE ANDAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,1,1
BELEN DE URMIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,10,10
BELLA FLOR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,10,10
BERMEJO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,58,58
BETANZOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,61,61
BOLIVAR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,28,28
BOLPEBRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,2,2
BOYUIBE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,7,7
BUENA VISTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,30,30
CABEZAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,28,28
CAIROMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,22,22
"CAIZA ""D""",micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,16,16
CAJUATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,27,27
CALACOTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,21,21
CALAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,40,40
CAMARGO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,21,21
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,8,8
CAMIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,46,46
CAPINOTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,20,20
CAQUIAVIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,13,13
CARACOLLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,18,18
CARANAVI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,147,147
CARAPARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,15,15
CARIPUYO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,13,13
CARMEN RIVERO TORREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,5,5
CATACORA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,3,3
CHALLAPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,16,16
CHAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,14,14
CHARAGUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,72,72
CHARAÑA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,5,5
CHAYANTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,7,7
CHIMORE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,18,18
CHOQUE COTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,79,79
CHUMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,43,43
CLIZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,9,9
COBIJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,81,81
COCHABAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,503,503
COIPASA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,4,4
COLCAPIRHUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,91,91
"COLCHA ""K""",micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,2,2
COLLANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,9,9
COLOMI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,38,38
COLPA BELGICA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,12,12
COLQUECHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,33,33
COLQUENCHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,5,5
COLQUIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,46,46
COMANCHE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,10,10
COMARAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,26,26
COMBAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,4,4
CONCEPCION,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,37,37
COPACABANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,22,22
CORIPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,70,70
CORO CORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,25,25
COROICO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,26,26
CORQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,5,5
COTAGAITA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,20,20
COTOCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,112,112
CUATRO CAÑADAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,8,8
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,17,17
CUEVO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,9,9
CULPINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,32,32
CURAHUARA DE CARANGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,2,2
CURVA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,9,9
DESAGUADERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,6,6
EL ALTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,986,986
EL CHORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,2,2
EL PUENTE(STC),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,29,29
EL PUENTE(TJA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,8,8
EL TORNO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,57,57
EL VILLAR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,1,1
ENTRE RIOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,22,22
ENTRE RIOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,38,38
EUCALIPTUS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,12,12
EXALTACION,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,5,5
FERNANDEZ ALONSO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,25,25
FILADELFIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,3,3
GENERAL SAAVEDRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,54,54
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,32,32
GUANAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,9,9
GUAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,10,10
GUAYARAMERIN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,21,21
GUTIERREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,44,44
HUACARETA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,13,13
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,3,3
HUACHACALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,2,2
HUANUNI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,45,45
HUARACAJE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,10,10
HUAYLLAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,14,14
ICHOCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,6,6
ICLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,25,25
INCAHUASI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,59,59
INQUISIVI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,23,23
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,38,38
IXIAMAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,16,16
JESUS DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,31,31
LA ASUNTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,20,20
LA GUARDIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,106,106
LA PAZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,762,762
LAGUNILLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,8,8
LAJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,24,24
LAS CARRERAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,11,11
LICOMA PAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,3,3
LLALLAGUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,61,61
LLICA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,2,2
LORETO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,16,16
LURIBAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,13,13
MACHACAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,3,3
MACHARETI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,13,13
MAGDALENA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,20,20
MAIRANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,17,17
MAPIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,45,45
MECAPACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,19,19
MINEROS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,45,45
MIZQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,31,31
MOCOMOCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,46,46
MOJOCOYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,8,8
MONTEAGUDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,59,59
MONTERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,164,164
MORO MORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,6,6
MOROCHATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,75,75
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,5,5
OCURI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,65,65
OKINAWA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,28,28
OMEREQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,15,15
ORURO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,389,389
PADCAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,26,26
PADILLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,15,15
PAILON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,12,12
PALCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,22,22
PALOS BLANCOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,31,31
PAMPA AULLAGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,4,4
PAMPA GRANDE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,15,15
PAPEL PAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,11,11
PASORAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,6,6
PATACAMAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,16,16
PAZÑA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,3,3
PELECHUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,15,15
POCOATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,15,15
POCONA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,22,22
POJO (CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,41,41
POOPO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,1,1
PORCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,9,9
POROMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,48,48
PORONGO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,21,21
PORTACHUELO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,28,28
PORVENIR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,5,5
POSTRER VALLE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,7,7
POTOSI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,224,224
PRESTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,15,15
PUCARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,2,2
PUCARANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,66,66
PUERTO ACOSTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,49,49
PUERTO CARABUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,51,51
PUERTO GONZALO MORENO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,7,7
PUERTO PEREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,13,13
PUERTO QUIJARRO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,37,37
PUERTO RICO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,5,5
PUERTO SILES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,8,8
PUERTO SUAREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,37,37
PUERTO VILLARROEL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,57,57
PUNA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,42,42
PUNATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,64,64
QUIABAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,12,12
QUILLACOLLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,87,87
QUIME,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,11,11
QUIRUSILLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,2,2
RAVELO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,48,48
REYES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,22,22
RIBERALTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,142,142
ROBORE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,16,16
RURRENABAQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,31,31
SABAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,4,4
SACABA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,151,151
SACABAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,1,1
SACACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,21,21
SAIPINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2005-07-01,5,5
