municipality,group,variable,month,Niños menores de 5 años con 1ra dosis de hier,TOTAL
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,18,18
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,2,2
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,80,80
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,18,18
CARACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,5,5
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,1,1
CARIPUYO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,3,3
CHAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,6,6
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,139,139
CHIMORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,2,2
CHOQUE COTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,4,4
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,223,223
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,189,189
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,10,10
COLPA BELGICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,5,5
COTOCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,166,166
CUATRO CAÑADAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,13,13
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,121,121
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,57,57
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,3,3
EL TORNO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,207,207
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,2,2
FILADELFIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,1,1
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,65,65
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,46,46
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,5,5
HUANUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,7,7
HUARACAJE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,25,25
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,2,2
LA GUARDIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,359,359
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,17,17
LORETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,9,9
MACHARETI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,27,27
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,25,25
MINEROS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,40,40
MONTERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,12,12
MOROCHATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,25,25
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,4,4
OCURI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,14,14
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,63,63
ORURO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,10,10
PADCAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,24,24
POCONA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,20,20
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,3,3
POROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,65,65
PORONGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,9,9
PUCARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,7,7
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,10,10
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,49,49
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,17,17
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,11,11
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,93,93
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,3,3
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,24,24
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,78,78
REYES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,9,9
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,7,7
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,37,37
SAN BORJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,30,30
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,4,4
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,3,3
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,5,5
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,9,9
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,39,39
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,12,12
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,45,45
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,48,48
SAN MATIAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,5,5
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,10,10
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,19,19
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,702,702
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,1,1
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,4,4
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,23,23
SANTUARIO DE QUILLACAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,10,10
SENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,24,24
SICAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,3,3
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,18,18
SORACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,11,11
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,409,409
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,23,23
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,145,145
TARIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,63,63
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,27,27
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,39,39
TOCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,1,1
TOLEDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,4,4
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,4,4
TRIGAL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,18,18
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,94,94
TUPIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,2,2
UNCIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,19,19
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,5,5
URUBICHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,2,2
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,54,54
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,16,16
VINTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,50,50
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,56,56
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,140,140
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-07-01,5,5
AIQUILE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,2,2
ALCALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,8,8
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,13,13
ARBIETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,2,2
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,18,18
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,19,19
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,21,21
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,5,5
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,18,18
BETANZOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,17,17
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,45,45
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,9,9
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,15,15
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,98,98
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,37,37
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,23,23
CAMARGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,2,2
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,16,16
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,77,77
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,9,9
CHAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,14,14
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,180,180
CHAYANTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,5,5
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,267,267
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,171,171
"COLCHA ""K""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,10,10
CORQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,3,3
COTOCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,310,310
CUATRO CAÑADAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,17,17
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,153,153
CURAHUARA DE CARANGAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,50,50
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,15,15
EL TORNO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,321,321
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,15,15
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,101,101
FILADELFIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,17,17
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,108,108
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,3,3
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,1,1
HUACARETA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,114,114
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,2,2
HUARACAJE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,41,41
INCAHUASI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,24,24
INGAVI (HUMAITA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,18,18
LA GUARDIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,288,288
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,38,38
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,4,4
LLICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,44,44
LORETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,17,17
MACHARETI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,99,99
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,19,19
MINEROS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,97,97
MONTERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,86,86
MOROCHATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,7,7
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,140,140
ORURO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,72,72
PADCAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,26,26
PADILLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,92,92
POCONA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,29,29
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,3,3
POROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,69,69
PORONGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,14,14
PUCARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,4,4
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,9,9
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,25,25
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,17,17
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,112,112
REYES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,132,132
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,44,44
SACABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,6,6
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,72,72
SAN BORJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,41,41
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,10,10
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,9,9
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,5,5
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,156,156
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,65,65
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,17,17
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,147,147
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,2,2
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,32,32
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,25,25
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,26,26
SANTA ANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,2,2
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,918,918
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,1,1
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,10,10
SANTIAGO DE HUARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,9,9
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,35,35
SENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,10,10
SICAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,3,3
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,13,13
SORACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,2,2
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,897,897
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,22,22
TAHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,15,15
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,19,19
TARATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,2,2
TARIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,133,133
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,28,28
TOLATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,9,9
TOLEDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,2,2
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,35,35
TRIGAL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,18,18
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,285,285
UNCIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,10,10
URUBICHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,52,52
UYUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,10,10
VILA VILA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,3,3
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,20,20
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,12,12
VILLA SERRANO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,155,155
VILLAZON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,298,298
VINTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,7,7
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,141,141
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,23,23
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-08-01,38,38
ALCALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,49,49
ANZALDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,1,1
ARBIETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,6,6
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,4,4
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,30,30
ATOCHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,35,35
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,39,39
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,32,32
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,19,19
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,65,65
BETANZOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,59,59
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,35,35
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,20,20
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,23,23
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,22,22
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,49,49
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,8,8
CAMARGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,12,12
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,10,10
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,51,51
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,5,5
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,29,29
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,17,17
CHAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,39,39
CHAYANTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,39,39
CHIMORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,26,26
CHIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,2,2
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,255,255
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,218,218
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,12,12
COLPA BELGICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,22,22
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,75,75
COMARAPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,149,149
CORQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,2,2
COTAGAITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,13,13
COTOCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,244,244
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,109,109
EL CHORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,7,7
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,46,46
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,23,23
EL TORNO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,206,206
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,39,39
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,27,27
EXALTACION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,28,28
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,71,71
FILADELFIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,31,31
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,40,40
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,56,56
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,17,17
HUACARETA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,141,141
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,27,27
HUANUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,6,6
HUARACAJE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,28,28
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2005-09-01,2,2
