,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
POOPO,atencion odontologica,consulta nueva,2023-06-01,51,45,64,83,31,43,78,133,40,38,0,20,0,0,626
PORCO,atencion odontologica,consulta nueva,2023-06-01,18,16,35,28,3,25,12,74,1,7,0,22,0,2,243
POROMA,atencion odontologica,consulta nueva,2023-06-01,25,24,172,243,76,83,76,192,11,13,0,4,0,0,919
PORONGO,atencion odontologica,consulta nueva,2023-06-01,47,34,72,85,40,52,77,188,28,16,0,10,0,2,651
PORTACHUELO,atencion odontologica,consulta nueva,2023-06-01,0,0,10,13,7,16,6,26,0,3,0,0,0,0,81
PORVENIR,atencion odontologica,consulta nueva,2023-06-01,29,26,81,77,21,50,39,112,0,0,0,12,0,6,453
POSTRER VALLE,atencion odontologica,consulta nueva,2023-06-01,4,3,24,34,34,27,28,19,5,4,0,1,0,0,183
POTOSI,atencion odontologica,consulta nueva,2023-06-01,427,428,1077,1166,282,474,897,2215,214,174,0,206,0,45,7605
PRESTO,atencion odontologica,consulta nueva,2023-06-01,5,11,69,84,50,79,65,159,10,3,0,2,0,1,538
PUCARA,atencion odontologica,consulta nueva,2023-06-01,18,1,9,43,10,0,20,19,5,0,0,0,0,0,125
PUCARANI,atencion odontologica,consulta nueva,2023-06-01,34,40,141,193,64,100,90,200,26,31,0,11,0,6,936
PUERTO ACOSTA,atencion odontologica,consulta nueva,2023-06-01,8,6,43,52,36,22,36,88,11,9,0,1,0,1,313
PUERTO CARABUCO,atencion odontologica,consulta nueva,2023-06-01,7,4,35,44,14,40,38,75,10,14,0,2,0,0,283
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2023-06-01,67,58,45,73,13,24,21,69,7,7,0,20,0,1,405
PUERTO PEREZ,atencion odontologica,consulta nueva,2023-06-01,0,0,6,10,2,2,8,19,1,4,0,7,0,0,59
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2023-06-01,19,17,38,22,5,14,43,84,9,11,0,2,0,0,264
PUERTO RICO,atencion odontologica,consulta nueva,2023-06-01,39,34,40,41,8,17,30,48,9,3,0,8,0,10,287
PUERTO SUAREZ,atencion odontologica,consulta nueva,2023-06-01,0,4,18,33,11,6,12,60,8,8,0,4,0,0,164
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2023-06-01,103,71,201,249,98,167,273,621,91,21,0,55,0,34,1984
PUNA,atencion odontologica,consulta nueva,2023-06-01,20,32,70,64,24,68,54,147,22,26,0,7,0,8,542
PUNATA,atencion odontologica,consulta nueva,2023-06-01,68,38,272,255,52,88,103,295,51,47,0,8,0,0,1277
QUIABAYA,atencion odontologica,consulta nueva,2023-06-01,5,1,5,10,7,8,20,33,0,4,0,1,0,0,94
QUILLACOLLO,atencion odontologica,consulta nueva,2023-06-01,285,238,694,759,188,295,567,1291,220,165,0,49,0,11,4762
QUIME,atencion odontologica,consulta nueva,2023-06-01,37,42,48,61,35,41,146,88,23,16,0,2,0,1,540
QUIRUSILLAS,atencion odontologica,consulta nueva,2023-06-01,37,8,44,71,14,30,12,49,5,1,0,0,0,0,271
RAVELO,atencion odontologica,consulta nueva,2023-06-01,90,99,171,209,41,99,77,168,28,22,0,16,0,4,1024
REYES,atencion odontologica,consulta nueva,2023-06-01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,consulta nueva,2023-06-01,184,246,277,369,281,455,182,529,36,35,0,257,0,25,2876
ROBORE,atencion odontologica,consulta nueva,2023-06-01,9,17,53,53,0,15,95,79,62,0,0,11,0,1,395
RURRENABAQUE,atencion odontologica,consulta nueva,2023-06-01,15,12,43,37,25,34,32,98,17,9,0,4,0,0,326
SABAYA,atencion odontologica,consulta nueva,2023-06-01,3,8,11,11,10,15,35,54,7,12,0,6,0,0,172
SACABA,atencion odontologica,consulta nueva,2023-06-01,272,305,799,1020,275,422,702,1809,179,147,0,52,0,38,6020
SACABAMBA,atencion odontologica,consulta nueva,2023-06-01,1,4,23,32,22,14,19,19,1,14,0,1,0,0,150
SACACA,atencion odontologica,consulta nueva,2023-06-01,19,15,129,179,120,99,25,98,12,15,0,5,0,6,722
SAIPINA,atencion odontologica,consulta nueva,2023-06-01,13,14,41,48,18,41,31,93,4,8,0,4,0,8,323
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2023-06-01,88,80,145,154,34,44,102,228,112,129,0,12,0,12,1140
SAMAIPATA,atencion odontologica,consulta nueva,2023-06-01,17,29,84,141,29,63,85,203,34,10,0,17,0,7,719
SAN AGUSTIN,atencion odontologica,consulta nueva,2023-06-01,0,0,0,0,2,0,2,3,3,2,0,0,0,0,12
SAN ANDRES,atencion odontologica,consulta nueva,2023-06-01,12,15,10,12,12,19,12,25,9,5,0,2,0,0,133
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2023-06-01,8,7,24,22,10,14,10,32,21,19,0,1,0,2,170
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2023-06-01,3,1,23,12,31,13,11,24,4,3,0,1,0,1,127
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2023-06-01,3,6,3,9,3,6,16,55,6,7,0,10,0,8,132
SAN BENITO,atencion odontologica,consulta nueva,2023-06-01,19,28,64,84,32,46,66,197,31,26,0,0,0,0,593
SAN BORJA,atencion odontologica,consulta nueva,2023-06-01,51,37,85,86,36,77,63,182,20,7,0,21,0,10,675
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2023-06-01,8,9,18,33,12,23,15,57,24,52,0,4,0,0,255
SAN CARLOS,atencion odontologica,consulta nueva,2023-06-01,10,6,41,33,22,35,52,90,17,12,0,3,0,2,323
SAN IGNACIO,atencion odontologica,consulta nueva,2023-06-01,25,7,102,107,37,64,106,169,15,12,0,2,0,4,650
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2023-06-01,9,13,44,56,12,59,46,121,28,23,0,13,0,4,428
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2023-06-01,2,1,16,11,1,6,4,19,4,0,0,3,0,0,67
SAN JAVIER(STC),atencion odontologica,consulta nueva,2023-06-01,11,6,19,20,1,15,14,56,4,0,0,10,0,1,157
SAN JOAQUIN,atencion odontologica,consulta nueva,2023-06-01,10,1,38,15,3,19,39,42,2,1,0,1,0,0,171
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2023-06-01,0,5,14,9,3,10,23,55,7,8,0,8,0,1,143
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2023-06-01,1,5,17,16,4,3,10,21,1,1,0,1,0,0,80
SAN JULIAN,atencion odontologica,consulta nueva,2023-06-01,85,99,126,124,66,90,182,367,109,49,0,33,0,8,1338
SAN LORENZO(PND),atencion odontologica,consulta nueva,2023-06-01,6,22,19,26,2,4,3,8,1,1,0,6,0,0,98
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2023-06-01,47,50,118,110,31,51,152,316,34,30,0,8,0,0,947
SAN LUCAS,atencion odontologica,consulta nueva,2023-06-01,111,110,136,178,50,129,108,293,25,9,0,30,0,9,1188
SAN MATIAS,atencion odontologica,consulta nueva,2023-06-01,49,47,30,54,10,23,20,54,4,8,0,9,0,3,311
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2023-06-01,14,12,46,41,25,29,52,156,15,33,0,13,0,0,436
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2023-06-01,18,2,33,16,20,5,9,28,4,3,0,0,0,0,138
SAN PEDRO,atencion odontologica,consulta nueva,2023-06-01,34,45,113,95,68,77,115,288,30,18,0,26,0,2,911
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2023-06-01,38,57,158,250,150,142,114,227,26,32,0,43,0,9,1246
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2023-06-01,16,5,51,32,16,17,54,48,19,21,0,4,0,1,284
SAN PEDRO DE MACHA,atencion odontologica,consulta nueva,2023-06-01,28,24,91,98,64,126,123,269,48,30,0,18,0,8,927
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2023-06-01,0,0,3,1,0,0,9,6,0,0,0,0,0,0,19
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2023-06-01,10,5,48,41,4,14,27,43,3,3,0,6,0,0,204
SAN RAFAEL,atencion odontologica,consulta nueva,2023-06-01,3,0,30,23,0,6,8,27,0,0,0,0,0,1,98
SAN RAMON BENI,atencion odontologica,consulta nueva,2023-06-01,0,0,3,4,0,4,0,5,0,0,0,0,0,0,16
SAN RAMON SCZ,atencion odontologica,consulta nueva,2023-06-01,46,29,8,12,4,9,5,25,3,2,0,17,0,0,160
SANTA ANA,atencion odontologica,consulta nueva,2023-06-01,5,4,61,69,21,49,42,135,23,10,0,4,0,0,423
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2023-06-01,1459,1511,2827,2970,829,1419,3990,9232,1488,1123,0,962,0,135,27945
SANTA ROSA,atencion odontologica,consulta nueva,2023-06-01,2,3,23,16,6,3,6,15,5,3,0,0,0,0,82
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2023-06-01,21,28,147,169,17,35,59,108,17,4,0,2,0,1,608
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2023-06-01,9,5,18,70,9,18,16,72,0,15,0,1,0,0,233
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2023-06-01,49,27,81,94,65,45,101,190,56,39,0,12,0,2,761
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2023-06-01,22,4,107,146,43,45,42,131,19,30,0,1,0,0,590
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2023-06-01,0,3,6,14,7,32,9,37,10,8,0,0,0,0,126
SANTIVAÑES,atencion odontologica,consulta nueva,2023-06-01,22,11,114,118,18,31,72,169,29,69,0,3,0,5,661
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2023-06-01,9,6,9,18,4,14,19,27,9,16,0,6,0,3,140
SAPAHAQUI,atencion odontologica,consulta nueva,2023-06-01,16,23,26,37,7,19,42,46,11,16,0,3,0,0,246
SENA,atencion odontologica,consulta nueva,2023-06-01,10,6,43,24,4,25,10,38,15,5,0,11,0,2,193
SHINAOTA,atencion odontologica,consulta nueva,2023-06-01,13,29,63,83,37,41,71,165,4,8,0,6,0,16,536
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2023-06-01,31,14,100,99,67,50,62,137,21,13,0,4,0,2,600
SICAYA,atencion odontologica,consulta nueva,2023-06-01,2,15,77,67,9,21,15,30,0,1,0,0,0,0,237
SIPE SIPE,atencion odontologica,consulta nueva,2023-06-01,93,124,229,300,79,109,149,579,50,50,0,0,0,0,1762
SOPACHUY,atencion odontologica,consulta nueva,2023-06-01,6,10,67,58,12,32,15,57,4,10,0,6,0,0,277
SORACACHI,atencion odontologica,consulta nueva,2023-06-01,82,75,225,227,56,56,86,181,72,78,0,24,0,2,1164
SORATA,atencion odontologica,consulta nueva,2023-06-01,26,11,77,98,18,61,68,135,114,57,0,16,0,0,681
SUCRE,atencion odontologica,consulta nueva,2023-06-01,717,669,1629,1913,570,744,1527,3625,288,270,0,165,0,16,12133
TACACHI,atencion odontologica,consulta nueva,2023-06-01,0,1,0,0,0,0,1,0,0,4,0,0,0,0,6
TACACOMA,atencion odontologica,consulta nueva,2023-06-01,6,2,13,16,13,12,30,67,3,2,0,3,0,2,169
TACOBAMBA,atencion odontologica,consulta nueva,2023-06-01,11,11,43,51,23,29,28,64,9,4,0,6,0,0,279
TACOPAYA,atencion odontologica,consulta nueva,2023-06-01,1,1,12,6,11,17,34,28,12,19,0,1,0,0,142
TAHUA,atencion odontologica,consulta nueva,2023-06-01,19,6,24,12,2,2,0,21,2,3,0,8,0,4,103
TAPACARI,atencion odontologica,consulta nueva,2023-06-01,18,23,52,103,43,80,114,226,26,39,0,12,0,1,737
TARABUCO,atencion odontologica,consulta nueva,2023-06-01,37,34,49,65,16,58,48,130,20,17,0,9,0,0,483
TARACO,atencion odontologica,consulta nueva,2023-06-01,4,9,22,35,22,27,32,39,27,5,0,1,0,0,223
TARATA,atencion odontologica,consulta nueva,2023-06-01,4,12,35,54,1,12,12,32,1,8,0,0,0,0,171
TARIJA,atencion odontologica,consulta nueva,2023-06-01,315,301,1087,1198,312,514,1310,2903,373,309,0,164,0,4,8790
TARVITA,atencion odontologica,consulta nueva,2023-06-01,58,41,86,126,67,107,91,207,17,14,0,11,0,1,826
TEOPONTE,atencion odontologica,consulta nueva,2023-06-01,24,33,50,55,37,26,48,121,20,9,0,16,0,0,439
TIAHUANACU,atencion odontologica,consulta nueva,2023-06-01,9,14,51,32,17,43,55,109,33,24,0,6,0,2,395
TINGUIPAYA,atencion odontologica,consulta nueva,2023-06-01,29,37,79,96,37,61,52,154,30,32,0,15,0,8,630
TIPUANI,atencion odontologica,consulta nueva,2023-06-01,2,2,15,9,3,3,6,18,5,0,0,0,0,0,63
TIQUIPAYA,atencion odontologica,consulta nueva,2023-06-01,138,179,512,512,106,197,228,573,28,35,0,11,0,2,2521
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2023-06-01,33,46,133,198,36,94,111,165,31,16,0,9,0,9,881
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2023-06-01,5,10,43,26,3,10,21,24,1,9,0,1,0,0,153
TOCO,atencion odontologica,consulta nueva,2023-06-01,19,19,58,44,23,9,12,80,1,5,0,2,0,0,272
TODOS SANTOS,atencion odontologica,consulta nueva,2023-06-01,4,0,6,10,0,3,4,4,0,0,0,0,0,0,31
TOLATA,atencion odontologica,consulta nueva,2023-06-01,4,9,17,31,11,19,68,103,12,14,0,8,0,12,308
TOLEDO,atencion odontologica,consulta nueva,2023-06-01,11,15,27,37,16,16,43,74,11,26,0,3,0,0,279
TOMAVE,atencion odontologica,consulta nueva,2023-06-01,35,20,32,61,8,33,42,76,16,8,0,3,0,0,334
TOMINA,atencion odontologica,consulta nueva,2023-06-01,33,38,67,74,25,78,125,116,9,13,0,0,0,0,578
TORO TORO,atencion odontologica,consulta nueva,2023-06-01,39,36,75,83,35,59,77,203,9,29,0,23,0,1,669
TOTORA(CBBA),atencion odontologica,consulta nueva,2023-06-01,32,26,107,129,50,103,65,190,31,25,0,13,0,2,773
TOTORA(ORR),atencion odontologica,consulta nueva,2023-06-01,7,15,21,13,11,0,7,22,0,2,0,2,0,0,100
TRIGAL,atencion odontologica,consulta nueva,2023-06-01,0,0,7,16,3,5,34,50,0,3,0,1,0,0,119
TRINIDAD,atencion odontologica,consulta nueva,2023-06-01,118,108,298,325,92,149,289,748,124,43,0,73,0,4,2371
TUPIZA,atencion odontologica,consulta nueva,2023-06-01,59,50,182,235,85,103,239,448,112,109,0,21,0,4,1647
TURCO,atencion odontologica,consulta nueva,2023-06-01,25,21,44,46,14,27,56,72,47,21,0,1,0,0,374
UMALA,atencion odontologica,consulta nueva,2023-06-01,25,14,24,33,5,32,37,32,4,6,0,0,0,2,214
UNCIA,atencion odontologica,consulta nueva,2023-06-01,55,35,100,131,49,96,124,251,25,36,0,18,0,2,922
URIONDO (A. CONCEPCION),atencion odontologica,consulta nueva,2023-06-01,32,14,75,129,59,92,127,344,46,57,0,9,0,4,988
URUBICHA,atencion odontologica,consulta nueva,2023-06-01,0,1,4,10,5,13,7,20,2,0,0,0,0,0,62
UYUNI,atencion odontologica,consulta nueva,2023-06-01,30,57,112,126,44,59,125,294,58,53,0,9,0,0,967
VACAS,atencion odontologica,consulta nueva,2023-06-01,6,8,85,93,9,43,48,128,15,23,0,0,0,0,458
VALLEGRANDE,atencion odontologica,consulta nueva,2023-06-01,37,49,81,116,21,48,113,179,12,28,0,4,0,0,688
VIACHA,atencion odontologica,consulta nueva,2023-06-01,96,110,195,196,83,93,95,322,46,28,0,30,0,6,1300
VILA VILA,atencion odontologica,consulta nueva,2023-06-01,17,17,44,71,4,3,27,47,2,0,0,5,0,4,241
VILLA CHARCAS,atencion odontologica,consulta nueva,2023-06-01,27,45,74,51,26,52,49,153,2,7,0,16,0,0,502
VILLA MONTES,atencion odontologica,consulta nueva,2023-06-01,29,35,161,148,68,135,236,443,53,19,0,18,0,0,1345
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta nueva,2023-06-01,11,7,40,15,0,2,3,5,0,0,0,0,0,1,84
VILLA RIVERO,atencion odontologica,consulta nueva,2023-06-01,13,4,25,50,6,10,18,83,7,10,0,11,0,0,237
VILLA SERRANO,atencion odontologica,consulta nueva,2023-06-01,93,40,66,132,54,90,79,119,14,9,0,0,0,0,696
VILLA TUNARI,atencion odontologica,consulta nueva,2023-06-01,86,92,223,304,162,202,296,832,54,30,0,39,0,9,2329
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta nueva,2023-06-01,35,14,81,88,12,64,32,146,14,2,0,5,0,6,499
VILLAZON,atencion odontologica,consulta nueva,2023-06-01,150,145,220,235,37,74,146,377,40,45,0,111,0,4,1584
VINTO,atencion odontologica,consulta nueva,2023-06-01,108,106,294,364,71,178,169,629,60,109,0,0,0,0,2088
VITICHI,atencion odontologica,consulta nueva,2023-06-01,8,20,88,58,16,33,54,145,32,26,0,8,0,1,489
WALDO BALLIVIAN,atencion odontologica,consulta nueva,2023-06-01,1,6,9,10,11,14,18,67,4,0,0,13,0,0,153
WARNES,atencion odontologica,consulta nueva,2023-06-01,57,41,308,149,58,67,130,355,42,21,0,9,0,0,1237
YACO,atencion odontologica,consulta nueva,2023-06-01,15,14,46,90,13,41,54,91,3,4,0,1,0,1,373
YACUIBA,atencion odontologica,consulta nueva,2023-06-01,86,108,413,420,93,206,352,896,122,105,0,20,0,0,2821
YAMPARAEZ,atencion odontologica,consulta nueva,2023-06-01,82,33,51,67,31,83,48,121,18,18,0,24,0,0,576
YANACACHI,atencion odontologica,consulta nueva,2023-06-01,5,5,26,13,2,17,14,12,2,0,0,3,0,0,99
YAPACANI,atencion odontologica,consulta nueva,2023-06-01,14,33,122,138,91,116,81,279,24,8,0,14,0,4,924
YOCALLA,atencion odontologica,consulta nueva,2023-06-01,32,24,73,86,6,39,74,148,25,26,0,20,0,8,561
YOTALA,atencion odontologica,consulta nueva,2023-06-01,9,15,68,108,4,6,45,166,8,18,0,4,0,0,451
YUNCHARA,atencion odontologica,consulta nueva,2023-06-01,11,4,49,46,30,20,21,80,5,13,0,0,0,0,279
YUNGUYO DE LITORAL,atencion odontologica,consulta nueva,2023-06-01,0,0,4,5,0,0,3,0,11,3,0,0,0,0,26
ZUDAÑEZ,atencion odontologica,consulta nueva,2023-06-01,14,4,54,42,2,15,21,35,2,0,0,0,0,0,189
ACACIO,atencion odontologica,consulta nueva,2023-07-01,14,24,18,104,4,14,24,69,15,7,0,6,0,3,302
ACHACACHI,atencion odontologica,consulta nueva,2023-07-01,61,67,242,255,106,178,144,368,60,51,0,16,0,10,1558
ACHOCALLA,atencion odontologica,consulta nueva,2023-07-01,79,66,275,310,63,154,79,249,20,20,0,31,0,5,1351
AIQUILE,atencion odontologica,consulta nueva,2023-07-01,49,66,141,87,35,72,50,146,13,14,0,34,0,1,708
ALALAY,atencion odontologica,consulta nueva,2023-07-01,0,3,9,8,5,5,6,20,0,7,0,0,0,3,66
ALCALA,atencion odontologica,consulta nueva,2023-07-01,22,18,56,89,13,35,68,69,2,2,0,3,0,1,378
ALTO BENI,atencion odontologica,consulta nueva,2023-07-01,25,24,93,91,28,113,75,155,23,13,0,14,0,0,654
ANCORAIMES,atencion odontologica,consulta nueva,2023-07-01,13,9,45,66,48,56,60,134,47,52,0,6,0,2,538
ANDAMARCA,atencion odontologica,consulta nueva,2023-07-01,5,3,52,93,22,48,30,69,15,15,0,6,0,0,358
ANTEQUERA,atencion odontologica,consulta nueva,2023-07-01,4,6,36,62,14,14,15,53,14,14,0,8,0,0,240
ANZALDO,atencion odontologica,consulta nueva,2023-07-01,0,8,23,15,1,11,11,26,10,13,0,2,0,0,120
APOLO,atencion odontologica,consulta nueva,2023-07-01,11,14,56,47,32,56,34,116,36,3,0,10,0,12,427
ARAMPAMPA,atencion odontologica,consulta nueva,2023-07-01,0,12,5,27,0,14,24,40,2,4,0,0,0,2,130
ARANI,atencion odontologica,consulta nueva,2023-07-01,5,31,80,119,70,73,101,130,9,40,0,1,0,0,659
ARBIETO,atencion odontologica,consulta nueva,2023-07-01,70,77,265,269,110,137,75,333,33,23,0,4,0,8,1404
ARQUE,atencion odontologica,consulta nueva,2023-07-01,5,35,48,52,24,15,33,112,10,15,0,1,0,2,352
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2023-07-01,37,40,224,203,147,203,54,254,17,19,0,17,0,14,1229
ATOCHA,atencion odontologica,consulta nueva,2023-07-01,15,7,122,103,57,50,146,168,19,9,0,9,0,1,706
AUCAPATA,atencion odontologica,consulta nueva,2023-07-01,26,12,28,26,15,24,37,84,5,2,0,10,0,4,273
AYATA,atencion odontologica,consulta nueva,2023-07-01,22,16,49,68,22,47,70,142,17,20,0,13,0,2,488
AYO AYO,atencion odontologica,consulta nueva,2023-07-01,8,14,39,51,21,50,66,112,5,14,0,0,0,0,380
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2023-07-01,29,26,154,205,69,101,105,270,20,29,0,8,0,8,1024
AZURDUY,atencion odontologica,consulta nueva,2023-07-01,17,31,36,38,12,15,42,77,11,12,0,0,0,0,291
BATALLAS,atencion odontologica,consulta nueva,2023-07-01,14,12,50,92,30,51,52,149,20,22,0,3,0,0,495
BAURES,atencion odontologica,consulta nueva,2023-07-01,1,0,6,12,1,5,10,24,5,1,0,0,0,0,65
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2023-07-01,3,0,3,3,0,2,1,11,23,15,0,2,0,0,63
BELEN DE URMIRI,atencion odontologica,consulta nueva,2023-07-01,3,2,7,12,2,20,12,16,2,6,0,1,0,0,83
BELLA FLOR,atencion odontologica,consulta nueva,2023-07-01,23,12,7,20,12,3,4,25,0,0,0,3,0,1,110
BERMEJO,atencion odontologica,consulta nueva,2023-07-01,30,22,186,226,85,125,144,307,49,30,0,8,0,0,1212
BETANZOS,atencion odontologica,consulta nueva,2023-07-01,50,29,133,207,83,136,122,301,60,23,0,45,0,3,1192
BOLIVAR,atencion odontologica,consulta nueva,2023-07-01,0,0,2,6,9,5,8,14,8,2,0,1,0,0,55
BOLPEBRA,atencion odontologica,consulta nueva,2023-07-01,4,10,35,26,3,2,7,0,1,0,0,0,0,0,88
BOYUIBE,atencion odontologica,consulta nueva,2023-07-01,0,1,19,30,12,18,6,43,9,1,0,0,0,0,139
BUENA VISTA,atencion odontologica,consulta nueva,2023-07-01,30,24,61,107,15,33,37,106,17,3,0,0,0,2,435
CABEZAS,atencion odontologica,consulta nueva,2023-07-01,38,42,104,158,27,78,82,255,21,18,0,22,0,9,854
CAIROMA,atencion odontologica,consulta nueva,2023-07-01,25,20,27,57,14,33,36,87,12,4,0,0,0,0,315
"CAIZA ""D""",atencion odontologica,consulta nueva,2023-07-01,16,17,68,66,15,51,30,124,7,23,0,14,0,3,434
CAJUATA,atencion odontologica,consulta nueva,2023-07-01,15,29,106,130,36,71,65,194,10,2,0,17,0,2,677
CALACOTO,atencion odontologica,consulta nueva,2023-07-01,5,0,12,5,0,1,11,13,4,5,0,0,0,0,56
CALAMARCA,atencion odontologica,consulta nueva,2023-07-01,32,35,113,136,59,101,67,168,16,21,0,6,0,8,762
CAMARGO,atencion odontologica,consulta nueva,2023-07-01,25,25,169,328,38,94,64,226,10,31,0,13,0,0,1023
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2023-07-01,9,3,12,28,10,16,14,43,5,4,0,0,0,0,144
CAMIRI,atencion odontologica,consulta nueva,2023-07-01,52,71,153,228,79,115,120,404,37,31,0,39,0,1,1330
CAPINOTA,atencion odontologica,consulta nueva,2023-07-01,43,30,144,190,42,56,55,192,10,19,0,5,0,3,789
CAQUIAVIRI,atencion odontologica,consulta nueva,2023-07-01,18,24,31,65,61,24,36,46,14,2,0,3,0,2,326
CARACOLLO,atencion odontologica,consulta nueva,2023-07-01,68,78,211,265,83,217,155,409,52,50,0,51,0,23,1662
CARANAVI,atencion odontologica,consulta nueva,2023-07-01,114,81,197,279,150,161,189,377,39,33,0,23,0,14,1657
CARANGAS,atencion odontologica,consulta nueva,2023-07-01,0,1,2,3,4,4,8,4,1,1,0,0,0,0,28
CARAPARI,atencion odontologica,consulta nueva,2023-07-01,11,22,114,131,49,83,73,259,65,17,0,21,0,0,845
CARIPUYO,atencion odontologica,consulta nueva,2023-07-01,18,14,17,41,7,22,45,79,16,22,0,15,0,7,303
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2023-07-01,14,17,37,35,10,16,16,50,5,1,0,2,0,0,203
CATACORA,atencion odontologica,consulta nueva,2023-07-01,2,3,5,8,11,7,27,14,0,2,0,0,0,0,79
CHACARILLA,atencion odontologica,consulta nueva,2023-07-01,4,0,22,12,7,26,16,12,0,3,0,0,0,0,102
CHALLAPATA,atencion odontologica,consulta nueva,2023-07-01,71,50,333,358,126,183,119,432,77,71,0,64,0,15,1899
CHAQUI,atencion odontologica,consulta nueva,2023-07-01,14,48,87,83,20,69,52,128,23,19,0,16,0,0,559
CHARAGUA,atencion odontologica,consulta nueva,2023-07-01,17,8,51,64,85,87,85,233,16,7,0,3,0,1,657
CHARAÑA,atencion odontologica,consulta nueva,2023-07-01,0,0,11,1,1,6,5,39,11,5,0,2,0,1,82
CHAYANTA,atencion odontologica,consulta nueva,2023-07-01,53,20,50,59,36,66,49,165,17,21,0,13,0,2,551
CHIMORE,atencion odontologica,consulta nueva,2023-07-01,33,28,173,154,70,152,92,219,21,20,0,29,0,14,1005
CHIPAYA,atencion odontologica,consulta nueva,2023-07-01,2,5,11,16,5,2,13,7,2,8,0,3,0,0,74
CHOQUE COTA,atencion odontologica,consulta nueva,2023-07-01,36,24,43,44,34,38,91,179,24,30,0,18,0,0,561
CHUA COCANI,atencion odontologica,consulta nueva,2023-07-01,8,10,31,26,18,34,28,62,5,4,0,7,0,0,233
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2023-07-01,6,23,186,161,58,70,38,85,8,0,0,0,0,0,635
CHUMA,atencion odontologica,consulta nueva,2023-07-01,18,19,54,68,45,47,77,133,19,21,0,4,0,0,505
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2023-07-01,11,12,43,87,20,51,10,115,4,6,0,11,0,6,376
CKOCHAS,atencion odontologica,consulta nueva,2023-07-01,6,12,57,61,15,31,39,116,11,9,0,3,0,4,364
CLIZA,atencion odontologica,consulta nueva,2023-07-01,29,27,123,221,57,92,95,198,51,55,0,0,0,2,950
COBIJA,atencion odontologica,consulta nueva,2023-07-01,236,229,415,470,211,193,302,650,49,25,0,108,0,17,2905
COCAPATA,atencion odontologica,consulta nueva,2023-07-01,23,25,81,82,39,107,65,168,19,8,0,14,0,5,636
COCHABAMBA,atencion odontologica,consulta nueva,2023-07-01,655,694,3187,3452,1307,1857,2106,4535,764,709,0,290,0,25,19581
