,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
YOTALA,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,1,2,2,0,0,3,0,0,0,0,0,0,0,8
YUNGUYO DE LITORAL,atencion odontologica,trat. odontologico integral terminado,2023-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2023-06-01,5,0,2,4,0,1,0,1,0,0,0,0,0,0,13
ACACIO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,2,1,2,0,0,0,0,0,0,0,0,0,6
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,1,5,0,1,1,0,0,0,0,0,0,0,9
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,6,5,3,3,2,3,0,0,0,0,0,0,23
ALALAY,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
ALCALA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,0,0,4,0,3,3,1,0,0,0,0,0,0,13
ALTO BENI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,1,1,1,2,0,0,0,0,0,0,0,6
ANDAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4
ANZALDO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
APOLO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARANI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,1,0,2,1,2,0,0,0,0,0,0,6
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,2,1,1,1,1,1,0,0,0,0,0,0,8
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,2,3,1,3,8,0,7,0,0,0,0,0,0,25
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,4,1,1,1,1,2,0,0,0,0,0,0,10
AYATA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
AYO AYO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4
AZURDUY,atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,3,1,3,0,0,0,2,1,0,0,0,0,0,12
BATALLAS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
BELLA FLOR,atencion odontologica,trat. odontologico integral terminado,2023-07-01,4,5,1,2,0,0,0,0,0,0,0,0,0,0,12
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,1,1,2,0,0,0,0,0,0,0,5
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
"CAIZA ""D""",atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,3,2,0,1,2,0,0,0,0,0,0,9
CALAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,2,0,3,1,1,0,0,0,0,0,0,0,7
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,8,14,2,3,0,6,0,1,0,0,0,0,35
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,2,1,0,1,3,0,0,0,0,0,0,7
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,36,44,73,123,45,43,27,96,6,3,0,0,0,0,496
CAQUIAVIRI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,3,2,1,1,3,0,0,0,0,0,0,0,0,11
CARANAVI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
CATACORA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,8,5,2,3,0,4,0,0,0,0,0,0,23
CHAQUI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,2,0,0,1,0,0,0,0,0,0,0,4
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,9,9,7,10,3,6,5,27,5,1,0,0,0,0,82
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,1,0,2,2,2,0,0,0,0,0,0,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CLIZA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,3,3,2,1,1,5,0,0,0,0,0,0,15
COBIJA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,9,18,6,5,1,1,0,7,0,1,0,0,0,0,48
COCAPATA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,2,0,0,0,1,2,0,0,0,0,0,0,5
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,22,27,95,111,35,63,41,100,17,15,0,0,0,0,526
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,1,9,6,2,5,1,6,0,0,0,0,0,0,31
COLLANA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,3,0,2,1,0,1,0,1,0,0,0,0,8
COLOMI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,2,6,16,20,7,4,37,1,2,0,0,0,0,95
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,4,1,0,1,0,2,0,1,0,0,0,0,10
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,2,2,3,1,1,0,0,0,0,0,0,10
CORO CORO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4
COTAGAITA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,5,4,52,49,31,39,12,102,2,3,0,0,0,0,299
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
CULPINA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,3,2,1,0,2,2,1,0,0,0,0,0,0,11
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,10,15,38,57,17,17,3,28,1,1,0,0,0,0,187
EL CHORO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
EL PUENTE(STC),atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,0,2,0,2,0,5,8,9,0,0,0,0,27
EL PUENTE(TJA),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,12,10,12,9,7,8,7,12,4,6,0,0,0,0,87
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,2,2,5,1,2,1,0,0,0,0,0,0,13
ENTRE RIOS TRJ,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,3,1,1,0,2,0,0,0,0,0,0,7
FILADELFIA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,2,1,1,0,2,0,0,1,0,0,0,0,0,7
GENERAL SAAVEDRA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GUANAY,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,3,5,5,0,1,1,6,0,3,0,0,0,0,25
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,4,1,2,1,1,0,0,0,0,0,0,0,0,9
GUTIERREZ,atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,3,16,15,13,15,14,67,3,1,0,0,0,0,149
HUACARETA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,1,5,0,2,2,2,0,0,0,0,0,0,13
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,2,1,3,4,4,1,1,1,0,0,0,0,0,17
HUARINA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,1,1,0,1,1,1,0,0,0,0,0,0,6
ICLA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,2,1,3,5,1,7,0,0,0,0,0,0,19
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,0,1,8,1,2,2,0,0,0,0,0,0,0,16
INQUISIVI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,1,0,0,2,0,0,0,0,0,0,4
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,3,3,4,3,0,0,3,0,0,0,0,0,0,18
IXIAMAS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,5,2,0,1,0,0,0,0,0,0,0,0,8
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,0,0,1,0,0,1,0,1,0,0,0,0,4
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,1,1,0,0,1,1,0,0,0,0,0,0,5
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,2,1,0,2,0,1,0,0,0,0,0,0,6
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2023-07-01,40,40,107,126,21,27,25,43,9,8,0,0,0,0,446
LAJA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,3,1,2,0,3,0,0,0,0,0,0,9
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4
LLALLAGUA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,3,2,0,1,0,2,0,0,0,0,0,0,8
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,2,1,0,0,0,2,0,0,0,0,0,0,6
MAIRANA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,4,7,1,5,2,3,2,0,0,0,0,0,24
MALLA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MIZQUE,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,3,0,0,1,0,2,0,0,0,0,0,0,7
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,5,2,2,1,3,0,0,0,0,0,0,14
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,11,18,0,8,4,10,1,1,0,0,0,0,54
MONTERO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,4
MORO MORO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MOROCHATA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,0,3,0,2,0,0,0,0,0,0,6
OMEREQUE,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,3,0,2,0,1,0,0,0,0,0,0,6
ORURO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,10,13,93,122,87,109,135,212,9,11,0,0,0,0,801
PADILLA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,1,1,0,1,2,0,0,0,0,0,5
PALCA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4
PALOS BLANCOS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,3,2,0,0,0,0,0,0,0,0,0,0,0,6
PAMPA GRANDE,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PASORAPA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
PATACAMAYA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
POCONA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5
POJO (CBBA),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,2,1,2,1,2,0,1,0,0,0,0,9
POROMA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,8,5,1,6,1,1,0,0,0,0,0,0,22
POTOSI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,1,8,7,2,4,4,6,0,2,0,0,0,0,36
PRESTO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,0,1,3,2,4,1,4,0,0,0,0,0,0,17
PUCARA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4
PUERTO ACOSTA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO CARABUCO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PUERTO RICO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2023-07-01,5,7,2,2,2,0,3,5,0,0,0,0,0,0,26
PUNATA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,3,3,5,2,4,0,3,0,0,0,0,0,0,20
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,9,12,22,7,8,4,22,3,4,0,0,0,0,93
QUIME,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,2,0,0,0,2,0,0,0,0,0,0,5
RAVELO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,1,1,0,0,3,0,0,0,0,0,0,5
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,11,5,3,4,0,5,1,9,0,0,0,0,0,0,38
SACABA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,7,13,48,57,7,21,8,29,0,1,0,0,0,0,191
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,2,0,0,0,2,1,0,0,0,0,0,5
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,2,4,1,1,0,2,1,0,0,0,0,0,12
SAN ANDRES DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,2,1,0,2,0,0,0,0,0,0,5
SAN BUENA VENTURA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN IGNACIO DE VELASCO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,0,0,0,0,1,0,1,0,0,0,0,0,0,4
SAN JOAQUIN,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,2,4,5,3,2,0,5,0,0,0,0,0,0,21
SAN JULIAN,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,26,18,9,9,2,9,3,13,0,0,0,0,0,0,89
SAN MATIAS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,10,13,15,20,0,3,2,7,8,12,0,0,0,0,90
SAN PEDRO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,0,1,2,3,0,0,0,0,0,0,7
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,17,24,10,5,4,21,5,27,14,12,0,0,0,0,139
SANTA ANA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,108,139,95,110,29,47,34,149,66,56,0,0,0,0,833
SANTA ROSA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SANTIAGO DE CALLAPA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,3,2,0,1,0,4,0,0,0,0,0,0,10
SANTIVAÑES,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,1,2,0,1,0,1,0,0,0,0,0,0,6
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,3,6,6,1,2,0,8,0,1,0,0,0,0,29
SOPACHUY,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,1,1,1,1,1,2,0,0,0,0,0,0,0,8
SORATA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,0,0,1,0,3,0,0,0,0,0,5
SUCRE,atencion odontologica,trat. odontologico integral terminado,2023-07-01,34,29,66,80,33,45,25,91,3,7,0,0,0,0,413
TACACOMA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,1,3,3,0,2,2,4,2,0,0,0,0,0,18
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,5,1,0,0,1,1,2,0,0,0,0,0,0,11
TARIJA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,3,11,20,3,16,9,31,2,2,0,0,0,0,98
TARVITA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,1,1,5,2,6,1,6,0,1,0,0,0,0,24
TEOPONTE,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,2,1,0,1,1,0,0,0,0,0,0,0,5
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,7,6,1,3,0,5,0,0,0,0,0,0,23
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,2,1,0,3,2,5,1,1,0,0,0,0,15
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
TOCO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
TOLATA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,3,2,0,0,2,3,0,0,0,0,0,0,10
TOLEDO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
TOMINA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,5,8,5,0,5,15,2,10,0,0,0,0,0,0,50
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,3,0,1,0,0,0,0,0,0,0,0,5
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
TRIGAL,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,4,4,2,5,1,6,0,0,0,0,0,0,22
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,3,2,8,1,5,1,1,0,2,0,0,0,0,25
TURCO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
UMALA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
UNCIA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5
VACAS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,2,2,4,1,1,1,5,0,1,0,0,0,0,18
VALLEGRANDE,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,3,2,2,1,0,1,0,0,0,0,0,0,9
VIACHA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,0,7,4,0,0,0,2,0,0,0,0,0,0,15
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado,2023-07-01,6,7,0,1,0,2,0,0,0,0,0,0,0,0,16
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,1,0,5,2,5,5,0,0,0,0,0,18
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,3,1,3,1,0,1,0,3,0,0,0,0,0,0,12
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,3,2,14,1,5,5,11,2,0,0,0,0,0,44
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2023-07-01,2,2,4,2,2,1,3,2,0,0,0,0,0,0,18
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,4,3,1,4,9,1,0,0,0,0,0,0,22
VINTO,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,0,3,0,1,0,2,0,0,0,0,0,0,7
VITICHI,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3
WARNES,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,4,2,2,1,0,1,0,0,0,0,0,0,10
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,12,33,7,8,4,18,2,0,0,0,0,0,84
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,3,6,3,1,8,4,3,0,0,0,0,0,0,28
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
YOTALA,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,1,5,3,2,4,0,1,0,0,0,0,0,0,16
YUNGUYO DE LITORAL,atencion odontologica,trat. odontologico integral terminado,2023-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2023-07-01,1,0,3,3,0,1,1,5,0,0,0,0,0,0,14
ACHACACHI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2023-08-01,2,3,3,6,3,0,1,5,1,2,0,0,0,0,26
ALALAY,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ALCALA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4
ALTO BENI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,1,1,0,1,0,1,0,0,0,0,4
ANZALDO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
