,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
SAN IGNACIO,atencion odontologica,primera consulta,2023-06-01,9,6,24,21,11,15,19,46,4,5,0,4,0,1,165
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2023-06-01,5,9,37,43,13,16,36,120,21,21,0,15,0,4,340
SAN JAVIER(BNI),atencion odontologica,primera consulta,2023-06-01,0,1,9,8,1,4,3,11,3,0,0,0,0,0,40
SAN JAVIER(STC),atencion odontologica,primera consulta,2023-06-01,9,12,21,20,1,12,10,27,2,0,0,9,0,3,126
SAN JOAQUIN,atencion odontologica,primera consulta,2023-06-01,2,1,14,5,1,8,13,19,1,1,0,1,0,0,66
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2023-06-01,0,5,12,5,5,9,14,40,6,3,0,7,0,21,127
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2023-06-01,1,3,7,6,2,2,5,11,1,1,0,1,0,0,40
SAN JULIAN,atencion odontologica,primera consulta,2023-06-01,55,52,53,52,26,30,76,102,31,23,0,32,0,10,542
SAN LORENZO(PND),atencion odontologica,primera consulta,2023-06-01,3,11,9,11,2,2,1,6,0,1,0,3,0,0,49
SAN LORENZO(TJA),atencion odontologica,primera consulta,2023-06-01,22,26,44,45,11,23,55,122,11,14,0,8,0,0,381
SAN LUCAS,atencion odontologica,primera consulta,2023-06-01,40,44,38,61,12,31,32,65,6,3,0,19,0,1,352
SAN MATIAS,atencion odontologica,primera consulta,2023-06-01,46,41,19,40,7,12,14,37,4,4,0,11,0,3,238
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2023-06-01,11,8,24,23,10,12,18,57,7,7,0,13,0,0,190
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2023-06-01,3,1,7,9,7,6,4,9,3,3,0,0,0,0,52
SAN PEDRO,atencion odontologica,primera consulta,2023-06-01,19,27,44,40,19,26,33,86,7,6,0,27,0,2,336
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2023-06-01,27,30,147,142,69,49,46,85,14,19,0,15,0,5,648
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2023-06-01,7,5,29,13,1,2,14,20,12,13,0,6,0,1,123
SAN PEDRO DE MACHA,atencion odontologica,primera consulta,2023-06-01,23,35,65,80,48,53,100,124,40,39,0,18,0,3,628
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2023-06-01,0,0,2,1,0,0,6,2,0,0,0,0,0,0,11
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2023-06-01,4,4,31,25,3,4,13,26,2,2,0,6,0,0,120
SAN RAFAEL,atencion odontologica,primera consulta,2023-06-01,2,0,26,24,0,4,8,17,0,0,0,0,0,1,82
SAN RAMON BENI,atencion odontologica,primera consulta,2023-06-01,0,0,4,3,0,4,10,9,0,0,0,0,0,0,30
SAN RAMON SCZ,atencion odontologica,primera consulta,2023-06-01,46,28,5,11,3,8,5,23,3,2,0,17,0,0,151
SANTA ANA,atencion odontologica,primera consulta,2023-06-01,2,2,18,16,2,14,9,42,8,3,0,4,0,0,120
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2023-06-01,749,774,872,952,253,519,1152,3040,469,344,0,978,0,97,10199
SANTA ROSA,atencion odontologica,primera consulta,2023-06-01,2,3,23,14,5,3,6,14,4,3,0,0,0,0,77
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2023-06-01,11,14,108,120,8,5,18,36,8,1,0,2,0,1,332
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2023-06-01,2,1,5,15,3,3,4,16,0,5,0,1,0,0,55
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2023-06-01,12,10,11,14,12,13,21,40,17,12,0,5,0,2,169
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2023-06-01,14,4,53,60,11,14,22,36,8,11,0,1,0,0,234
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2023-06-01,0,0,4,5,5,9,3,10,3,3,0,0,0,0,42
SANTIVAÑES,atencion odontologica,primera consulta,2023-06-01,4,3,15,9,4,4,16,32,5,13,0,0,0,1,106
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2023-06-01,2,1,4,4,1,4,7,9,7,9,0,5,0,0,53
SAPAHAQUI,atencion odontologica,primera consulta,2023-06-01,10,10,10,10,2,11,18,22,5,3,0,5,0,0,106
SENA,atencion odontologica,primera consulta,2023-06-01,5,3,23,15,4,13,9,26,12,3,0,6,0,1,120
SHINAOTA,atencion odontologica,primera consulta,2023-06-01,8,11,23,24,10,12,15,50,1,3,0,5,0,16,178
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2023-06-01,12,10,53,49,23,24,28,52,9,9,0,2,0,1,272
SICAYA,atencion odontologica,primera consulta,2023-06-01,2,4,37,31,3,2,5,9,0,0,0,0,0,0,93
SIPE SIPE,atencion odontologica,primera consulta,2023-06-01,24,36,90,103,19,26,51,146,16,12,0,0,0,0,523
SOPACHUY,atencion odontologica,primera consulta,2023-06-01,3,1,24,18,2,9,7,14,3,5,0,5,0,0,91
SORACACHI,atencion odontologica,primera consulta,2023-06-01,35,29,50,43,14,17,30,59,33,38,0,14,0,2,364
SORATA,atencion odontologica,primera consulta,2023-06-01,12,10,27,40,3,15,21,42,14,17,0,11,0,0,212
SUCRE,atencion odontologica,primera consulta,2023-06-01,365,326,426,440,122,182,395,890,79,68,0,306,0,10,3609
TACACHI,atencion odontologica,primera consulta,2023-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TACACOMA,atencion odontologica,primera consulta,2023-06-01,2,2,1,3,2,6,9,24,3,2,0,3,0,2,59
TACOBAMBA,atencion odontologica,primera consulta,2023-06-01,6,6,32,39,14,14,11,18,4,2,0,6,0,0,152
TACOPAYA,atencion odontologica,primera consulta,2023-06-01,1,1,8,6,10,12,14,19,3,4,0,2,0,0,80
TAHUA,atencion odontologica,primera consulta,2023-06-01,3,1,10,3,3,0,0,7,1,1,0,2,0,1,32
TAPACARI,atencion odontologica,primera consulta,2023-06-01,7,7,16,24,12,20,34,55,6,9,0,12,0,1,203
TARABUCO,atencion odontologica,primera consulta,2023-06-01,17,9,43,42,7,6,16,51,6,5,0,7,0,1,210
TARACO,atencion odontologica,primera consulta,2023-06-01,5,2,11,7,5,10,19,19,5,2,0,4,0,1,90
TARATA,atencion odontologica,primera consulta,2023-06-01,1,2,2,11,1,3,2,5,0,0,0,0,0,0,27
TARIJA,atencion odontologica,primera consulta,2023-06-01,169,160,462,487,113,210,437,995,100,107,0,133,0,3,3376
TARVITA,atencion odontologica,primera consulta,2023-06-01,12,15,21,22,8,25,23,52,2,9,0,11,0,1,201
TEOPONTE,atencion odontologica,primera consulta,2023-06-01,3,6,14,13,5,5,15,26,3,2,0,9,0,0,101
TIAHUANACU,atencion odontologica,primera consulta,2023-06-01,7,9,19,14,4,13,19,48,13,6,0,6,0,2,160
TINGUIPAYA,atencion odontologica,primera consulta,2023-06-01,12,11,34,53,11,16,27,44,18,15,0,6,0,4,251
TIPUANI,atencion odontologica,primera consulta,2023-06-01,1,2,4,2,1,1,2,5,1,0,0,0,0,0,19
TIQUIPAYA,atencion odontologica,primera consulta,2023-06-01,26,25,59,75,21,34,48,106,8,6,0,18,0,4,430
TIRAQUE (CBBA),atencion odontologica,primera consulta,2023-06-01,4,12,25,45,9,20,22,28,4,5,0,3,0,2,179
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2023-06-01,2,3,7,7,3,5,4,9,0,5,0,0,0,0,45
TOCO,atencion odontologica,primera consulta,2023-06-01,9,2,12,5,2,1,4,13,1,3,0,1,0,0,53
TODOS SANTOS,atencion odontologica,primera consulta,2023-06-01,1,0,2,0,0,0,3,2,0,0,0,0,0,0,8
TOLATA,atencion odontologica,primera consulta,2023-06-01,2,4,6,6,1,5,13,14,1,5,0,0,0,0,57
TOLEDO,atencion odontologica,primera consulta,2023-06-01,2,3,7,6,4,2,9,16,7,17,0,3,0,0,76
TOMAVE,atencion odontologica,primera consulta,2023-06-01,11,6,9,16,5,17,14,27,7,4,0,5,0,0,121
TOMINA,atencion odontologica,primera consulta,2023-06-01,34,21,13,17,6,13,17,31,5,8,0,5,0,0,170
TORO TORO,atencion odontologica,primera consulta,2023-06-01,16,13,18,15,9,10,17,47,6,7,0,14,0,1,173
TOTORA(CBBA),atencion odontologica,primera consulta,2023-06-01,1,4,31,28,10,17,14,45,5,7,0,6,0,3,171
TOTORA(ORR),atencion odontologica,primera consulta,2023-06-01,2,2,4,2,2,0,4,7,0,3,0,0,0,0,26
TRIGAL,atencion odontologica,primera consulta,2023-06-01,0,3,2,5,2,2,7,14,0,1,0,0,0,0,36
TRINIDAD,atencion odontologica,primera consulta,2023-06-01,75,66,119,123,33,53,150,285,44,12,0,60,0,6,1026
TUPIZA,atencion odontologica,primera consulta,2023-06-01,28,22,81,110,73,76,89,178,32,32,0,45,0,2,768
TURCO,atencion odontologica,primera consulta,2023-06-01,5,3,10,11,5,4,16,17,12,7,0,1,0,0,91
UMALA,atencion odontologica,primera consulta,2023-06-01,6,4,7,8,3,6,14,11,8,7,0,2,0,2,78
UNCIA,atencion odontologica,primera consulta,2023-06-01,31,19,35,44,14,25,48,96,15,22,0,23,0,1,373
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2023-06-01,10,6,17,27,14,24,36,105,9,5,0,11,0,4,268
URUBICHA,atencion odontologica,primera consulta,2023-06-01,3,3,10,11,1,3,5,26,2,2,0,14,0,0,80
UYUNI,atencion odontologica,primera consulta,2023-06-01,12,18,41,35,19,35,56,85,14,18,0,6,0,0,339
VACAS,atencion odontologica,primera consulta,2023-06-01,5,3,26,28,2,9,13,36,5,9,0,0,0,0,136
VALLEGRANDE,atencion odontologica,primera consulta,2023-06-01,22,25,19,16,3,10,33,57,2,6,0,16,0,0,209
VIACHA,atencion odontologica,primera consulta,2023-06-01,35,39,83,73,30,35,42,117,23,10,0,21,0,1,509
VILA VILA,atencion odontologica,primera consulta,2023-06-01,4,4,12,14,2,1,7,9,1,0,0,3,0,1,58
VILLA CHARCAS,atencion odontologica,primera consulta,2023-06-01,7,8,18,12,8,13,14,28,2,2,0,3,0,0,115
VILLA MONTES,atencion odontologica,primera consulta,2023-06-01,18,19,63,47,24,42,112,184,25,12,0,18,0,0,564
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2023-06-01,7,3,20,9,0,2,3,4,0,0,0,0,0,1,49
VILLA RIVERO,atencion odontologica,primera consulta,2023-06-01,4,4,19,26,1,4,8,28,5,5,0,6,0,1,111
VILLA SERRANO,atencion odontologica,primera consulta,2023-06-01,14,15,34,32,4,7,20,26,4,1,0,5,0,0,162
VILLA TUNARI,atencion odontologica,primera consulta,2023-06-01,33,24,72,94,34,52,96,225,8,8,0,27,0,10,683
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2023-06-01,7,12,20,26,2,15,15,51,3,0,0,13,0,4,168
VILLAZON,atencion odontologica,primera consulta,2023-06-01,32,32,90,94,13,15,34,104,13,14,0,41,0,5,487
VINTO,atencion odontologica,primera consulta,2023-06-01,20,12,59,57,12,21,24,97,16,17,0,1,0,0,336
VITICHI,atencion odontologica,primera consulta,2023-06-01,5,13,22,17,7,8,18,50,15,9,0,7,0,0,171
WALDO BALLIVIAN,atencion odontologica,primera consulta,2023-06-01,0,1,2,3,4,9,10,31,2,0,0,14,0,0,76
WARNES,atencion odontologica,primera consulta,2023-06-01,19,20,53,68,13,30,50,135,21,7,0,10,0,0,426
YACO,atencion odontologica,primera consulta,2023-06-01,3,8,15,22,3,7,26,27,2,2,0,0,0,0,115
YACUIBA,atencion odontologica,primera consulta,2023-06-01,70,77,241,227,37,81,135,315,40,51,0,23,0,0,1297
YAMPARAEZ,atencion odontologica,primera consulta,2023-06-01,6,8,12,13,3,12,3,21,2,6,0,8,0,0,94
YANACACHI,atencion odontologica,primera consulta,2023-06-01,2,2,10,3,1,6,4,1,1,0,0,0,0,0,30
YAPACANI,atencion odontologica,primera consulta,2023-06-01,8,19,51,53,28,37,37,108,12,14,0,15,0,10,392
YOCALLA,atencion odontologica,primera consulta,2023-06-01,9,9,13,14,1,6,17,27,7,4,0,4,0,0,111
YOTALA,atencion odontologica,primera consulta,2023-06-01,8,9,43,46,5,10,14,58,5,11,0,10,0,1,220
YUNCHARA,atencion odontologica,primera consulta,2023-06-01,4,2,16,14,12,10,15,25,3,6,0,0,0,0,107
YUNGUYO DE LITORAL,atencion odontologica,primera consulta,2023-06-01,0,0,1,1,0,0,1,0,2,1,0,0,0,0,6
ZUDAÑEZ,atencion odontologica,primera consulta,2023-06-01,17,9,18,19,3,2,3,13,1,0,0,5,0,0,90
ACACIO,atencion odontologica,primera consulta,2023-07-01,2,2,13,17,1,3,6,23,2,2,0,3,0,1,75
ACHACACHI,atencion odontologica,primera consulta,2023-07-01,28,30,99,90,45,69,86,160,30,23,0,33,0,10,703
ACHOCALLA,atencion odontologica,primera consulta,2023-07-01,14,14,41,46,11,21,23,71,6,17,0,19,0,3,286
AIQUILE,atencion odontologica,primera consulta,2023-07-01,8,3,13,12,5,5,9,17,3,2,0,5,0,1,83
ALALAY,atencion odontologica,primera consulta,2023-07-01,0,1,2,1,1,0,2,3,0,2,0,0,0,0,12
ALCALA,atencion odontologica,primera consulta,2023-07-01,1,3,13,10,4,4,18,17,0,0,0,1,0,0,71
ALTO BENI,atencion odontologica,primera consulta,2023-07-01,18,14,24,23,5,24,22,49,17,11,0,10,0,0,217
ANCORAIMES,atencion odontologica,primera consulta,2023-07-01,6,4,12,30,18,24,26,65,19,25,0,6,0,2,237
ANDAMARCA,atencion odontologica,primera consulta,2023-07-01,3,1,7,13,2,7,6,12,0,2,0,3,0,0,56
ANTEQUERA,atencion odontologica,primera consulta,2023-07-01,0,1,2,4,1,1,2,7,2,4,0,2,0,0,26
ANZALDO,atencion odontologica,primera consulta,2023-07-01,0,3,9,5,1,7,5,9,6,6,0,1,0,0,52
APOLO,atencion odontologica,primera consulta,2023-07-01,7,8,19,16,11,22,17,40,7,1,0,12,0,17,177
ARAMPAMPA,atencion odontologica,primera consulta,2023-07-01,0,3,2,6,0,1,3,7,0,2,0,0,0,2,26
ARANI,atencion odontologica,primera consulta,2023-07-01,1,3,4,7,5,6,5,11,1,3,0,0,0,0,46
ARBIETO,atencion odontologica,primera consulta,2023-07-01,24,17,54,71,20,31,26,93,10,10,0,4,0,4,364
ARQUE,atencion odontologica,primera consulta,2023-07-01,4,9,13,13,7,5,12,36,6,6,0,6,0,5,122
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2023-07-01,9,14,67,65,26,49,20,82,4,8,0,3,0,4,351
ATOCHA,atencion odontologica,primera consulta,2023-07-01,6,3,28,27,28,13,37,63,8,1,0,4,0,0,218
AUCAPATA,atencion odontologica,primera consulta,2023-07-01,4,3,12,9,4,8,14,19,3,2,0,6,0,8,92
AYATA,atencion odontologica,primera consulta,2023-07-01,10,5,14,15,8,12,27,54,8,4,0,20,0,6,183
AYO AYO,atencion odontologica,primera consulta,2023-07-01,2,7,14,16,8,16,19,28,2,4,0,0,0,0,116
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2023-07-01,9,3,16,19,10,11,10,49,2,7,0,1,0,6,143
AZURDUY,atencion odontologica,primera consulta,2023-07-01,1,2,9,7,1,6,6,14,2,2,0,4,0,0,54
BATALLAS,atencion odontologica,primera consulta,2023-07-01,10,7,16,26,13,24,22,61,15,13,0,2,0,0,209
BAURES,atencion odontologica,primera consulta,2023-07-01,1,0,5,6,1,2,5,11,1,0,0,0,0,0,32
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2023-07-01,1,0,1,1,0,2,1,4,5,3,0,2,0,0,20
BELEN DE URMIRI,atencion odontologica,primera consulta,2023-07-01,3,0,2,3,1,2,4,6,1,1,0,0,0,0,23
BELLA FLOR,atencion odontologica,primera consulta,2023-07-01,14,22,3,7,6,3,5,10,1,2,0,3,0,2,78
BERMEJO,atencion odontologica,primera consulta,2023-07-01,12,12,54,54,23,44,77,142,20,10,0,9,0,0,457
BETANZOS,atencion odontologica,primera consulta,2023-07-01,18,17,57,61,22,30,47,94,16,7,0,15,0,2,386
BOLIVAR,atencion odontologica,primera consulta,2023-07-01,0,0,1,3,1,3,2,7,3,1,0,1,0,0,22
BOLPEBRA,atencion odontologica,primera consulta,2023-07-01,3,5,17,18,4,2,6,1,1,0,0,1,0,0,58
BOYUIBE,atencion odontologica,primera consulta,2023-07-01,0,0,7,6,5,2,2,17,3,0,0,0,0,0,42
BUENA VISTA,atencion odontologica,primera consulta,2023-07-01,8,5,19,29,13,22,14,33,10,3,0,0,0,1,157
CABEZAS,atencion odontologica,primera consulta,2023-07-01,11,26,34,62,16,26,39,100,10,11,0,18,0,5,358
CAIROMA,atencion odontologica,primera consulta,2023-07-01,8,6,13,10,7,9,16,18,3,2,0,2,0,0,94
"CAIZA ""D""",atencion odontologica,primera consulta,2023-07-01,21,26,24,20,4,11,8,46,18,33,0,11,0,4,226
CAJUATA,atencion odontologica,primera consulta,2023-07-01,6,14,62,60,9,28,28,78,8,5,0,18,0,1,317
CALACOTO,atencion odontologica,primera consulta,2023-07-01,3,0,3,3,0,1,3,3,2,2,0,0,0,0,20
CALAMARCA,atencion odontologica,primera consulta,2023-07-01,9,16,20,27,10,17,16,41,9,4,0,4,0,3,176
CAMARGO,atencion odontologica,primera consulta,2023-07-01,2,5,23,28,5,19,15,48,3,9,0,9,0,0,166
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2023-07-01,3,3,10,9,2,4,8,20,3,3,0,2,0,0,67
CAMIRI,atencion odontologica,primera consulta,2023-07-01,37,42,66,87,24,47,46,162,16,14,0,35,0,1,577
CAPINOTA,atencion odontologica,primera consulta,2023-07-01,16,13,56,78,11,31,29,72,2,14,0,0,0,0,322
CAQUIAVIRI,atencion odontologica,primera consulta,2023-07-01,3,3,11,15,4,5,18,20,6,1,0,4,0,2,92
CARACOLLO,atencion odontologica,primera consulta,2023-07-01,19,11,38,43,15,40,41,103,17,16,0,27,0,4,374
CARANAVI,atencion odontologica,primera consulta,2023-07-01,34,24,41,65,24,43,41,109,15,10,0,9,0,6,421
CARANGAS,atencion odontologica,primera consulta,2023-07-01,0,1,1,0,4,1,3,0,0,0,0,0,0,0,10
CARAPARI,atencion odontologica,primera consulta,2023-07-01,5,9,46,42,17,25,41,85,7,6,0,3,0,0,286
CARIPUYO,atencion odontologica,primera consulta,2023-07-01,11,4,12,14,2,12,13,31,8,7,0,10,0,4,128
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2023-07-01,5,7,17,19,4,10,9,19,1,0,0,2,0,0,93
CATACORA,atencion odontologica,primera consulta,2023-07-01,2,1,3,3,2,2,10,6,0,0,0,0,0,0,29
CHACARILLA,atencion odontologica,primera consulta,2023-07-01,0,0,9,8,5,8,2,4,0,1,0,0,0,0,37
CHALLAPATA,atencion odontologica,primera consulta,2023-07-01,29,18,65,82,40,44,44,163,39,44,0,56,0,1,625
CHAQUI,atencion odontologica,primera consulta,2023-07-01,5,4,19,15,3,12,17,37,10,7,0,4,0,0,133
CHARAGUA,atencion odontologica,primera consulta,2023-07-01,17,11,33,34,28,35,32,110,5,2,0,7,0,3,317
CHARAÑA,atencion odontologica,primera consulta,2023-07-01,0,0,5,1,1,1,3,6,1,1,0,3,0,1,23
CHAYANTA,atencion odontologica,primera consulta,2023-07-01,19,9,15,21,7,16,17,48,5,6,0,6,0,1,170
CHIMORE,atencion odontologica,primera consulta,2023-07-01,17,15,55,56,13,48,33,63,13,11,0,11,0,9,344
CHIPAYA,atencion odontologica,primera consulta,2023-07-01,2,0,6,3,1,1,4,7,1,3,0,3,0,2,33
CHOQUE COTA,atencion odontologica,primera consulta,2023-07-01,4,3,5,3,7,4,10,26,3,4,0,5,0,0,74
CHUA COCANI,atencion odontologica,primera consulta,2023-07-01,1,1,3,7,3,6,8,10,2,2,0,7,0,0,50
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2023-07-01,2,2,36,46,24,27,10,22,3,0,0,0,0,0,172
CHUMA,atencion odontologica,primera consulta,2023-07-01,8,12,23,25,14,16,33,42,7,6,0,8,0,0,194
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2023-07-01,4,3,21,29,11,19,11,32,2,1,0,3,0,1,137
CKOCHAS,atencion odontologica,primera consulta,2023-07-01,7,6,36,25,10,17,32,48,5,6,0,3,0,1,196
CLIZA,atencion odontologica,primera consulta,2023-07-01,5,6,13,18,8,16,15,31,12,7,0,1,0,2,134
COBIJA,atencion odontologica,primera consulta,2023-07-01,80,76,108,122,55,58,128,229,9,11,0,83,0,15,974
COCAPATA,atencion odontologica,primera consulta,2023-07-01,36,22,33,31,15,31,25,58,9,8,0,10,0,8,286
COCHABAMBA,atencion odontologica,primera consulta,2023-07-01,164,192,554,529,240,361,542,1112,151,182,0,119,0,25,4171
COIPASA,atencion odontologica,primera consulta,2023-07-01,0,0,3,2,1,1,3,1,0,0,0,0,0,0,11
COLCAPIRHUA,atencion odontologica,primera consulta,2023-07-01,10,9,37,43,6,40,30,83,5,4,0,3,0,4,274
"COLCHA ""K""",atencion odontologica,primera consulta,2023-07-01,8,5,13,10,3,9,10,32,2,5,0,7,0,1,105
COLLANA,atencion odontologica,primera consulta,2023-07-01,3,0,13,3,8,16,7,23,10,15,0,4,0,0,102
COLOMI,atencion odontologica,primera consulta,2023-07-01,15,17,38,43,13,21,19,51,9,5,0,9,0,1,241
COLPA BELGICA,atencion odontologica,primera consulta,2023-07-01,0,1,3,12,6,5,13,16,1,0,0,1,0,0,58
COLQUECHACA,atencion odontologica,primera consulta,2023-07-01,14,14,36,54,11,36,39,77,12,8,0,13,0,3,317
COLQUENCHA,atencion odontologica,primera consulta,2023-07-01,9,11,25,20,13,16,12,31,1,5,0,0,0,0,143
COLQUIRI,atencion odontologica,primera consulta,2023-07-01,8,13,39,52,22,22,51,80,19,10,0,5,0,5,326
COMANCHE,atencion odontologica,primera consulta,2023-07-01,0,1,7,7,1,3,7,11,1,2,0,1,0,0,41
COMARAPA,atencion odontologica,primera consulta,2023-07-01,9,12,31,35,28,35,24,68,7,8,0,4,0,10,271
COMBAYA,atencion odontologica,primera consulta,2023-07-01,0,0,2,0,0,2,4,4,1,1,0,1,0,0,15
CONCEPCION,atencion odontologica,primera consulta,2023-07-01,46,43,128,118,14,12,16,30,8,7,0,18,0,2,442
COPACABANA,atencion odontologica,primera consulta,2023-07-01,2,4,16,16,3,8,9,15,2,2,0,2,0,1,80
CORIPATA,atencion odontologica,primera consulta,2023-07-01,6,6,18,19,8,10,12,42,5,3,0,2,0,1,132
CORO CORO,atencion odontologica,primera consulta,2023-07-01,4,1,14,16,6,11,15,24,3,5,0,2,0,0,101
COROICO,atencion odontologica,primera consulta,2023-07-01,7,8,28,18,9,8,9,30,1,0,0,4,0,1,123
CORQUE,atencion odontologica,primera consulta,2023-07-01,2,0,6,5,5,10,9,26,10,6,0,5,0,0,84
COTAGAITA,atencion odontologica,primera consulta,2023-07-01,9,12,20,35,10,28,51,85,6,11,0,9,0,2,278
COTOCA,atencion odontologica,primera consulta,2023-07-01,60,78,44,54,13,30,20,82,22,31,0,24,0,7,465
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2023-07-01,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4
CUATRO CAÑADAS,atencion odontologica,primera consulta,2023-07-01,8,9,34,40,13,24,16,65,3,5,0,19,0,10,246
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2023-07-01,1,2,4,4,4,6,4,16,2,3,0,6,0,0,52
CUEVO,atencion odontologica,primera consulta,2023-07-01,4,5,5,9,3,5,7,16,1,0,0,0,0,0,55
CULPINA,atencion odontologica,primera consulta,2023-07-01,7,20,30,37,9,43,40,94,5,18,0,6,0,0,309
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2023-07-01,9,4,8,9,2,9,11,21,2,7,0,3,0,0,85
CURVA,atencion odontologica,primera consulta,2023-07-01,1,1,8,9,0,2,3,7,2,3,0,0,0,0,36
DESAGUADERO,atencion odontologica,primera consulta,2023-07-01,2,4,9,10,13,7,13,19,5,6,0,9,0,2,99
EL ALTO,atencion odontologica,primera consulta,2023-07-01,342,486,681,765,306,480,400,1168,111,137,0,473,0,35,5384
EL CHORO,atencion odontologica,primera consulta,2023-07-01,8,3,4,4,1,3,5,10,7,5,0,0,0,0,50
EL PUENTE(STC),atencion odontologica,primera consulta,2023-07-01,4,3,19,29,5,13,19,43,12,15,0,1,0,1,164
EL PUENTE(TJA),atencion odontologica,primera consulta,2023-07-01,7,7,28,36,7,28,25,87,15,23,0,3,0,1,267
EL TORNO,atencion odontologica,primera consulta,2023-07-01,79,62,112,126,48,59,71,183,36,39,0,33,0,33,881
EL VILLAR,atencion odontologica,primera consulta,2023-07-01,3,1,7,5,2,5,9,14,2,1,0,1,0,1,51
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2023-07-01,19,20,65,77,37,57,56,122,11,9,0,5,0,4,482
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2023-07-01,12,13,40,54,11,28,18,77,3,2,0,11,0,8,277
ESCARA,atencion odontologica,primera consulta,2023-07-01,0,0,0,4,2,0,0,2,0,0,0,0,0,0,8
ESCOMA,atencion odontologica,primera consulta,2023-07-01,6,3,13,18,9,16,11,28,5,7,0,3,0,0,119
ESMERALDA,atencion odontologica,primera consulta,2023-07-01,1,0,0,0,0,0,1,3,1,2,0,0,0,0,8
EUCALIPTUS,atencion odontologica,primera consulta,2023-07-01,2,3,1,2,1,0,2,4,6,7,0,1,0,0,29
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2023-07-01,41,38,38,31,10,11,10,50,5,6,0,24,0,2,266
FILADELFIA,atencion odontologica,primera consulta,2023-07-01,8,5,11,9,3,7,12,13,1,0,0,2,0,0,71
GAIOC JATUN AYLLU YURA,atencion odontologica,primera consulta,2023-07-01,5,6,12,9,4,6,8,28,17,18,0,1,0,3,117
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2023-07-01,5,8,26,30,7,22,11,61,0,4,0,18,0,0,192
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2023-07-01,15,10,34,31,9,17,20,27,3,6,0,7,0,4,183
GUANAY,atencion odontologica,primera consulta,2023-07-01,12,10,13,21,10,12,11,38,2,3,0,11,0,1,144
GUAQUI,atencion odontologica,primera consulta,2023-07-01,2,7,20,25,13,13,18,31,6,16,0,2,0,2,155
GUAYARAMERIN,atencion odontologica,primera consulta,2023-07-01,20,19,85,77,14,29,23,67,6,5,0,29,0,1,375
GUTIERREZ,atencion odontologica,primera consulta,2023-07-01,5,4,21,15,10,17,20,52,6,7,0,4,0,0,161
HUACARAJE,atencion odontologica,primera consulta,2023-07-01,3,3,4,5,2,5,9,12,3,1,0,2,0,1,50
