,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,20,53,73
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,5,5
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,33,45,78
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,19,38,57
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,2,1,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,15,9,24
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,15,31,46
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,1,1,2
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,2,1,3
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,1,1,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,13,13,26
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,5,8,13
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,2,2,4
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,3,0,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,4,7,11
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,1,1
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,1,8,9
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,4,3,7
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,3,2,5
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,9,7,16
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,6,5,11
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,3,1,4
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,3,3,6
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,14,10,24
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,1,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,4,2,6
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,8,9,17
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,2,1,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,4,3,7
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,288,361,649
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,336,278,614
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,1,0,1
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,6,6
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,9,14,23
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,2,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,53,55,108
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,4,3,7
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,4,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,7,4,11
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,18,28,46
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,35,81,116
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,2,0,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,1,4,5
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,21,18,39
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,4,0,4
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,2,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,10,5,15
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,3,2,5
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,6,3,9
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,4,2,6
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,2,1,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,9,5,14
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,8,16,24
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,1,1
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,0,1,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-05-01,9,4,13
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,3,2,5
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,7,8,15
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,4,1,5
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,3,2,5
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,3,4
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,14,23,37
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,6,12,18
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,0,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,18,32,50
CAMATAQUI (C. VILLA ABECIA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,4,8,12
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,3,6,9
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,5,6,11
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,0,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,1,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,2,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,4,3,7
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,178,219,397
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,4,1,5
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,2,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,4,6
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,25,12,37
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,162,180,342
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,1,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,3,5
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,9,14,23
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,9,8,17
HUACAYA (VILLA DE HUACAYA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,2,2
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,3,5
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,3,0,3
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,0,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,620,808,1428
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,1,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,1,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,2,4
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,2,3
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,4,1,5
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,11,11,22
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,33,54,87
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,2,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,61,63,124
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,11,9,20
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,1,2
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,15,8,23
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,8,10,18
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,27,32,59
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,0,2
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,0,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,9,8,17
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,4,2,6
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,3,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,5,0,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,3,4
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,1,2
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,11,11
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,5,2,7
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,11,16,27
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,8,13,21
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,5,7
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,2,4
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,10,2,12
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,11,3,14
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,1,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,12,21,33
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,2,3
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,3,5,8
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,3,4,7
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,3,3,6
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,1,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,286,493,779
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,3,3
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,222,292,514
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,9,9,18
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,1,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,57,59,116
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,3,0,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,4,4
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,1,1
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,0,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,11,2,13
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,5,0,5
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,13,16,29
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,32,34,66
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,3,3,6
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,1,3
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,4,5,9
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,30,36,66
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,12,7,19
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,0,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,1,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,14,12,26
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,2,4
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,2,14,16
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,6,0,6
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,3,4
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,12,11,23
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,27,16,43
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,6,2,8
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,1,2,3
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-06-01,6,11,17
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,4,1,5
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,13,9,22
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,4,2,6
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,1,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,2,5,7
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,22,23,45
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,9,16,25
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,4,4,8
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,17,29,46
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,6,7
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,2,7,9
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,2,2,4
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,2,4,6
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,3,1,4
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,2,2,4
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,4,3,7
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,165,220,385
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,3,3,6
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,12,17,29
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,2,1,3
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,1,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,5,8,13
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,17,5,22
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,103,136,239
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,5,1,6
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,10,4,14
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,2,1,3
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,2,1,3
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,8,5,13
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,5,6,11
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,1,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,1,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,3,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,212,720,932
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,2,2,4
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,3,2,5
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,1,2
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,2,3
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,13,7,20
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,11,16,27
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,56,78,134
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,1,2
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,13,10,23
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,2,3
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,3,4
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,29,14,43
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,3,3,6
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,20,17,37
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,0,1,1
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,10,8,18
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,1,1,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2011-07-01,4,3,7
